#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2013.5904     1.42     -8.29
2013.5932     2.93     -1.26
2013.5959     1.45     2.36
2013.5986     0.58     -1.23
2013.6014     2.69     -0.36
2013.6041     0.16     -0.84
2013.6068     0.88     1.21
2013.6096     0.14     0.44
2013.6123     -1.88     -4.62
2013.6151     -1.82     -6.90
2013.6178     3.27     -3.94
2013.6205     1.63     -1.00
2013.6233     1.27     -0.51
2013.6260     2.87     1.25
2013.6288     6.71     1.30
2013.6315     4.64     -2.11
2013.6342     2.29     -0.78
2013.6370     2.24     1.31
2013.6397     2.71     -0.73
2013.6425     3.59     5.91
2013.6452     2.03     2.70
2013.6479     1.05     -1.50
2013.6507     4.45     -0.02
2013.6534     0.62     1.26
2013.6562     -0.65     1.32
2013.6589     0.01     3.28
2013.6616     -1.01     -0.99
2013.6644     0.68     1.80
2013.6671     1.74     -1.00
2013.6699     1.36     -0.32
2013.6726     2.28     0.97
2013.6753     0.46     -0.51
2013.6781     0.03     -0.13
2013.6808     0.96     2.26
2013.6836     2.62     0.24
2013.6863     2.88     0.89
2013.6890     0.66     0.04
2013.6918     0.33     -0.28
2013.6945     1.91     -0.49
2013.6973     1.92     0.40
2013.7000     0.91     0.90
2013.7027     1.11     -0.07
2013.7055     1.60     -0.12
2013.7082     1.32     0.93
2013.7110     3.69     -0.79
2013.7137     1.38     -0.04
2013.7164     1.00     1.71
2013.7192     1.47     0.97
2013.7219     1.52     -1.33
2013.7247     2.06     -0.87
2013.7274     -0.25     0.10
2013.7301     1.25     -0.03
2013.7329     0.41     0.10
2013.7356     0.60     0.21
2013.7384     0.02     -0.75
2013.7411     1.45     0.52
2013.7438     9.57     -3.22
2013.7466     1.56     0.93
2013.7493     1.38     1.50
2013.7521     2.48     2.22
2013.7548     0.28     3.58
2013.7575     0.63     0.06
2013.7603     0.25     -2.08
2013.7630     1.34     -1.16
2013.7658     1.58     2.05
2013.7685     1.77     1.28
2013.7712     1.12     1.31
2013.7740     -0.33     0.66
2013.7767     1.91     1.09
2013.7795     0.85     1.29
2013.7822     1.87     0.59
2013.7849     1.05     1.85
2013.7877     0.52     -0.32
2013.7904     0.47     -0.63
2013.7932     1.84     1.42
2013.7959     0.51     0.31
2013.7986     0.73     0.02
2013.8014     0.75     -0.37
2013.8041     0.42     0.61
2013.8068     0.02     0.17
2013.8096     0.67     -0.28
2013.8123     1.20     -0.92
2013.8151     0.03     -0.03
2013.8178     0.12     -0.10
2013.8205     0.48     0.93
2013.8233     0.48     -1.43
2013.8260     0.69     -0.02
2013.8288     0.44     -0.64
2013.8315     0.66     0.16
2013.8342     0.58     0.90
2013.8370     0.62     1.39
2013.8397     -0.16     1.41
2013.8425     -0.06     0.72
2013.8452     -0.11     -0.45
2013.8479     0.68     -1.95
2013.8507     0.08     -0.36
2013.8534     0.00     -0.26
2013.8562     0.54     -0.89
2013.8589     0.47     -0.79
2013.8616     0.83     0.24
2013.8644     -0.07     0.06
2013.8671     -0.20     0.07
2013.8699     0.92     0.18
2013.8726     1.34     1.52
2013.8753     0.04     0.90
2013.8781     0.01     -0.01
2013.8808     -1.57     -0.87
2013.8836     -0.60     -0.37
2013.8863     0.36     0.13
2013.8890     -0.05     -0.32
2013.8918     0.37     -2.21
2013.8945     1.82     -0.48
2013.8973     0.09     -1.37
2013.9000     -0.53     -1.52
2013.9027     -0.72     -0.76
2013.9055     0.47     -0.52
2013.9082     -0.82     -1.35
2013.9110     -0.36     -0.81
2013.9137     0.87     -1.17
2013.9164     0.03     -1.25
2013.9192     -0.04     -0.07
2013.9219     -0.79     -1.72
2013.9247     0.14     -0.84
2013.9274     -0.32     -1.17
2013.9301     -0.14     -1.07
2013.9329     -0.59     -0.31
2013.9356     -0.33     -1.17
2013.9384     -1.03     -1.02
2013.9411     -0.84     1.66
2013.9438     -0.90     -2.10
2013.9466     -0.44     -0.47
2013.9493     -0.60     0.12
2013.9521     -0.44     -1.77
2013.9548     0.62     1.26
2013.9575     -0.25     1.36
2013.9603     -0.17     -1.11
2013.9630     -0.94     -1.50
2013.9658     -0.49     -2.06
2013.9685     1.10     0.12
2013.9712     -0.14     -1.48
2013.9740     -0.31     -2.20
2013.9767     -0.62     0.55
2013.9795     -0.51     -1.01
2013.9822     -0.63     -1.42
2013.9849     0.16     -0.33
2013.9877     -0.31     0.20
2013.9904     -0.70     -0.22
2013.9932     -0.48     -1.59
2013.9959     -0.28     -1.49
2013.9986     -0.11     -0.76
2014.0014     -0.81     -0.61
2014.0041     -1.25     -0.68
2014.0068     -1.31     -1.87
2014.0096     -1.34     -0.18
2014.0123     -0.58     0.42
2014.0151     -0.81     -0.39
2014.0178     -1.35     -0.84
2014.0205     -1.11     -0.87
2014.0233     -0.50     -0.73
2014.0260     -0.28     0.28
2014.0288     -2.04     -1.09
2014.0315     -0.80     -0.35
2014.0342     -0.71     -0.85
2014.0370     -0.51     -0.09
2014.0397     -0.82     -1.04
2014.0425     -1.09     0.25
2014.0452     -1.08     -1.45
2014.0479     -1.11     -0.85
2014.0507     -1.25     -0.65
2014.0534     -1.13     -1.31
2014.0562     -0.20     -0.43
2014.0589     -1.00     -1.09
2014.0616     -0.36     1.03
2014.0644     -0.13     -0.53
2014.0671     -0.12     -0.29
2014.0699     -0.45     0.67
2014.0726     -0.33     -0.64
2014.0753     -1.07     -1.21
2014.0781     -0.81     -0.78
2014.0808     -0.90     -0.48
2014.0836     -0.82     -0.36
2014.0863     -1.30     -1.14
2014.0890     -0.94     -1.19
2014.0918     1.01     1.14
2014.0945     0.47     0.27
2014.0973     -0.46     -0.62
2014.1000     0.14     -0.27
2014.1027     -1.32     -1.80
2014.1055     -0.87     -1.29
2014.1082     -0.39     0.80
2014.1110     -0.60     -0.41
2014.1137     -0.71     0.28
2014.1164     -1.11     -0.16
2014.1192     -1.24     1.14
2014.1219     -0.52     -0.26
2014.1247     -0.56     0.54
2014.1274     -0.25     0.83
2014.1301     -1.05     -0.91
2014.1329     -0.29     -0.96
2014.1356     -0.63     -0.86
2014.1384     -0.89     0.01
2014.1411     -1.07     -0.72
2014.1438     -0.63     0.22
2014.1466     0.06     -0.59
2014.1493     -1.61     -1.16
2014.1521     -0.48     0.04
2014.1548     -1.78     -0.58
2014.1575     -0.22     1.56
2014.1603     0.65     0.39
2014.1630     -0.66     1.05
2014.1658     -0.38     0.00
2014.1685     -0.47     -2.10
2014.1712     -0.10     0.25
2014.1740     -0.42     -1.57
2014.1767     -1.70     -1.51
2014.1795     -1.21     -0.27
2014.1822     0.37     0.81
2014.1849     -0.38     0.66
2014.1877     0.10     1.67
2014.1904     -1.25     0.33
2014.1932     -0.90     -0.82
2014.1959     -0.94     -0.03
2014.1986     -0.71     1.22
2014.2014     -1.33     -1.74
2014.2041     -0.43     0.17
2014.2068     -1.14     -0.14
2014.2096     -0.77     0.48
2014.2123     0.75     -2.00
2014.2151     -0.82     -0.47
2014.2178     -1.17     -0.40
2014.2205     0.53     -1.71
2014.2233     -1.27     -0.34
2014.2260     0.48     -0.49
2014.2288     -0.35     0.09
2014.2315     0.39     -2.79
2014.2342     -0.83     1.04
2014.2370     -1.69     -1.01
2014.2397     -0.62     -1.20
2014.2425     -0.33     -1.16
2014.2452     0.07     -2.01
2014.2479     -0.00     -0.83
2014.2507     1.02     -0.44
2014.2534     -0.53     -1.05
2014.2562     -0.95     -2.39
2014.2589     -2.07     -1.62
2014.2616     -1.67     -1.18
2014.2644     -0.04     -2.39
2014.2671     -0.71     -3.07
2014.2699     1.06     -2.10
2014.2726     -0.59     -0.26
2014.2753     0.07     -0.47
2014.2781     -0.17     0.21
2014.2808     1.23     -5.91
2014.2836     0.43     0.56
2014.2863     -1.54     0.13
2014.2890     -0.15     0.48
2014.2918     0.20     0.62
2014.2945     -0.32     -0.24
2014.2973     -0.73     -1.33
2014.3000     -0.72     -0.45
2014.3027     0.03     -0.52
2014.3055     -1.09     -2.14
2014.3082     -0.07     0.84
2014.3110     -0.69     -0.40
2014.3137     1.03     -0.82
2014.3164     0.59     -0.46
2014.3192     0.20     0.20
2014.3219     -0.07     1.06
2014.3247     -1.01     0.16
2014.3274     0.10     -1.89
2014.3301     0.25     -0.36
2014.3329     1.12     0.00
2014.3356     -0.43     0.26
2014.3384     0.48     0.46
2014.3411     -1.59     -0.13
2014.3438     0.53     -0.52
2014.3466     0.55     -0.72
2014.3493     3.55     -0.32
2014.3521     0.26     -0.53
2014.3548     -1.54     -1.12
2014.3575     -1.02     -1.12
2014.3603     1.67     1.14
2014.3630     -1.01     -1.54
2014.3658     -0.08     1.73
2014.3685     -0.56     0.73
2014.3712     0.04     -1.11
2014.3740     -0.61     1.30
2014.3767     -0.02     0.98
2014.3795     0.15     -1.98
2014.3822     2.84     -0.59
2014.3849     0.88     -2.94
2014.3877     3.12     -2.73
2014.3904     0.32     0.46
2014.3932     -0.31     0.51
2014.3959     0.24     0.77
2014.3986     -1.35     -1.63
2014.4014     0.66     0.80
2014.4041     1.15     -1.62
2014.4068     0.70     -1.07
2014.4096     2.96     1.56
2014.4123     -4.66     0.72
2014.4151     1.33     0.42
2014.4178     2.52     -1.96
2014.4205     0.66     2.13
2014.4233     0.23     -0.32
2014.4260     1.39     0.08
2014.4288     -0.45     0.31
2014.4315     1.23     0.69
2014.4342     0.16     1.10
2014.4370     0.80     -0.22
2014.4397     -0.46     -0.36
2014.4425     -1.68     -0.41
2014.4452     0.55     -0.41
2014.4479     0.98     0.73
2014.4507     2.24     0.84
2014.4534     1.36     0.05
2014.4562     0.22     0.55
2014.4589     0.83     0.70
2014.4616     1.45     -0.88
2014.4644     1.47     -0.62
2014.4671     -0.07     -1.86
2014.4699     3.33     1.80
2014.4726     1.30     -0.68
2014.4753     0.27     -1.72
2014.4781     0.16     -1.03
2014.4808     0.70     0.72
2014.4836     1.77     1.84
2014.4863     -0.71     -0.74
2014.4890     1.14     1.67
2014.4918     -0.06     -0.74
2014.4945     2.40     0.71
2014.4973     1.35     2.01
2014.5000     -0.20     0.34
2014.5027     0.18     1.39
2014.5055     0.31     -0.76
2014.5082     1.61     -0.15
2014.5110     1.71     1.10
2014.5137     1.28     1.27
2014.5164     1.28     0.84
2014.5192     0.17     0.53
2014.5219     -0.14     -1.49
2014.5247     1.77     2.08
2014.5274     1.76     -1.39
2014.5301     -2.34     -1.22
2014.5329     0.54     -1.88
2014.5356     1.01     -1.75
2014.5384     0.19     1.66
2014.5411     2.68     -1.39
2014.5438     8.08     0.14
2014.5466     6.13     -4.58
2014.5493     0.69     -0.32
2014.5521     1.46     2.24
2014.5548     1.79     1.71
2014.5575     0.27     -1.66
2014.5603     0.94     -0.12
2014.5630     -0.29     0.46
2014.5658     1.27     -4.76
2014.5685     2.42     -1.15
2014.5712     -0.34     -2.44
2014.5740     0.62     -1.93
2014.5767     5.09     0.66
2014.5795     0.16     -1.39
2014.5822     2.42     1.67
2014.5849     -0.08     -5.68
2014.5877     1.02     -0.61
2014.5904     -0.60     -1.54
2014.5932     1.16     1.56
2014.5959     0.07     2.15
2014.5986     -0.09     -0.06
2014.6014     0.37     1.35
2014.6041     1.28     -0.39
2014.6068     0.70     0.39
2014.6096     1.85     -0.54
2014.6123     -0.46     -1.30
2014.6151     1.27     3.48
2014.6178     0.24     1.15
2014.6205     -1.82     -0.72
2014.6233     0.09     1.77
2014.6260     1.75     -0.25
2014.6288     3.30     2.73
2014.6315     -0.17     1.78
2014.6342     2.70     2.18
2014.6370     0.58     0.85
2014.6397     1.31     0.55
2014.6425     1.74     0.60
2014.6452     -0.14     1.20
2014.6479     1.01     1.79
2014.6507     0.61     -0.59
2014.6534     0.14     -2.66
2014.6562     0.39     2.07
2014.6589     2.41     -1.08
2014.6616     0.50     0.32
2014.6644     0.07     -2.13
2014.6671     2.01     0.86
2014.6699     -0.82     -2.94
2014.6726     -0.65     -0.49
2014.6753     0.74     -0.14
2014.6781     0.93     1.69
2014.6808     0.09     -0.13
2014.6836     0.66     1.45
2014.6863     1.68     0.54
2014.6890     -0.31     0.95
2014.6918     1.32     1.03
2014.6945     1.30     -0.72
2014.6973     1.60     -0.01
2014.7000     0.83     -0.20
2014.7027     1.51     -1.02
2014.7055     0.47     0.09
2014.7082     0.83     1.32
2014.7110     1.07     1.07
2014.7137     0.08     0.74
2014.7164     0.69     0.23
2014.7192     0.10     -0.52
2014.7219     0.16     0.89
2014.7247     -1.17     0.42
2014.7274     0.35     -0.11
2014.7301     -1.19     -1.11
2014.7329     -1.44     3.02
2014.7356     0.11     0.60
2014.7384     0.54     0.44
2014.7411     -0.82     -0.50
2014.7438     -0.80     0.40
2014.7466     0.05     -1.23
2014.7493     -0.58     0.33
2014.7521     -0.69     -0.28
2014.7548     -2.45     -3.17
2014.7575     -0.53     -0.43
2014.7603     -0.37     0.05
2014.7630     1.09     0.92
2014.7658     0.20     -0.32
2014.7685     0.48     0.58
2014.7712     -0.09     -0.57
2014.7740     -1.00     1.60
2014.7767     0.97     3.34
2014.7795     -0.08     2.05
2014.7822     -1.00     -0.54
2014.7849     -0.20     1.42
2014.7877     -0.31     -0.06
2014.7904     -0.14     0.66
2014.7932     -0.52     -0.39
2014.7959     0.49     0.84
2014.7986     -0.25     0.26
2014.8014     -0.45     1.24
2014.8041     0.14     0.92
2014.8068     0.39     1.75
2014.8096     -1.08     -1.30
2014.8123     0.44     0.76
2014.8151     0.04     -0.97
2014.8178     -0.33     0.37
2014.8205     2.33     -0.45
2014.8233     -0.17     -0.01
2014.8260     0.88     0.20
2014.8288     -0.68     1.75
2014.8315     0.52     1.77
2014.8342     -0.57     -0.23
2014.8370     -0.64     1.38
2014.8397     0.10     0.67
2014.8425     0.10     0.88
2014.8452     0.32     0.37
2014.8479     -0.47     -0.49
2014.8507     -0.39     0.73
2014.8534     -1.32     -1.67
2014.8562     -0.73     0.60
2014.8589     -0.71     -1.30
2014.8616     -0.55     -1.48
2014.8644     0.12     0.48
2014.8671     -0.74     -0.27
2014.8699     -0.52     0.74
2014.8726     -0.10     1.00
2014.8753     0.20     1.72
2014.8781     0.37     1.13
2014.8808     1.06     1.84
2014.8836     -0.86     0.84
2014.8863     -0.80     0.94
2014.8890     -0.98     0.43
2014.8918     -3.16     1.61
2014.8945     -1.20     0.52
2014.8973     -0.55     0.28
2014.9000     0.02     0.57
2014.9027     -1.34     0.29
2014.9055     -1.20     0.51
2014.9082     -0.20     -1.08
2014.9110     -0.56     0.28
2014.9137     -0.90     0.15
2014.9164     -0.62     0.40
2014.9192     -0.88     -0.68
2014.9219     -2.13     -0.78
2014.9247     -1.00     -0.43
2014.9274     -0.46     1.11
2014.9301     -2.26     -0.98
2014.9329     -1.42     -0.47
2014.9356     -0.37     -0.04
2014.9384     -1.45     0.34
2014.9411     -1.06     1.00
2014.9438     -1.40     0.86
2014.9466     -0.82     0.73
2014.9493     -1.21     1.40
2014.9521     -0.96     1.81
2014.9548     -1.70     -2.86
2014.9575     -1.30     3.42
2014.9603     -1.91     2.64
2014.9630     -1.40     1.10
2014.9658     -1.41     1.31
2014.9685     -2.26     -0.96
2014.9712     -1.24     0.94
2014.9740     -1.09     0.97
2014.9767     -1.00     0.47
2014.9795     -1.50     0.72
2014.9822     -1.73     0.79
2014.9849     -1.55     -1.73
2014.9877     -1.67     -0.19
2014.9904     -2.18     -1.03
2014.9932     -2.18     0.27
2014.9959     -2.28     0.98
2014.9986     -2.17     0.30
2015.0014     -1.44     -0.02
2015.0041     -1.40     0.91
2015.0068     -1.98     0.82
2015.0096     -1.01     1.34
2015.0123     -0.79     1.06
2015.0151     -0.69     0.57
2015.0178     -1.36     0.12
2015.0205     -1.78     2.47
2015.0233     -0.79     0.19
2015.0260     -1.02     1.78
2015.0288     -0.87     0.50
2015.0315     -0.89     -0.60
2015.0342     -0.13     1.29
2015.0370     -0.35     0.07
2015.0397     -0.72     0.32
2015.0425     -0.74     2.24
2015.0452     -2.02     -0.51
2015.0479     -1.59     0.64
2015.0507     -0.97     0.80
2015.0534     -1.45     -0.64
2015.0562     -0.78     -0.85
2015.0589     -0.39     0.88
2015.0616     -1.27     0.08
2015.0644     -0.84     1.23
2015.0671     -0.51     0.26
2015.0699     -0.40     0.88
2015.0726     -0.79     0.45
2015.0753     -1.38     1.01
2015.0781     -1.57     -0.39
2015.0808     -1.11     1.23
2015.0836     -0.82     1.06
2015.0863     -1.30     -0.38
2015.0890     -1.05     0.25
2015.0918     -1.57     0.49
2015.0945     -1.94     -0.34
2015.0973     -1.63     0.39
2015.1000     -1.22     2.14
2015.1027     -2.37     1.13
2015.1055     -2.60     0.31
2015.1082     -1.89     1.27
2015.1110     -1.83     1.37
2015.1137     -1.65     1.01
2015.1164     -1.93     -0.52
2015.1192     -2.21     0.76
2015.1219     -1.26     0.36
2015.1247     -1.86     -0.18
2015.1274     -1.47     0.24
2015.1301     -0.81     -0.19
2015.1329     -0.03     1.11
2015.1356     -0.56     0.45
2015.1384     -0.71     1.71
2015.1411     -0.96     0.02
2015.1438     -0.76     1.64
2015.1466     -1.39     0.60
2015.1493     -0.19     1.49
2015.1521     -1.24     0.20
2015.1548     -0.41     2.00
2015.1575     -0.79     0.73
2015.1603     -0.29     -0.17
2015.1630     -1.07     -0.15
2015.1658     -0.30     -1.70
2015.1685     -1.62     1.10
2015.1712     -1.50     -2.37
2015.1740     -0.90     0.56
2015.1767     -0.91     -0.32
2015.1795     -1.82     0.57
2015.1822     -1.25     0.65
2015.1849     -0.71     2.62
2015.1877     -0.79     0.11
2015.1904     -1.75     -0.17
2015.1932     -0.87     1.28
2015.1959     -1.55     1.24
2015.1986     -1.05     1.21
2015.2014     -0.92     -0.96
2015.2041     -0.49     1.27
2015.2068     -1.88     3.09
2015.2096     -1.43     1.46
2015.2123     -0.62     0.19
2015.2151     -1.40     -1.10
2015.2178     -0.50     -2.20
2015.2205     -0.48     1.29
2015.2233     -1.04     1.25
2015.2260     -1.38     -0.19
2015.2288     -1.88     -1.00
2015.2315     -1.26     -0.64
2015.2342     -1.69     1.47
2015.2370     -1.21     -0.76
2015.2397     -1.34     0.54
2015.2425     -0.06     1.35
2015.2452     2.32     0.29
2015.2479     -0.22     0.01
2015.2507     0.10     -2.49
2015.2534     -0.63     0.86
2015.2562     -1.55     1.94
2015.2589     0.76     1.41
2015.2616     -1.84     -0.26
2015.2644     -1.81     0.65
2015.2671     -1.53     0.47
2015.2699     -1.49     2.48
2015.2726     -0.74     1.78
2015.2753     -3.13     0.44
2015.2781     -1.16     1.74
2015.2808     -1.25     -0.14
2015.2836     -0.50     2.39
2015.2863     -0.98     2.47
2015.2890     -0.42     -0.07
2015.2918     -0.69     3.37
2015.2945     -1.77     1.18
2015.2973     0.28     0.23
2015.3000     -1.41     0.26
2015.3027     -2.13     0.37
2015.3055     -0.35     0.06
2015.3082     -1.81     -0.39
2015.3110     -1.12     1.38
2015.3137     -1.02     0.90
2015.3164     -2.68     -1.16
2015.3192     -0.49     4.17
2015.3219     -0.85     1.42
2015.3247     -0.64     -2.13
2015.3274     -1.48     -0.92
2015.3301     0.36     2.75
2015.3329     -0.84     1.44
2015.3356     -1.25     1.20
2015.3384     0.52     -0.01
2015.3411     -0.61     2.48
2015.3438     -0.52     1.11
2015.3466     -0.82     3.65
2015.3493     -1.39     -0.10
2015.3521     -0.33     0.35
2015.3548     -0.52     1.11
2015.3575     -2.13     -0.45
2015.3603     -0.91     0.69
2015.3630     -0.41     -0.86
2015.3658     -1.63     -1.57
2015.3685     -0.18     1.68
2015.3712     -1.71     0.04
2015.3740     -0.39     1.34
2015.3767     -0.17     0.41
2015.3795     0.18     0.34
2015.3822     -0.00     1.34
2015.3849     -1.51     1.45
2015.3877     0.32     -0.73
2015.3904     0.19     0.15
2015.3932     -1.39     -0.50
2015.3959     -0.21     4.04
2015.3986     -1.49     0.86
2015.4014     -0.87     1.45
2015.4041     -0.06     2.56
2015.4068     -0.25     -0.13
2015.4096     -0.10     3.14
2015.4123     -0.77     0.10
2015.4151     -1.30     0.53
2015.4178     -1.88     0.88
2015.4205     -0.42     1.33
2015.4233     -2.41     2.83
2015.4260     0.82     -2.89
2015.4288     -0.72     1.70
2015.4315     -1.19     2.67
2015.4342     -3.88     -0.03
2015.4370     -1.38     1.05
2015.4397     -1.88     -0.41
2015.4425     -0.48     -0.04
2015.4452     -1.13     1.91
2015.4479     0.52     0.30
2015.4507     -0.66     1.17
2015.4534     -0.13     -1.85
2015.4562     0.76     -2.97
2015.4589     -0.45     0.87
2015.4616     -2.77     2.25
2015.4644     1.22     -0.71
2015.4671     0.30     2.11
2015.4699     3.05     -0.29
2015.4726     0.54     0.14
2015.4753     -0.85     0.67
2015.4781     0.52     0.75
2015.4808     0.60     -1.92
2015.4836     0.23     -1.88
2015.4863     0.24     -1.86
2015.4890     0.85     -0.21
2015.4918     -1.46     1.84
2015.4945     1.38     0.66
2015.4973     0.17     0.62
2015.5000     -1.58     0.34
2015.5027     -1.56     1.25
2015.5055     3.64     0.72
2015.5082     -0.72     1.55
2015.5110     -1.13     0.23
2015.5137     1.77     -1.06
2015.5164     0.91     -2.25
2015.5192     -0.22     -2.15
2015.5219     1.73     -2.42
2015.5247     0.95     -1.10
2015.5274     -0.10     -0.65
2015.5301     3.46     -2.38
2015.5329     1.17     2.08
2015.5356     -0.42     0.12
2015.5384     0.02     1.27
2015.5411     -1.31     -0.04
2015.5438     3.39     -0.96
2015.5466     0.50     0.33
2015.5493     -1.67     -1.06
2015.5521     0.97     1.76
2015.5548     0.23     2.50
2015.5575     0.16     1.30
2015.5603     -0.77     0.43
2015.5630     -2.64     -2.85
2015.5658     -1.88     2.50
2015.5685     0.29     -1.71
2015.5712     -2.06     -2.98
2015.5740     -0.29     -0.08
2015.5767     -1.16     -0.85
2015.5795     1.51     0.73
2015.5822     0.97     1.35
2015.5849     -0.31     0.34
2015.5877     -0.06     0.74
2015.5904     -0.35     2.22
2015.5932     0.80     0.65
2015.5959     -1.37     -0.74
2015.5986     0.71     -6.41
2015.6014     -0.35     0.94
2015.6041     -0.27     3.02
2015.6068     -1.95     -3.20
2015.6096     -0.42     0.17
2015.6123     3.13     3.41
2015.6151     -0.99     -0.33
2015.6178     -2.45     0.95
2015.6205     0.58     -2.51
2015.6233     -1.33     -0.23
2015.6260     -0.54     -1.52
2015.6288     -1.51     0.34
2015.6315     -1.62     0.17
2015.6342     -1.02     1.80
2015.6370     -2.20     -0.78
2015.6397     0.70     1.82
2015.6425     -0.29     0.85
2015.6452     0.10     -0.25
2015.6479     0.14     0.69
2015.6507     -0.23     -2.07
2015.6534     0.30     -0.99
2015.6562     -0.65     0.70
2015.6589     -0.55     -0.87
2015.6616     -1.00     -0.52
2015.6644     0.22     0.40
2015.6671     1.69     0.87
2015.6699     0.28     0.94
2015.6726     1.37     2.74
2015.6753     -0.66     -0.38
2015.6781     -0.36     0.54
2015.6808     -1.12     0.60
2015.6836     -0.30     1.08
2015.6863     -0.65     0.94
2015.6890     1.39     1.05
2015.6918     0.14     -0.57
2015.6945     -0.30     1.30
2015.6973     -0.56     1.10
2015.7000     -1.63     -0.01
2015.7027     -0.54     -1.69
2015.7055     -1.17     0.54
2015.7082     0.55     1.42
2015.7110     -2.29     1.72
2015.7137     -0.82     0.47
2015.7164     -0.05     -0.43
2015.7192     -0.08     -0.04
2015.7219     0.64     1.13
2015.7247     0.31     1.90
2015.7274     0.00     1.18
2015.7301     -0.82     -1.47
2015.7329     -0.20     -1.32
2015.7356     -0.25     0.77
2015.7384     -0.70     0.03
2015.7411     0.56     1.88
2015.7438     -1.25     -0.01
2015.7466     -0.89     -1.57
2015.7493     -2.88     -0.08
2015.7521     -0.82     0.92
2015.7548     -0.40     0.31
2015.7575     -0.41     2.90
2015.7603     -1.25     1.53
2015.7630     -1.42     0.59
2015.7658     -1.03     -0.06
2015.7685     -0.52     1.21
2015.7712     -0.23     2.34
2015.7740     -0.22     -0.44
2015.7767     -1.86     0.75
2015.7795     0.01     -0.51
2015.7822     -0.40     0.56
2015.7849     -0.18     1.57
2015.7877     -1.30     -0.06
2015.7904     -1.33     3.15
2015.7932     -0.59     0.04
2015.7959     -1.11     1.78
2015.7986     -0.83     0.73
2015.8014     -0.71     -1.46
2015.8041     -0.98     -0.38
2015.8068     -0.34     2.19
2015.8096     -0.12     0.82
2015.8123     0.88     -1.65
2015.8151     -0.12     -0.47
2015.8178     -0.14     -0.06
2015.8205     -0.03     0.33
2015.8233     -0.00     1.46
2015.8260     -0.28     1.21
2015.8288     -0.19     0.94
2015.8315     -0.10     -0.20
2015.8342     -0.76     1.30
2015.8370     -0.70     -0.97
2015.8397     -0.78     0.41
2015.8425     -0.98     -2.51
2015.8452     1.14     0.32
2015.8479     -0.83     1.20
2015.8507     -1.17     -0.23
2015.8534     -1.36     0.76
2015.8562     -0.89     0.24
2015.8589     -1.13     -0.58
2015.8616     -0.86     -0.35
2015.8644     -1.22     -1.16
2015.8671     -1.11     -2.27
2015.8699     -1.70     -0.44
2015.8726     -0.79     -1.53
2015.8753     -0.76     0.47
2015.8781     -0.83     -0.73
2015.8808     0.18     2.66
2015.8836     0.13     1.07
2015.8863     -0.54     0.41
2015.8890     -1.26     -0.56
2015.8918     -0.10     -1.25
2015.8945     -1.51     -1.61
2015.8973     -2.14     -0.05
2015.9000     -1.07     -0.45
2015.9027     -0.86     1.19
2015.9055     -0.93     0.00
2015.9082     -0.60     0.55
2015.9110     -0.89     0.93
2015.9137     0.16     -0.15
2015.9164     -1.92     0.11
2015.9192     -1.14     -1.21
2015.9219     -0.68     0.64
2015.9247     -0.81     0.64
2015.9274     -0.71     0.37
2015.9301     -0.58     0.59
2015.9329     -0.44     -0.47
2015.9356     -0.31     0.83
2015.9384     -0.91     -0.82
2015.9411     -0.43     1.71
2015.9438     -0.84     0.61
2015.9466     -0.40     2.62
2015.9493     -2.68     -2.63
2015.9521     -2.29     -5.88
2015.9548     -3.13     -3.15
2015.9575     -1.01     -0.30
2015.9603     -0.44     0.84
2015.9630     -0.64     0.94
2015.9658     -0.84     0.62
2015.9685     -0.79     2.44
2015.9712     -0.70     0.85
2015.9740     -0.67     1.55
2015.9767     -1.77     0.84
2015.9795     -0.86     1.03
2015.9822     -0.91     3.34
2015.9849     -1.40     0.79
2015.9877     -0.88     1.66
2015.9904     -1.21     1.33
2015.9932     -0.97     1.73
2015.9959     -1.22     1.32
2015.9986     -0.87     1.46
2016.0014     -1.00     2.54
2016.0041     -1.01     1.46
2016.0068     -0.96     1.76
2016.0096     -1.06     3.53
2016.0123     -0.85     1.08
2016.0150     -1.20     1.14
2016.0178     -1.59     1.60
2016.0205     -0.47     2.14
2016.0232     -1.92     2.36
2016.0260     -1.36     0.24
2016.0287     -1.16     1.66
2016.0314     -1.62     1.99
2016.0342     -1.07     0.72
2016.0369     -1.35     1.36
2016.0396     -0.95     2.01
2016.0423     -1.24     1.97
2016.0451     -1.59     0.75
2016.0478     -1.63     2.64
2016.0505     -1.40     2.58
2016.0533     -1.69     2.54
2016.0560     -1.53     2.36
2016.0587     -3.55     0.56
2016.0615     -2.29     1.98
2016.0642     -2.57     0.89
2016.0669     -2.32     1.73
2016.0697     -2.51     1.20
2016.0724     -2.75     1.24
2016.0751     -2.31     1.31
2016.0779     -1.45     2.52
2016.0806     -2.24     1.22
2016.0833     -1.80     1.08
2016.0861     -1.04     1.26
2016.0888     -1.44     1.03
2016.0915     -1.50     0.93
2016.0943     -2.05     0.47
2016.0970     -2.14     -0.12
2016.0997     -1.76     1.81
2016.1025     -1.63     1.15
2016.1052     -2.64     2.54
2016.1079     -1.36     1.18
2016.1107     -1.07     1.44
2016.1134     -1.33     1.88
2016.1161     -0.20     3.09
2016.1189     0.07     2.23
2016.1216     -1.31     1.69
2016.1243     -1.71     0.18
