#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2013.0534     -3.66     -10.73
2013.0562     -3.06     -10.38
2013.0589     -2.51     -11.33
2013.0616     -3.83     -10.31
2013.0644     -0.44     -11.78
2013.0671     -2.90     -11.19
2013.0699     -2.48     -11.44
2013.0726     -3.45     -11.46
2013.0753     -1.46     -11.24
2013.0781     -2.73     -10.46
2013.0808     -4.31     -11.44
2013.0836     -3.42     -11.98
2013.0863     -2.78     -11.55
2013.0890     -3.66     -12.96
2013.0918     -3.50     -10.48
2013.0945     -5.57     -11.36
2013.0973     -2.35     -11.39
2013.1000     -2.74     -11.87
2013.1027     -3.70     -13.74
2013.1055     -2.42     -12.57
2013.1082     -3.82     -11.19
2013.1110     -3.38     -10.74
2013.1137     -3.17     -12.00
2013.1164     -3.96     -12.85
2013.1192     -2.08     -12.66
2013.1219     -3.66     -10.24
2013.1247     -3.00     -12.50
2013.1274     -2.55     -16.17
2013.1301     -3.05     -13.08
2013.1329     -2.72     -10.60
2013.1356     -3.56     -11.11
2013.1384     -3.14     -11.37
2013.1411     -2.44     -11.49
2013.1438     -2.35     -12.27
2013.1466     -2.42     -10.67
2013.1493     -4.57     -11.30
2013.1521     -2.41     -11.29
2013.1548     -2.09     -11.79
2013.1575     -3.51     -11.33
2013.1603     -2.90     -12.42
2013.1630     -3.52     -11.52
2013.1658     -1.95     -12.59
2013.1685     -4.25     -10.86
2013.1712     -3.03     -12.54
2013.1740     -3.67     -11.73
2013.1767     -4.16     -11.63
2013.1795     -4.74     -10.96
2013.1822     -3.66     -12.14
2013.1849     -4.76     -11.35
2013.1877     -3.75     -11.46
2013.1904     -6.55     -13.02
2013.1932     -4.18     -11.50
2013.1959     -6.13     -12.04
2013.1986     -4.18     -11.08
2013.2014     -3.82     -11.81
2013.2041     -4.69     -12.61
2013.2068     -5.40     -11.75
2013.2096     -7.85     -15.70
2013.2123     -4.49     -12.52
2013.2151     -4.06     -10.62
2013.2178     -3.84     -10.54
2013.2205     -4.23     -12.05
2013.2233     -3.52     -10.43
2013.2260     -3.85     -12.27
2013.2288     -4.16     -11.46
2013.2315     -4.64     -10.96
2013.2342     -3.78     -12.00
2013.2370     -5.04     -11.53
2013.2397     -2.99     -10.84
2013.2425     -5.18     -11.54
2013.2452     -2.27     -11.48
2013.2479     -5.19     -12.25
2013.2507     -2.99     -11.34
2013.2534     -6.24     -10.77
2013.2562     -4.62     -11.05
2013.2589     -2.98     -11.34
2013.2616     -3.04     -11.71
2013.2644     -6.05     -12.01
2013.2671     -3.28     -11.35
2013.2699     -3.40     -11.27
2013.2726     -2.54     -12.93
2013.2753     -5.21     -10.56
2013.2781     -4.77     -11.14
2013.2808     -2.65     -11.30
2013.2836     -3.28     -12.77
2013.2863     -4.62     -12.46
2013.2890     -4.45     -12.46
2013.2918     -6.40     -10.84
2013.2945     -0.24     -14.73
2013.2973     -3.83     -12.00
2013.3000     -0.60     4.54
2013.3027     0.41     2.79
2013.3055     -0.45     4.76
2013.3082     -0.51     5.94
2013.3110     -1.40     4.74
2013.3137     -0.39     5.66
2013.3164     -0.99     4.39
2013.3192     -2.75     5.27
2013.3219     -1.17     4.20
2013.3247     1.11     4.86
2013.3274     -1.15     5.84
2013.3301     -0.29     6.24
2013.3329     -3.58     6.82
2013.3356     -0.84     4.22
2013.3384     -2.74     4.36
2013.3411     -1.38     6.92
2013.3438     -0.90     4.99
2013.3466     -0.82     6.48
2013.3493     -1.30     5.75
2013.3521     -0.39     5.60
2013.3548     -1.41     5.31
2013.3575     -3.11     4.81
2013.3603     -0.99     5.36
2013.3630     1.38     5.14
2013.3658     0.95     4.89
2013.3685     -2.65     3.92
2013.3712     0.57     7.71
2013.3740     -0.31     5.58
2013.3767     -1.21     4.70
2013.3795     -1.50     4.98
2013.3822     -0.48     4.76
2013.3849     -1.23     5.12
2013.3877     -2.68     4.58
2013.3904     -0.90     5.14
2013.3932     -1.06     4.52
2013.3959     -0.60     4.86
2013.3986     -0.27     4.45
2013.4014     0.63     5.24
2013.4041     -1.58     5.78
2013.4068     -3.15     5.51
2013.4096     -0.62     6.94
2013.4123     -0.49     5.94
2013.4151     -0.85     5.34
2013.4178     2.00     3.59
2013.4205     -1.94     3.75
2013.4233     -1.07     4.97
2013.4260     -1.67     4.11
2013.4288     2.92     6.43
2013.4315     -1.48     6.16
2013.4342     -1.29     5.22
2013.4370     -0.68     4.65
2013.4397     -0.62     4.00
2013.4425     -0.17     4.85
2013.4452     -0.29     4.31
2013.4479     0.08     4.91
2013.4507     -0.81     5.97
2013.4534     -2.58     2.95
2013.4562     0.39     5.04
2013.4589     -1.03     5.09
2013.4616     0.01     4.25
2013.4644     0.83     5.80
2013.4671     0.74     6.38
2013.4699     0.45     7.59
2013.4726     -0.76     5.76
2013.4753     0.26     6.48
2013.4781     0.31     5.32
2013.4808     -1.03     3.78
2013.4836     -0.13     4.87
2013.4863     -0.23     4.32
2013.4890     1.53     6.33
2013.4918     -0.78     4.87
2013.4945     1.13     3.39
2013.4973     -2.76     5.17
2013.5000     -0.06     6.19
2013.5027     2.15     7.09
2013.5055     -0.37     7.72
2013.5082     -1.05     5.37
2013.5110     2.42     5.19
2013.5137     -0.83     5.44
2013.5164     -1.73     7.95
2013.5192     4.00     4.84
2013.5219     -0.67     8.03
2013.5247     -0.63     8.32
2013.5274     -1.71     6.51
2013.5301     2.87     8.43
2013.5329     0.64     5.07
2013.5356     1.06     3.99
2013.5384     -2.91     6.03
2013.5411     1.41     7.59
2013.5438     0.41     5.85
2013.5466     -0.49     6.20
2013.5493     -0.20     7.77
2013.5521     -0.60     6.99
2013.5548     3.19     4.35
2013.5575     0.38     7.93
2013.5603     -0.31     3.94
2013.5630     -3.23     6.56
2013.5658     2.53     7.14
2013.5685     0.10     5.45
2013.5712     1.86     8.38
2013.5740     -0.60     8.56
2013.5767     -0.77     7.22
2013.5795     0.60     6.69
2013.5822     1.93     8.04
2013.5849     1.08     8.88
2013.5877     -0.24     5.68
2013.5904     0.28     9.99
2013.5932     -1.73     6.71
2013.5959     -2.54     7.92
2013.5986     3.09     6.62
2013.6014     3.06     5.41
2013.6041     1.35     7.39
2013.6068     -0.07     8.37
2013.6096     -0.53     7.01
2013.6123     -2.19     7.42
2013.6151     -1.95     7.48
2013.6178     -0.01     5.98
2013.6205     0.45     6.62
2013.6233     1.05     6.67
2013.6260     0.63     7.24
2013.6288     -0.13     7.20
2013.6315     0.16     5.99
2013.6342     0.83     5.79
2013.6370     -2.10     5.13
2013.6397     1.25     3.69
2013.6425     -0.82     6.71
2013.6452     -4.31     9.18
2013.6479     -0.03     4.89
2013.6507     -1.29     9.99
2013.6534     -1.74     7.70
2013.6562     0.63     8.72
2013.6589     -1.09     7.10
2013.6616     -1.22     7.39
2013.6644     0.47     8.00
2013.6671     1.38     6.83
2013.6699     0.59     7.52
2013.6726     1.11     7.82
2013.6753     -0.28     7.35
2013.6781     -0.55     8.03
2013.6808     1.37     7.57
2013.6836     0.25     6.41
2013.6863     2.68     8.72
2013.6890     0.59     5.90
2013.6918     -0.60     5.91
2013.6945     0.30     7.42
2013.6973     0.81     6.70
2013.7000     0.54     6.35
2013.7027     -0.46     8.41
2013.7055     1.07     7.17
2013.7082     0.80     7.23
2013.7110     0.32     8.35
2013.7137     1.55     6.16
2013.7164     2.63     10.33
2013.7192     -0.20     7.04
2013.7219     0.55     6.78
2013.7247     -1.09     7.80
2013.7274     1.87     8.45
2013.7301     0.52     8.56
2013.7329     1.46     7.78
2013.7356     0.37     7.32
2013.7384     0.32     7.36
2013.7411     0.31     6.95
2013.7438     0.07     8.55
2013.7466     1.15     7.37
2013.7493     0.03     6.62
2013.7521     0.21     6.82
2013.7548     0.06     7.43
2013.7575     -0.05     7.40
2013.7603     1.44     7.10
2013.7630     1.45     6.99
2013.7658     -1.22     7.41
2013.7685     -1.30     6.33
2013.7712     0.02     6.34
2013.7740     -0.15     6.96
2013.7767     0.75     5.39
2013.7795     -1.92     6.31
2013.7822     -0.59     6.52
2013.7849     0.75     7.45
2013.7877     -0.66     8.63
2013.7904     1.41     7.15
2013.7932     1.78     5.38
2013.7959     0.71     5.84
2013.7986     0.52     6.47
2013.8014     -1.10     5.83
2013.8041     -0.06     6.33
2013.8068     1.15     6.20
2013.8096     0.00     6.70
2013.8123     0.50     8.25
2013.8151     1.30     6.32
2013.8178     0.43     6.24
2013.8205     -1.14     7.52
2013.8233     -0.70     7.26
2013.8260     0.90     6.79
2013.8288     -0.56     5.94
2013.8315     -0.56     7.48
2013.8342     -0.67     6.02
2013.8370     0.14     7.17
2013.8397     -1.14     6.83
2013.8425     -0.16     6.63
2013.8452     -0.04     6.98
2013.8479     1.23     6.30
2013.8507     1.57     7.23
2013.8534     -0.37     6.06
2013.8562     0.58     4.55
2013.8589     0.35     3.67
2013.8616     1.71     5.50
2013.8644     1.08     7.34
2013.8671     0.19     7.99
2013.8699     0.17     6.46
2013.8726     0.09     7.65
2013.8753     1.11     7.33
2013.8781     1.59     7.14
2013.8808     1.63     5.47
2013.8836     1.08     5.92
2013.8863     -0.75     6.33
2013.8890     0.83     5.97
2013.8918     0.63     5.17
2013.8945     1.35     6.79
2013.8973     1.07     5.73
2013.9000     1.18     6.80
2013.9027     1.51     7.12
2013.9055     0.54     5.97
2013.9082     -0.24     7.17
2013.9110     1.20     6.08
2013.9137     1.45     6.34
2013.9164     0.60     6.15
2013.9192     1.86     5.06
2013.9219     1.62     5.73
2013.9247     -0.04     6.34
2013.9274     0.69     6.00
2013.9301     0.28     5.64
2013.9329     -0.77     6.29
2013.9356     0.07     6.29
2013.9384     -1.39     6.78
2013.9411     0.27     5.76
2013.9438     -0.48     5.61
2013.9466     1.31     5.03
2013.9493     1.28     5.15
2013.9521     -0.23     6.39
2013.9548     1.99     5.03
2013.9575     1.79     5.46
2013.9603     0.77     5.68
2013.9630     -0.33     6.26
2013.9658     -0.61     6.33
2013.9685     0.02     6.15
2013.9712     1.05     6.03
2013.9740     0.64     5.78
2013.9767     0.98     6.39
2013.9795     0.54     6.05
2013.9822     0.42     6.54
2013.9849     1.19     5.55
2013.9877     1.42     6.03
2013.9904     1.64     6.52
2013.9932     1.15     5.28
2013.9959     0.06     6.26
2013.9986     0.79     5.51
2014.0014     -0.28     5.76
2014.0041     -0.49     5.78
2014.0068     0.26     6.05
2014.0096     1.42     5.24
2014.0123     -0.04     6.96
2014.0151     -0.78     6.70
2014.0178     0.87     4.65
2014.0205     0.33     5.10
2014.0233     -0.17     5.82
2014.0260     0.24     5.67
2014.0288     0.56     6.71
2014.0315     -0.84     6.03
2014.0342     0.46     6.06
2014.0370     0.65     6.15
2014.0397     1.41     5.68
2014.0425     1.66     5.64
2014.0452     0.16     6.46
2014.0479     0.26     8.56
2014.0507     -0.45     5.30
2014.0534     1.69     4.40
2014.0562     0.03     5.01
2014.0589     0.27     6.10
2014.0616     0.60     5.69
2014.0644     0.87     6.15
2014.0671     0.85     5.24
2014.0699     0.03     6.37
2014.0726     0.68     5.15
2014.0753     -0.93     6.34
2014.0781     0.15     5.99
2014.0808     -0.05     4.88
2014.0836     0.57     5.84
2014.0863     1.10     5.62
2014.0890     0.41     6.66
2014.0918     1.12     4.69
2014.0945     0.19     6.39
2014.0973     1.24     5.34
2014.1000     -1.85     6.32
2014.1027     0.57     5.35
2014.1055     0.09     5.34
2014.1082     1.68     6.11
2014.1110     1.59     5.45
2014.1137     0.26     5.75
2014.1164     0.32     6.34
2014.1192     -0.23     5.34
2014.1219     -0.51     5.31
2014.1247     -0.37     1.21
2014.1274     2.94     4.02
2014.1301     0.52     7.37
2014.1329     0.26     5.88
2014.1356     0.89     5.29
2014.1384     -0.11     5.19
2014.1411     0.45     5.26
2014.1438     1.35     4.81
2014.1466     -0.88     5.77
2014.1493     -1.02     4.94
2014.1521     1.92     5.91
2014.1548     0.60     4.88
2014.1575     0.51     4.10
2014.1603     2.25     6.64
2014.1630     -1.12     3.88
2014.1658     1.67     5.87
2014.1685     0.71     5.54
2014.1712     -1.22     5.81
2014.1740     -0.63     4.21
2014.1767     -0.94     4.20
2014.1795     0.35     5.88
2014.1822     1.23     5.85
2014.1849     -1.16     5.68
2014.1877     1.00     4.87
2014.1904     1.21     6.08
2014.1932     -0.65     4.86
2014.1959     0.24     5.24
2014.1986     -1.87     5.52
2014.2014     0.31     5.41
2014.2041     -0.49     5.91
2014.2068     -1.53     4.70
2014.2096     -1.84     6.44
2014.2123     -0.50     5.41
2014.2151     1.05     5.28
2014.2178     0.91     5.27
2014.2205     0.05     5.49
2014.2233     -1.73     5.36
2014.2260     0.13     5.45
2014.2288     -0.24     5.89
2014.2315     -2.21     5.46
2014.2342     2.99     6.06
2014.2370     -2.79     5.20
2014.2397     0.15     3.49
2014.2425     -1.05     6.19
2014.2452     -0.27     4.68
2014.2479     0.74     5.09
2014.2507     -0.28     5.83
2014.2534     0.50     4.53
2014.2562     -0.95     4.50
2014.2589     -0.39     4.67
2014.2616     -1.72     4.88
2014.2644     0.35     4.53
2014.2671     -1.64     6.17
2014.2699     -2.61     5.75
2014.2726     -0.30     6.07
2014.2753     -0.18     5.18
2014.2781     -0.34     5.08
2014.2808     -2.76     5.23
2014.2836     -0.08     6.57
2014.2863     -0.15     2.91
2014.2890     -1.47     3.93
2014.2918     -0.57     5.65
2014.2945     -1.24     4.83
2014.2973     -0.77     6.08
2014.3000     -0.11     3.00
2014.3027     -2.42     6.28
2014.3055     -1.75     4.95
2014.3082     -0.61     5.38
2014.3110     -1.03     5.64
2014.3137     -0.77     5.49
2014.3164     -1.26     5.07
2014.3192     0.10     5.16
2014.3219     0.45     5.67
2014.3247     0.27     5.79
2014.3274     -3.32     5.53
2014.3301     1.22     5.31
2014.3329     0.09     4.98
2014.3356     -0.52     6.69
2014.3384     -1.00     5.24
2014.3411     -2.49     6.88
2014.3438     1.08     5.20
2014.3466     -0.32     5.76
2014.3493     -1.14     4.21
2014.3521     0.94     7.66
2014.3548     -1.23     4.58
2014.3575     -3.76     5.94
2014.3603     -1.88     4.89
2014.3630     -0.73     4.79
2014.3658     -0.47     6.49
2014.3685     -0.72     3.66
2014.3712     -1.58     5.84
2014.3740     -1.99     5.17
2014.3767     -3.42     4.51
2014.3795     0.24     4.94
2014.3822     -1.45     6.08
2014.3849     0.53     5.48
2014.3877     2.13     4.30
2014.3904     -0.88     5.74
2014.3932     -2.92     8.65
2014.3959     -1.65     6.53
2014.3986     0.01     5.93
2014.4014     1.54     3.65
2014.4041     -1.18     6.87
2014.4068     -2.08     5.37
2014.4096     0.36     5.31
2014.4123     -1.01     6.26
2014.4151     1.03     5.01
2014.4178     0.04     7.16
2014.4205     1.30     3.81
2014.4233     -0.34     5.76
2014.4260     0.64     5.46
2014.4288     0.97     3.93
2014.4315     -0.16     6.99
2014.4342     1.26     7.77
2014.4370     -0.33     7.00
2014.4397     -0.25     6.64
2014.4425     0.73     4.30
2014.4452     -0.35     5.17
2014.4479     -0.65     4.02
2014.4507     -1.79     6.06
2014.4534     0.26     5.63
2014.4562     -1.64     5.15
2014.4589     4.59     5.44
2014.4616     1.63     6.02
2014.4644     0.20     5.16
2014.4671     -0.32     6.41
2014.4699     -3.06     7.69
2014.4726     -0.02     8.39
2014.4753     0.82     6.44
2014.4781     -0.10     6.90
2014.4808     3.20     7.96
2014.4836     2.16     6.24
2014.4863     1.67     6.75
2014.4890     -1.10     6.09
2014.4918     -0.61     7.44
2014.4945     0.78     6.38
2014.4973     0.75     5.68
2014.5000     1.50     6.77
2014.5027     1.13     4.12
2014.5055     -2.71     5.45
2014.5082     -0.84     7.91
2014.5110     0.70     6.35
2014.5137     -0.74     6.41
2014.5164     1.15     8.23
2014.5192     1.94     9.09
2014.5219     -1.20     8.46
2014.5247     1.11     5.80
2014.5274     0.29     6.93
2014.5301     1.04     6.67
2014.5329     -0.90     8.08
2014.5356     -0.21     6.11
2014.5384     -0.02     7.02
2014.5411     2.46     7.87
2014.5438     -0.72     6.54
2014.5466     -2.40     9.12
2014.5493     1.03     6.91
2014.5521     -1.99     7.64
2014.5548     -1.41     6.77
2014.5575     -0.17     8.37
2014.5603     -0.10     8.13
2014.5630     -2.11     7.01
2014.5658     -1.37     7.37
2014.5685     0.15     6.75
2014.5712     -0.94     8.35
2014.5740     1.84     6.95
2014.5767     -3.50     9.83
2014.5795     1.02     7.87
2014.5822     -1.63     8.07
2014.5849     -3.09     8.14
2014.5877     -2.14     6.54
2014.5904     -3.09     8.98
2014.5932     1.20     6.95
2014.5959     -3.06     8.24
2014.5986     1.08     7.55
2014.6014     0.89     7.57
2014.6041     -0.82     7.29
2014.6068     -2.26     8.59
2014.6096     1.77     8.37
2014.6123     0.25     7.97
2014.6151     -1.57     8.48
2014.6178     -3.19     8.55
2014.6205     -0.28     9.75
2014.6233     0.22     7.59
2014.6260     2.47     9.09
2014.6288     1.16     7.53
2014.6315     -0.11     7.50
2014.6342     -0.52     8.06
2014.6370     -1.07     9.43
2014.6397     0.08     8.83
2014.6425     0.07     7.09
2014.6452     -0.07     7.08
2014.6479     -0.81     9.29
2014.6507     -0.46     8.97
2014.6534     -0.34     8.79
2014.6562     3.48     7.68
2014.6589     -0.05     7.90
2014.6616     -2.23     9.04
2014.6644     -1.30     9.09
2014.6671     1.71     9.61
2014.6699     -1.43     8.25
2014.6726     -2.10     9.49
2014.6753     -0.82     9.32
2014.6781     0.67     9.64
2014.6808     0.66     8.83
2014.6836     3.03     7.78
2014.6863     -0.96     7.46
2014.6890     -1.63     9.42
2014.6918     -2.33     9.14
2014.6945     -2.04     9.27
2014.6973     -0.01     9.36
2014.7000     -1.80     7.79
2014.7027     -3.88     8.67
2014.7055     -1.90     8.27
2014.7082     1.60     7.86
2014.7110     -0.16     7.93
2014.7137     1.44     8.08
2014.7164     -1.19     9.39
2014.7192     0.58     9.54
2014.7219     0.30     8.99
2014.7247     0.99     8.06
2014.7274     -0.15     8.97
2014.7301     0.43     8.30
2014.7329     0.50     8.26
2014.7356     4.85     6.21
2014.7384     2.55     9.58
2014.7411     0.28     7.28
2014.7438     -0.58     7.71
2014.7466     -0.14     6.92
2014.7493     1.04     6.82
2014.7521     0.70     6.52
2014.7548     2.61     6.57
2014.7575     1.80     8.42
2014.7603     -1.68     8.71
2014.7630     1.78     8.23
2014.7658     1.59     6.19
2014.7685     2.03     6.74
2014.7712     2.04     6.74
2014.7740     1.02     8.61
2014.7767     2.48     7.71
2014.7795     1.69     7.37
2014.7822     1.27     7.43
2014.7849     1.03     6.96
2014.7877     3.09     6.94
2014.7904     0.35     7.80
2014.7932     2.20     8.73
2014.7959     2.15     9.28
2014.7986     0.86     7.09
2014.8014     0.63     7.54
2014.8041     1.21     8.94
2014.8068     2.35     7.83
2014.8096     0.82     7.23
2014.8123     3.42     6.04
2014.8151     1.34     7.33
2014.8178     0.37     6.90
2014.8205     2.54     6.49
2014.8233     1.35     6.09
2014.8260     1.65     8.07
2014.8288     1.61     6.87
2014.8315     1.01     8.68
2014.8342     1.16     9.00
2014.8370     2.33     6.02
2014.8397     1.74     7.01
2014.8425     3.12     5.85
2014.8452     2.13     7.90
2014.8479     2.35     6.02
2014.8507     1.77     7.62
2014.8534     2.51     6.85
2014.8562     2.46     8.43
2014.8589     1.94     7.42
2014.8616     2.63     6.58
2014.8644     2.13     6.17
2014.8671     0.95     6.59
2014.8699     3.54     7.89
2014.8726     1.26     6.31
2014.8753     2.60     6.93
2014.8781     1.63     6.91
2014.8808     2.60     7.24
2014.8836     2.49     7.21
2014.8863     2.54     6.98
2014.8890     2.68     6.89
2014.8918     0.35     6.48
2014.8945     0.29     7.96
2014.8973     1.48     7.12
2014.9000     0.90     8.00
2014.9027     1.14     7.45
2014.9055     2.02     6.08
2014.9082     0.18     7.22
2014.9110     1.59     7.38
2014.9137     -0.28     6.38
2014.9164     1.62     7.37
2014.9192     -0.12     7.93
2014.9219     -0.26     6.58
2014.9247     0.79     7.17
2014.9274     0.26     6.37
2014.9301     -0.18     6.95
2014.9329     0.44     6.36
2014.9356     1.30     6.05
2014.9384     -1.07     8.43
2014.9411     0.82     5.83
2014.9438     2.33     6.97
2014.9466     1.23     6.82
2014.9493     1.55     6.84
2014.9521     0.75     3.72
2014.9548     1.73     6.01
2014.9575     0.73     5.60
2014.9603     1.55     6.02
2014.9630     0.13     6.90
2014.9658     1.15     7.20
2014.9685     -0.31     7.38
2014.9712     0.73     7.47
2014.9740     -0.33     7.20
2014.9767     -0.89     7.13
2014.9795     1.66     5.77
2014.9822     0.54     7.70
2014.9849     0.03     7.60
2014.9877     -1.62     7.70
2014.9904     0.38     6.67
2014.9932     0.20     8.02
2014.9959     1.73     6.88
2014.9986     -0.07     6.65
2015.0014     0.23     6.47
2015.0041     -0.54     6.43
2015.0068     -0.89     5.11
2015.0096     -0.66     4.76
2015.0123     -0.51     5.81
2015.0151     0.92     6.06
2015.0178     -0.83     7.04
2015.0205     1.20     7.23
2015.0233     -0.69     7.58
2015.0260     -0.10     5.98
2015.0288     0.37     6.72
2015.0315     0.12     6.57
2015.0342     0.03     7.14
2015.0370     -0.59     6.81
2015.0397     0.32     7.08
2015.0425     1.21     6.22
2015.0452     0.32     6.88
2015.0479     0.10     7.02
2015.0507     0.80     7.20
2015.0534     0.82     7.09
2015.0562     -0.08     8.27
2015.0589     1.10     5.79
2015.0616     0.93     6.93
2015.0644     0.00     6.99
2015.0671     0.20     7.49
2015.0699     0.31     5.47
2015.0726     -0.19     6.29
2015.0753     1.35     5.14
2015.0781     0.44     4.99
2015.0808     1.72     5.64
2015.0836     0.67     7.12
2015.0863     -0.07     5.93
2015.0890     1.62     6.12
2015.0918     0.01     6.29
2015.0945     -0.03     5.91
2015.0973     1.27     6.66
2015.1000     0.77     6.66
2015.1027     0.92     5.64
2015.1055     0.83     5.60
2015.1082     -0.09     6.89
2015.1110     0.37     6.71
2015.1137     -1.07     6.37
2015.1164     -1.23     6.06
2015.1192     -1.18     5.62
2015.1219     -1.38     5.95
2015.1247     0.06     5.58
2015.1274     0.34     6.13
2015.1301     -0.27     6.82
2015.1329     -0.04     6.58
2015.1356     -0.44     5.49
2015.1384     0.59     5.27
2015.1411     -0.36     6.68
2015.1438     2.03     6.14
2015.1466     0.28     7.53
2015.1493     -0.69     7.10
2015.1521     -0.57     5.18
2015.1548     -3.31     5.74
2015.1575     -0.08     8.07
2015.1603     -0.36     4.85
2015.1630     -0.24     6.74
2015.1658     0.06     6.35
2015.1685     -2.64     2.98
2015.1712     0.10     5.30
2015.1740     -0.46     7.19
2015.1767     -0.82     5.97
2015.1795     0.29     8.08
2015.1822     -1.80     6.07
2015.1849     -0.68     5.69
2015.1877     -0.60     6.88
2015.1904     0.78     6.14
2015.1932     -0.67     6.00
2015.1959     0.13     5.21
2015.1986     -0.80     5.37
2015.2014     0.36     6.62
2015.2041     -1.14     5.79
2015.2068     -0.85     6.23
2015.2096     -0.00     6.03
2015.2123     -0.75     6.38
2015.2151     0.77     5.76
2015.2178     -1.85     5.32
2015.2205     -1.67     6.34
2015.2233     0.81     5.85
2015.2260     -0.09     5.27
2015.2288     -2.24     7.42
2015.2315     -0.43     8.17
2015.2342     0.15     6.48
2015.2370     -1.26     7.55
2015.2397     -1.81     4.60
2015.2425     -0.42     5.60
2015.2452     -1.20     6.49
2015.2479     0.76     6.11
2015.2507     -2.29     5.94
2015.2534     -2.09     5.91
2015.2562     -1.00     6.07
2015.2589     -0.99     6.38
2015.2616     -1.17     5.26
2015.2644     -1.88     6.21
2015.2671     1.14     6.52
2015.2699     -0.22     7.36
2015.2726     0.27     6.13
2015.2753     2.51     5.38
2015.2781     1.44     5.52
2015.2808     1.04     7.01
2015.2836     1.22     5.25
2015.2863     0.25     4.93
2015.2890     -0.64     6.09
2015.2918     -3.60     3.60
2015.2945     -1.84     4.58
2015.2973     0.16     5.41
2015.3000     -0.86     5.32
2015.3027     1.08     5.67
2015.3055     -0.53     5.74
2015.3082     -1.45     4.97
2015.3110     -1.22     4.63
2015.3137     0.34     4.80
2015.3164     -1.33     4.39
2015.3192     0.77     5.05
2015.3219     -0.24     4.96
2015.3247     0.48     5.34
2015.3274     -1.73     4.65
2015.3301     -1.24     5.90
2015.3329     -3.30     5.93
2015.3356     1.00     5.03
2015.3384     -2.07     4.66
2015.3411     -0.99     4.93
2015.3438     -1.35     4.84
2015.3466     -1.97     7.29
2015.3493     -0.58     5.92
2015.3521     1.30     5.90
2015.3548     0.38     5.23
2015.3575     1.11     4.99
2015.3603     1.77     4.69
2015.3630     0.23     8.32
2015.3658     -1.16     3.11
2015.3685     0.02     5.37
2015.3712     -1.29     5.35
2015.3740     1.41     4.00
2015.3767     0.90     4.94
2015.3795     -2.36     5.41
2015.3822     -0.10     5.15
2015.3849     -1.96     4.65
2015.3877     3.10     4.31
2015.3904     1.64     4.91
2015.3932     4.43     5.56
2015.3959     0.68     6.43
2015.3986     0.30     5.23
2015.4014     2.47     4.72
2015.4041     2.33     6.45
2015.4068     -3.01     5.94
2015.4096     0.36     3.45
2015.4123     0.75     5.99
2015.4151     1.71     3.66
2015.4178     2.98     6.99
2015.4205     -0.08     7.13
2015.4233     0.62     5.99
2015.4260     -0.58     6.62
2015.4288     0.68     4.72
2015.4315     1.37     6.46
2015.4342     -0.60     6.44
2015.4370     -5.09     4.88
2015.4397     -0.20     4.45
2015.4425     0.26     6.02
2015.4452     -1.48     6.79
2015.4479     0.71     5.34
2015.4507     -0.49     7.32
2015.4534     -1.90     5.21
2015.4562     -2.82     5.16
2015.4589     -1.73     6.34
2015.4616     1.02     5.37
2015.4644     -3.97     5.77
2015.4671     -0.25     7.39
2015.4699     -0.05     8.40
2015.4726     0.41     5.35
2015.4753     -0.81     8.36
2015.4781     0.56     6.91
2015.4808     2.16     7.68
2015.4836     -1.67     6.95
2015.4863     -2.51     9.53
2015.4890     0.10     5.87
2015.4918     -0.29     5.29
2015.4945     -0.85     6.15
2015.4973     -2.24     6.09
2015.5000     -1.31     6.74
2015.5027     -1.24     7.64
2015.5055     -1.95     7.66
2015.5082     -0.65     5.94
2015.5110     -1.00     5.23
2015.5137     1.50     8.22
2015.5164     -0.35     6.28
2015.5192     -3.89     7.64
2015.5219     -0.11     6.13
2015.5247     -0.87     8.05
2015.5274     -1.40     6.83
2015.5301     0.36     6.68
2015.5329     0.75     7.16
2015.5356     -1.07     6.64
2015.5384     -0.96     7.40
2015.5411     -3.42     7.17
2015.5438     0.25     7.17
2015.5466     -2.08     4.50
2015.5493     -2.69     8.58
2015.5521     -0.18     6.32
2015.5548     -0.90     6.56
2015.5575     -3.20     6.64
2015.5603     -2.17     5.80
2015.5630     0.85     5.80
2015.5658     -2.19     4.69
2015.5685     -2.56     5.95
2015.5712     -1.12     5.27
2015.5740     -1.46     7.13
2015.5767     0.08     7.22
2015.5795     -1.68     5.83
2015.5822     1.05     6.52
2015.5849     1.14     6.26
2015.5877     -1.46     7.25
2015.5904     -2.39     8.03
2015.5932     -1.45     7.35
2015.5959     -1.61     4.98
2015.5986     -2.14     7.37
2015.6014     -1.47     8.61
2015.6041     -0.64     6.14
2015.6068     -2.70     7.00
2015.6096     -1.41     5.18
2015.6123     -1.09     7.35
2015.6151     2.19     2.87
2015.6178     -0.27     8.20
2015.6205     -3.03     8.15
2015.6233     -1.30     7.70
2015.6260     -0.65     7.92
2015.6288     -0.07     5.61
2015.6315     -1.20     5.90
2015.6342     0.19     7.21
2015.6370     -2.20     6.21
2015.6397     -1.65     6.91
2015.6425     -0.48     6.61
2015.6452     -1.16     6.51
2015.6479     -1.76     6.06
2015.6507     -0.49     7.03
2015.6534     -1.67     7.86
2015.6562     -1.16     7.35
2015.6589     0.20     7.03
2015.6616     -1.60     8.24
2015.6644     0.02     5.19
