#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2015.6562     -0.29     1.96
2015.6589     0.61     2.23
2015.6616     1.24     1.83
2015.6644     0.11     2.86
2015.6671     -1.20     -0.42
2015.6699     0.01     1.57
2015.6726     0.15     1.98
2015.6753     0.99     1.60
2015.6781     0.86     2.98
2015.6808     0.02     3.20
2015.6836     -1.12     0.79
2015.6863     -2.03     -2.18
2015.6890     -0.22     4.17
2015.6918     -0.93     0.03
2015.6945     0.98     1.11
2015.6973     -1.95     -1.09
2015.7000     -0.32     0.79
2015.7027     0.20     2.25
2015.7055     2.57     1.91
2015.7082     -0.29     0.51
2015.7110     1.28     0.72
2015.7137     -0.57     -0.18
2015.7164     -0.57     0.26
2015.7192     -0.64     1.24
2015.7219     -4.18     0.03
2015.7247     -1.06     -0.29
2015.7274     -2.97     0.10
2015.7301     -2.28     -0.54
2015.7329     0.69     3.31
2015.7356     -1.04     3.11
2015.7384     -2.86     -1.92
2015.7411     -3.64     2.80
2015.7438     0.55     0.79
2015.7466     -0.88     1.72
2015.7493     -2.95     -0.98
2015.7521     -2.85     1.77
2015.7548     -1.98     -0.22
2015.7575     -0.04     2.68
2015.7603     -0.73     1.37
2015.7630     -1.00     1.14
2015.7658     -0.28     2.46
2015.7685     -3.90     -1.34
2015.7712     -2.02     -0.58
2015.7740     -1.04     3.17
2015.7767     -1.76     2.14
2015.7795     -2.70     0.49
2015.7822     -1.51     0.25
2015.7849     -0.94     -0.93
2015.7877     -1.42     -1.91
2015.7904     -1.67     -0.04
2015.7932     0.29     2.26
2015.7959     -2.51     1.65
2015.7986     0.24     0.87
2015.8014     0.08     0.44
2015.8041     -0.53     -1.10
2015.8068     -2.46     -0.41
2015.8096     -2.53     2.19
2015.8123     -2.44     5.23
2015.8151     -1.38     -0.16
2015.8178     -2.44     0.46
2015.8205     -0.96     -0.43
2015.8233     -1.76     -0.49
2015.8260     -0.43     1.02
2015.8288     0.56     3.44
2015.8315     -0.89     3.02
2015.8342     -0.95     1.92
2015.8370     -0.85     0.06
2015.8397     -3.62     -0.83
2015.8425     -2.62     -1.22
2015.8452     -1.70     0.40
2015.8479     -0.09     4.36
2015.8507     -0.47     1.82
2015.8534     -1.39     0.33
2015.8562     -0.55     1.44
2015.8589     -3.85     5.78
2015.8616     -0.33     1.16
2015.8644     -0.05     0.34
2015.8671     -0.79     0.78
2015.8699     -5.87     -4.33
2015.8726     -0.50     0.86
2015.8753     -1.47     2.00
2015.8781     -4.33     1.49
2015.8808     -1.29     1.69
2015.8836     -0.59     -0.14
2015.8863     -1.90     -0.15
2015.8890     -0.37     1.22
2015.8918     -1.05     -0.82
2015.8945     0.80     0.36
2015.8973     -1.66     -0.88
2015.9000     -0.31     -1.73
2015.9027     -2.19     0.77
2015.9055     -0.97     -2.12
2015.9082     -2.47     -1.54
2015.9110     1.80     0.52
2015.9137     0.72     -0.93
2015.9164     -2.46     -1.26
2015.9192     -6.48     0.26
2015.9219     -0.20     1.58
2015.9247     -1.43     -0.16
2015.9274     -0.32     0.88
2015.9301     -1.35     0.04
2015.9329     0.58     0.40
2015.9356     -0.03     2.72
2015.9384     -0.68     0.71
2015.9411     -0.71     1.57
2015.9438     3.44     5.48
2015.9466     4.17     3.98
2015.9493     14.04     2.96
2015.9521     1.37     2.91
2015.9548     -0.69     1.56
2015.9575     -1.86     1.50
2015.9603     -0.41     2.06
2015.9630     -1.46     0.62
2015.9658     0.92     0.74
2015.9685     3.92     4.62
2015.9712     0.60     0.91
2015.9740     0.07     -1.89
2015.9767     1.47     2.05
2015.9795     -3.57     3.95
2015.9822     2.87     -0.56
2015.9849     0.63     -1.32
2015.9877     -0.57     0.98
2015.9904     0.40     1.31
2015.9932     0.27     -0.59
2015.9959     -2.41     1.13
2015.9986     -0.30     -4.18
2016.0014     1.81     -0.27
2016.0041     -0.64     -2.68
2016.0068     0.22     2.75
2016.0096     -1.51     -0.86
2016.0123     -1.10     -0.54
2016.0150     -1.38     1.31
2016.0178     -0.05     0.44
2016.0205     1.79     5.02
2016.0232     0.20     -0.56
2016.0260     -1.84     -1.76
2016.0287     -0.53     -2.50
2016.0314     -0.55     -1.63
2016.0342     4.27     0.59
2016.0369     -3.05     0.66
2016.0396     -2.36     3.44
2016.0423     -2.48     -4.98
2016.0451     -0.45     -0.84
2016.0478     0.39     0.87
2016.0505     2.01     0.52
2016.0533     -3.18     0.82
2016.0560     -0.15     2.50
2016.0587     -0.08     -0.72
2016.0615     0.23     2.34
2016.0642     2.26     -0.05
2016.0669     -1.67     -2.76
2016.0697     -1.70     1.38
2016.0724     -0.39     -0.11
2016.0751     -3.34     -2.03
2016.0779     0.03     -0.97
2016.0806     -0.90     -0.39
2016.0833     -0.45     -0.18
2016.0861     2.94     -0.60
2016.0888     -4.68     -1.50
2016.0915     0.48     -2.13
2016.0943     0.56     1.34
2016.0970     -0.56     -0.45
2016.0997     0.32     -0.35
2016.1025     -2.90     -2.18
2016.1052     2.97     -0.47
2016.1079     -0.62     0.22
2016.1107     2.70     -2.63
2016.1134     6.70     8.74
2016.1161     10.53     4.97
2016.1189     0.08     0.61
2016.1216     -3.06     -1.61
2016.1243     2.05     0.54
2016.1270     8.45     6.40
2016.1298     1.45     -0.85
2016.1325     -1.46     1.57
2016.1352     -0.51     -0.79
2016.1380     7.66     5.59
2016.1407     3.33     2.27
2016.1434     6.88     7.03
2016.1462     2.18     7.57
2016.1489     1.61     0.57
2016.1516     0.40     -0.99
2016.1544     -1.38     2.18
2016.1571     -0.13     1.54
2016.1598     -0.92     0.75
2016.1626     1.13     -0.59
2016.1653     -3.75     -0.19
2016.1680     -3.54     -1.52
2016.1708     -1.46     -0.30
2016.1735     -3.26     -0.12
2016.1762     -1.53     -0.07
2016.1790     -0.75     3.22
2016.1817     6.30     5.15
2016.1844     8.29     7.92
2016.1872     0.92     1.42
2016.1899     7.83     6.20
2016.1926     -5.29     -5.49
2016.1954     11.23     5.94
2016.1981     0.62     0.56
2016.2008     0.33     2.85
2016.2036     0.24     1.58
2016.2063     4.18     6.96
2016.2090     2.18     0.89
2016.2117     -2.65     -1.05
2016.2145     0.67     1.01
2016.2172     -0.10     -2.58
2016.2199     7.83     2.87
2016.2227     0.32     5.17
2016.2254     -1.37     -0.80
2016.2281     -0.03     0.71
2016.2309     -0.17     1.63
2016.2336     -1.86     0.27
2016.2363     -2.01     -2.53
2016.2391     11.77     0.48
2016.2418     -1.05     1.05
2016.2445     1.57     -0.86
2016.2473     0.02     -3.00
2016.2500     -4.50     2.14
2016.2527     -0.00     1.12
2016.2555     1.51     -1.83
2016.2582     -2.40     -0.51
2016.2609     5.06     -1.08
2016.2637     -2.28     -1.17
2016.2664     0.71     -1.45
2016.2691     13.29     7.42
2016.2719     3.79     1.29
2016.2746     -5.50     3.35
2016.2773     7.63     3.31
2016.2801     1.97     -0.92
2016.2828     7.85     2.59
2016.2855     7.20     4.29
2016.2883     1.44     -2.86
2016.2910     3.44     0.82
2016.2937     -2.82     1.45
2016.2964     0.05     -1.16
2016.2992     -2.18     -2.21
2016.3019     -1.42     -1.60
2016.3046     3.39     0.00
2016.3074     1.24     -1.87
2016.3101     4.56     2.72
2016.3128     5.09     2.24
2016.3156     -0.97     0.21
2016.3183     -0.33     1.45
2016.3210     -3.52     -4.08
2016.3238     8.02     2.18
2016.3265     5.08     5.62
2016.3292     -0.67     -2.41
2016.3320     -6.09     -1.85
2016.3347     -1.13     0.48
2016.3374     0.12     -1.35
2016.3402     -2.44     0.31
2016.3429     -0.47     -0.79
2016.3456     -3.86     0.50
2016.3484     -0.71     -1.29
2016.3511     -2.10     -1.22
2016.3538     0.12     -5.09
2016.3566     1.42     -1.83
2016.3593     4.46     -3.27
2016.3620     -2.43     -1.36
2016.3648     -2.00     1.64
2016.3675     1.37     -1.01
2016.3702     -2.58     -1.51
2016.3730     0.60     0.14
2016.3757     2.23     2.19
2016.3784     -1.81     -1.80
2016.3811     -1.83     0.26
2016.3839     0.86     0.03
2016.3866     0.66     -1.47
2016.3893     -0.09     -1.63
2016.3921     1.20     -0.01
2016.3948     -0.61     -1.17
2016.3975     1.77     -0.31
2016.4003     -0.04     -0.72
2016.4030     0.25     -4.07
2016.4057     -0.85     0.99
2016.4085     0.37     -1.90
2016.4112     0.56     -1.61
2016.4139     -1.95     -2.29
2016.4167     -0.82     -1.83
2016.4194     -2.47     -1.23
2016.4221     1.33     -0.72
2016.4249     -2.18     -6.66
2016.4276     1.26     -3.02
2016.4303     0.48     -0.38
2016.4331     -3.03     -2.60
2016.4358     0.66     -2.92
2016.4385     2.28     -0.14
2016.4413     1.05     -0.54
2016.4440     -2.16     -0.30
2016.4467     1.30     0.98
2016.4495     0.29     0.17
2016.4522     0.50     -1.01
2016.4549     1.57     2.37
2016.4577     -0.62     -4.00
2016.4604     -0.22     0.48
2016.4631     -1.68     0.05
2016.4658     -1.17     -1.48
2016.4686     -2.40     -2.18
2016.4713     -1.71     -0.74
2016.4740     -1.46     1.53
2016.4768     -1.76     -1.68
2016.4795     0.12     0.85
2016.4822     1.25     -0.48
2016.4850     -2.56     -2.79
2016.4877     3.01     0.18
2016.4904     2.01     -0.92
2016.4932     -0.53     -2.51
2016.4959     -0.44     -0.22
2016.4986     -0.05     -0.96
2016.5014     -1.32     -2.87
2016.5041     -0.92     -1.22
2016.5068     -0.12     2.23
2016.5096     1.58     0.47
2016.5123     1.96     0.17
2016.5150     0.56     0.83
2016.5178     1.79     0.47
2016.5205     -0.52     -1.83
2016.5232     1.14     -0.06
2016.5260     -0.77     1.08
2016.5287     -1.11     -0.39
2016.5314     -3.76     -0.59
2016.5342     -0.37     -3.07
2016.5369     0.57     1.53
2016.5396     -0.09     1.45
2016.5423     0.61     -1.42
2016.5451     -0.56     -0.58
2016.5478     -1.07     -3.08
2016.5505     -0.15     -0.12
2016.5533     -0.19     0.14
2016.5560     2.16     1.57
2016.5587     -1.98     -1.01
2016.5615     -0.76     -0.93
2016.5642     -1.20     -0.84
2016.5669     2.24     -0.02
2016.5697     -3.86     0.88
2016.5724     -2.42     -0.95
2016.5751     -6.90     -1.56
2016.5779     -1.97     1.19
2016.5806     -1.72     0.05
2016.5833     1.58     0.30
2016.5861     -0.71     -1.54
2016.5888     2.82     -0.80
2016.5915     -1.03     0.42
2016.5943     1.07     0.17
2016.5970     -0.95     -1.01
2016.5997     0.31     -0.30
2016.6025     1.25     -3.13
2016.6052     -0.95     -3.26
2016.6079     -2.36     -3.06
2016.6107     0.04     0.50
2016.6134     -1.19     -3.17
2016.6161     0.06     -3.82
2016.6189     -1.31     -2.39
2016.6216     0.29     -4.53
2016.6243     -2.20     -0.73
2016.6270     -1.37     -1.41
2016.6298     0.38     -2.25
2016.6325     -0.17     3.09
2016.6352     -0.62     3.77
2016.6380     -2.43     2.46
2016.6407     4.81     -2.88
2016.6434     -0.43     -1.30
2016.6462     -2.13     2.68
2016.6489     -1.20     0.60
2016.6516     -2.64     1.08
2016.6544     -1.99     -0.04
2016.6571     -1.35     1.65
2016.6598     0.74     -0.10
2016.6626     0.61     2.16
2016.6653     -1.95     -1.67
2016.6680     -1.02     1.00
2016.6708     -1.16     0.59
2016.6735     -2.64     -1.95
2016.6762     1.47     -2.82
2016.6790     -3.78     -1.83
2016.6817     0.41     1.97
2016.6844     -0.75     -2.09
2016.6872     -2.14     2.88
2016.6899     -0.47     0.80
2016.6926     -1.70     2.18
2016.6954     -2.61     0.25
2016.6981     -2.49     1.98
2016.7008     -0.26     -0.55
2016.7036     -3.25     -0.72
2016.7063     2.66     0.15
2016.7090     1.98     -1.60
2016.7117     -0.60     1.09
2016.7145     -1.58     0.59
2016.7172     -1.44     0.26
2016.7199     -0.14     2.33
2016.7227     -2.04     -0.69
2016.7254     -1.93     0.14
2016.7281     -1.49     -0.25
2016.7309     -0.69     1.86
2016.7336     -1.60     0.39
2016.7363     -1.05     -0.52
2016.7391     0.61     -2.91
2016.7418     -3.70     0.91
2016.7445     0.24     0.49
2016.7473     -0.82     -2.59
2016.7500     -0.11     0.65
2016.7527     -0.54     0.74
2016.7555     -1.62     0.92
2016.7582     -2.59     1.61
2016.7609     -1.44     1.19
2016.7637     -1.88     0.09
2016.7664     -2.11     -2.48
2016.7691     -2.62     0.08
2016.7719     -1.40     0.91
2016.7746     -1.79     -2.98
2016.7773     -3.24     -1.18
2016.7801     0.09     -2.38
2016.7828     -0.45     3.27
2016.7855     -0.10     0.88
2016.7883     -0.93     1.98
2016.7910     -0.78     1.36
2016.7937     2.83     0.08
2016.7964     -0.99     -1.50
2016.7992     -1.22     0.24
2016.8019     -0.50     1.11
2016.8046     0.30     -0.93
2016.8074     0.03     1.37
2016.8101     4.29     -0.27
2016.8128     -1.81     1.22
2016.8156     -2.59     0.14
2016.8183     -4.35     0.96
2016.8210     1.87     4.00
2016.8238     -0.83     -0.10
2016.8265     1.40     1.38
2016.8292     -0.31     -2.07
2016.8320     -1.10     1.30
2016.8347     0.47     -0.87
2016.8374     2.81     2.19
2016.8402     2.33     1.21
2016.8429     -0.76     -1.12
2016.8456     -1.38     0.90
2016.8484     2.46     2.18
2016.8511     -4.87     -4.88
2016.8538     0.99     -2.27
2016.8566     0.55     0.64
2016.8593     -0.08     4.14
2016.8620     -2.50     0.71
2016.8648     1.02     -2.72
2016.8675     0.12     -1.07
2016.8702     -0.09     -1.10
2016.8730     0.01     0.02
2016.8757     -1.14     0.13
2016.8784     2.28     3.16
2016.8811     0.27     1.25
2016.8839     -3.24     -2.16
2016.8866     -1.01     -0.53
2016.8893     -1.70     -0.20
2016.8921     -0.63     -1.13
2016.8948     -0.89     -0.90
2016.8975     0.15     -1.11
2016.9003     0.36     0.69
2016.9030     -0.60     -1.13
2016.9057     -1.47     -0.20
2016.9085     -0.70     -1.52
2016.9112     1.31     0.98
2016.9139     0.09     -0.60
2016.9167     -6.06     -1.07
2016.9194     3.48     2.84
2016.9221     0.46     1.31
2016.9249     0.85     -1.36
2016.9276     1.25     -0.60
2016.9303     -0.65     -0.34
2016.9331     -0.59     -0.74
2016.9358     -1.52     -2.24
2016.9385     -0.07     -3.31
2016.9413     -0.41     -1.96
2016.9440     -2.26     -2.55
2016.9467     -0.67     -0.84
2016.9495     -0.03     -1.53
2016.9522     -0.34     -1.18
2016.9549     2.20     -1.09
2016.9577     -1.10     -0.92
2016.9604     -1.43     -0.29
2016.9631     0.73     -0.21
2016.9658     -0.87     -1.49
2016.9686     1.34     -1.06
2016.9713     -1.15     -1.13
2016.9740     0.53     0.21
2016.9768     -4.11     -0.25
2016.9795     -6.90     -2.93
2016.9822     -4.51     -0.73
2016.9850     -2.19     2.31
2016.9877     1.18     -2.43
2016.9904     0.53     -1.02
2016.9932     -0.09     -0.78
2016.9959     -0.21     -1.77
2016.9986     -0.60     -0.16
2017.0014     -0.92     -0.27
2017.0041     1.29     -0.45
2017.0068     -1.86     0.29
2017.0096     1.25     0.41
2017.0123     1.26     4.27
2017.0151     -0.90     -4.30
2017.0178     0.72     -1.23
2017.0205     -0.31     0.76
2017.0233     -0.76     4.41
2017.0260     -0.32     -2.08
2017.0288     -3.09     -1.63
2017.0315     -3.11     -0.46
2017.0342     -0.17     -0.05
2017.0370     -0.10     0.00
2017.0397     2.27     0.40
2017.0425     1.00     1.32
2017.0452     3.63     1.63
2017.0479     2.81     -0.51
2017.0507     0.60     -0.36
2017.0534     1.54     -1.39
2017.0562     0.42     2.16
2017.0589     0.96     0.80
2017.0616     2.06     0.93
2017.0644     2.83     -0.83
2017.0671     0.55     -1.77
2017.0699     -0.17     -0.43
2017.0726     0.29     -0.51
2017.0753     2.10     0.34
2017.0781     0.33     -0.64
2017.0808     2.14     -0.83
2017.0836     0.05     0.02
2017.0863     2.62     2.37
2017.0890     -0.71     -0.90
2017.0918     1.60     -3.37
2017.0945     -0.78     -2.01
2017.0973     -1.36     -0.70
2017.1000     5.49     2.55
2017.1027     0.59     -1.38
2017.1055     0.70     -0.70
2017.1082     7.63     5.58
2017.1110     5.67     3.41
2017.1137     1.98     0.60
2017.1164     2.37     -1.17
2017.1192     -1.44     0.67
2017.1219     0.20     -0.99
2017.1247     0.89     -0.74
2017.1274     -2.04     -0.87
2017.1301     -1.00     -0.63
2017.1329     -0.48     -3.04
2017.1356     -4.75     -2.46
2017.1384     -1.73     -4.20
2017.1411     1.46     -0.33
2017.1438     4.78     -1.24
2017.1466     3.69     0.85
2017.1493     5.19     7.69
2017.1521     0.08     -4.57
2017.1548     4.23     1.42
2017.1575     4.00     0.63
2017.1603     0.13     -2.03
2017.1630     6.66     0.22
2017.1658     0.56     3.06
2017.1685     1.98     0.03
2017.1712     6.88     1.27
2017.1740     4.03     0.47
2017.1767     1.94     1.76
2017.1795     3.34     4.95
2017.1822     0.86     -0.60
2017.1849     0.36     1.52
2017.1877     3.44     1.00
2017.1904     0.08     0.53
2017.1932     -5.39     1.20
2017.1959     1.29     1.05
2017.1986     -1.96     -3.49
2017.2014     3.37     -1.31
2017.2041     3.89     -1.65
2017.2068     2.22     -4.47
2017.2096     3.29     -0.80
2017.2123     3.72     -0.31
2017.2151     1.88     -1.35
2017.2178     -1.19     -1.28
2017.2205     -1.25     -3.27
2017.2233     2.03     -0.20
2017.2260     0.43     -2.53
2017.2288     1.13     -3.46
2017.2315     -0.97     -0.69
2017.2342     -0.15     -2.87
2017.2370     3.63     1.94
2017.2397     0.26     -3.30
2017.2425     -0.01     -1.44
2017.2452     -0.66     -0.18
2017.2479     1.59     -2.54
2017.2507     8.06     2.78
2017.2534     5.77     -2.92
2017.2562     -3.22     -4.48
2017.2589     -1.22     -4.22
2017.2616     -2.45     -2.84
2017.2644     -1.52     -0.32
2017.2671     3.56     -10.23
2017.2699     9.21     1.27
2017.2726     5.44     1.67
2017.2753     1.54     -0.72
2017.2781     3.71     -2.25
2017.2808     3.17     1.77
2017.2836     -3.99     -1.90
2017.2863     -3.78     -6.04
2017.2890     -1.01     -2.93
2017.2918     1.20     -2.66
2017.2945     0.11     -3.10
2017.2973     -1.85     -1.40
2017.3000     -0.19     -0.52
2017.3027     0.05     -2.86
2017.3055     -2.75     0.09
2017.3082     0.05     -2.72
2017.3110     -2.20     -2.31
2017.3137     -0.58     -0.28
2017.3164     -5.75     -2.04
2017.3192     5.00     2.40
2017.3219     4.26     4.03
2017.3247     -2.01     -4.41
2017.3274     -2.20     -0.11
2017.3301     0.40     -0.12
2017.3329     -1.93     -3.04
2017.3356     -0.91     -1.18
2017.3384     -0.65     -1.72
2017.3411     -1.71     -6.14
2017.3438     -5.52     -2.22
2017.3466     -0.83     -2.48
2017.3493     -0.13     -1.04
2017.3521     -1.34     -2.16
2017.3548     -3.10     -3.87
2017.3575     -0.61     -2.78
2017.3603     -1.67     -0.51
2017.3630     2.52     0.02
2017.3658     -1.41     -4.62
2017.3685     -0.43     -3.99
2017.3712     -0.14     -3.02
2017.3740     -0.02     -2.79
2017.3767     -0.50     -5.11
2017.3795     1.68     -2.03
2017.3822     -1.71     -0.59
2017.3849     0.69     1.63
2017.3877     -0.51     -1.42
2017.3904     0.03     0.49
2017.3932     -0.49     0.81
2017.3959     0.15     -0.32
2017.3986     -1.52     -0.77
2017.4014     -0.02     -3.74
2017.4041     -0.01     -1.95
2017.4068     0.44     0.63
2017.4096     1.17     -3.39
2017.4123     -1.59     -3.38
2017.4151     -2.91     -1.78
2017.4178     -3.57     -4.09
2017.4205     -4.29     -6.16
2017.4233     -2.33     -2.66
2017.4260     5.62     1.46
2017.4288     -0.09     -2.22
2017.4315     3.32     -3.36
2017.4342     0.30     1.80
2017.4370     -1.86     -1.73
2017.4397     -0.71     -5.57
2017.4425     -2.04     -1.44
2017.4452     -1.63     -0.22
2017.4479     -0.44     -2.84
2017.4507     -1.48     -2.94
2017.4534     0.14     -0.75
2017.4562     -0.78     -2.10
2017.4589     -0.22     -0.91
2017.4616     0.70     -0.93
2017.4644     -1.25     0.33
2017.4671     -1.28     -4.30
2017.4699     1.16     -0.57
2017.4726     1.82     -1.38
2017.4753     -1.08     -1.63
2017.4781     2.20     -2.73
2017.4808     -0.47     -2.20
2017.4836     0.74     -2.73
2017.4863     -1.37     -3.08
2017.4890     -0.48     -1.18
2017.4918     -0.86     -2.09
2017.4945     1.76     -4.90
2017.4973     1.22     -4.15
2017.5000     -0.11     -0.91
2017.5027     0.86     1.79
2017.5055     2.37     -1.92
2017.5082     0.87     -0.89
2017.5110     -0.54     0.21
2017.5137     0.10     -1.96
2017.5164     -0.49     -1.85
2017.5192     1.34     0.80
2017.5219     -3.78     -1.38
2017.5247     -1.06     1.38
2017.5274     1.26     -1.06
2017.5301     0.16     0.12
2017.5329     0.34     -4.93
2017.5356     -1.46     -1.04
2017.5384     -0.56     -0.77
2017.5411     2.97     -4.93
2017.5438     -2.27     -0.96
2017.5466     0.46     0.77
2017.5493     0.03     -2.11
2017.5521     0.59     -0.92
2017.5548     1.14     -0.63
2017.5575     0.77     1.00
2017.5603     -0.36     -1.10
2017.5630     0.58     -0.66
2017.5658     1.17     1.15
2017.5685     -1.63     1.27
2017.5712     -2.32     -1.36
2017.5740     -3.50     -1.42
2017.5767     -2.09     -3.71
2017.5795     -2.38     -0.68
2017.5822     -0.92     -2.20
2017.5849     -4.02     -0.38
2017.5877     0.17     4.60
2017.5904     -3.01     2.65
2017.5932     -0.65     -0.81
2017.5959     -0.33     -0.42
2017.5986     -1.40     -1.58
2017.6014     -1.43     -1.31
2017.6041     -0.51     -0.43
2017.6068     0.21     -3.28
2017.6096     -0.07     -0.24
2017.6123     -0.66     -0.27
2017.6151     -1.22     -0.87
2017.6178     -1.08     1.16
2017.6205     -0.80     -0.11
2017.6233     -1.87     -0.38
2017.6260     -3.48     0.41
2017.6288     0.50     0.47
2017.6315     -0.39     -2.03
2017.6342     -1.21     2.80
2017.6370     -1.55     -1.48
2017.6397     -1.54     -0.44
2017.6425     1.18     -0.95
2017.6452     -1.80     -0.52
2017.6479     -2.71     0.53
2017.6507     -2.88     0.83
2017.6534     1.05     1.00
2017.6562     -1.55     0.69
2017.6589     -1.73     0.99
2017.6616     -2.91     5.09
2017.6644     -0.73     3.86
2017.6671     -1.81     1.21
2017.6699     -2.42     -1.07
2017.6726     -3.93     -0.95
2017.6753     -2.36     0.30
2017.6781     -5.19     -0.04
2017.6808     -3.88     0.41
2017.6836     -0.51     0.28
2017.6863     -0.02     2.00
2017.6890     -2.38     -0.64
2017.6918     -0.24     -2.49
2017.6945     -0.07     -0.14
2017.6973     0.53     0.04
2017.7000     -2.73     -1.10
2017.7027     -1.23     1.74
2017.7055     -2.34     -2.43
2017.7082     -3.60     -0.18
2017.7110     0.40     1.24
2017.7137     -0.65     1.13
2017.7164     -2.79     1.35
2017.7192     1.07     -0.02
2017.7219     0.79     0.49
2017.7247     -0.92     -0.14
2017.7274     -2.00     -2.50
2017.7301     -2.06     1.75
2017.7329     0.24     0.62
2017.7356     -1.51     -1.68
2017.7384     -1.16     -0.22
2017.7411     -2.90     2.25
2017.7438     0.37     0.70
2017.7466     -4.14     -0.99
2017.7493     -1.17     0.04
2017.7521     -1.32     -1.27
2017.7548     -3.79     0.91
2017.7575     1.62     1.22
2017.7603     -0.84     1.32
2017.7630     -0.65     -0.91
2017.7658     -1.52     -1.16
2017.7685     -1.45     -1.56
2017.7712     0.33     1.64
2017.7740     -0.68     1.72
2017.7767     1.82     2.82
2017.7795     0.40     0.94
2017.7822     1.15     -0.10
2017.7849     -0.12     1.40
2017.7877     -1.32     2.95
2017.7904     -0.75     -1.65
2017.7932     -2.23     -1.35
2017.7959     -2.58     -1.63
2017.7986     -1.59     2.12
2017.8014     -0.76     3.08
2017.8041     0.44     -1.91
2017.8068     -1.94     -4.26
2017.8096     -1.30     0.69
2017.8123     -2.57     2.49
2017.8151     -0.12     -2.83
2017.8178     -1.24     3.55
2017.8205     -1.68     -1.71
2017.8233     -0.22     -0.25
2017.8260     -1.20     -2.09
2017.8288     -1.15     0.48
2017.8315     -1.27     0.67
2017.8342     0.07     1.74
2017.8370     0.50     0.14
2017.8397     -0.02     -1.91
2017.8425     -1.98     0.23
2017.8452     -0.28     -1.25
2017.8479     -1.00     -0.64
2017.8507     0.21     -1.16
2017.8534     -0.68     -1.29
2017.8562     -1.99     2.11
2017.8589     0.10     0.81
2017.8616     0.00     0.28
2017.8644     0.59     -0.74
2017.8671     -0.15     -0.30
2017.8699     -1.55     -0.39
2017.8726     1.51     -2.69
2017.8753     -5.24     -1.42
2017.8781     -5.36     -4.20
2017.8808     1.48     -1.10
2017.8836     -2.38     -1.52
2017.8863     -6.01     2.99
2017.8890     -5.18     -5.12
2017.8918     7.63     -4.07
2017.8945     6.34     -0.96
2017.8973     0.61     0.98
2017.9000     -1.05     -0.94
2017.9027     0.01     1.83
2017.9055     -0.15     -1.87
2017.9082     0.38     0.77
2017.9110     -0.22     -2.53
2017.9137     -0.65     -0.36
2017.9164     0.47     1.58
2017.9192     1.07     0.11
2017.9219     -0.04     -2.41
2017.9247     0.86     -0.51
2017.9274     1.82     -0.34
2017.9301     -3.13     -0.45
2017.9329     -3.12     -2.38
2017.9356     -2.13     -2.48
2017.9384     -1.30     -0.94
2017.9411     -0.98     -1.43
2017.9438     -3.27     -4.16
2017.9466     1.98     -3.08
2017.9493     -1.02     -1.18
2017.9521     -2.91     -2.26
2017.9548     -0.52     -1.84
2017.9575     -1.43     -0.34
2017.9603     1.42     -1.33
2017.9630     -1.95     -0.62
2017.9658     -0.72     -0.98
2017.9685     -1.72     -0.90
2017.9712     -0.81     -1.81
2017.9740     -4.02     -2.60
2017.9767     -1.56     -2.57
2017.9795     0.01     -0.13
2017.9822     -0.38     -1.93
2017.9849     -0.93     -2.08
2017.9877     0.21     -1.62
2017.9904     0.33     -0.94
2017.9932     -1.23     -0.11
2017.9959     -1.40     -0.26
2017.9986     0.75     2.05
2018.0014     1.92     1.80
2018.0041     1.80     -1.28
2018.0068     0.57     3.68
2018.0096     0.39     1.15
2018.0123     0.16     -1.42
2018.0151     -0.66     -3.12
2018.0178     -0.58     -1.28
2018.0205     2.19     -2.34
2018.0233     -1.43     -3.16
2018.0260     -0.37     -1.58
2018.0288     1.16     -2.74
2018.0315     0.12     -2.83
2018.0342     -2.17     -3.03
2018.0370     4.61     -3.85
2018.0397     3.24     -3.32
2018.0425     -0.62     -2.11
2018.0452     0.19     -3.70
2018.0479     0.57     -2.66
2018.0507     -6.61     -0.54
2018.0534     2.44     -1.33
2018.0562     0.18     -2.55
2018.0589     -0.61     -2.44
2018.0616     -0.15     -3.42
2018.0644     1.29     -0.64
2018.0671     5.36     -1.69
2018.0699     -3.61     -1.60
2018.0726     2.50     0.76
2018.0753     0.07     -4.31
2018.0781     0.38     -0.36
2018.0808     -0.32     -1.82
2018.0836     -1.00     -1.92
2018.0863     -2.06     -3.82
2018.0890     2.57     -0.41
2018.0918     3.00     0.08
2018.0945     -0.44     0.73
2018.0973     -2.30     -2.10
2018.1000     5.35     -3.26
2018.1027     7.87     2.62
2018.1055     4.70     8.54
2018.1082     3.40     -0.53
2018.1110     5.13     5.30
2018.1137     1.39     -2.75
2018.1164     -2.39     -2.81
2018.1192     5.25     2.56
2018.1219     -1.27     -0.44
2018.1247     -1.15     -1.69
2018.1274     2.02     -0.05
2018.1301     0.98     -3.12
2018.1329     1.11     -4.65
2018.1356     1.90     -4.17
2018.1384     -0.38     -1.40
2018.1411     2.43     1.14
2018.1438     4.40     -0.85
2018.1466     4.86     0.99
2018.1493     0.10     1.19
2018.1521     -1.39     -4.47
2018.1548     0.42     -1.09
2018.1575     0.97     -2.29
2018.1603     -1.96     -3.76
2018.1630     -2.68     -2.85
2018.1658     -2.06     -5.48
2018.1685     -1.38     -3.45
2018.1712     1.10     -3.56
