#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2013.1164     0.05     0.16
2013.1192     0.91     3.07
2013.1219     7.48     3.87
2013.1247     5.15     0.51
2013.1274     6.00     -1.94
2013.1301     -5.43     -1.44
2013.1329     5.13     4.33
2013.1356     2.72     -0.27
2013.1384     2.94     -2.78
2013.1411     2.87     -0.17
2013.1438     1.44     -1.17
2013.1466     2.44     0.51
2013.1493     1.94     -2.27
2013.1521     -0.00     1.22
2013.1548     2.58     1.50
2013.1575     4.05     -3.12
2013.1603     4.90     -1.86
2013.1630     0.22     -0.86
2013.1658     3.82     1.27
2013.1685     4.48     3.43
2013.1712     1.26     -3.02
2013.1740     1.99     -0.80
2013.1767     0.50     -3.49
2013.1795     0.96     -0.00
2013.1822     -1.45     0.14
2013.1849     -0.85     -0.13
2013.1877     -0.61     2.14
2013.1904     0.66     2.40
2013.1932     -0.61     -0.99
2013.1959     0.87     -0.86
2013.1986     -2.13     -2.67
2013.2014     5.88     3.00
2013.2041     0.05     1.89
2013.2068     4.12     0.53
2013.2096     3.26     -1.35
2013.2123     -1.21     -5.38
2013.2151     -1.20     -3.60
2013.2178     0.42     2.90
2013.2205     1.60     -1.81
2013.2233     1.20     -1.99
2013.2260     -5.29     -5.56
2013.2288     3.83     0.40
2013.2315     2.26     1.07
2013.2342     3.72     2.08
2013.2370     1.58     -2.76
2013.2397     2.75     -1.97
2013.2425     4.03     -1.85
2013.2452     6.30     1.89
2013.2479     1.80     0.96
2013.2507     -1.71     -5.42
2013.2534     7.50     6.70
2013.2562     5.95     1.74
2013.2589     1.21     -0.13
2013.2616     1.84     0.66
2013.2644     -2.11     -0.28
2013.2671     -1.16     0.18
2013.2699     1.58     -1.79
2013.2726     16.47     1.81
2013.2753     4.37     -1.06
2013.2781     0.50     3.42
2013.2808     -0.03     -0.88
2013.2836     -4.58     -2.45
2013.2863     -1.21     1.28
2013.2890     0.70     -3.13
2013.2918     2.92     -2.25
2013.2945     0.83     -0.07
2013.2973     -0.18     -1.34
2013.3000     0.83     0.36
2013.3027     4.72     0.79
2013.3055     9.76     6.61
2013.3082     -3.02     -3.18
2013.3110     0.45     0.32
2013.3137     5.42     1.93
2013.3164     0.96     -0.91
2013.3192     3.41     -2.08
2013.3219     0.42     -0.47
2013.3247     -1.46     0.25
2013.3274     3.13     -1.42
2013.3301     0.58     -1.99
2013.3329     0.60     -3.32
2013.3356     2.07     -0.96
2013.3384     0.66     2.07
2013.3411     3.58     -1.40
2013.3438     0.20     -2.92
2013.3466     2.07     -2.91
2013.3493     1.37     1.87
2013.3521     -0.17     -3.24
2013.3548     2.73     0.27
2013.3575     2.53     -2.42
2013.3603     2.44     -1.31
2013.3630     3.28     -7.47
2013.3658     2.63     -1.62
2013.3685     -1.69     -5.68
2013.3712     1.64     -3.16
2013.3740     0.11     0.95
2013.3767     1.17     -2.81
2013.3795     3.30     -4.38
2013.3822     3.91     -1.37
2013.3849     -0.99     -8.42
2013.3877     2.21     -2.30
2013.3904     3.90     -0.95
2013.3932     3.53     -3.34
2013.3959     3.02     -2.41
2013.3986     -0.46     -4.16
2013.4014     1.02     -4.17
2013.4041     0.03     -4.83
2013.4068     2.27     -1.40
2013.4096     -2.26     -2.51
2013.4123     -0.26     -3.45
2013.4151     1.48     -0.42
2013.4178     0.32     -0.32
2013.4205     1.34     -2.77
2013.4233     -1.87     -4.61
2013.4260     3.39     -2.63
2013.4288     -0.75     -4.62
2013.4315     3.39     -2.05
2013.4342     -1.69     -1.96
2013.4370     2.25     -0.45
2013.4397     4.03     -0.96
2013.4425     0.00     0.86
2013.4452     4.89     -1.32
2013.4479     3.91     -2.26
2013.4507     5.95     1.15
2013.4534     3.08     -2.79
2013.4562     4.84     0.40
2013.4589     -0.12     -1.95
2013.4616     5.85     1.78
2013.4644     8.51     7.18
2013.4671     0.56     -1.42
2013.4699     1.95     -1.66
2013.4726     -3.46     -0.35
2013.4753     2.76     0.91
2013.4781     4.27     -0.11
2013.4808     1.18     -2.89
2013.4836     0.67     -0.78
2013.4863     1.51     -3.09
2013.4890     3.39     0.79
2013.4918     -1.35     -4.05
2013.4945     0.91     -1.21
2013.4973     2.46     -1.91
2013.5000     0.78     -2.22
2013.5027     0.81     0.78
2013.5055     1.55     -2.80
2013.5082     4.28     -0.32
2013.5110     1.85     -0.05
2013.5137     0.71     -2.31
2013.5164     2.94     -3.19
2013.5192     4.37     -0.73
2013.5219     3.10     -1.74
2013.5247     2.90     -2.65
2013.5274     -2.69     -8.17
2013.5301     3.06     0.28
2013.5329     3.68     2.71
2013.5356     3.18     -0.82
2013.5384     0.65     -4.93
2013.5411     2.05     -1.44
2013.5438     2.82     -0.24
2013.5466     0.13     -0.76
2013.5493     -0.90     -2.33
2013.5521     3.68     -2.24
2013.5548     2.09     0.79
2013.5575     0.26     0.80
2013.5603     4.52     -0.54
2013.5630     -0.19     -1.65
2013.5658     0.58     0.29
2013.5685     -2.13     0.64
2013.5712     1.03     -1.14
2013.5740     0.20     4.13
2013.5767     1.28     2.91
2013.5795     0.85     3.00
2013.5822     1.70     1.31
2013.5849     -3.10     5.03
2013.5877     1.21     -2.07
2013.5904     1.16     2.19
2013.5932     0.67     2.38
2013.5959     1.83     0.04
2013.5986     2.24     3.33
2013.6014     -0.43     -1.18
2013.6041     0.32     0.74
2013.6068     2.74     3.86
2013.6096     1.67     -0.12
2013.6123     1.26     2.67
2013.6151     0.41     -0.10
2013.6178     0.63     2.89
2013.6205     1.84     1.63
2013.6233     3.04     0.65
2013.6260     1.80     0.99
2013.6288     3.38     -2.66
2013.6315     3.63     -0.38
2013.6342     1.37     0.33
2013.6370     2.93     5.43
2013.6397     2.03     -0.20
2013.6425     0.36     0.24
2013.6452     -0.63     -2.34
2013.6479     3.24     3.28
2013.6507     1.59     0.91
2013.6534     1.03     -0.58
2013.6562     4.04     1.67
2013.6589     1.46     0.79
2013.6616     2.30     -0.18
2013.6644     1.93     3.08
2013.6671     0.91     0.33
2013.6699     0.99     2.91
2013.6726     -0.12     -1.25
2013.6753     1.90     -0.38
2013.6781     2.69     1.29
2013.6808     2.88     -0.05
2013.6836     4.33     1.69
2013.6863     2.19     0.71
2013.6890     1.77     2.15
2013.6918     3.73     1.35
2013.6945     1.09     -1.37
2013.6973     -1.18     -0.52
2013.7000     0.40     -1.78
2013.7027     -0.78     -0.66
2013.7055     3.26     -0.10
2013.7082     1.41     -0.40
2013.7110     2.35     -0.40
2013.7137     2.55     -2.33
2013.7164     2.03     0.82
2013.7192     3.64     1.51
2013.7219     2.79     -1.11
2013.7247     2.49     -3.73
2013.7274     0.83     -1.95
2013.7301     2.37     -1.32
2013.7329     2.35     -0.60
2013.7356     2.69     -1.82
2013.7384     0.10     0.41
2013.7411     2.50     -0.35
2013.7438     1.67     0.32
2013.7466     3.23     0.23
2013.7493     1.21     -1.25
2013.7521     2.64     -0.11
2013.7548     4.09     -2.37
2013.7575     1.85     -1.95
2013.7603     3.18     -1.33
2013.7630     1.92     -1.75
2013.7658     4.25     -0.34
2013.7685     3.21     -2.07
2013.7712     4.34     -3.84
2013.7740     2.08     -2.69
2013.7767     0.20     -0.49
2013.7795     2.57     -0.97
2013.7822     -0.02     -2.01
2013.7849     4.25     -1.57
2013.7877     3.81     0.60
2013.7904     4.49     -0.06
2013.7932     2.56     -1.02
2013.7959     1.16     -4.07
2013.7986     0.92     2.11
2013.8014     1.44     -1.93
2013.8041     4.27     -1.01
2013.8068     3.30     -1.05
2013.8096     3.12     -1.05
2013.8123     2.94     -0.01
2013.8151     3.83     -1.08
2013.8178     1.23     -2.28
2013.8205     2.24     -2.22
2013.8233     -2.92     -1.16
2013.8260     1.79     -1.41
2013.8288     2.27     0.60
2013.8315     5.69     0.81
2013.8342     1.15     -0.30
2013.8370     2.60     -0.63
2013.8397     1.91     -1.64
2013.8425     0.88     1.25
2013.8452     2.41     -1.55
2013.8479     3.90     -2.88
2013.8507     5.85     0.60
2013.8534     5.01     0.66
2013.8562     1.92     -3.60
2013.8589     2.31     -1.80
2013.8616     0.49     -2.53
2013.8644     -0.65     2.64
2013.8671     1.22     -4.48
2013.8699     3.57     2.45
2013.8726     4.65     3.30
2013.8753     5.67     0.11
2013.8781     0.44     -2.46
2013.8808     1.57     -0.82
2013.8836     4.99     -0.61
2013.8863     3.78     -0.84
2013.8890     2.02     0.42
2013.8918     2.45     -2.52
2013.8945     2.13     -2.63
2013.8973     3.39     -2.37
2013.9000     2.48     -2.66
2013.9027     3.18     -0.17
2013.9055     2.36     -0.24
2013.9082     2.98     -0.79
2013.9110     -0.36     -2.88
2013.9137     1.45     -0.69
2013.9164     2.30     -2.10
2013.9192     0.73     -2.17
2013.9219     1.98     -1.18
2013.9247     1.46     1.82
2013.9274     1.45     -1.17
2013.9301     1.08     -1.47
2013.9329     1.82     -2.96
2013.9356     1.46     -0.43
2013.9384     1.00     -3.04
2013.9411     1.93     -0.52
2013.9438     2.34     2.77
2013.9466     -1.70     1.61
2013.9493     0.87     1.88
2013.9521     -2.28     0.55
2013.9548     -0.40     2.64
2013.9575     -1.48     0.72
2013.9603     -1.64     -2.23
2013.9630     -1.47     0.12
2013.9658     -3.10     0.75
2013.9685     0.85     1.52
2013.9712     -4.98     -1.22
2013.9740     -0.78     -2.77
2013.9767     -2.44     -1.87
2013.9795     -1.01     -0.13
2013.9822     -0.83     0.15
2013.9849     2.20     1.38
2013.9877     2.56     3.14
2013.9904     0.22     3.49
2013.9932     -1.82     -1.56
2013.9959     -0.77     0.02
2013.9986     1.28     3.59
2014.0014     4.68     3.18
2014.0041     1.09     0.15
2014.0068     -1.06     -0.53
2014.0096     -4.91     0.23
2014.0123     -0.13     0.79
2014.0151     0.43     1.97
2014.0178     -1.25     -2.20
2014.0205     -0.30     1.97
2014.0233     1.62     0.38
2014.0260     1.59     1.69
2014.0288     -0.49     3.58
2014.0315     -1.40     -0.27
2014.0342     -1.48     -1.38
2014.0370     -5.64     -6.35
2014.0397     2.97     -1.10
2014.0425     -0.37     -0.81
2014.0452     -1.95     -1.78
2014.0479     -1.21     -0.01
2014.0507     2.13     1.77
2014.0534     -1.60     -0.48
2014.0562     -1.18     -0.45
2014.0589     -3.29     -1.70
2014.0616     0.73     1.96
2014.0644     0.74     -1.60
2014.0671     3.40     3.34
2014.0699     -1.45     -2.03
2014.0726     6.38     3.63
2014.0753     -1.28     -0.42
2014.0781     -0.34     -0.72
2014.0808     -1.80     -1.89
2014.0836     -1.19     -0.52
2014.0863     -1.74     -0.07
2014.0890     -1.26     -0.59
2014.0918     -1.79     0.02
2014.0945     3.99     0.93
2014.0973     3.75     5.03
2014.1000     2.87     2.99
2014.1027     3.59     1.93
2014.1055     3.36     7.23
2014.1082     7.84     7.25
2014.1110     7.58     10.30
2014.1137     -7.21     2.01
2014.1164     3.13     9.99
2014.1192     3.71     5.40
2014.1219     -0.73     2.13
2014.1247     -7.72     5.89
2014.1274     -2.49     3.69
2014.1301     -3.78     2.20
2014.1329     -0.60     -0.16
2014.1356     -1.13     -0.74
2014.1384     2.23     0.31
2014.1411     2.40     -0.30
2014.1438     0.24     -0.85
2014.1466     5.48     6.01
2014.1493     0.01     3.70
2014.1521     -2.64     -3.03
2014.1548     -2.00     0.60
2014.1575     11.31     6.20
2014.1603     10.38     7.08
2014.1630     -2.53     0.45
2014.1658     4.29     6.35
2014.1685     7.16     7.16
2014.1712     -0.57     0.52
2014.1740     2.03     2.29
2014.1767     1.49     2.15
2014.1795     4.65     0.07
2014.1822     -1.22     0.12
2014.1849     0.80     -0.05
2014.1877     4.65     3.62
2014.1904     8.25     7.98
2014.1932     1.07     -4.16
2014.1959     -0.80     -2.55
2014.1986     -0.89     1.54
2014.2014     -1.56     0.25
2014.2041     -2.73     -0.99
2014.2068     -0.30     -4.10
2014.2096     -0.29     2.14
2014.2123     -9.19     -0.54
2014.2151     0.10     -0.68
2014.2178     -1.43     -0.28
2014.2205     0.15     -1.55
2014.2233     2.02     0.24
2014.2260     -4.05     -1.94
2014.2288     -1.83     -0.18
2014.2315     -3.05     -4.28
2014.2342     -1.40     -0.59
2014.2370     -4.71     -2.51
2014.2397     -4.48     -0.24
2014.2425     2.35     0.47
2014.2452     -2.19     -4.37
2014.2479     3.15     0.20
2014.2507     -2.43     -5.90
2014.2534     -3.39     0.60
2014.2562     -2.67     -1.51
2014.2589     -2.00     -2.01
2014.2616     0.71     -0.89
2014.2644     -2.39     -0.41
2014.2671     -0.77     -0.16
2014.2699     1.46     -4.32
2014.2726     -3.03     -1.39
2014.2753     3.51     3.84
2014.2781     -2.32     -2.61
2014.2808     -2.33     -0.85
2014.2836     1.80     6.02
2014.2863     1.94     2.71
2014.2890     -4.13     -3.79
2014.2918     5.98     3.70
2014.2945     -4.78     -1.95
2014.2973     -1.87     -2.74
2014.3000     0.83     3.13
2014.3027     -3.55     -4.84
2014.3055     -9.20     -4.91
2014.3082     8.59     4.12
2014.3110     4.25     1.98
2014.3137     -0.63     2.67
2014.3164     -0.41     -1.77
2014.3192     -2.90     1.28
2014.3219     -2.84     1.77
2014.3247     -2.39     -1.73
2014.3274     -0.33     -2.32
2014.3301     -1.57     7.22
2014.3329     -0.09     -1.55
2014.3356     0.99     -2.92
2014.3384     -0.58     -2.25
2014.3411     -1.13     -3.29
2014.3438     -1.25     0.62
2014.3466     -1.51     -1.53
2014.3493     1.98     0.96
2014.3521     4.87     2.08
2014.3548     -4.17     -4.56
2014.3575     -0.26     -2.33
2014.3603     6.33     4.72
2014.3630     -4.15     -1.45
2014.3658     -5.23     -6.63
2014.3685     -1.83     1.29
2014.3712     -0.98     1.37
2014.3740     -4.44     -0.22
2014.3767     -3.75     -3.69
2014.3795     0.14     -6.22
2014.3822     -4.62     -1.42
2014.3849     -2.46     -5.34
2014.3877     -1.87     -0.57
2014.3904     -0.70     -0.82
2014.3932     -3.03     -1.36
2014.3959     -4.67     -3.28
2014.3986     -1.93     -0.94
2014.4014     -1.34     1.16
2014.4041     -2.34     -0.39
2014.4068     -2.07     -1.66
2014.4096     0.42     -1.76
2014.4123     1.63     -2.58
2014.4151     -0.18     1.02
2014.4178     -0.09     0.49
2014.4205     -0.10     0.03
2014.4233     -0.31     -0.59
2014.4260     -0.62     0.19
2014.4288     1.94     0.01
2014.4315     -3.64     -4.61
2014.4342     -5.49     -0.16
2014.4370     -1.34     -0.41
2014.4397     -2.12     -1.48
2014.4425     -2.19     -0.95
2014.4452     0.89     -1.61
2014.4479     -0.01     -2.04
2014.4507     0.18     -1.59
2014.4534     -1.75     -6.42
2014.4562     -1.54     0.13
2014.4589     0.96     0.49
2014.4616     1.00     0.52
2014.4644     -5.05     -1.95
2014.4671     -1.10     -1.17
2014.4699     -1.39     -0.22
2014.4726     -0.31     -1.44
2014.4753     1.94     0.35
2014.4781     -0.97     0.69
2014.4808     0.06     -0.87
2014.4836     0.13     2.15
2014.4863     2.57     -0.81
2014.4890     -2.59     -0.78
2014.4918     2.68     1.65
2014.4945     2.13     -2.21
2014.4973     -3.06     1.64
2014.5000     0.99     -1.51
2014.5027     -5.25     -2.05
2014.5055     -0.42     -0.42
2014.5082     0.63     -3.00
2014.5110     -1.13     -2.78
2014.5137     -0.00     1.23
2014.5164     4.58     4.00
2014.5192     0.50     1.47
2014.5219     0.05     -0.67
2014.5247     -1.13     3.57
2014.5274     -0.58     3.86
2014.5301     0.68     -0.04
2014.5329     -2.69     0.08
2014.5356     -1.30     -2.23
2014.5384     1.67     0.44
2014.5411     -4.92     0.80
2014.5438     -1.22     -2.78
2014.5466     -3.84     0.17
2014.5493     -2.31     -2.77
2014.5521     0.96     -0.90
2014.5548     -0.81     1.39
2014.5575     -3.78     0.19
2014.5603     -0.99     2.27
2014.5630     -3.27     -1.20
2014.5658     -2.78     2.90
2014.5685     0.23     2.04
2014.5712     -1.50     0.49
2014.5740     -1.86     0.95
2014.5767     -4.63     -1.13
2014.5795     0.58     0.21
2014.5822     -1.12     0.03
2014.5849     -0.89     -0.98
2014.5877     -2.18     2.14
2014.5904     -3.51     -0.12
2014.5932     -0.47     -2.15
2014.5959     -2.20     -0.41
2014.5986     -3.07     -0.37
2014.6014     0.46     0.06
2014.6041     -2.15     -1.28
2014.6068     0.49     -2.15
2014.6096     -0.09     -1.28
2014.6123     0.55     -0.04
2014.6151     -1.46     -2.69
2014.6178     -1.93     -1.88
2014.6205     -0.23     -0.98
2014.6233     -1.80     -0.31
2014.6260     -1.00     -0.27
2014.6288     1.55     0.72
2014.6315     0.58     1.88
2014.6342     -1.69     -0.25
2014.6370     -3.17     -0.40
2014.6397     -2.58     -2.75
2014.6425     -0.47     -0.17
2014.6452     -0.47     0.41
2014.6479     -1.56     -0.02
2014.6507     -2.30     -1.66
2014.6534     -0.99     0.12
2014.6562     1.26     1.47
2014.6589     -5.67     -0.81
2014.6616     1.82     1.91
2014.6644     0.32     0.85
2014.6671     -2.95     1.20
2014.6699     -7.59     -4.16
2014.6726     0.92     -0.62
2014.6753     0.36     -0.33
2014.6781     -1.54     2.89
2014.6808     -4.82     2.49
2014.6836     -1.32     0.23
2014.6863     -0.07     0.49
2014.6890     -0.43     -0.26
2014.6918     -3.33     -0.65
2014.6945     -2.13     -1.32
2014.6973     -1.18     -1.91
2014.7000     -2.14     -0.31
2014.7027     -1.77     -1.35
2014.7055     0.25     1.14
2014.7082     -2.78     -2.92
2014.7110     -1.95     -1.52
2014.7137     -1.13     -0.42
2014.7164     -1.33     0.60
2014.7192     -4.99     -0.40
2014.7219     -0.80     -0.03
2014.7247     -2.52     -1.41
2014.7274     -0.10     -2.45
2014.7301     -0.85     1.99
2014.7329     -2.05     -2.25
2014.7356     2.51     1.10
2014.7384     -1.98     -0.86
2014.7411     -0.41     -0.06
2014.7438     -0.35     0.43
2014.7466     -2.70     -0.12
2014.7493     -2.14     -1.46
2014.7521     0.79     0.13
2014.7548     -1.74     1.52
2014.7575     -2.48     0.03
2014.7603     -1.33     -0.24
2014.7630     -1.92     1.50
2014.7658     -0.39     0.64
2014.7685     -0.09     0.88
2014.7712     0.47     0.43
2014.7740     1.29     0.19
2014.7767     -1.68     0.62
2014.7795     -0.02     1.05
2014.7822     -1.01     0.55
2014.7849     -0.92     -0.12
2014.7877     -5.54     0.63
2014.7904     -2.34     2.15
2014.7932     -1.51     1.17
2014.7959     -4.39     -0.85
2014.7986     0.63     -2.18
2014.8014     -0.76     -0.93
2014.8041     0.24     -0.58
2014.8068     1.56     -0.12
2014.8096     -1.20     0.04
2014.8123     0.34     0.67
2014.8151     -0.80     0.50
2014.8178     -0.14     -2.24
2014.8205     0.40     0.11
2014.8233     -1.47     0.25
2014.8260     -5.95     2.30
2014.8288     -6.56     -1.02
2014.8315     -0.01     2.88
2014.8342     0.12     2.09
2014.8370     -1.96     2.19
2014.8397     -7.61     4.35
2014.8425     0.23     1.56
2014.8452     -1.89     -0.89
2014.8479     0.65     0.99
2014.8507     1.26     0.28
2014.8534     -0.46     0.53
2014.8562     -0.85     -0.08
2014.8589     -1.77     0.22
2014.8616     -3.98     -2.60
2014.8644     -0.51     0.03
2014.8671     -2.51     -0.25
2014.8699     -2.92     -2.06
2014.8726     -0.22     3.66
2014.8753     -0.92     0.42
2014.8781     -2.25     2.46
2014.8808     -3.90     0.10
2014.8836     0.84     -1.31
2014.8863     -0.91     -0.49
2014.8890     0.30     -1.01
2014.8918     -7.43     -5.42
2014.8945     2.85     -3.15
2014.8973     -1.72     2.25
2014.9000     0.42     -1.24
2014.9027     1.77     1.31
2014.9055     -1.14     -0.87
2014.9082     0.79     1.11
2014.9110     -0.58     -1.17
2014.9137     -0.58     -0.74
2014.9164     -0.83     0.69
2014.9192     -1.12     0.16
2014.9219     -2.74     0.49
2014.9247     5.61     1.52
2014.9274     -6.01     -2.44
2014.9301     -1.98     0.33
2014.9329     -0.78     -1.39
2014.9356     -6.36     -7.65
2014.9384     1.32     -0.76
2014.9411     3.28     0.51
2014.9438     2.16     -0.10
2014.9466     0.33     0.66
2014.9493     0.49     -0.41
2014.9521     5.52     -1.59
2014.9548     1.50     -1.40
2014.9575     1.28     2.73
2014.9603     -2.44     -1.44
2014.9630     -0.38     -0.84
2014.9658     -0.53     -0.82
2014.9685     -0.86     -0.49
2014.9712     -1.76     -1.52
2014.9740     5.31     1.76
2014.9767     -1.18     -0.91
2014.9795     -1.78     0.68
2014.9822     -1.61     0.07
2014.9849     2.12     -1.56
2014.9877     -0.04     1.76
2014.9904     1.22     -0.95
2014.9932     -0.40     -1.07
2014.9959     -0.13     -1.16
2014.9986     0.50     0.53
2015.0014     -0.12     -2.20
2015.0041     -0.81     -3.65
2015.0068     0.92     -1.08
2015.0096     0.18     0.99
2015.0123     6.52     5.17
2015.0151     -1.10     -0.79
2015.0178     -0.61     -0.11
2015.0205     0.72     -1.43
2015.0233     0.09     -0.00
2015.0260     -1.87     0.05
2015.0288     -0.20     0.19
2015.0315     -0.84     -0.02
2015.0342     1.72     -0.65
2015.0370     -3.78     -5.95
2015.0397     2.37     -1.78
2015.0425     1.45     2.52
2015.0452     -1.11     0.77
2015.0479     -0.91     -0.86
2015.0507     0.49     -0.19
2015.0534     -0.64     -1.25
2015.0562     -0.79     0.11
2015.0589     0.10     -0.52
2015.0616     1.17     -0.12
2015.0644     4.41     0.69
2015.0671     -2.10     -2.90
2015.0699     0.83     -2.64
2015.0726     1.40     0.34
2015.0753     2.42     2.33
2015.0781     -0.77     4.97
2015.0808     -0.09     -2.21
2015.0836     -0.38     -0.52
2015.0863     0.79     -0.63
2015.0890     -2.00     3.22
2015.0918     2.17     1.95
2015.0945     6.96     5.92
2015.0973     -2.66     -0.74
2015.1000     -0.85     -1.08
2015.1027     0.46     -0.93
2015.1055     3.60     1.72
2015.1082     5.11     5.61
2015.1110     1.22     3.67
2015.1137     3.62     2.17
2015.1164     2.36     0.41
2015.1192     -0.97     3.68
2015.1219     -0.42     -0.05
2015.1247     -0.85     -1.29
2015.1274     1.14     1.93
2015.1301     0.23     -0.73
2015.1329     -1.84     -1.95
2015.1356     -1.99     -0.88
2015.1384     0.51     0.81
2015.1411     -5.19     -1.68
2015.1438     0.64     -2.07
2015.1466     -0.59     -1.28
2015.1493     -0.12     -1.80
2015.1521     -4.26     -3.04
2015.1548     6.05     0.60
2015.1575     4.28     3.93
2015.1603     2.60     3.33
2015.1630     0.23     -2.29
2015.1658     14.95     10.52
2015.1685     -1.77     2.93
2015.1712     -0.05     3.70
2015.1740     5.38     0.02
2015.1767     10.12     1.88
2015.1795     -2.99     1.03
2015.1822     3.69     -0.90
2015.1849     7.72     3.21
2015.1877     2.17     4.25
2015.1904     -1.37     1.71
2015.1932     -2.25     -1.53
2015.1959     -0.00     1.01
2015.1986     3.68     2.61
2015.2014     -1.54     -0.23
2015.2041     11.55     6.38
2015.2068     3.91     4.41
2015.2096     5.96     6.05
2015.2123     1.52     3.53
2015.2151     -0.56     -2.45
2015.2178     -0.47     -1.05
2015.2205     -1.73     1.80
2015.2233     -0.80     2.53
2015.2260     0.89     -2.95
2015.2288     -1.66     0.20
2015.2315     -0.09     -0.78
2015.2342     -0.38     -1.46
2015.2370     -2.64     -3.87
2015.2397     1.30     1.66
2015.2425     -2.98     -1.92
2015.2452     7.01     3.84
2015.2479     -0.29     -1.12
2015.2507     -1.95     1.26
2015.2534     -4.28     -3.74
2015.2562     11.08     3.95
2015.2589     4.56     -1.13
2015.2616     5.87     -1.27
2015.2644     -3.75     0.83
2015.2671     6.49     2.03
2015.2699     6.57     3.28
2015.2726     1.29     -3.33
2015.2753     -0.24     0.34
2015.2781     1.27     0.51
2015.2808     1.35     -2.41
2015.2836     -0.37     -0.82
2015.2863     -0.67     -2.55
2015.2890     2.49     -2.26
2015.2918     8.94     0.97
2015.2945     -0.36     -2.92
2015.2973     1.08     -0.43
2015.3000     -3.53     -2.05
2015.3027     -0.10     -0.50
2015.3055     -3.21     -1.96
2015.3082     1.48     1.79
2015.3110     0.85     -0.65
2015.3137     -2.39     -2.50
2015.3164     -0.69     0.18
2015.3192     2.90     -1.55
2015.3219     0.86     -2.00
2015.3247     -0.26     -3.80
2015.3274     -4.84     -2.72
2015.3301     -1.18     -0.68
2015.3329     -2.88     -2.05
2015.3356     -1.63     0.28
2015.3384     0.35     -2.75
2015.3411     -2.08     -1.28
2015.3438     -6.52     -1.87
2015.3466     -0.93     -3.34
2015.3493     0.33     1.52
2015.3521     -1.62     -1.83
2015.3548     -0.33     0.83
2015.3575     -1.82     0.08
2015.3603     -0.59     -0.13
2015.3630     -2.85     -1.20
2015.3658     -3.13     -0.54
2015.3685     -0.48     -1.85
2015.3712     -3.20     -2.09
2015.3740     -0.91     -1.61
2015.3767     -0.13     -1.73
2015.3795     -0.62     -0.35
2015.3822     -3.41     -2.28
2015.3849     -1.15     -3.61
2015.3877     0.76     -0.60
2015.3904     -2.50     -3.36
2015.3932     -0.00     -0.63
2015.3959     -0.36     0.27
2015.3986     -1.03     -2.94
2015.4014     -1.94     0.63
2015.4041     -1.28     -3.90
2015.4068     -0.33     -0.47
2015.4096     -0.80     -1.45
2015.4123     -2.32     -3.86
2015.4151     -2.24     -1.58
2015.4178     1.55     -1.82
2015.4205     -0.92     -0.97
2015.4233     -0.42     2.39
2015.4260     -0.99     -1.34
2015.4288     -1.04     -2.72
2015.4315     -0.75     -5.62
2015.4342     -0.30     -0.81
2015.4370     -1.04     -8.24
2015.4397     0.13     -1.52
2015.4425     1.15     -0.12
2015.4452     -0.08     -0.96
2015.4479     2.74     0.70
2015.4507     0.41     0.32
2015.4534     0.45     -0.70
2015.4562     0.71     -3.32
2015.4589     2.91     -2.16
2015.4616     -0.27     -5.46
2015.4644     -2.76     -1.80
2015.4671     -0.51     -2.54
2015.4699     -1.78     -0.59
2015.4726     -3.53     -0.66
2015.4753     0.07     -1.50
2015.4781     2.95     -3.51
2015.4808     -3.56     -2.19
2015.4836     0.28     -3.87
2015.4863     0.01     -1.57
2015.4890     -2.03     -1.13
2015.4918     -1.76     -4.93
2015.4945     -0.79     0.00
2015.4973     2.25     -2.48
2015.5000     0.83     -0.20
2015.5027     -0.64     -3.17
2015.5055     -0.76     -0.01
2015.5082     -0.01     -0.60
2015.5110     -0.57     0.43
2015.5137     0.42     0.03
2015.5164     1.25     -0.65
2015.5192     -2.78     -1.65
2015.5219     0.36     -0.19
2015.5247     1.90     2.08
2015.5274     1.57     -5.02
2015.5301     1.91     1.93
2015.5329     0.88     -0.69
2015.5356     -0.05     0.79
2015.5384     -0.81     -1.46
2015.5411     0.54     0.07
2015.5438     0.36     -0.83
2015.5466     -0.48     1.91
2015.5493     0.88     -0.28
2015.5521     0.14     -2.66
2015.5548     0.05     -1.10
2015.5575     -0.87     -1.69
2015.5603     0.52     -1.18
2015.5630     -1.61     -3.34
2015.5658     0.33     -1.20
2015.5685     1.37     0.52
2015.5712     1.23     -2.72
2015.5740     1.61     0.84
2015.5767     1.89     -3.84
2015.5795     -0.54     -0.59
2015.5822     0.88     -3.92
2015.5849     3.86     -2.28
2015.5877     6.03     0.79
2015.5904     0.09     1.23
2015.5932     0.46     -0.71
2015.5959     3.45     0.34
2015.5986     0.26     1.19
2015.6014     -0.71     -1.37
2015.6041     -1.15     -3.36
2015.6068     -0.75     -0.22
2015.6096     -0.70     -0.34
2015.6123     -3.22     0.60
2015.6151     -4.08     -0.83
2015.6178     -1.52     2.25
2015.6205     -1.59     -0.19
2015.6233     -3.04     0.73
2015.6260     -0.31     -1.40
2015.6288     -0.16     -0.85
2015.6315     -0.65     0.10
2015.6342     0.35     1.04
2015.6370     -0.88     0.19
2015.6397     -2.97     -1.78
2015.6425     0.19     2.23
2015.6452     0.62     1.53
2015.6479     -2.09     -1.54
2015.6507     1.81     0.68
2015.6534     0.34     1.28
