#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2013.2589     19.31     20.98
2013.2616     19.95     21.79
2013.2644     16.02     20.87
2013.2671     16.99     21.35
2013.2699     19.75     19.40
2013.2726     34.66     23.02
2013.2753     22.57     20.17
2013.2781     18.72     24.67
2013.2808     18.20     20.39
2013.2836     13.67     18.84
2013.2863     17.05     22.59
2013.2890     18.98     18.19
2013.2918     21.22     19.09
2013.2945     19.15     21.29
2013.2973     18.15     20.05
2013.3000     19.18     21.77
2013.3027     23.08     22.22
2013.3055     28.15     28.05
2013.3082     15.38     18.28
2013.3110     18.86     21.81
2013.3137     23.86     23.43
2013.3164     19.41     20.61
2013.3192     21.88     19.47
2013.3219     18.90     21.10
2013.3247     17.04     21.83
2013.3274     21.65     20.18
2013.3301     19.11     19.63
2013.3329     19.15     18.33
2013.3356     20.63     20.70
2013.3384     19.24     23.75
2013.3411     22.18     20.30
2013.3438     18.81     18.80
2013.3466     20.70     18.83
2013.3493     20.02     23.63
2013.3521     18.49     18.54
2013.3548     21.41     22.06
2013.3575     21.23     19.40
2013.3603     21.15     20.53
2013.3630     22.01     14.38
2013.3658     21.38     20.26
2013.3685     17.07     16.22
2013.3712     20.42     18.75
2013.3740     18.91     22.89
2013.3767     19.99     19.15
2013.3795     22.13     17.59
2013.3822     22.76     20.62
2013.3849     17.87     13.59
2013.3877     21.09     19.73
2013.3904     22.80     21.10
2013.3932     22.44     18.74
2013.3959     21.95     19.68
2013.3986     18.49     17.95
2013.4014     19.99     17.96
2013.4041     19.01     17.32
2013.4068     21.27     20.77
2013.4096     16.75     19.68
2013.4123     18.77     18.76
2013.4151     20.53     21.81
2013.4178     19.39     21.93
2013.4205     20.42     19.49
2013.4233     17.22     17.68
2013.4260     22.50     19.68
2013.4288     18.38     17.71
2013.4315     22.54     20.30
2013.4342     17.47     20.40
2013.4370     21.43     21.93
2013.4397     23.22     21.44
2013.4425     19.21     23.28
2013.4452     24.12     21.12
2013.4479     23.16     20.20
2013.4507     25.22     23.63
2013.4534     22.36     19.71
2013.4562     24.14     22.92
2013.4589     19.19     20.59
2013.4616     25.18     24.35
2013.4644     27.86     29.76
2013.4671     19.93     21.18
2013.4699     21.33     20.96
2013.4726     15.94     22.29
2013.4753     22.17     23.57
2013.4781     23.70     22.56
2013.4808     20.63     19.81
2013.4836     20.13     21.94
2013.4863     20.99     19.65
2013.4890     22.89     23.55
2013.4918     18.16     18.73
2013.4945     20.44     21.59
2013.4973     22.00     20.91
2013.5000     20.34     20.62
2013.5027     20.39     23.63
2013.5055     21.14     20.08
2013.5082     23.89     22.57
2013.5110     21.48     22.87
2013.5137     20.35     20.63
2013.5164     22.61     19.76
2013.5192     24.05     22.25
2013.5219     22.79     21.25
2013.5247     22.61     20.36
2013.5274     17.04     14.86
2013.5301     22.80     23.34
2013.5329     23.44     25.78
2013.5356     22.96     22.27
2013.5384     20.44     18.18
2013.5411     21.86     21.69
2013.5438     22.65     22.91
2013.5466     19.97     22.41
2013.5493     18.96     20.86
2013.5521     23.56     20.97
2013.5548     21.98     24.02
2013.5575     20.17     24.05
2013.5603     24.45     22.72
2013.5630     19.76     21.64
2013.5658     20.54     23.60
2013.5685     17.84     23.97
2013.5712     21.02     22.20
2013.5740     20.21     27.50
2013.5767     21.31     26.30
2013.5795     20.89     26.41
2013.5822     21.77     24.73
2013.5849     16.97     28.47
2013.5877     21.30     21.39
2013.5904     21.27     25.67
2013.5932     20.80     25.89
2013.5959     21.98     23.57
2013.5986     22.40     26.87
2013.6014     19.75     22.38
2013.6041     20.52     24.33
2013.6068     22.95     27.46
2013.6096     21.90     23.50
2013.6123     21.51     26.31
2013.6151     20.68     23.56
2013.6178     20.91     26.57
2013.6205     22.14     25.33
2013.6233     23.35     24.37
2013.6260     22.12     24.72
2013.6288     23.72     21.10
2013.6315     23.99     23.39
2013.6342     21.75     24.12
2013.6370     23.33     29.25
2013.6397     22.44     23.64
2013.6425     20.79     24.10
2013.6452     19.81     21.54
2013.6479     23.70     27.17
2013.6507     22.06     24.82
2013.6534     21.53     23.35
2013.6562     24.55     25.62
2013.6589     21.99     24.76
2013.6616     22.85     23.82
2013.6644     22.49     27.10
2013.6671     21.49     24.37
2013.6699     21.59     26.97
2013.6726     20.49     22.82
2013.6753     22.53     23.71
2013.6781     23.34     25.40
2013.6808     23.54     24.08
2013.6836     25.01     25.84
2013.6863     22.88     24.88
2013.6890     22.48     26.34
2013.6918     24.46     25.55
2013.6945     21.83     22.86
2013.6973     19.58     23.73
2013.7000     21.18     22.48
2013.7027     20.01     23.63
2013.7055     24.07     24.20
2013.7082     22.23     23.92
2013.7110     23.19     23.95
2013.7137     23.41     22.04
2013.7164     22.90     25.20
2013.7192     24.53     25.91
2013.7219     23.70     23.31
2013.7247     23.42     20.71
2013.7274     21.77     22.51
2013.7301     23.33     23.16
2013.7329     23.32     23.90
2013.7356     23.68     22.70
2013.7384     21.11     24.95
2013.7411     23.53     24.21
2013.7438     22.71     24.90
2013.7466     24.29     24.83
2013.7493     22.29     23.37
2013.7521     23.73     24.53
2013.7548     25.20     22.29
2013.7575     22.97     22.73
2013.7603     24.32     23.36
2013.7630     23.08     22.96
2013.7658     25.43     24.40
2013.7685     24.40     22.68
2013.7712     25.55     20.93
2013.7740     23.31     22.11
2013.7767     21.44     24.33
2013.7795     23.83     23.86
2013.7822     21.25     22.84
2013.7849     25.55     23.31
2013.7877     25.12     25.49
2013.7904     25.81     24.86
2013.7932     23.90     23.92
2013.7959     22.52     20.89
2013.7986     22.29     27.09
2013.8014     22.83     23.06
2013.8041     25.68     24.01
2013.8068     24.72     23.98
2013.8096     24.56     24.00
2013.8123     24.40     25.06
2013.8151     25.31     24.00
2013.8178     22.72     22.83
2013.8205     23.75     22.90
2013.8233     18.61     23.99
2013.8260     23.33     23.76
2013.8288     23.83     25.79
2013.8315     27.26     26.02
2013.8342     22.74     24.92
2013.8370     24.21     24.61
2013.8397     23.53     23.62
2013.8425     22.53     26.53
2013.8452     24.07     23.76
2013.8479     25.58     22.44
2013.8507     27.54     25.94
2013.8534     26.71     26.02
2013.8562     23.65     21.79
2013.8589     24.05     23.60
2013.8616     22.25     22.89
2013.8644     21.12     28.08
2013.8671     23.01     20.98
2013.8699     25.38     27.93
2013.8726     26.47     28.80
2013.8753     27.51     25.63
2013.8781     22.29     23.08
2013.8808     23.44     24.74
2013.8836     26.89     24.97
2013.8863     25.69     24.76
2013.8890     23.94     26.03
2013.8918     24.39     23.12
2013.8945     24.09     23.03
2013.8973     25.37     23.31
2013.9000     24.47     23.04
2013.9027     25.19     25.54
2013.9055     24.39     25.50
2013.9082     25.02     24.96
2013.9110     21.70     22.90
2013.9137     23.52     25.10
2013.9164     24.39     23.72
2013.9192     22.83     23.66
2013.9219     24.10     24.68
2013.9247     23.60     27.69
2013.9274     23.61     24.73
2013.9301     23.26     24.45
2013.9329     24.01     22.97
2013.9356     23.67     25.52
2013.9384     23.22     22.93
2013.9411     24.17     25.47
2013.9438     24.59     28.78
2013.9466     20.57     27.64
2013.9493     23.16     27.93
2013.9521     20.03     26.62
2013.9548     21.92     28.72
2013.9575     20.86     26.83
2013.9603     20.72     23.90
2013.9630     20.90     26.27
2013.9658     19.29     26.91
2013.9685     23.25     27.71
2013.9712     17.44     24.98
2013.9740     21.66     23.46
2013.9767     20.01     24.37
2013.9795     21.47     26.13
2013.9822     21.66     26.44
2013.9849     24.70     27.68
2013.9877     25.08     29.47
2013.9904     22.76     29.84
2013.9932     20.74     24.80
2013.9959     21.80     26.40
2013.9986     23.87     29.99
2014.0014     27.29     29.61
2014.0041     23.71     26.59
2014.0068     21.58     25.93
2014.0096     17.74     26.71
2014.0123     22.54     27.29
2014.0151     23.12     28.49
2014.0178     21.45     24.34
2014.0205     22.42     28.53
2014.0233     24.36     26.96
2014.0260     24.35     28.29
2014.0288     22.28     30.20
2014.0315     21.39     26.36
2014.0342     21.33     25.28
2014.0370     17.18     20.32
2014.0397     25.81     25.60
2014.0425     22.48     25.90
2014.0452     20.93     24.95
2014.0479     21.68     26.75
2014.0507     25.04     28.55
2014.0534     21.32     26.31
2014.0562     21.75     26.36
2014.0589     19.66     25.13
2014.0616     23.70     28.81
2014.0644     23.73     25.27
2014.0671     26.40     30.23
2014.0699     21.57     24.88
2014.0726     29.42     30.56
2014.0753     21.78     26.53
2014.0781     22.73     26.25
2014.0808     21.29     25.10
2014.0836     21.92     26.49
2014.0863     21.39     26.96
2014.0890     21.88     26.46
2014.0918     21.36     27.08
2014.0945     27.16     28.02
2014.0973     26.93     32.14
2014.1000     26.07     30.11
2014.1027     26.81     29.07
2014.1055     26.60     34.40
2014.1082     31.10     34.43
2014.1110     30.85     37.50
2014.1137     16.07     29.24
2014.1164     26.43     37.24
2014.1192     27.03     32.66
2014.1219     22.60     29.41
2014.1247     15.64     33.20
2014.1274     20.88     31.01
2014.1301     19.61     29.54
2014.1329     22.80     27.20
2014.1356     22.29     26.64
2014.1384     25.66     27.71
2014.1411     25.85     27.12
2014.1438     23.71     26.59
2014.1466     28.97     33.47
2014.1493     23.51     31.18
2014.1521     20.88     24.47
2014.1548     21.54     28.12
2014.1575     34.86     33.73
2014.1603     33.95     34.64
2014.1630     21.05     28.03
2014.1658     27.90     33.95
2014.1685     30.78     34.77
2014.1712     23.06     28.15
2014.1740     25.68     29.95
2014.1767     25.16     29.83
2014.1795     28.33     27.76
2014.1822     22.48     27.83
2014.1849     24.52     27.68
2014.1877     28.39     31.37
2014.1904     32.00     35.75
2014.1932     24.84     23.63
2014.1959     22.99     25.27
2014.1986     22.92     29.37
2014.2014     22.26     28.10
2014.2041     21.11     26.88
2014.2068     23.55     23.79
2014.2096     23.58     30.05
2014.2123     14.69     27.39
2014.2151     24.00     27.27
2014.2178     22.49     27.69
2014.2205     24.08     26.44
2014.2233     25.97     28.25
2014.2260     19.92     26.08
2014.2288     22.16     27.87
2014.2315     20.95     23.79
2014.2342     22.62     27.50
2014.2370     19.32     25.60
2014.2397     19.58     27.89
2014.2425     26.42     28.61
2014.2452     21.89     23.80
2014.2479     27.25     28.39
2014.2507     21.69     22.30
2014.2534     20.74     28.82
2014.2562     21.48     26.74
2014.2589     22.17     26.25
2014.2616     24.89     27.39
2014.2644     21.81     27.89
2014.2671     23.45     28.16
2014.2699     25.70     24.02
2014.2726     21.22     26.97
2014.2753     27.77     32.22
2014.2781     21.96     25.79
2014.2808     21.97     27.57
2014.2836     26.12     34.46
2014.2863     26.28     31.17
2014.2890     20.22     24.68
2014.2918     30.34     32.20
2014.2945     19.61     26.57
2014.2973     22.53     25.80
2014.3000     25.25     31.68
2014.3027     20.89     23.74
2014.3055     15.25     23.68
2014.3082     33.06     32.74
2014.3110     28.73     30.61
2014.3137     23.87     31.33
2014.3164     24.10     26.90
2014.3192     21.63     29.98
2014.3219     21.71     30.48
2014.3247     22.18     27.00
2014.3274     24.26     26.43
2014.3301     23.03     36.00
2014.3329     24.53     27.24
2014.3356     25.62     25.89
2014.3384     24.07     26.58
2014.3411     23.53     25.56
2014.3438     23.44     29.49
2014.3466     23.19     27.36
2014.3493     26.69     29.87
2014.3521     29.60     31.01
2014.3548     20.58     24.38
2014.3575     24.51     26.64
2014.3603     31.11     33.71
2014.3630     20.65     27.56
2014.3658     19.59     22.40
2014.3685     23.01     30.33
2014.3712     23.87     30.43
2014.3740     20.43     28.87
2014.3767     21.13     25.42
2014.3795     25.04     22.91
2014.3822     20.30     27.72
2014.3849     22.47     23.82
2014.3877     23.08     28.61
2014.3904     24.27     28.38
2014.3932     21.95     27.86
2014.3959     20.33     25.97
2014.3986     23.09     28.32
2014.4014     23.70     30.44
2014.4041     22.71     28.91
2014.4068     23.00     27.66
2014.4096     25.50     27.58
2014.4123     26.73     26.78
2014.4151     24.93     30.40
2014.4178     25.04     29.89
2014.4205     25.05     29.45
2014.4233     24.86     28.85
2014.4260     24.56     29.65
2014.4288     27.14     29.48
2014.4315     21.58     24.89
2014.4342     19.74     29.36
2014.4370     23.91     29.13
2014.4397     23.15     28.07
2014.4425     23.10     28.63
2014.4452     26.19     27.99
2014.4479     25.30     27.57
2014.4507     25.52     28.04
2014.4534     23.60     23.24
2014.4562     23.83     29.81
2014.4589     26.34     30.19
2014.4616     26.40     30.23
2014.4644     20.37     27.78
2014.4671     24.34     28.58
2014.4699     24.06     29.55
2014.4726     25.16     28.35
2014.4753     27.43     30.16
2014.4781     24.53     30.52
2014.4808     25.58     28.98
2014.4836     25.66     32.02
2014.4863     28.12     29.08
2014.4890     22.97     29.12
2014.4918     28.26     31.57
2014.4945     27.73     27.73
2014.4973     22.55     31.61
2014.5000     26.62     28.48
2014.5027     20.40     27.95
2014.5055     25.24     29.60
2014.5082     26.32     27.05
2014.5110     24.57     27.28
2014.5137     25.71     31.32
2014.5164     30.31     34.11
2014.5192     26.24     31.59
2014.5219     25.82     29.47
2014.5247     24.65     33.73
2014.5274     25.22     34.04
2014.5301     26.49     30.16
2014.5329     23.14     30.30
2014.5356     24.55     28.01
2014.5384     27.54     30.70
2014.5411     20.96     31.08
2014.5438     24.67     27.51
2014.5466     22.08     30.49
2014.5493     23.62     27.57
2014.5521     26.91     29.46
2014.5548     25.16     31.76
2014.5575     22.20     30.59
2014.5603     25.01     32.68
2014.5630     22.74     29.24
2014.5658     23.25     33.36
2014.5685     26.28     32.51
2014.5712     24.56     30.99
2014.5740     24.22     31.46
2014.5767     21.47     29.41
2014.5795     26.69     30.76
2014.5822     25.01     30.60
2014.5849     25.26     29.62
2014.5877     23.98     32.75
2014.5904     22.67     30.52
2014.5932     25.72     28.50
2014.5959     24.02     30.26
2014.5986     23.16     30.32
2014.6014     26.71     30.78
2014.6041     24.12     29.45
2014.6068     26.77     28.60
2014.6096     26.21     29.48
2014.6123     26.86     30.75
2014.6151     24.87     28.12
2014.6178     24.42     28.94
2014.6205     26.13     29.87
2014.6233     24.58     30.56
2014.6260     25.39     30.62
2014.6288     27.96     31.63
2014.6315     27.01     32.80
2014.6342     24.75     30.70
2014.6370     23.29     30.57
2014.6397     23.90     28.23
2014.6425     26.03     30.83
2014.6452     26.04     31.43
2014.6479     24.97     31.02
2014.6507     24.25     29.40
2014.6534     25.57     31.21
2014.6562     27.84     32.57
2014.6589     20.93     30.31
2014.6616     28.43     33.05
2014.6644     26.95     32.01
2014.6671     23.70     32.38
2014.6699     19.08     27.05
2014.6726     27.60     30.60
2014.6753     27.06     30.91
2014.6781     25.17     34.15
2014.6808     21.91     33.77
2014.6836     25.42     31.53
2014.6863     26.70     31.81
2014.6890     26.34     31.08
2014.6918     23.46     30.71
2014.6945     24.69     30.05
2014.6973     25.65     29.49
2014.7000     24.70     31.11
2014.7027     25.09     30.08
2014.7055     27.13     32.60
2014.7082     24.12     28.56
2014.7110     24.96     29.97
2014.7137     25.80     31.09
2014.7164     25.61     32.13
2014.7192     21.98     31.15
2014.7219     26.18     31.55
2014.7247     24.47     30.18
2014.7274     26.91     29.16
2014.7301     26.17     33.62
2014.7329     24.99     29.40
2014.7356     29.57     32.77
2014.7384     25.10     30.83
2014.7411     26.69     31.65
2014.7438     26.76     32.16
2014.7466     24.43     31.63
2014.7493     25.00     30.31
2014.7521     27.95     31.92
2014.7548     25.44     33.33
2014.7575     24.71     31.86
2014.7603     25.88     31.60
2014.7630     25.30     33.37
2014.7658     26.85     32.53
2014.7685     27.17     32.78
2014.7712     27.75     32.35
2014.7740     28.58     32.13
2014.7767     25.63     32.59
2014.7795     27.30     33.04
2014.7822     26.33     32.56
2014.7849     26.44     31.90
2014.7877     21.83     32.67
2014.7904     25.06     34.21
2014.7932     25.90     33.25
2014.7959     23.03     31.26
2014.7986     28.07     29.94
2014.8014     26.70     31.22
2014.8041     27.71     31.58
2014.8068     29.05     32.06
2014.8096     26.31     32.24
2014.8123     27.86     32.89
2014.8151     26.75     32.74
2014.8178     27.42     30.02
2014.8205     27.97     32.39
2014.8233     26.13     32.54
2014.8260     21.66     34.61
2014.8288     21.07     31.31
2014.8315     27.64     35.24
2014.8342     27.78     34.46
2014.8370     25.72     34.59
2014.8397     20.09     36.77
2014.8425     27.94     33.99
2014.8452     25.83     31.56
2014.8479     28.40     33.47
2014.8507     29.02     32.78
2014.8534     27.31     33.05
2014.8562     26.95     32.46
2014.8589     26.04     32.77
2014.8616     23.84     29.97
2014.8644     27.34     32.62
2014.8671     25.35     32.37
2014.8699     24.96     30.57
2014.8726     27.68     36.31
2014.8753     26.99     33.09
2014.8781     25.68     35.15
2014.8808     24.04     32.81
2014.8836     28.80     31.41
2014.8863     27.06     32.25
2014.8890     28.29     31.75
2014.8918     20.58     27.36
2014.8945     30.88     29.66
2014.8973     26.32     35.08
2014.9000     28.47     31.60
2014.9027     29.84     34.18
2014.9055     26.95     32.02
2014.9082     28.90     34.02
2014.9110     27.55     31.75
2014.9137     27.56     32.21
2014.9164     27.32     33.65
2014.9192     27.06     33.14
2014.9219     25.45     33.49
2014.9247     33.82     34.54
2014.9274     22.22     30.60
2014.9301     26.26     33.39
2014.9329     27.47     31.69
2014.9356     21.91     25.46
2014.9384     29.61     32.37
2014.9411     31.59     33.65
2014.9438     30.48     33.06
2014.9466     28.67     33.84
2014.9493     28.84     32.79
2014.9521     33.89     31.63
2014.9548     29.89     31.84
2014.9575     29.68     35.99
2014.9603     25.98     31.83
2014.9630     28.06     32.46
2014.9658     27.93     32.50
2014.9685     27.61     32.84
2014.9712     26.73     31.84
2014.9740     33.82     35.14
2014.9767     27.35     32.48
2014.9795     26.76     34.09
2014.9822     26.95     33.50
2014.9849     30.69     31.89
2014.9877     28.55     35.23
2014.9904     29.83     32.54
2014.9932     28.22     32.44
2014.9959     28.51     32.37
2014.9986     29.16     34.08
2015.0014     28.56     31.37
2015.0041     27.88     29.94
2015.0068     29.63     32.53
2015.0096     28.91     34.62
2015.0123     35.26     38.82
2015.0151     27.66     32.88
2015.0178     28.16     33.58
2015.0205     29.51     32.28
2015.0233     28.90     33.72
2015.0260     26.95     33.80
2015.0288     28.64     33.96
2015.0315     28.02     33.76
2015.0342     30.60     33.15
2015.0370     25.11     27.87
2015.0397     31.27     32.06
2015.0425     30.37     36.39
2015.0452     27.83     34.65
2015.0479     28.04     33.04
2015.0507     29.47     33.73
2015.0534     28.35     32.69
2015.0562     28.22     34.07
2015.0589     29.13     33.46
2015.0616     30.21     33.88
2015.0644     33.47     34.71
2015.0671     26.98     31.15
2015.0699     29.92     31.42
2015.0726     30.51     34.42
2015.0753     31.54     36.43
2015.0781     28.37     39.09
2015.0808     29.07     31.93
2015.0836     28.80     33.64
2015.0863     29.98     33.55
2015.0890     27.20     37.42
2015.0918     31.39     36.16
2015.0945     36.20     40.16
2015.0973     26.60     33.51
2015.1000     28.42     33.19
2015.1027     29.75     33.36
2015.1055     32.90     36.04
2015.1082     34.44     39.94
2015.1110     30.56     38.02
2015.1137     32.98     36.55
2015.1164     31.73     34.80
2015.1192     28.42     38.10
2015.1219     28.99     34.39
2015.1247     28.57     33.17
2015.1274     30.58     36.40
2015.1301     29.68     33.76
2015.1329     27.63     32.56
2015.1356     27.50     33.65
2015.1384     30.01     35.36
2015.1411     24.33     32.89
2015.1438     30.18     32.52
2015.1466     28.96     33.33
2015.1493     29.45     32.83
2015.1521     25.33     31.61
2015.1548     35.65     35.27
2015.1575     33.90     38.62
2015.1603     32.24     38.03
2015.1630     29.89     32.44
2015.1658     44.62     45.27
2015.1685     27.92     37.69
2015.1712     29.65     38.49
2015.1740     35.10     34.83
2015.1767     39.86     36.71
2015.1795     26.77     35.88
2015.1822     33.46     33.96
2015.1849     37.51     38.09
2015.1877     31.98     39.16
2015.1904     28.45     36.63
2015.1932     27.59     33.41
2015.1959     29.85     35.97
2015.1986     33.55     37.59
2015.2014     28.35     34.77
2015.2041     41.46     41.40
2015.2068     33.83     39.45
2015.2096     35.90     41.11
2015.2123     31.48     38.61
2015.2151     29.41     32.65
2015.2178     29.51     34.07
2015.2205     28.27     36.93
2015.2233     29.22     37.69
2015.2260     30.93     32.23
2015.2288     28.40     35.40
2015.2315     29.98     34.44
2015.2342     29.70     33.77
2015.2370     27.47     31.39
2015.2397     31.42     36.93
2015.2425     27.16     33.37
2015.2452     37.16     39.15
2015.2479     29.88     34.22
2015.2507     28.24     36.61
2015.2534     25.92     31.64
2015.2562     41.30     39.34
2015.2589     34.80     34.29
2015.2616     36.13     34.16
2015.2644     26.52     36.28
2015.2671     36.77     37.50
2015.2699     36.87     38.77
2015.2726     31.61     32.18
2015.2753     30.09     35.87
2015.2781     31.63     36.06
2015.2808     31.72     33.16
2015.2836     30.02     34.77
2015.2863     29.73     33.05
2015.2890     32.91     33.37
2015.2918     39.38     36.62
2015.2945     30.09     32.75
2015.2973     31.55     35.26
2015.3000     26.95     33.65
2015.3027     30.40     35.23
2015.3055     27.31     33.79
2015.3082     32.02     37.56
2015.3110     31.40     35.13
2015.3137     28.18     33.30
2015.3164     29.89     36.01
2015.3192     33.50     34.29
2015.3219     31.48     33.86
2015.3247     30.38     32.09
2015.3274     25.81     33.18
2015.3301     29.49     35.24
2015.3329     27.80     33.89
2015.3356     29.08     36.24
2015.3384     31.07     33.23
2015.3411     28.66     34.72
2015.3438     24.23     34.15
2015.3466     29.84     32.70
2015.3493     31.12     37.58
2015.3521     29.19     34.25
2015.3548     30.49     36.93
2015.3575     29.02     36.20
2015.3603     30.26     36.00
2015.3630     28.02     34.96
2015.3658     27.76     35.64
2015.3685     30.42     34.35
2015.3712     27.72     34.12
2015.3740     30.03     34.63
2015.3767     30.82     34.52
2015.3795     30.35     35.93
2015.3822     27.58     34.01
2015.3849     29.85     32.71
2015.3877     31.78     35.73
2015.3904     28.53     32.99
2015.3932     31.05     35.75
2015.3959     30.71     36.66
2015.3986     30.06     33.47
2015.4014     29.16     37.06
2015.4041     29.84     32.55
2015.4068     30.80     35.99
2015.4096     30.35     35.04
2015.4123     28.85     32.65
2015.4151     28.95     34.95
2015.4178     32.75     34.73
2015.4205     30.30     35.59
2015.4233     30.82     38.98
2015.4260     30.27     35.27
2015.4288     30.23     33.90
2015.4315     30.54     31.03
2015.4342     31.00     35.85
2015.4370     30.28     28.44
2015.4397     31.46     35.19
2015.4425     32.50     36.61
2015.4452     31.28     35.78
2015.4479     34.13     37.47
2015.4507     31.81     37.10
2015.4534     31.87     36.11
2015.4562     32.14     33.50
2015.4589     34.36     34.68
2015.4616     31.19     31.41
2015.4644     28.73     35.08
2015.4671     30.99     34.36
2015.4699     29.73     36.33
2015.4726     28.00     36.28
2015.4753     31.62     35.46
2015.4781     34.52     33.47
2015.4808     28.02     34.81
2015.4836     31.88     33.15
2015.4863     31.63     35.47
2015.4890     29.61     35.93
2015.4918     29.89     32.14
2015.4945     30.88     37.10
2015.4973     33.94     34.64
2015.5000     32.53     36.94
2015.5027     31.08     33.99
2015.5055     30.97     37.17
2015.5082     31.74     36.59
2015.5110     31.20     37.65
2015.5137     32.21     37.27
2015.5164     33.05     36.61
2015.5192     29.03     35.62
2015.5219     32.19     37.10
2015.5247     33.75     39.39
2015.5274     33.44     32.31
2015.5301     33.79     39.28
2015.5329     32.78     36.69
2015.5356     31.87     38.18
2015.5384     31.12     35.95
2015.5411     32.49     37.50
2015.5438     32.33     36.62
2015.5466     31.50     39.38
2015.5493     32.88     37.21
2015.5521     32.16     34.85
2015.5548     32.08     36.43
2015.5575     31.18     35.86
2015.5603     32.59     36.39
2015.5630     30.47     34.25
2015.5658     32.43     36.41
2015.5685     33.49     38.14
2015.5712     33.36     34.93
2015.5740     33.76     38.51
2015.5767     34.05     33.85
2015.5795     31.64     37.12
2015.5822     33.08     33.80
2015.5849     36.07     35.46
2015.5877     38.26     38.55
2015.5904     32.34     39.01
2015.5932     32.73     37.09
2015.5959     35.73     38.16
2015.5986     32.56     39.03
2015.6014     31.61     36.49
2015.6041     31.19     34.52
2015.6068     31.60     37.68
2015.6096     31.66     37.58
2015.6123     29.16     38.54
2015.6151     28.32     37.13
2015.6178     30.90     40.23
2015.6205     30.84     37.81
2015.6233     29.41     38.75
2015.6260     32.16     36.64
2015.6288     32.32     37.21
2015.6315     31.85     38.17
2015.6342     32.87     39.13
2015.6370     31.65     38.31
2015.6397     29.58     36.36
2015.6425     32.76     40.38
2015.6452     33.20     39.70
2015.6479     30.51     36.65
2015.6507     34.42     38.90
2015.6534     32.97     39.52
2015.6562     32.36     40.22
2015.6589     33.28     40.50
2015.6616     33.92     40.13
2015.6644     32.81     41.17
2015.6671     31.52     37.91
2015.6699     32.74     39.92
2015.6726     32.90     40.35
2015.6753     33.75     39.99
2015.6781     33.64     41.39
2015.6808     32.82     41.62
2015.6836     31.70     39.24
2015.6863     30.80     36.29
2015.6890     32.63     42.66
2015.6918     31.94     38.54
2015.6945     33.86     39.64
2015.6973     30.95     37.45
2015.7000     32.59     39.36
2015.7027     33.13     40.83
2015.7055     35.52     40.52
2015.7082     32.68     39.13
2015.7110     34.26     39.36
2015.7137     32.42     38.48
2015.7164     32.44     38.94
2015.7192     32.39     39.94
2015.7219     28.87     38.76
2015.7247     32.01     38.45
2015.7274     30.11     38.86
2015.7301     30.82     38.24
2015.7329     33.80     42.11
2015.7356     32.09     41.93
2015.7384     30.29     36.92
2015.7411     29.52     41.66
2015.7438     33.73     39.67
2015.7466     32.31     40.62
2015.7493     30.26     37.94
2015.7521     30.38     40.71
2015.7548     31.26     38.74
2015.7575     33.23     41.65
2015.7603     32.55     40.37
2015.7630     32.29     40.16
2015.7658     33.04     41.50
2015.7685     29.43     37.72
2015.7712     31.32     38.49
2015.7740     32.32     42.26
2015.7767     31.62     41.26
2015.7795     30.69     39.62
2015.7822     31.90     39.40
2015.7849     32.49     38.24
2015.7877     32.03     37.28
2015.7904     31.79     39.17
2015.7932     33.77     41.49
2015.7959     30.99     40.90
2015.7986     33.76     40.15
2015.8014     33.61     39.73
2015.8041     33.01     38.21
2015.8068     31.11     38.92
2015.8096     31.05     41.54
2015.8123     31.16     44.60
2015.8151     32.24     39.23
2015.8178     31.19     39.87
2015.8205     32.69     38.99
2015.8233     31.90     38.96
2015.8260     33.25     40.49
2015.8288     34.26     42.93
2015.8315     32.83     42.52
2015.8342     32.78     41.44
2015.8370     32.89     39.60
2015.8397     30.14     38.74
2015.8425     31.16     38.37
2015.8452     32.09     40.00
2015.8479     33.72     43.98
2015.8507     33.36     41.46
2015.8534     32.45     39.99
2015.8562     33.31     41.13
2015.8589     30.03     45.48
2015.8616     33.56     40.89
2015.8644     33.86     40.09
2015.8671     33.14     40.54
2015.8699     28.08     35.45
2015.8726     33.47     40.66
2015.8753     32.51     41.82
2015.8781     29.67     41.33
2015.8808     32.72     41.54
2015.8836     33.44     39.74
2015.8863     32.14     39.75
2015.8890     33.69     41.13
2015.8918     33.03     39.12
2015.8945     34.89     40.32
2015.8973     32.45     39.10
2015.9000     33.82     38.27
2015.9027     31.96     40.79
2015.9055     33.20     37.92
2015.9082     31.71     38.51
2015.9110     35.99     40.60
2015.9137     34.93     39.16
2015.9164     31.77     38.85
2015.9192     27.76     40.40
2015.9219     34.06     41.73
2015.9247     32.85     40.02
2015.9274     33.98     41.07
2015.9301     32.96     40.25
2015.9329     34.91     40.63
2015.9356     34.32     42.97
2015.9384     33.68     40.98
2015.9411     33.67     41.86
2015.9438     37.84     45.79
2015.9466     38.58     44.31
2015.9493     48.47     43.31
2015.9521     35.81     43.28
2015.9548     33.77     41.95
2015.9575     32.61     41.91
2015.9603     34.09     42.49
2015.9630     33.05     41.07
2015.9658     35.45     41.21
2015.9685     38.46     45.10
2015.9712     35.16     41.42
2015.9740     34.65     38.64
2015.9767     36.07     42.59
2015.9795     31.04     44.51
2015.9822     37.49     40.02
2015.9849     35.27     39.28
2015.9877     34.09     41.60
