#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2015.9904     35.08     41.95
2015.9932     34.97     40.08
2015.9959     32.30     41.81
2015.9986     34.42     36.53
2016.0014     36.55     40.46
2016.0041     34.12     38.06
2016.0068     34.99     43.51
2016.0096     33.29     39.92
2016.0123     33.71     40.26
2016.0150     33.45     42.13
2016.0178     34.80     41.28
2016.0205     36.64     45.88
2016.0232     35.08     40.31
2016.0260     33.05     39.14
2016.0287     34.38     38.42
2016.0314     34.38     39.31
2016.0342     39.21     41.55
2016.0369     31.91     41.64
2016.0396     32.61     44.43
2016.0423     32.51     36.03
2016.0451     34.56     40.19
2016.0478     35.42     41.92
2016.0505     37.05     41.59
2016.0533     31.88     41.91
2016.0560     34.93     43.61
2016.0587     35.01     40.41
2016.0615     35.34     43.49
2016.0642     37.39     41.12
2016.0669     33.47     38.43
2016.0697     33.46     42.58
2016.0724     34.78     41.12
2016.0751     31.85     39.22
2016.0779     35.24     40.30
2016.0806     34.32     40.90
2016.0833     34.79     41.12
2016.0861     38.19     40.73
2016.0888     30.60     39.85
2016.0915     35.77     39.24
2016.0943     35.87     42.73
2016.0970     34.77     40.96
2016.0997     35.66     41.08
2016.1025     32.46     39.26
2016.1052     38.34     41.00
2016.1079     34.77     41.70
2016.1107     38.10     38.88
2016.1134     42.12     50.26
2016.1161     45.97     46.51
2016.1189     35.54     42.17
2016.1216     32.42     39.97
2016.1243     37.54     42.14
2016.1270     43.96     48.02
2016.1298     36.97     40.79
2016.1325     34.08     43.23
2016.1352     35.05     40.89
2016.1380     43.24     47.29
2016.1407     38.92     43.99
2016.1434     42.49     48.77
2016.1462     37.81     49.33
2016.1489     37.24     42.35
2016.1516     36.06     40.80
2016.1544     34.29     43.99
2016.1571     35.56     43.37
2016.1598     34.78     42.60
2016.1626     36.85     41.29
2016.1653     31.99     41.70
2016.1680     32.21     40.40
2016.1708     34.32     41.64
2016.1735     32.53     41.84
2016.1762     34.28     41.90
2016.1790     35.07     45.21
2016.1817     42.14     47.16
2016.1844     44.14     49.95
2016.1872     36.80     43.47
2016.1899     43.71     48.27
2016.1926     30.62     36.59
2016.1954     47.16     48.05
2016.1981     36.56     42.69
2016.2008     36.29     45.00
2016.2036     36.21     43.74
2016.2063     40.17     49.14
2016.2090     38.18     43.10
2016.2117     33.37     41.18
2016.2145     36.71     43.25
2016.2172     35.96     39.68
2016.2199     43.90     45.15
2016.2227     36.41     47.47
2016.2254     34.73     41.52
2016.2281     36.09     43.05
2016.2309     35.96     43.99
2016.2336     34.29     42.66
2016.2363     34.15     39.87
2016.2391     47.96     42.90
2016.2418     35.15     43.49
2016.2445     37.79     41.60
2016.2473     36.26     39.48
2016.2500     31.75     44.63
2016.2527     36.27     43.64
2016.2555     37.80     40.71
2016.2582     33.90     42.05
2016.2609     41.38     41.50
2016.2637     34.06     41.43
2016.2664     37.06     41.16
2016.2691     49.66     50.06
2016.2719     40.17     43.95
2016.2746     30.90     46.03
2016.2773     44.04     46.01
2016.2801     38.41     41.79
2016.2828     44.30     45.32
2016.2855     43.66     47.04
2016.2883     37.92     39.92
2016.2910     39.94     43.61
2016.2937     33.70     44.26
2016.2964     36.59     41.67
2016.2992     34.38     40.64
2016.3019     35.15     41.27
2016.3046     39.97     42.89
2016.3074     37.84     41.04
2016.3101     41.18     45.64
2016.3128     41.72     45.19
2016.3156     35.68     43.18
2016.3183     36.34     44.44
2016.3210     33.16     38.93
2016.3238     44.72     45.21
2016.3265     41.80     48.67
2016.3292     36.07     40.66
2016.3320     30.66     41.24
2016.3347     35.64     43.58
2016.3374     36.90     41.77
2016.3402     34.36     43.45
2016.3429     36.35     42.37
2016.3456     32.97     43.68
2016.3484     36.14     41.91
2016.3511     34.77     42.00
2016.3538     37.01     38.15
2016.3566     38.32     41.43
2016.3593     41.38     40.01
2016.3620     34.50     41.94
2016.3648     34.94     44.96
2016.3675     38.33     42.33
2016.3702     34.40     41.85
2016.3730     37.60     43.52
2016.3757     39.25     45.59
2016.3784     35.22     41.62
2016.3811     35.22     43.70
2016.3839     37.93     43.49
2016.3866     37.75     42.01
2016.3893     37.01     41.86
2016.3921     38.31     43.50
2016.3948     36.52     42.36
2016.3975     38.91     43.24
2016.4003     37.13     42.85
2016.4030     37.43     39.53
2016.4057     36.35     44.60
2016.4085     37.59     41.73
2016.4112     37.79     42.04
2016.4139     35.30     41.38
2016.4167     36.45     41.86
2016.4194     34.81     42.48
2016.4221     38.63     43.01
2016.4249     35.13     37.09
2016.4276     38.59     40.75
2016.4303     37.82     43.41
2016.4331     34.34     41.21
2016.4358     38.04     40.91
2016.4385     39.68     43.70
2016.4413     38.47     43.33
2016.4440     35.27     43.59
2016.4467     38.75     44.89
2016.4495     37.75     44.09
2016.4522     37.98     42.94
2016.4549     39.07     46.34
2016.4577     36.89     39.99
2016.4604     37.31     44.48
2016.4631     35.87     44.07
2016.4658     36.39     42.56
2016.4686     35.18     41.88
2016.4713     35.89     43.35
2016.4740     36.15     45.63
2016.4768     35.87     42.44
2016.4795     37.76     44.99
2016.4822     38.91     43.68
2016.4850     35.12     41.39
2016.4877     40.71     44.38
2016.4904     39.72     43.30
2016.4932     37.20     41.72
2016.4959     37.30     44.03
2016.4986     37.71     43.32
2016.5014     36.46     41.43
2016.5041     36.88     43.10
2016.5068     37.69     46.57
2016.5096     39.41     44.83
2016.5123     39.80     44.55
2016.5150     38.42     45.22
2016.5178     39.67     44.89
2016.5205     37.38     42.61
2016.5232     39.05     44.39
2016.5260     37.16     45.55
2016.5287     36.84     44.10
2016.5314     34.20     43.93
2016.5342     37.61     41.46
2016.5369     38.56     46.08
2016.5396     37.92     46.02
2016.5423     38.64     43.17
2016.5451     37.49     44.03
2016.5478     36.99     41.55
2016.5505     37.93     44.53
2016.5533     37.90     44.81
2016.5560     40.27     46.26
2016.5587     36.14     43.70
2016.5615     37.38     43.80
2016.5642     36.96     43.91
2016.5669     40.42     44.74
2016.5697     34.33     45.67
2016.5724     35.79     43.86
2016.5751     31.33     43.26
2016.5779     36.27     46.03
2016.5806     36.54     44.91
2016.5833     39.86     45.19
2016.5861     37.58     43.36
2016.5888     41.12     44.12
2016.5915     37.29     45.36
2016.5943     39.41     45.13
2016.5970     37.41     43.97
2016.5997     38.69     44.70
2016.6025     39.64     41.89
2016.6052     37.46     41.78
2016.6079     36.06     42.00
2016.6107     38.48     45.57
2016.6134     37.27     41.93
2016.6161     38.53     41.30
2016.6189     37.18     42.75
2016.6216     38.80     40.63
2016.6243     36.33     44.44
2016.6270     37.17     43.78
2016.6298     38.94     42.96
2016.6325     38.40     48.33
2016.6352     37.97     49.02
2016.6380     36.18     47.73
2016.6407     43.44     42.41
2016.6434     38.20     44.01
2016.6462     36.52     48.01
2016.6489     37.47     45.95
2016.6516     36.05     46.45
2016.6544     36.72     45.35
2016.6571     37.38     47.06
2016.6598     39.48     45.33
2016.6626     39.36     47.61
2016.6653     36.82     43.79
2016.6680     37.77     46.49
2016.6708     37.65     46.09
2016.6735     36.18     43.58
2016.6762     40.31     42.73
2016.6790     35.07     43.74
2016.6817     39.29     47.55
2016.6844     38.14     43.52
2016.6872     36.77     48.51
2016.6899     38.46     46.44
2016.6926     37.24     47.84
2016.6954     36.34     45.94
2016.6981     36.49     47.69
2016.7008     38.73     45.18
2016.7036     35.75     45.02
2016.7063     41.69     45.91
2016.7090     41.01     44.18
2016.7117     38.46     46.89
2016.7145     37.49     46.41
2016.7172     37.65     46.10
2016.7199     38.97     48.19
2016.7227     37.08     45.19
2016.7254     37.21     46.04
2016.7281     37.67     45.66
2016.7309     38.48     47.80
2016.7336     37.59     46.34
2016.7363     38.15     45.45
2016.7391     39.83     43.09
2016.7418     35.54     46.93
2016.7445     39.49     46.53
2016.7473     38.45     43.47
2016.7500     39.18     46.73
2016.7527     38.76     46.83
2016.7555     37.70     47.03
2016.7582     36.74     47.75
2016.7609     37.91     47.34
2016.7637     37.49     46.26
2016.7664     37.27     43.71
2016.7691     36.78     46.29
2016.7719     38.02     47.14
2016.7746     37.64     43.27
2016.7773     36.21     45.09
2016.7801     39.56     43.91
2016.7828     39.04     49.58
2016.7855     39.40     47.20
2016.7883     38.59     48.33
2016.7910     38.76     47.72
2016.7937     42.38     46.46
2016.7964     38.58     44.91
2016.7992     38.36     46.67
2016.8019     39.10     47.55
2016.8046     39.92     45.54
2016.8074     39.66     47.86
2016.8101     43.94     46.23
2016.8128     37.86     47.75
2016.8156     37.09     46.69
2016.8183     35.35     47.53
2016.8210     41.59     50.59
2016.8238     38.91     46.51
2016.8265     41.15     48.00
2016.8292     39.45     44.57
2016.8320     38.68     47.96
2016.8347     40.27     45.81
2016.8374     42.63     48.89
2016.8402     42.16     47.93
2016.8429     39.09     45.61
2016.8456     38.49     47.66
2016.8484     42.34     48.96
2016.8511     35.03     41.92
2016.8538     40.91     44.54
2016.8566     40.49     47.48
2016.8593     39.87     51.00
2016.8620     37.47     47.59
2016.8648     41.01     44.18
2016.8675     40.12     45.85
2016.8702     39.92     45.84
2016.8730     40.05     46.98
2016.8757     38.91     47.11
2016.8784     42.35     50.16
2016.8811     40.35     48.26
2016.8839     36.86     44.87
2016.8866     39.11     46.52
2016.8893     38.43     46.87
2016.8921     39.52     45.96
2016.8948     39.27     46.21
2016.8975     40.34     46.02
2016.9003     40.56     47.84
2016.9030     39.62     46.04
2016.9057     38.76     46.99
2016.9085     39.55     45.69
2016.9112     41.58     48.20
2016.9139     40.37     46.64
2016.9167     34.24     46.19
2016.9194     43.80     50.13
2016.9221     40.79     48.61
2016.9249     41.19     45.96
2016.9276     41.62     46.75
2016.9303     39.73     47.02
2016.9331     39.81     46.64
2016.9358     38.89     45.16
2016.9385     40.36     44.11
2016.9413     40.04     45.48
2016.9440     38.21     44.91
2016.9467     39.81     46.64
2016.9495     40.46     45.97
2016.9522     40.18     46.34
2016.9549     42.73     46.45
2016.9577     39.44     46.64
2016.9604     39.13     47.28
2016.9631     41.31     47.39
2016.9658     39.73     46.13
2016.9686     41.95     46.57
2016.9713     39.48     46.52
2016.9740     41.18     47.88
2016.9768     36.55     47.44
2016.9795     33.78     44.79
2016.9822     36.18     47.00
2016.9850     38.52     50.06
2016.9877     41.91     45.35
2016.9904     41.27     46.77
2016.9932     40.67     47.03
2016.9959     40.57     46.06
2016.9986     40.20     47.69
2017.0014     39.89     47.60
2017.0041     42.12     47.45
2017.0068     38.98     48.20
2017.0096     42.12     48.34
2017.0123     42.14     52.22
2017.0151     40.00     43.67
2017.0178     41.63     46.76
2017.0205     40.62     48.77
2017.0233     40.19     52.44
2017.0260     40.64     45.97
2017.0288     37.89     46.44
2017.0315     37.89     47.62
2017.0342     40.84     48.06
2017.0370     40.93     48.13
2017.0397     43.31     48.55
2017.0425     42.06     49.48
2017.0452     44.71     49.82
2017.0479     43.91     47.69
2017.0507     41.71     47.86
2017.0534     42.67     46.85
2017.0562     41.57     50.42
2017.0589     42.12     49.08
2017.0616     43.23     49.23
2017.0644     44.03     47.49
2017.0671     41.76     46.57
2017.0699     41.06     47.94
2017.0726     41.53     47.87
2017.0753     43.36     48.74
2017.0781     41.61     47.78
2017.0808     43.44     47.61
2017.0836     41.36     48.48
2017.0863     43.95     50.84
2017.0890     40.63     47.59
2017.0918     42.96     45.15
2017.0945     40.60     46.53
2017.0973     40.04     47.86
2017.1000     46.90     51.13
2017.1027     42.02     47.22
2017.1055     42.15     47.92
2017.1082     49.09     54.22
2017.1110     47.14     52.07
2017.1137     43.47     49.27
2017.1164     43.88     47.52
2017.1192     40.09     49.39
2017.1219     41.74     47.74
2017.1247     42.45     48.01
2017.1274     39.54     47.90
2017.1301     40.59     48.16
2017.1329     41.13     45.77
2017.1356     36.88     46.37
2017.1384     39.92     44.65
2017.1411     43.12     48.54
2017.1438     46.45     47.65
2017.1466     45.38     49.76
2017.1493     46.90     56.62
2017.1521     41.81     44.38
2017.1548     45.97     50.38
2017.1575     45.76     49.62
2017.1603     41.91     46.98
2017.1630     48.45     49.25
2017.1658     42.37     52.11
2017.1685     43.81     49.10
2017.1712     48.72     50.36
2017.1740     45.89     49.58
2017.1767     43.82     50.89
2017.1795     45.23     54.10
2017.1822     42.77     48.56
2017.1849     42.28     50.70
2017.1877     45.38     50.21
2017.1904     42.04     49.76
2017.1932     36.58     50.44
2017.1959     43.28     50.31
2017.1986     40.05     45.79
2017.2014     45.40     47.99
2017.2041     45.93     47.67
2017.2068     44.28     44.87
2017.2096     45.37     48.56
2017.2123     45.81     49.07
2017.2151     43.99     48.05
2017.2178     40.94     48.14
2017.2205     40.89     46.17
2017.2233     44.19     49.26
2017.2260     42.61     46.95
2017.2288     43.32     46.03
2017.2315     41.24     48.82
2017.2342     42.07     46.67
2017.2370     45.87     51.49
2017.2397     42.52     46.28
2017.2425     42.26     48.16
2017.2452     41.63     49.43
2017.2479     43.90     47.09
2017.2507     50.39     52.43
2017.2534     48.12     46.75
2017.2562     39.14     45.21
2017.2589     41.16     45.49
2017.2616     39.94     46.89
2017.2644     40.89     49.43
2017.2671     45.98     39.54
2017.2699     51.65     51.07
2017.2726     47.90     51.48
2017.2753     44.01     49.11
2017.2781     46.20     47.60
2017.2808     45.68     51.63
2017.2836     38.54     47.99
2017.2863     38.76     43.87
2017.2890     41.55     46.99
2017.2918     43.77     47.29
2017.2945     42.70     46.87
2017.2973     40.76     48.59
2017.3000     42.44     49.48
2017.3027     42.69     47.17
2017.3055     39.90     50.13
2017.3082     42.73     47.34
2017.3110     40.49     47.78
2017.3137     42.13     49.83
2017.3164     36.97     48.08
2017.3192     47.74     52.54
2017.3219     47.01     54.19
2017.3247     40.76     45.77
2017.3274     40.59     50.09
2017.3301     43.21     50.10
2017.3329     40.89     47.21
2017.3356     41.93     49.08
2017.3384     42.21     48.56
2017.3411     41.16     44.16
2017.3438     37.37     48.10
2017.3466     42.08     47.86
2017.3493     42.79     49.32
2017.3521     41.60     48.22
2017.3548     39.85     46.53
2017.3575     42.36     47.64
2017.3603     41.32     49.93
2017.3630     45.53     50.48
2017.3658     41.62     45.86
2017.3685     42.61     46.50
2017.3712     42.92     47.50
2017.3740     43.05     47.75
2017.3767     42.59     45.45
2017.3795     44.78     48.54
2017.3822     41.41     50.00
2017.3849     43.83     52.24
2017.3877     42.65     49.21
2017.3904     43.20     51.14
2017.3932     42.70     51.48
2017.3959     43.36     50.37
2017.3986     41.71     49.94
2017.4014     43.22     47.00
2017.4041     43.25     48.80
2017.4068     43.71     51.40
2017.4096     44.46     47.40
2017.4123     41.72     47.43
2017.4151     40.41     49.05
2017.4178     39.77     46.76
2017.4205     39.07     44.71
2017.4233     41.05     48.22
2017.4260     49.01     52.37
2017.4288     43.31     48.70
2017.4315     46.75     47.59
2017.4342     43.74     52.76
2017.4370     41.59     49.26
2017.4397     42.76     45.44
2017.4425     41.45     49.59
2017.4452     41.88     50.82
2017.4479     43.09     48.23
2017.4507     42.06     48.15
2017.4534     43.70     50.35
2017.4562     42.79     49.03
2017.4589     43.37     50.24
2017.4616     44.30     50.24
2017.4644     42.37     51.51
2017.4671     42.36     46.90
2017.4699     44.82     50.65
2017.4726     45.50     49.86
2017.4753     42.61     49.63
2017.4781     45.90     48.55
2017.4808     43.25     49.10
2017.4836     44.47     48.59
2017.4863     42.39     48.26
2017.4890     43.30     50.18
2017.4918     42.93     49.29
2017.4945     45.56     46.50
2017.4973     45.04     47.27
2017.5000     43.73     50.52
2017.5027     44.72     53.24
2017.5055     46.24     49.56
2017.5082     44.76     50.60
2017.5110     43.37     51.72
2017.5137     44.02     49.57
2017.5164     43.45     49.70
2017.5192     45.29     52.37
2017.5219     40.19     50.21
2017.5247     42.92     53.00
2017.5274     45.27     50.57
2017.5301     44.18     51.78
2017.5329     44.38     46.74
2017.5356     42.59     50.65
2017.5384     43.51     50.94
2017.5411     47.06     46.80
2017.5438     41.83     50.79
2017.5466     44.58     52.54
2017.5493     44.16     49.68
2017.5521     44.74     50.89
2017.5548     45.31     51.19
2017.5575     44.96     52.84
2017.5603     43.85     50.77
2017.5630     44.80     51.23
2017.5658     45.41     53.06
2017.5685     42.62     53.20
2017.5712     41.95     50.58
2017.5740     40.79     50.54
2017.5767     42.22     48.27
2017.5795     41.94     51.32
2017.5822     43.41     49.83
2017.5849     40.33     51.67
2017.5877     44.54     56.67
2017.5904     41.37     54.73
2017.5932     43.76     51.29
2017.5959     44.09     51.70
2017.5986     43.04     50.56
2017.6014     43.02     50.85
2017.6041     43.96     51.75
2017.6068     44.70     48.92
2017.6096     44.43     51.98
2017.6123     43.86     51.97
2017.6151     43.32     51.39
2017.6178     43.47     53.44
2017.6205     43.77     52.19
2017.6233     42.72     51.94
2017.6260     41.12     52.75
2017.6288     45.12     52.82
2017.6315     44.25     50.35
2017.6342     43.44     55.19
2017.6370     43.12     50.93
2017.6397     43.15     51.99
2017.6425     45.88     51.51
2017.6452     42.92     51.96
2017.6479     42.03     53.03
2017.6507     41.87     53.35
2017.6534     45.82     53.54
2017.6562     43.23     53.25
2017.6589     43.07     53.56
2017.6616     41.91     57.68
2017.6644     44.11     56.47
2017.6671     43.04     53.84
2017.6699     42.45     51.58
2017.6726     40.96     51.72
2017.6753     42.55     52.99
2017.6781     39.73     52.67
2017.6808     41.06     53.14
2017.6836     44.45     53.03
2017.6863     44.95     54.77
2017.6890     42.61     52.15
2017.6918     44.77     50.32
2017.6945     44.95     52.69
2017.6973     45.56     52.88
2017.7000     42.32     51.77
2017.7027     43.84     54.63
2017.7055     42.75     50.48
2017.7082     41.50     52.75
2017.7110     45.52     54.19
2017.7137     44.48     54.10
2017.7164     42.37     54.34
2017.7192     46.24     52.98
2017.7219     45.97     53.51
2017.7247     44.28     52.90
2017.7274     43.22     50.56
2017.7301     43.18     54.84
2017.7329     45.49     53.72
2017.7356     43.76     51.44
2017.7384     44.12     52.92
2017.7411     42.40     55.41
2017.7438     45.69     53.88
2017.7466     41.20     52.21
2017.7493     44.18     53.26
2017.7521     44.04     51.97
2017.7548     41.60     54.17
2017.7575     47.02     54.50
2017.7603     44.58     54.62
2017.7630     44.78     52.41
2017.7658     43.93     52.17
2017.7685     44.02     51.80
2017.7712     45.81     55.02
2017.7740     44.82     55.11
2017.7767     47.34     56.24
2017.7795     45.93     54.37
2017.7822     46.70     53.35
2017.7849     45.44     54.87
2017.7877     44.26     56.45
2017.7904     44.85     51.87
2017.7932     43.38     52.18
2017.7959     43.05     51.92
2017.7986     44.06     55.69
2017.8014     44.91     56.67
2017.8041     46.12     51.70
2017.8068     43.76     49.37
2017.8096     44.41     54.34
2017.8123     43.16     56.16
2017.8151     45.63     50.86
2017.8178     44.52     57.25
2017.8205     44.10     52.01
2017.8233     45.58     53.50
2017.8260     44.62     51.68
2017.8288     44.69     54.26
2017.8315     44.58     54.48
2017.8342     45.94     55.56
2017.8370     46.38     53.99
2017.8397     45.88     51.95
2017.8425     43.94     54.11
2017.8452     45.65     52.66
2017.8479     44.95     53.29
2017.8507     46.18     52.79
2017.8534     45.30     52.68
2017.8562     44.01     56.10
2017.8589     46.11     54.81
2017.8616     46.03     54.30
2017.8644     46.64     53.30
2017.8671     45.92     53.77
2017.8699     44.53     53.70
2017.8726     47.61     51.41
2017.8753     40.87     52.70
2017.8781     40.78     49.94
2017.8808     47.63     53.06
2017.8836     43.79     52.66
2017.8863     40.17     57.19
2017.8890     41.02     49.10
2017.8918     53.85     50.17
2017.8945     52.57     53.30
2017.8973     46.86     55.26
2017.9000     45.22     53.35
2017.9027     46.29     56.14
2017.9055     46.15     52.47
2017.9082     46.69     55.13
2017.9110     46.11     51.84
2017.9137     45.70     54.03
2017.9164     46.84     55.99
2017.9192     47.45     54.55
2017.9219     46.36     52.04
2017.9247     47.27     53.96
2017.9274     48.25     54.15
2017.9301     43.32     54.06
2017.9329     43.34     52.15
2017.9356     44.35     52.07
2017.9384     45.20     53.63
2017.9411     45.54     53.16
2017.9438     43.27     50.45
2017.9466     48.53     51.55
2017.9493     45.55     53.47
2017.9521     43.67     52.41
2017.9548     46.08     52.85
2017.9575     45.18     54.36
2017.9603     48.05     53.40
2017.9630     44.70     54.13
2017.9658     45.95     53.79
2017.9685     44.96     53.89
2017.9712     45.89     53.00
2017.9740     42.70     52.23
2017.9767     45.17     52.28
2017.9795     46.76     54.74
2017.9822     46.38     52.95
2017.9849     45.85     52.82
2017.9877     47.01     53.30
2017.9904     47.14     54.00
2017.9932     45.60     54.85
2017.9959     45.45     54.72
2017.9986     47.61     57.05
2018.0014     48.80     56.82
2018.0041     48.70     53.76
2018.0068     47.49     58.74
2018.0096     47.33     56.23
2018.0123     47.11     53.68
2018.0151     46.31     52.00
2018.0178     46.40     53.86
2018.0205     49.19     52.82
2018.0233     45.59     52.01
2018.0260     46.66     53.62
2018.0288     48.21     52.48
2018.0315     47.18     52.40
2018.0342     44.91     52.22
2018.0370     51.71     51.42
2018.0397     50.35     51.97
2018.0425     46.51     53.20
2018.0452     47.34     51.64
2018.0479     47.74     52.70
2018.0507     40.57     54.83
2018.0534     49.63     54.07
2018.0562     47.39     52.87
2018.0589     46.62     52.99
2018.0616     47.10     52.04
2018.0644     48.55     54.84
2018.0671     52.64     53.80
2018.0699     43.68     53.91
2018.0726     49.81     56.29
2018.0753     47.40     51.24
2018.0781     47.73     55.21
2018.0808     47.04     53.77
2018.0836     46.38     53.69
2018.0863     45.33     51.81
2018.0890     49.98     55.24
2018.0918     50.43     55.75
2018.0945     47.00     56.42
2018.0973     45.16     53.61
2018.1000     52.83     52.47
2018.1027     55.37     58.36
2018.1055     52.22     64.30
2018.1082     50.93     55.26
2018.1110     52.67     61.10
2018.1137     48.96     53.08
2018.1164     45.18     53.03
2018.1192     52.85     58.42
2018.1219     46.34     55.44
2018.1247     46.48     54.22
2018.1274     49.67     55.88
2018.1301     48.64     52.83
2018.1329     48.79     51.31
2018.1356     49.59     51.81
2018.1384     47.34     54.60
2018.1411     50.16     57.16
2018.1438     52.15     55.19
2018.1466     52.62     57.05
2018.1493     47.88     57.27
2018.1521     46.40     51.63
2018.1548     48.23     55.03
2018.1575     48.80     53.85
2018.1603     45.88     52.40
2018.1630     45.18     53.33
2018.1658     45.82     50.72
2018.1685     46.52     52.76
2018.1712     49.01     52.68
2018.1740     57.30     56.94
2018.1767     48.11     55.67
2018.1795     49.57     51.64
2018.1822     48.93     55.73
2018.1849     55.23     59.44
2018.1877     50.40     55.87
2018.1904     47.58     56.73
2018.1932     48.52     53.77
2018.1959     47.11     54.72
2018.1986     49.14     58.28
2018.2014     48.25     51.32
2018.2041     52.44     57.65
2018.2068     48.69     51.08
2018.2096     45.70     54.78
2018.2123     48.59     53.83
2018.2151     45.46     54.88
2018.2178     47.63     51.72
2018.2205     49.37     56.53
2018.2233     49.14     56.05
2018.2260     45.05     52.63
2018.2288     48.81     57.12
2018.2315     48.69     55.24
2018.2342     46.70     54.09
2018.2370     48.22     54.57
2018.2397     47.93     54.18
2018.2425     47.09     52.63
2018.2452     44.21     54.48
2018.2479     45.70     54.34
2018.2507     48.48     56.11
2018.2534     45.57     56.46
2018.2562     45.38     54.52
2018.2589     45.78     54.69
2018.2616     48.07     54.90
2018.2644     48.34     54.37
2018.2671     49.25     56.58
2018.2699     43.69     53.32
2018.2726     43.70     53.48
2018.2753     49.54     55.03
2018.2781     45.47     51.18
2018.2808     50.21     55.12
2018.2836     44.71     52.65
2018.2863     53.02     59.30
2018.2890     49.21     56.85
2018.2918     47.78     52.73
2018.2945     47.49     53.99
2018.2973     48.53     52.14
2018.3000     46.07     50.77
2018.3027     45.22     54.69
2018.3055     46.96     52.22
2018.3082     47.63     52.32
2018.3110     48.44     57.27
2018.3137     48.01     52.92
2018.3164     49.48     53.65
2018.3192     50.56     57.78
2018.3219     50.25     53.22
2018.3247     50.80     53.81
2018.3274     49.37     54.30
2018.3301     49.62     55.10
2018.3329     50.33     53.14
2018.3356     49.06     53.31
2018.3384     45.61     54.71
2018.3411     47.31     52.06
2018.3438     44.40     49.88
2018.3466     50.48     54.01
2018.3493     51.23     54.16
2018.3521     48.96     57.24
2018.3548     45.81     57.98
2018.3575     47.47     51.30
2018.3603     48.73     53.05
2018.3630     50.91     54.50
2018.3658     45.94     53.20
2018.3685     48.13     53.31
2018.3712     47.90     57.44
2018.3740     48.75     56.04
2018.3767     50.88     56.70
2018.3795     46.86     53.19
2018.3822     49.18     53.56
2018.3849     49.68     57.53
2018.3877     45.50     50.31
2018.3904     48.24     54.29
2018.3932     45.02     52.01
2018.3959     46.90     54.85
2018.3986     48.15     55.41
2018.4014     47.43     51.26
2018.4041     48.45     55.05
2018.4068     49.35     53.54
2018.4096     49.87     57.82
2018.4123     47.22     57.04
2018.4151     49.97     56.27
2018.4178     50.73     57.77
2018.4205     48.90     56.30
2018.4233     48.08     55.65
2018.4260     48.55     57.36
2018.4288     49.86     58.56
2018.4315     49.56     56.38
2018.4342     45.81     55.31
2018.4370     47.57     54.05
2018.4397     50.53     56.42
2018.4425     48.46     56.70
2018.4452     49.56     57.57
2018.4479     51.01     59.63
2018.4507     49.35     58.01
2018.4534     48.18     56.32
2018.4562     48.73     58.55
2018.4589     49.97     57.02
2018.4616     47.89     58.32
2018.4644     48.00     56.77
2018.4671     49.09     56.91
2018.4699     50.36     57.92
2018.4726     50.01     56.30
2018.4753     48.49     53.90
2018.4781     48.45     54.46
2018.4808     47.49     54.43
2018.4836     47.75     55.98
2018.4863     47.49     50.58
2018.4890     49.88     54.27
2018.4918     50.81     57.24
2018.4945     49.50     57.53
2018.4973     48.11     54.63
2018.5000     48.31     56.13
2018.5027     47.67     54.58
2018.5055     50.34     57.01
2018.5082     49.84     57.51
2018.5110     49.83     58.39
2018.5137     48.91     59.73
2018.5164     50.57     60.32
2018.5192     51.56     58.59
2018.5219     51.09     57.91
2018.5247     46.95     56.53
2018.5274     50.75     58.53
2018.5301     51.56     57.69
2018.5329     50.50     57.00
2018.5356     49.79     58.21
2018.5384     47.89     54.76
2018.5411     48.26     55.80
2018.5438     55.68     60.99
2018.5466     51.83     56.13
2018.5493     43.38     56.35
2018.5521     47.41     56.75
2018.5548     48.99     56.53
2018.5575     51.12     57.94
2018.5603     47.54     57.00
2018.5630     47.59     58.08
2018.5658     48.98     56.37
2018.5685     53.33     59.86
2018.5712     51.64     61.77
2018.5740     49.22     59.24
2018.5767     46.83     59.10
2018.5795     50.46     58.30
2018.5822     50.76     58.84
2018.5849     50.32     58.33
2018.5877     50.78     58.86
2018.5904     47.31     55.63
2018.5932     49.82     58.83
2018.5959     50.57     58.98
2018.5986     48.09     58.03
2018.6014     50.48     58.91
2018.6041     49.48     59.45
2018.6068     53.58     60.50
2018.6096     51.52     59.89
2018.6123     51.48     59.11
2018.6151     49.63     59.42
2018.6178     49.01     59.66
2018.6205     51.47     59.55
2018.6233     52.47     61.55
2018.6260     48.45     60.55
2018.6288     50.07     62.74
2018.6315     49.65     60.77
2018.6342     49.04     62.95
2018.6370     47.72     58.48
2018.6397     48.65     61.61
2018.6425     48.92     61.53
2018.6452     52.56     65.18
2018.6479     47.98     62.25
2018.6507     48.94     64.06
2018.6534     53.77     59.47
2018.6562     50.09     58.60
2018.6589     49.05     59.25
2018.6616     51.56     60.52
2018.6644     51.70     59.89
2018.6671     47.59     58.82
2018.6699     51.03     62.76
2018.6726     51.73     57.23
2018.6753     49.46     61.66
2018.6781     51.09     58.96
2018.6808     49.90     58.44
2018.6836     48.21     59.03
2018.6863     48.75     58.86
2018.6890     50.99     59.62
2018.6918     51.22     58.91
2018.6945     50.38     60.32
2018.6973     49.01     59.52
2018.7000     48.88     61.64
2018.7027     49.37     60.69
2018.7055     51.02     60.97
2018.7082     49.28     59.44
2018.7110     51.35     63.32
2018.7137     50.27     59.63
2018.7164     49.72     59.79
