# Time(a)    BL_length(m)   Sig_bl(m)         Up(mm)  Sig_u(mm)
2013.6753    163961.24250    0.00821         16.9016    0.0000
2013.6781    163961.24321    0.00871         17.8630    0.0000
2013.6808    163961.24346    0.00911         17.6921    0.0000
2013.6836    163961.24490    0.00811         16.6814    0.0000
2013.6863    163961.24277    0.00853         17.4243    0.0000
2013.6890    163961.24242    0.00868         17.6700    0.0000
2013.6918    163961.24438    0.00833         16.8828    0.0000
2013.6945    163961.24170    0.00841         17.3025    0.0000
2013.6973    163961.23954    0.00871         17.7920    0.0000
2013.7000    163961.24109    0.00925         18.7870    0.0000
2013.7027    163961.23987    0.00915         18.9285    0.0000
2013.7055    163961.24392    0.00863         17.5636    0.0000
2013.7082    163961.24212    0.00816         16.5131    0.0000
2013.7110    163961.24305    0.00818         16.4712    0.0000
2013.7137    163961.24329    0.00902         17.9249    0.0000
2013.7164    163961.24278    0.00934         18.6942    0.0000
2013.7192    163961.24435    0.00830         16.9015    0.0000
2013.7219    163961.24362    0.00852         17.3688    0.0000
2013.7247    163961.24329    0.00876         18.2604    0.0000
2013.7274    163961.24167    0.00953         19.7343    0.0000
2013.7301    163961.24324    0.00965         19.5368    0.0000
2013.7329    163961.24320    0.00822         16.4848    0.0000
2013.7356    163961.24365    0.00801         16.2178    0.0000
2013.7384    163961.24110    0.00829         17.1189    0.0000
2013.7411    163961.24342    0.00842         17.2072    0.0000
2013.7438    163961.24255    0.00912         18.5928    0.0000
2013.7466    163961.24421    0.00871         17.6970    0.0000
2013.7493    163961.24224    0.00868         17.6074    0.0000
2013.7521    163961.24363    0.00900         18.3953    0.0000
2013.7548    163961.24504    0.00814         16.7814    0.0000
2013.7575    163961.24291    0.00845         17.2554    0.0000
2013.7603    163961.24430    0.00791         16.2993    0.0000
2013.7630    163961.24292    0.00779         16.0416    0.0000
2013.7658    163961.24528    0.00768         16.0911    0.0000
2013.7685    163961.24426    0.00773         15.9845    0.0000
2013.7712    163961.24544    0.00809         16.7162    0.0000
2013.7740    163961.24320    0.00882         18.5395    0.0000
2013.7767    163961.24140    0.00807         16.7904    0.0000
2013.7795    163961.24381    0.00815         16.6288    0.0000
2013.7822    163961.24108    0.00805         16.4339    0.0000
2013.7849    163961.24550    0.00820         16.7819    0.0000
2013.7877    163961.24501    0.00772         15.8493    0.0000
2013.7904    163961.24577    0.00796         16.2725    0.0000
2013.7931    163961.24387    0.00798         16.5284    0.0000
2013.7959    163961.24243    0.00825         16.8653    0.0000
2013.7986    163961.24223    0.00839         17.2651    0.0000
2013.8014    163961.24276    0.00889         18.5159    0.0000
2013.8041    163961.24567    0.00828         16.9164    0.0000
2013.8068    163961.24456    0.00846         17.3180    0.0000
2013.8096    163961.24452    0.00810         16.7885    0.0000
2013.8123    163961.24429    0.00768         15.7509    0.0000
2013.8151    163961.24519    0.00800         16.5426    0.0000
2013.8178    163961.24264    0.00817         16.7773    0.0000
2013.8205    163961.24361    0.00782         16.2036    0.0000
2013.8233    163961.23848    0.00851         17.3673    0.0000
2013.8260    163961.24324    0.00854         17.8038    0.0000
2013.8288    163961.24378    0.00787         16.0478    0.0000
2013.8315    163961.24723    0.00809         16.7124    0.0000
2013.8342    163961.24264    0.00821         16.6073    0.0000
2013.8370    163961.24410    0.00770         15.7867    0.0000
2013.8397    163961.24337    0.00773         15.8093    0.0000
2013.8425    163961.24244    0.00810         16.5340    0.0000
2013.8452    163961.24393    0.00761         15.7128    0.0000
2013.8479    163961.24548    0.00775         15.8853    0.0000
2013.8507    163961.24743    0.00789         16.4433    0.0000
2013.8534    163961.24659    0.00751         15.5766    0.0000
2013.8562    163961.24364    0.00760         15.5765    0.0000
2013.8589    163961.24396    0.00866         17.7340    0.0000
2013.8616    163961.24216    0.00788         16.1182    0.0000
2013.8644    163961.24097    0.00808         16.7751    0.0000
2013.8671    163961.24289    0.00802         16.3624    0.0000
2013.8699    163961.24534    0.00772         15.7300    0.0000
2013.8726    163961.24642    0.00813         16.8691    0.0000
2013.8753    163961.24741    0.00823         16.8064    0.0000
2013.8781    163961.24220    0.00792         16.3279    0.0000
2013.8808    163961.24329    0.00758         15.5587    0.0000
2013.8836    163961.24677    0.00811         16.5382    0.0000
2013.8863    163961.24560    0.00713         14.6179    0.0000
2013.8890    163961.24386    0.00756         15.4536    0.0000
2013.8918    163961.24434    0.00735         14.9701    0.0000
2013.8945    163961.24399    0.00729         15.0142    0.0000
2013.8973    163961.24527    0.00748         15.2414    0.0000
2013.9000    163961.24436    0.00725         14.8520    0.0000
2013.9027    163961.24509    0.00790         16.3201    0.0000
2013.9055    163961.24431    0.00753         15.3153    0.0000
2013.9082    163961.24493    0.00746         15.3621    0.0000
2013.9110    163961.24157    0.00725         14.9779    0.0000
2013.9137    163961.24341    0.00692         14.3440    0.0000
2013.9164    163961.24429    0.00740         15.3852    0.0000
2013.9192    163961.24277    0.00732         15.1085    0.0000
2013.9219    163961.24394    0.00723         14.9550    0.0000
2013.9247    163961.24353    0.00724         15.0018    0.0000
2013.9274    163961.24347    0.00738         15.0097    0.0000
2013.9301    163961.24313    0.00727         14.9108    0.0000
2013.9329    163961.24390    0.00732         15.1719    0.0000
2013.9356    163961.24355    0.00697         14.4436    0.0000
2013.9384    163961.24310    0.00730         14.9701    0.0000
2013.9411    163961.24406    0.00722         14.8971    0.0000
2013.9438    163961.24451    0.00678         13.6463    0.0000
2013.9466    163961.24047    0.00593         11.9116    0.0000
2013.9493    163961.24309    0.00644         12.8996    0.0000
2013.9521    163961.23994    0.00648         12.7937    0.0000
2013.9548    163961.24197    0.00608         12.1700    0.0000
2013.9575    163961.24074    0.00580         11.4225    0.0000
2013.9603    163961.24061    0.00581         11.5849    0.0000
2013.9630    163961.24082    0.00563         11.1344    0.0000
2013.9658    163961.23924    0.00570         11.5392    0.0000
2013.9685    163961.24318    0.00587         11.6798    0.0000
2013.9712    163961.23736    0.00612         12.2098    0.0000
2013.9740    163961.24158    0.00607         12.1064    0.0000
2013.9767    163961.23994    0.00580         11.5849    0.0000
2013.9795    163961.24138    0.00552         11.1053    0.0000
2013.9822    163961.24163    0.00584         11.7514    0.0000
2013.9849    163961.24453    0.00573         11.6130    0.0000
2013.9877    163961.24505    0.00608         12.1472    0.0000
2013.9904    163961.24281    0.00625         12.5304    0.0000
2013.9931    163961.24058    0.00622         12.6666    0.0000
2013.9959    163961.24170    0.00571         11.5663    0.0000
2013.9986    163961.24387    0.00553         11.2229    0.0000
2014.0014    163961.24727    0.00573         11.5051    0.0000
2014.0041    163961.24361    0.00591         11.9412    0.0000
2014.0068    163961.24149    0.00561         11.2432    0.0000
2014.0096    163961.23768    0.00583         11.4722    0.0000
2014.0123    163961.24244    0.00592         11.7921    0.0000
2014.0151    163961.24298    0.00661         13.3301    0.0000
2014.0178    163961.24147    0.00617         12.4725    0.0000
2014.0205    163961.24227    0.00580         11.5085    0.0000
2014.0233    163961.24428    0.00684         13.5434    0.0000
2014.0260    163961.24422    0.00634         12.7760    0.0000
2014.0288    163961.24223    0.00616         12.3846    0.0000
2014.0315    163961.24133    0.00589         11.9657    0.0000
2014.0342    163961.24122    0.00562         11.3575    0.0000
2014.0370    163961.23711    0.00608         12.1600    0.0000
2014.0397    163961.24577    0.00621         12.5225    0.0000
2014.0425    163961.24240    0.00595         12.0289    0.0000
2014.0452    163961.24077    0.00560         11.4136    0.0000
2014.0479    163961.24161    0.00562         11.3599    0.0000
2014.0507    163961.24492    0.00604         12.1017    0.0000
2014.0534    163961.24124    0.00593         11.8575    0.0000
2014.0562    163961.24163    0.00636         12.4536    0.0000
2014.0589    163961.23963    0.00603         11.9341    0.0000
2014.0616    163961.24365    0.00575         11.5923    0.0000
2014.0644    163961.24365    0.00582         11.7280    0.0000
2014.0671    163961.24627    0.00609         12.0925    0.0000
2014.0699    163961.24142    0.00597         12.0059    0.0000
2014.0726    163961.24934    0.00631         12.4614    0.0000
2014.0753    163961.24165    0.00606         12.3085    0.0000
2014.0781    163961.24271    0.00591         11.6783    0.0000
2014.0808    163961.24120    0.00601         12.0084    0.0000
2014.0836    163961.24186    0.00554         11.3132    0.0000
2014.0863    163961.24127    0.00565         11.4357    0.0000
2014.0890    163961.24180    0.00587         11.4962    0.0000
2014.0918    163961.24128    0.00584         11.5445    0.0000
2014.0945    163961.24704    0.00634         12.5597    0.0000
2014.0973    163961.24687    0.00657         13.1632    0.0000
2014.1000    163961.24600    0.00680         13.7283    0.0000
2014.1027    163961.24667    0.00650         13.1406    0.0000
2014.1055    163961.24653    0.00697         13.8965    0.0000
2014.1082    163961.25104    0.00661         13.3355    0.0000
2014.1110    163961.25073    0.00715         14.4102    0.0000
2014.1137    163961.23604    0.00692         13.9789    0.0000
2014.1164    163961.24639    0.00649         13.0920    0.0000
2014.1192    163961.24700    0.00639         12.8745    0.0000
2014.1219    163961.24249    0.00656         12.9102    0.0000
2014.1247    163961.23555    0.00647         12.9093    0.0000
2014.1274    163961.24091    0.00615         12.1994    0.0000
2014.1301    163961.23951    0.00657         13.0327    0.0000
2014.1329    163961.24280    0.00708         14.1614    0.0000
2014.1356    163961.24224    0.00628         12.4287    0.0000
2014.1384    163961.24557    0.00669         13.3738    0.0000
2014.1411    163961.24576    0.00660         13.0254    0.0000
2014.1438    163961.24369    0.00653         13.0332    0.0000
2014.1466    163961.24887    0.00717         14.1777    0.0000
2014.1493    163961.24345    0.00715         14.2691    0.0000
2014.1521    163961.24079    0.00631         12.5721    0.0000
2014.1548    163961.24145    0.00685         13.8553    0.0000
2014.1575    163961.25483    0.00719         14.3724    0.0000
2014.1603    163961.25384    0.00702         13.8555    0.0000
2014.1630    163961.24101    0.00743         14.6372    0.0000
2014.1658    163961.24782    0.00700         13.9649    0.0000
2014.1685    163961.25072    0.00774         15.0543    0.0000
2014.1712    163961.24295    0.00713         14.1923    0.0000
2014.1740    163961.24560    0.00841         15.5950    0.0000
2014.1767    163961.24502    0.00827         15.8811    0.0000
2014.1795    163961.24830    0.00698         13.6037    0.0000
2014.1822    163961.24246    0.00650         13.0438    0.0000
2014.1849    163961.24442    0.00677         13.5890    0.0000
2014.1877    163961.24831    0.00684         13.6013    0.0000
2014.1904    163961.25193    0.00716         14.1005    0.0000
2014.1931    163961.24484    0.00832         15.1503    0.0000
2014.1959    163961.24289    0.00709         13.9572    0.0000
2014.1986    163961.24278    0.00701         13.8921    0.0000
2014.2014    163961.24219    0.00717         14.0915    0.0000
2014.2041    163961.24099    0.00677         13.5892    0.0000
2014.2068    163961.24348    0.00718         14.2481    0.0000
2014.2096    163961.24348    0.00733         14.4804    0.0000
2014.2123    163961.23464    0.00845         16.3166    0.0000
2014.2151    163961.24395    0.00780         15.6816    0.0000
2014.2178    163961.24246    0.00734         14.3658    0.0000
2014.2205    163961.24397    0.00771         14.9307    0.0000
2014.2233    163961.24585    0.00647         12.8947    0.0000
2014.2260    163961.23983    0.00635         12.5664    0.0000
2014.2288    163961.24213    0.00679         13.3123    0.0000
2014.2315    163961.24087    0.00732         14.2727    0.0000
2014.2342    163961.24256    0.00735         14.6320    0.0000
2014.2370    163961.23915    0.00743         14.5402    0.0000
2014.2397    163961.23954    0.00808         15.7017    0.0000
2014.2425    163961.24629    0.00769         15.4220    0.0000
2014.2452    163961.24173    0.00840         16.2136    0.0000
2014.2479    163961.24716    0.00840         16.5446    0.0000
2014.2507    163961.24157    0.00811         16.2168    0.0000
2014.2534    163961.24069    0.00663         13.5958    0.0000
2014.2562    163961.24142    0.00684         13.5848    0.0000
2014.2589    163961.24215    0.00677         13.2689    0.0000
2014.2616    163961.24479    0.00666         13.4314    0.0000
2014.2644    163961.24173    0.00675         13.4518    0.0000
2014.2671    163961.24334    0.00677         13.5243    0.0000
2014.2699    163961.24566    0.00717         14.4374    0.0000
2014.2726    163961.24117    0.00730         14.6103    0.0000
2014.2753    163961.24771    0.00721         14.6592    0.0000
2014.2781    163961.24181    0.00722         14.5188    0.0000
2014.2808    163961.24188    0.00774         15.3011    0.0000
2014.2836    163961.24604    0.00747         14.6479    0.0000
2014.2863    163961.24618    0.00789         15.9265    0.0000
2014.2890    163961.24020    0.00748         14.4740    0.0000
2014.2918    163961.25027    0.00834         15.9701    0.0000
2014.2945    163961.23953    0.00785         15.6807    0.0000
2014.2973    163961.24243    0.00697         14.1000    0.0000
2014.3000    163961.24518    0.00751         15.2948    0.0000
2014.3027    163961.24079    0.00802         15.6089    0.0000
2014.3055    163961.23512    0.00826         16.4445    0.0000
2014.3082    163961.25301    0.00813         16.0624    0.0000
2014.3110    163961.24868    0.00831         16.8363    0.0000
2014.3137    163961.24379    0.00813         16.4342    0.0000
2014.3164    163961.24400    0.00730         14.5620    0.0000
2014.3192    163961.24158    0.00719         14.4724    0.0000
2014.3219    163961.24170    0.00854         16.8385    0.0000
2014.3247    163961.24206    0.00668         13.4964    0.0000
2014.3274    163961.24421    0.00755         14.8131    0.0000
2014.3301    163961.24299    0.00709         14.2288    0.0000
2014.3329    163961.24451    0.00781         15.9720    0.0000
2014.3356    163961.24553    0.00817         16.0184    0.0000
2014.3384    163961.24403    0.00817         16.6645    0.0000
2014.3411    163961.24345    0.00657         13.0360    0.0000
2014.3438    163961.24343    0.00723         14.5521    0.0000
2014.3466    163961.24315    0.00698         14.1037    0.0000
2014.3493    163961.24662    0.00728         14.2927    0.0000
2014.3521    163961.24957    0.00793         16.4338    0.0000
2014.3548    163961.24052    0.00816         16.3535    0.0000
2014.3575    163961.24446    0.00786         16.1781    0.0000
2014.3603    163961.25103    0.00848         17.2923    0.0000
2014.3630    163961.24056    0.00809         15.8270    0.0000
2014.3658    163961.23948    0.00900         17.8140    0.0000
2014.3685    163961.24286    0.00787         15.7120    0.0000
2014.3712    163961.24377    0.00742         14.9627    0.0000
2014.3740    163961.24033    0.00779         15.1855    0.0000
2014.3767    163961.24107    0.00713         14.2884    0.0000
2014.3795    163961.24495    0.00725         14.4084    0.0000
2014.3822    163961.24027    0.00791         15.8672    0.0000
2014.3849    163961.24241    0.00821         16.4428    0.0000
2014.3877    163961.24297    0.00766         15.8223    0.0000
2014.3904    163961.24419    0.00716         14.7028    0.0000
2014.3931    163961.24187    0.00710         14.2787    0.0000
2014.3959    163961.24033    0.00739         14.9221    0.0000
2014.3986    163961.24295    0.00726         14.8343    0.0000
2014.4014    163961.24362    0.00774         15.5451    0.0000
2014.4041    163961.24270    0.00740         15.0343    0.0000
2014.4068    163961.24296    0.00763         15.3405    0.0000
2014.4096    163961.24537    0.00797         16.5739    0.0000
2014.4123    163961.24661    0.00802         16.1386    0.0000
2014.4151    163961.24482    0.00819         16.3612    0.0000
2014.4178    163961.24494    0.00822         15.9214    0.0000
2014.4205    163961.24494    0.00734         14.5465    0.0000
2014.4233    163961.24476    0.00753         14.9076    0.0000
2014.4260    163961.24450    0.00783         15.5295    0.0000
2014.4288    163961.24706    0.00811         16.0894    0.0000
2014.4315    163961.24150    0.00845         16.9789    0.0000
2014.4342    163961.23965    0.00920         18.6085    0.0000
2014.4370    163961.24390    0.00760         15.2070    0.0000
2014.4397    163961.24306    0.00787         15.6911    0.0000
2014.4425    163961.24293    0.00738         14.4654    0.0000
2014.4452    163961.24614    0.00767         15.3682    0.0000
2014.4479    163961.24525    0.00778         15.1400    0.0000
2014.4507    163961.24546    0.00737         14.5169    0.0000
2014.4534    163961.24345    0.00727         14.5402    0.0000
2014.4562    163961.24378    0.00753         15.0568    0.0000
2014.4589    163961.24628    0.00705         13.8094    0.0000
2014.4616    163961.24631    0.00682         13.6300    0.0000
2014.4644    163961.24038    0.00800         15.7443    0.0000
2014.4671    163961.24424    0.00707         13.8992    0.0000
2014.4699    163961.24397    0.00685         13.7120    0.0000
2014.4726    163961.24512    0.00678         13.3813    0.0000
2014.4753    163961.24735    0.00715         14.5026    0.0000
2014.4781    163961.24445    0.00705         14.1007    0.0000
2014.4808    163961.24548    0.00753         15.1903    0.0000
2014.4836    163961.24560    0.00717         14.2720    0.0000
2014.4863    163961.24802    0.00726         14.4289    0.0000
2014.4890    163961.24287    0.00721         14.4057    0.0000
2014.4918    163961.24822    0.00675         13.6713    0.0000
2014.4945    163961.24766    0.00687         13.8366    0.0000
2014.4973    163961.24251    0.00724         14.6636    0.0000
2014.5000    163961.24656    0.00741         14.8180    0.0000
2014.5027    163961.24036    0.00722         14.5183    0.0000
2014.5055    163961.24512    0.00759         15.0299    0.0000
2014.5082    163961.24621    0.00679         13.4115    0.0000
2014.5110    163961.24457    0.00770         15.4261    0.0000
2014.5137    163961.24569    0.00722         14.2324    0.0000
2014.5164    163961.25021    0.00782         15.9638    0.0000
2014.5192    163961.24620    0.00864         17.0577    0.0000
2014.5219    163961.24578    0.00817         16.3512    0.0000
2014.5247    163961.24462    0.00711         14.0648    0.0000
2014.5274    163961.24513    0.00708         14.2610    0.0000
2014.5301    163961.24636    0.00711         14.0700    0.0000
2014.5329    163961.24303    0.00694         13.7661    0.0000
2014.5356    163961.24451    0.00730         14.1619    0.0000
2014.5384    163961.24740    0.00700         14.0808    0.0000
2014.5411    163961.24090    0.00792         16.1631    0.0000
2014.5438    163961.24457    0.00699         13.8679    0.0000
2014.5466    163961.24205    0.00739         14.9942    0.0000
2014.5493    163961.24355    0.00796         16.1085    0.0000
2014.5521    163961.24671    0.00698         14.1740    0.0000
2014.5548    163961.24514    0.00694         13.8433    0.0000
2014.5575    163961.24206    0.00755         15.1494    0.0000
2014.5603    163961.24495    0.00839         16.9905    0.0000
2014.5630    163961.24268    0.00795         16.2420    0.0000
2014.5658    163961.24322    0.00844         17.3113    0.0000
2014.5685    163961.24623    0.00782         15.9909    0.0000
2014.5712    163961.24456    0.00740         14.4872    0.0000
2014.5740    163961.24415    0.00755         15.3101    0.0000
2014.5767    163961.24137    0.00690         13.8648    0.0000
2014.5795    163961.24665    0.00750         14.7839    0.0000
2014.5822    163961.24493    0.00815         15.9637    0.0000
2014.5849    163961.24516    0.00749         14.4111    0.0000
2014.5877    163961.24396    0.00748         14.9860    0.0000
2014.5904    163961.24255    0.00792         15.5723    0.0000
2014.5931    163961.24563    0.00760         15.3296    0.0000
2014.5959    163961.24389    0.00818         16.1001    0.0000
2014.5986    163961.24305    0.00753         15.2639    0.0000
2014.6014    163961.24665    0.00722         14.2408    0.0000
2014.6041    163961.24408    0.00690         13.7983    0.0000
2014.6068    163961.24671    0.00673         13.3677    0.0000
2014.6096    163961.24611    0.00725         14.4972    0.0000
2014.6123    163961.24684    0.00660         13.4000    0.0000
2014.6151    163961.24480    0.00683         13.5313    0.0000
2014.6178    163961.24430    0.00723         14.3493    0.0000
2014.6205    163961.24604    0.00633         12.5806    0.0000
2014.6233    163961.24452    0.00632         12.7763    0.0000
2014.6260    163961.24531    0.00733         14.4102    0.0000
2014.6288    163961.24781    0.00703         14.2593    0.0000
2014.6315    163961.24698    0.00709         14.3530    0.0000
2014.6342    163961.24464    0.00670         13.4623    0.0000
2014.6370    163961.24331    0.00759         14.8719    0.0000
2014.6397    163961.24376    0.00734         14.6720    0.0000
2014.6425    163961.24593    0.00705         14.1762    0.0000
2014.6452    163961.24601    0.00665         13.4930    0.0000
2014.6479    163961.24491    0.00686         13.7425    0.0000
2014.6507    163961.24413    0.00808         15.9460    0.0000
2014.6534    163961.24553    0.00733         14.4476    0.0000
2014.6562    163961.24776    0.00704         14.1816    0.0000
2014.6589    163961.24078    0.00781         16.0200    0.0000
2014.6616    163961.24839    0.00762         14.7039    0.0000
2014.6644    163961.24692    0.00734         14.4161    0.0000
2014.6671    163961.24358    0.00811         16.0020    0.0000
2014.6699    163961.23899    0.00963         19.7198    0.0000
2014.6726    163961.24749    0.00808         16.3723    0.0000
2014.6753    163961.24700    0.00709         13.8870    0.0000
2014.6781    163961.24507    0.00730         14.3446    0.0000
2014.6808    163961.24178    0.00773         15.1695    0.0000
2014.6836    163961.24538    0.00705         13.9617    0.0000
2014.6863    163961.24666    0.00707         13.9212    0.0000
2014.6890    163961.24623    0.00752         15.1761    0.0000
2014.6918    163961.24331    0.00741         14.4683    0.0000
2014.6945    163961.24461    0.00762         14.8287    0.0000
2014.6973    163961.24564    0.00696         13.7611    0.0000
2014.7000    163961.24461    0.00713         13.9522    0.0000
2014.7027    163961.24495    0.00738         14.7333    0.0000
2014.7055    163961.24707    0.00719         14.2910    0.0000
2014.7082    163961.24402    0.00843         17.2157    0.0000
2014.7110    163961.24485    0.00778         15.5319    0.0000
2014.7137    163961.24574    0.00630         12.6105    0.0000
2014.7164    163961.24554    0.00701         13.8371    0.0000
2014.7192    163961.24190    0.00655         13.2692    0.0000
2014.7219    163961.24609    0.00696         13.9380    0.0000
2014.7247    163961.24443    0.00706         14.0894    0.0000
2014.7274    163961.24677    0.00705         14.1238    0.0000
2014.7301    163961.24611    0.00732         14.7312    0.0000
2014.7329    163961.24489    0.00675         13.5706    0.0000
2014.7356    163961.24946    0.00816         16.5413    0.0000
2014.7384    163961.24506    0.00710         14.5589    0.0000
2014.7411    163961.24669    0.00795         15.8087    0.0000
2014.7438    163961.24666    0.00696         14.1313    0.0000
2014.7466    163961.24444    0.00696         14.0071    0.0000
2014.7493    163961.24493    0.00679         13.4839    0.0000
2014.7521    163961.24783    0.00707         14.2706    0.0000
2014.7548    163961.24549    0.00688         13.7807    0.0000
2014.7575    163961.24466    0.00800         15.9236    0.0000
2014.7603    163961.24578    0.00634         12.8960    0.0000
2014.7630    163961.24525    0.00690         13.6920    0.0000
2014.7658    163961.24683    0.00681         13.2102    0.0000
2014.7685    163961.24714    0.00629         12.5475    0.0000
2014.7712    163961.24761    0.00646         12.9100    0.0000
2014.7740    163961.24849    0.00693         13.9704    0.0000
2014.7767    163961.24561    0.00672         13.3080    0.0000
2014.7795    163961.24723    0.00636         12.8148    0.0000
2014.7822    163961.24636    0.00646         12.9817    0.0000
2014.7849    163961.24637    0.00667         13.1780    0.0000
2014.7877    163961.24174    0.00677         13.7067    0.0000
2014.7904    163961.24501    0.00723         14.5129    0.0000
2014.7931    163961.24587    0.00691         13.9141    0.0000
2014.7959    163961.24300    0.00707         14.3291    0.0000
2014.7986    163961.24806    0.00728         14.4136    0.0000
2014.8014    163961.24663    0.00647         12.9364    0.0000
2014.8041    163961.24762    0.00683         13.7204    0.0000
2014.8068    163961.24894    0.00691         13.7964    0.0000
2014.8096    163961.24624    0.00709         14.2092    0.0000
2014.8123    163961.24784    0.00597         12.0221    0.0000
2014.8151    163961.24660    0.00635         12.6332    0.0000
2014.8178    163961.24745    0.00715         14.4156    0.0000
2014.8205    163961.24799    0.00661         13.0374    0.0000
2014.8233    163961.24604    0.00734         14.5550    0.0000
2014.8260    163961.24166    0.00717         14.3564    0.0000
2014.8288    163961.24101    0.00686         13.8487    0.0000
2014.8315    163961.24752    0.00693         14.0560    0.0000
2014.8342    163961.24778    0.00705         13.9440    0.0000
2014.8370    163961.24561    0.00668         13.3199    0.0000
2014.8397    163961.23999    0.00671         13.5473    0.0000
2014.8425    163961.24787    0.00720         14.6882    0.0000
2014.8452    163961.24578    0.00652         13.2534    0.0000
2014.8479    163961.24835    0.00682         13.7637    0.0000
2014.8507    163961.24891    0.00646         13.1203    0.0000
2014.8534    163961.24716    0.00667         13.3557    0.0000
2014.8562    163961.24690    0.00592         11.7970    0.0000
2014.8589    163961.24596    0.00624         12.5929    0.0000
2014.8616    163961.24377    0.00639         12.8221    0.0000
2014.8644    163961.24727    0.00658         13.4166    0.0000
2014.8671    163961.24534    0.00660         13.1676    0.0000
2014.8699    163961.24485    0.00631         12.6285    0.0000
2014.8726    163961.24771    0.00663         13.1927    0.0000
2014.8753    163961.24687    0.00636         12.9710    0.0000
2014.8781    163961.24560    0.00652         13.1627    0.0000
2014.8808    163961.24402    0.00656         13.3066    0.0000
2014.8836    163961.24871    0.00634         12.7538    0.0000
2014.8863    163961.24696    0.00624         12.4861    0.0000
2014.8890    163961.24824    0.00630         12.5591    0.0000
2014.8918    163961.24059    0.00638         12.8705    0.0000
2014.8945    163961.25074    0.00665         13.2969    0.0000
2014.8973    163961.24627    0.00644         12.7908    0.0000
2014.9000    163961.24843    0.00614         12.2341    0.0000
2014.9027    163961.24977    0.00687         13.4789    0.0000
2014.9055    163961.24688    0.00628         12.5420    0.0000
2014.9082    163961.24881    0.00641         13.0182    0.0000
2014.9110    163961.24745    0.00626         12.4757    0.0000
2014.9137    163961.24745    0.00608         12.0421    0.0000
2014.9164    163961.24723    0.00566         11.3973    0.0000
2014.9192    163961.24693    0.00604         11.9877    0.0000
2014.9219    163961.24536    0.00626         12.3538    0.0000
2014.9247    163961.25376    0.00628         12.4034    0.0000
2014.9274    163961.24214    0.00610         12.2656    0.0000
2014.9301    163961.24617    0.00605         12.1246    0.0000
2014.9329    163961.24737    0.00593         11.8383    0.0000
2014.9356    163961.24184    0.00640         12.8857    0.0000
2014.9384    163961.24953    0.00630         12.6227    0.0000
2014.9411    163961.25150    0.00627         12.4467    0.0000
2014.9438    163961.25040    0.00638         12.6200    0.0000
2014.9466    163961.24865    0.00597         11.9305    0.0000
2014.9493    163961.24872    0.00602         12.0348    0.0000
2014.9521    163961.25385    0.00663         13.0221    0.0000
2014.9548    163961.24980    0.00640         12.9016    0.0000
2014.9575    163961.24960    0.00690         13.9274    0.0000
2014.9603    163961.24598    0.00667         13.4156    0.0000
2014.9630    163961.24802    0.00591         11.7683    0.0000
2014.9658    163961.24787    0.00605         11.9422    0.0000
2014.9685    163961.24752    0.00571         11.2993    0.0000
2014.9712    163961.24669    0.00573         11.4771    0.0000
2014.9740    163961.25377    0.00654         13.0913    0.0000
2014.9767    163961.24726    0.00565         11.2445    0.0000
2014.9795    163961.24670    0.00589         11.7386    0.0000
2014.9822    163961.24690    0.00615         12.4362    0.0000
2014.9849    163961.25065    0.00596         11.9127    0.0000
2014.9877    163961.24851    0.00591         11.8725    0.0000
2014.9904    163961.24985    0.00560         11.2251    0.0000
2014.9931    163961.24814    0.00599         11.9845    0.0000
2014.9959    163961.24849    0.00594         11.7973    0.0000
2014.9986    163961.24908    0.00576         11.6190    0.0000
2015.0014    163961.24854    0.00628         12.6721    0.0000
2015.0041    163961.24778    0.00626         12.2753    0.0000
2015.0068    163961.24959    0.00591         11.8864    0.0000
2015.0096    163961.24885    0.00634         12.7614    0.0000
2015.0123    163961.25515    0.00722         14.7670    0.0000
2015.0151    163961.24766    0.00617         12.4376    0.0000
2015.0178    163961.24809    0.00621         12.4466    0.0000
2015.0205    163961.24940    0.00720         14.6295    0.0000
2015.0233    163961.24883    0.00654         12.9547    0.0000
2015.0260    163961.24687    0.00629         12.4575    0.0000
2015.0288    163961.24857    0.00577         11.4906    0.0000
2015.0315    163961.24794    0.00585         11.6693    0.0000
2015.0342    163961.25050    0.00618         12.1646    0.0000
2015.0370    163961.24513    0.00597         12.0287    0.0000
2015.0397    163961.25115    0.00651         13.1087    0.0000
2015.0425    163961.25034    0.00635         12.6972    0.0000
2015.0452    163961.24775    0.00667         13.5359    0.0000
2015.0479    163961.24794    0.00609         12.3185    0.0000
2015.0507    163961.24942    0.00680         13.6234    0.0000
2015.0534    163961.24831    0.00608         12.1563    0.0000
2015.0562    163961.24817    0.00581         11.8120    0.0000
2015.0589    163961.24900    0.00602         11.9713    0.0000
2015.0616    163961.25011    0.00618         12.2706    0.0000
2015.0644    163961.25348    0.00663         13.1922    0.0000
2015.0671    163961.24683    0.00626         12.3735    0.0000
2015.0699    163961.24984    0.00637         12.8525    0.0000
2015.0726    163961.25044    0.00654         13.1095    0.0000
2015.0753    163961.25148    0.00612         12.4696    0.0000
2015.0781    163961.24828    0.00657         13.1845    0.0000
2015.0808    163961.24901    0.00677         13.4897    0.0000
2015.0836    163961.24868    0.00679         13.8573    0.0000
2015.0863    163961.24988    0.00659         13.1108    0.0000
