# Time(a)    BL_length(m)   Sig_bl(m)         Up(mm)  Sig_u(mm)
2018.9904    163961.26974    0.00611         12.6059    0.0000
2018.9931    163961.26993    0.00725         15.0600    0.0000
2018.9959    163961.27241    0.00552         11.3112    0.0000
2018.9986    163961.27112    0.00587         11.9134    0.0000
2019.0014    163961.27230    0.00587         12.1125    0.0000
2019.0041    163961.26922    0.00606         12.3911    0.0000
2019.0068    163961.26957    0.00636         13.0326    0.0000
2019.0096    163961.27371    0.00614         12.5269    0.0000
2019.0123    163961.26966    0.00565         11.4284    0.0000
2019.0151    163961.27446    0.00583         11.8938    0.0000
2019.0178    163961.26931    0.00626         12.7210    0.0000
2019.0205    163961.27045    0.00631         12.9717    0.0000
2019.0233    163961.26959    0.00666         13.5450    0.0000
2019.0260    163961.27578    0.00619         12.7668    0.0000
2019.0288    163961.27437    0.00587         11.9581    0.0000
2019.0315    163961.26960    0.00595         12.1760    0.0000
2019.0342    163961.27044    0.00593         12.1175    0.0000
2019.0370    163961.26740    0.00597         12.2131    0.0000
2019.0397    163961.27043    0.00624         12.8164    0.0000
2019.0425    163961.27156    0.00559         11.5103    0.0000
2019.0452    163961.27263    0.00590         12.0260    0.0000
2019.0479    163961.27354    0.00596         12.3402    0.0000
2019.0507    163961.27014    0.00626         12.8907    0.0000
2019.0534    163961.27019    0.00590         12.0340    0.0000
2019.0562    163961.27043    0.00603         12.2280    0.0000
2019.0589    163961.27380    0.00620         12.9016    0.0000
2019.0616    163961.27140    0.00604         12.4893    0.0000
2019.0644    163961.27243    0.00607         12.5344    0.0000
2019.0671    163961.27289    0.00599         12.1991    0.0000
2019.0699    163961.27578    0.00610         12.4921    0.0000
2019.0726    163961.27872    0.00569         11.7603    0.0000
2019.0753    163961.27627    0.00592         12.1337    0.0000
2019.0781    163961.27355    0.00599         12.1801    0.0000
2019.0808    163961.27328    0.00629         12.8621    0.0000
2019.0836    163961.27316    0.00616         12.6036    0.0000
2019.0863    163961.27539    0.00573         11.8494    0.0000
2019.0890    163961.27185    0.00581         11.8686    0.0000
2019.0918    163961.27390    0.00629         12.6383    0.0000
2019.0945    163961.27396    0.00618         12.4065    0.0000
2019.0973    163961.27275    0.00621         12.4921    0.0000
2019.1000    163961.27382    0.00633         12.8304    0.0000
2019.1027    163961.27848    0.00622         12.6586    0.0000
2019.1055    163961.27546    0.00614         12.3864    0.0000
2019.1082    163961.26902    0.00604         12.2631    0.0000
2019.1110    163961.27363    0.00686         13.8120    0.0000
2019.1137    163961.27412    0.00637         13.0089    0.0000
2019.1164    163961.27558    0.00650         13.1714    0.0000
2019.1192    163961.27056    0.00581         11.9322    0.0000
2019.1219    163961.27250    0.00639         13.0692    0.0000
2019.1247    163961.28041    0.00654         13.4441    0.0000
2019.1274    163961.27357    0.00631         12.9979    0.0000
2019.1301    163961.27453    0.00720         14.7140    0.0000
2019.1356    163961.27344    0.00641         13.1203    0.0000
2019.1384    163961.27053    0.00666         13.5864    0.0000
2019.1411    163961.27145    0.00611         12.4808    0.0000
2019.1438    163961.26731    0.00627         12.8325    0.0000
2019.1466    163961.28459    0.00732         14.9444    0.0000
2019.1493    163961.27732    0.00696         14.2478    0.0000
2019.1521    163961.27293    0.00665         13.4861    0.0000
2019.1548    163961.27173    0.00644         13.1815    0.0000
2019.1575    163961.27593    0.00676         13.8899    0.0000
2019.1603    163961.26832    0.00628         12.8875    0.0000
2019.1630    163961.27575    0.00707         14.5367    0.0000
2019.1658    163961.27375    0.00709         14.4366    0.0000
2019.1685    163961.27408    0.00712         14.4462    0.0000
2019.1712    163961.27681    0.00759         15.5541    0.0000
2019.1740    163961.27399    0.00811         16.5936    0.0000
2019.1767    163961.27038    0.00694         13.7355    0.0000
2019.1795    163961.27609    0.00677         13.7356    0.0000
2019.1822    163961.27415    0.00651         13.3816    0.0000
2019.1849    163961.27481    0.00697         14.1545    0.0000
2019.1877    163961.27279    0.00629         12.8308    0.0000
2019.1904    163961.26844    0.00588         12.0493    0.0000
2019.1931    163961.26832    0.00743         15.1704    0.0000
2019.1959    163961.27289    0.00650         13.1740    0.0000
2019.1986    163961.27223    0.00672         13.5280    0.0000
2019.2014    163961.27955    0.00703         14.2467    0.0000
2019.2041    163961.27198    0.00732         15.0813    0.0000
2019.2068    163961.27696    0.00666         13.6387    0.0000
2019.2096    163961.28136    0.00727         14.4201    0.0000
2019.2123    163961.27038    0.00708         14.5004    0.0000
2019.2151    163961.27786    0.00754         15.3021    0.0000
2019.2178    163961.27945    0.00731         14.7123    0.0000
2019.2205    163961.28203    0.00735         14.7992    0.0000
2019.2233    163961.26919    0.00772         15.8526    0.0000
2019.2260    163961.27366    0.00763         15.7542    0.0000
2019.2288    163961.27024    0.00661         13.4515    0.0000
2019.2315    163961.27398    0.00740         14.7647    0.0000
2019.2342    163961.27726    0.00702         14.5029    0.0000
2019.2370    163961.27180    0.00653         13.0869    0.0000
2019.2397    163961.27318    0.00637         12.8665    0.0000
2019.2425    163961.27328    0.00681         13.5716    0.0000
2019.2452    163961.27170    0.00732         14.8659    0.0000
2019.2479    163961.27283    0.00728         14.6258    0.0000
2019.2507    163961.28034    0.00833         17.0744    0.0000
2019.2534    163961.27274    0.00799         16.2085    0.0000
2019.2562    163961.27207    0.00710         14.2783    0.0000
2019.2589    163961.27374    0.00614         12.3962    0.0000
2019.2616    163961.27536    0.00702         14.0626    0.0000
2019.2644    163961.27432    0.00758         14.8588    0.0000
2019.2671    163961.27670    0.00749         15.1302    0.0000
2019.2699    163961.27506    0.00757         15.5400    0.0000
2019.2726    163961.27181    0.00712         14.3834    0.0000
2019.2753    163961.27291    0.00731         15.1264    0.0000
2019.2781    163961.27099    0.00756         15.4957    0.0000
2019.2808    163961.27434    0.00713         14.4992    0.0000
2019.2836    163961.27323    0.00716         14.4290    0.0000
2019.2863    163961.27221    0.00776         15.8798    0.0000
2019.2890    163961.27269    0.00701         14.3094    0.0000
2019.2918    163961.27349    0.00720         14.5089    0.0000
2019.2945    163961.27752    0.00716         14.6763    0.0000
2019.3000    163961.27211    0.00710         14.3128    0.0000
2019.3027    163961.27353    0.00759         15.1124    0.0000
2019.3055    163961.26994    0.00745         14.9391    0.0000
2019.3082    163961.27438    0.00802         16.1976    0.0000
2019.3110    163961.27369    0.00695         13.8680    0.0000
2019.3137    163961.27370    0.00682         13.9522    0.0000
2019.3164    163961.27344    0.00719         14.5142    0.0000
2019.3192    163961.27363    0.00834         17.3473    0.0000
2019.3219    163961.27135    0.00712         14.5612    0.0000
2019.3247    163961.27049    0.00711         14.6082    0.0000
2019.3274    163961.27457    0.00746         14.9109    0.0000
2019.3301    163961.27277    0.00800         15.6581    0.0000
2019.3356    163961.27017    0.00723         14.7333    0.0000
2019.3384    163961.27313    0.00729         15.0349    0.0000
2019.3411    163961.27244    0.00747         15.2088    0.0000
2019.3438    163961.27090    0.00803         16.3542    0.0000
2019.3466    163961.27196    0.00688         13.9245    0.0000
2019.3493    163961.26674    0.00689         14.0020    0.0000
2019.3521    163961.26888    0.00714         14.6045    0.0000
2019.3548    163961.27138    0.00704         14.2864    0.0000
2019.3575    163961.27167    0.00734         15.0007    0.0000
2019.3603    163961.26948    0.00724         14.7868    0.0000
2019.3630    163961.27452    0.00748         15.4369    0.0000
2019.3658    163961.27242    0.00725         14.6263    0.0000
2019.3685    163961.27470    0.00703         14.5724    0.0000
2019.3712    163961.27299    0.00789         16.1034    0.0000
2019.3740    163961.27037    0.00808         16.4424    0.0000
2019.3767    163961.27168    0.00773         15.5740    0.0000
2019.3795    163961.27092    0.00722         14.5804    0.0000
2019.3822    163961.26764    0.00751         15.5927    0.0000
2019.3849    163961.27174    0.00732         15.0587    0.0000
2019.3877    163961.27286    0.00736         14.9169    0.0000
2019.3904    163961.27307    0.00776         15.9675    0.0000
2019.3931    163961.27131    0.00733         15.0563    0.0000
2019.3959    163961.27280    0.00719         14.5728    0.0000
2019.3986    163961.27456    0.00686         14.1261    0.0000
2019.4014    163961.27459    0.00783         16.2388    0.0000
2019.4068    163961.27189    0.00733         15.1581    0.0000
2019.4096    163961.27389    0.00723         14.7925    0.0000
2019.4123    163961.27456    0.00805         16.6201    0.0000
2019.4151    163961.27585    0.00721         14.5901    0.0000
2019.4178    163961.27247    0.00737         15.0328    0.0000
2019.4205    163961.26920    0.00838         17.0338    0.0000
2019.4233    163961.27380    0.00751         15.2664    0.0000
2019.4260    163961.27535    0.00724         14.7617    0.0000
2019.4288    163961.27522    0.00739         15.1560    0.0000
2019.4342    163961.27239    0.00757         15.5671    0.0000
2019.4452    163961.27249    0.00720         15.0629    0.0000
2019.4479    163961.27469    0.00808         16.7902    0.0000
2019.4507    163961.27601    0.00716         14.5600    0.0000
2019.4534    163961.27622    0.00715         14.5722    0.0000
2019.4562    163961.27640    0.00723         14.8641    0.0000
2019.4589    163961.27465    0.00774         15.8141    0.0000
2019.4616    163961.27659    0.00715         14.7891    0.0000
2019.4644    163961.27481    0.00739         15.2040    0.0000
2019.4671    163961.27483    0.00701         14.6170    0.0000
2019.4699    163961.27325    0.00738         14.7701    0.0000
2019.4726    163961.27533    0.00726         14.7369    0.0000
2019.4753    163961.27571    0.00737         15.1220    0.0000
2019.4781    163961.27551    0.00723         14.8977    0.0000
2019.4808    163961.27714    0.00660         13.3133    0.0000
2019.4836    163961.27447    0.00658         13.5201    0.0000
2019.4863    163961.27507    0.00677         13.8049    0.0000
2019.4890    163961.27658    0.00672         13.4865    0.0000
2019.4918    163961.27470    0.00674         13.9042    0.0000
2019.4945    163961.27187    0.00740         15.1053    0.0000
2019.4973    163961.27514    0.00646         13.1927    0.0000
2019.5000    163961.27599    0.00638         13.0250    0.0000
2019.5027    163961.27525    0.00734         15.0065    0.0000
2019.5055    163961.27551    0.00695         14.1689    0.0000
2019.5082    163961.27568    0.00666         13.5953    0.0000
2019.5110    163961.27287    0.00743         15.1701    0.0000
2019.5137    163961.27570    0.01154         20.9226    0.0000
2019.5192    163961.27521    0.00736         14.8538    0.0000
2019.5219    163961.27721    0.00722         14.4411    0.0000
2019.5247    163961.27712    0.00677         13.9184    0.0000
2019.5274    163961.27499    0.00753         15.1341    0.0000
2019.5301    163961.27685    0.00678         13.9294    0.0000
2019.5329    163961.27606    0.00664         13.6660    0.0000
2019.5411    163961.27666    0.00755         15.0318    0.0000
2019.5438    163961.27501    0.00833         17.0975    0.0000
2019.5466    163961.27807    0.00793         16.1259    0.0000
2019.5493    163961.27823    0.00696         14.2651    0.0000
2019.5521    163961.27801    0.00717         14.5503    0.0000
2019.5548    163961.27594    0.00747         15.2123    0.0000
2019.5575    163961.27583    0.00669         13.7013    0.0000
2019.5603    163961.27744    0.00738         15.0685    0.0000
2019.5630    163961.27666    0.00732         14.9066    0.0000
2019.5658    163961.27563    0.00744         15.2608    0.0000
2019.5685    163961.27458    0.00760         15.5869    0.0000
2019.5712    163961.27557    0.00733         15.2251    0.0000
2019.5740    163961.27668    0.00757         14.9664    0.0000
2019.5767    163961.27099    0.00707         14.2542    0.0000
2019.5795    163961.27578    0.00708         14.3514    0.0000
2019.5822    163961.27637    0.00732         14.8254    0.0000
2019.5849    163961.27509    0.00733         14.9184    0.0000
2019.5877    163961.27484    0.00748         15.3380    0.0000
2019.5904    163961.27513    0.00729         15.0513    0.0000
2019.6014    163961.27993    0.00815         16.5599    0.0000
2019.6041    163961.27674    0.00742         15.0353    0.0000
2019.6068    163961.27466    0.00758         15.2860    0.0000
2019.6096    163961.27406    0.00771         15.6644    0.0000
2019.6123    163961.27972    0.00812         16.5668    0.0000
2019.6151    163961.27488    0.00784         16.2666    0.0000
2019.6178    163961.27600    0.00767         15.3129    0.0000
2019.6205    163961.27495    0.00858         17.7078    0.0000
2019.6233    163961.27482    0.00929         18.9759    0.0000
2019.6260    163961.27964    0.00818         16.8717    0.0000
2019.6288    163961.27735    0.00724         14.7891    0.0000
2019.6315    163961.27602    0.00679         14.0239    0.0000
2019.6342    163961.27936    0.00896         18.5826    0.0000
2019.6370    163961.27978    0.00768         15.7581    0.0000
2019.6397    163961.27565    0.00835         17.2130    0.0000
2019.6425    163961.27551    0.00666         13.6382    0.0000
2019.6452    163961.27376    0.00682         13.8549    0.0000
2019.6479    163961.27633    0.00759         15.4893    0.0000
2019.6507    163961.27421    0.00809         16.4937    0.0000
2019.6534    163961.27691    0.00933         19.3797    0.0000
2019.6562    163961.27305    0.00835         17.2984    0.0000
2019.6589    163961.27650    0.00831         17.3620    0.0000
2019.6616    163961.27552    0.00730         14.7333    0.0000
2019.6644    163961.27667    0.00692         14.0959    0.0000
2019.6671    163961.27623    0.00703         14.5978    0.0000
2019.6699    163961.27667    0.00687         14.0081    0.0000
2019.6726    163961.27660    0.00665         13.4112    0.0000
2019.6753    163961.27746    0.00674         13.6905    0.0000
2019.6781    163961.27908    0.00710         14.3616    0.0000
2019.6808    163961.27733    0.00665         13.6288    0.0000
2019.6836    163961.27405    0.00732         14.8048    0.0000
2019.6863    163961.27641    0.00699         14.3989    0.0000
2019.6890    163961.27603    0.00684         13.9397    0.0000
2019.6918    163961.27593    0.00769         15.8911    0.0000
2019.6945    163961.27734    0.00732         14.9744    0.0000
2019.6973    163961.27377    0.00680         13.8266    0.0000
2019.7000    163961.27633    0.00783         15.7373    0.0000
2019.7027    163961.27405    0.00763         15.2355    0.0000
2019.7055    163961.27614    0.00670         13.4331    0.0000
2019.7082    163961.27545    0.00633         12.9758    0.0000
2019.7110    163961.27689    0.00731         14.6555    0.0000
2019.7137    163961.27714    0.00741         14.9038    0.0000
2019.7164    163961.27595    0.00714         14.4733    0.0000
2019.7192    163961.27372    0.00708         14.6255    0.0000
2019.7219    163961.27532    0.00608         12.4727    0.0000
2019.7247    163961.27443    0.00579         11.8047    0.0000
2019.7274    163961.27645    0.00594         11.9861    0.0000
2019.7301    163961.27579    0.00594         11.9433    0.0000
2019.7329    163961.27701    0.00637         13.0431    0.0000
2019.7356    163961.27395    0.00691         14.2244    0.0000
2019.7384    163961.27553    0.00682         14.0616    0.0000
2019.7411    163961.27616    0.00620         12.6546    0.0000
2019.7438    163961.27657    0.00689         14.0368    0.0000
2019.7466    163961.27733    0.00664         13.4657    0.0000
2019.7493    163961.27540    0.00625         12.6106    0.0000
2019.7521    163961.27665    0.00635         13.0499    0.0000
2019.7548    163961.27595    0.00644         12.7322    0.0000
2019.7575    163961.27633    0.00708         14.2842    0.0000
2019.7603    163961.27308    0.00722         14.5703    0.0000
2019.7630    163961.27675    0.00646         13.1103    0.0000
2019.7658    163961.27483    0.00659         13.3602    0.0000
2019.7685    163961.27617    0.00746         14.6462    0.0000
2019.7712    163961.27459    0.00658         13.3546    0.0000
2019.7740    163961.27533    0.00726         14.6304    0.0000
2019.7767    163961.27569    0.00734         14.8306    0.0000
2019.7795    163961.27636    0.00742         15.3149    0.0000
2019.7822    163961.27895    0.00688         14.1460    0.0000
2019.7849    163961.27419    0.00802         16.4776    0.0000
2019.7877    163961.27835    0.00721         14.9021    0.0000
2019.7904    163961.27759    0.00689         14.2985    0.0000
2019.7931    163961.27629    0.00804         16.4717    0.0000
2019.7959    163961.27798    0.00708         14.6474    0.0000
2019.7986    163961.27557    0.00626         12.7720    0.0000
2019.8014    163961.27605    0.00668         13.5896    0.0000
2019.8041    163961.27409    0.00674         13.8385    0.0000
2019.8068    163961.27504    0.00684         14.0721    0.0000
2019.8096    163961.27706    0.00628         12.9127    0.0000
2019.8123    163961.27661    0.00672         13.8556    0.0000
2019.8151    163961.27466    0.00803         16.5675    0.0000
2019.8178    163961.27761    0.00657         13.4192    0.0000
2019.8205    163961.27815    0.00647         13.2406    0.0000
2019.8233    163961.27607    0.00683         14.0497    0.0000
2019.8260    163961.27693    0.00716         14.7711    0.0000
2019.8288    163961.27698    0.00737         15.1466    0.0000
2019.8315    163961.27857    0.00681         14.1573    0.0000
2019.8342    163961.27578    0.00761         15.9127    0.0000
2019.8370    163961.27763    0.00715         14.7453    0.0000
2019.8397    163961.27896    0.00647         13.2641    0.0000
2019.8425    163961.27992    0.00662         13.6843    0.0000
2019.8452    163961.27786    0.00697         14.4444    0.0000
2019.8479    163961.27643    0.00567         11.8401    0.0000
2019.8507    163961.27797    0.00637         13.0428    0.0000
2019.8534    163961.27686    0.00660         13.4290    0.0000
2019.8562    163961.27866    0.00645         13.4273    0.0000
2019.8589    163961.27478    0.00658         13.4975    0.0000
2019.8616    163961.27528    0.00696         14.5146    0.0000
2019.8644    163961.27639    0.00633         13.1651    0.0000
2019.8671    163961.27641    0.00674         13.9179    0.0000
2019.8699    163961.27775    0.00636         13.0855    0.0000
2019.8726    163961.27673    0.00610         12.5637    0.0000
2019.8753    163961.27652    0.00621         13.0220    0.0000
2019.8781    163961.27501    0.00642         13.2512    0.0000
2019.8808    163961.27089    0.00614         12.7724    0.0000
2019.8836    163961.27140    0.00651         13.5535    0.0000
2019.8863    163961.27661    0.00664         13.6520    0.0000
2019.8890    163961.27812    0.00623         12.9422    0.0000
2019.8918    163961.27729    0.00646         13.0786    0.0000
2019.8945    163961.27545    0.00615         12.5251    0.0000
2019.8973    163961.27808    0.00607         12.5481    0.0000
2019.9000    163961.27774    0.00603         12.3421    0.0000
2019.9027    163961.28285    0.00663         13.6017    0.0000
2019.9055    163961.27771    0.00641         13.1165    0.0000
2019.9082    163961.27642    0.00660         13.5930    0.0000
2019.9110    163961.28082    0.00672         13.6822    0.0000
2019.9137    163961.28018    0.00652         13.4015    0.0000
2019.9164    163961.27982    0.00700         14.4044    0.0000
2019.9192    163961.27301    0.00693         14.1462    0.0000
2019.9219    163961.27058    0.00662         13.7576    0.0000
2019.9247    163961.27587    0.00708         14.6057    0.0000
2019.9274    163961.27737    0.00622         12.6534    0.0000
2019.9301    163961.27824    0.00623         12.6083    0.0000
2019.9329    163961.27653    0.00601         12.1406    0.0000
2019.9356    163961.27792    0.00596         12.1654    0.0000
2019.9384    163961.27763    0.00602         12.3424    0.0000
2019.9411    163961.27740    0.00579         11.9127    0.0000
2019.9438    163961.27795    0.00609         12.4444    0.0000
2019.9466    163961.27797    0.00682         13.8076    0.0000
2019.9493    163961.27782    0.00593         12.0740    0.0000
2019.9521    163961.27701    0.00657         13.2661    0.0000
2019.9548    163961.27966    0.00671         13.6375    0.0000
2019.9575    163961.28042    0.00631         12.8762    0.0000
2019.9603    163961.28000    0.00645         13.3303    0.0000
2019.9630    163961.27463    0.00661         13.4432    0.0000
2019.9658    163961.27728    0.00643         12.9939    0.0000
2019.9685    163961.27924    0.00647         13.1790    0.0000
2019.9712    163961.28220    0.00607         12.4016    0.0000
2019.9740    163961.27756    0.00624         12.9034    0.0000
2019.9767    163961.28114    0.00703         14.3577    0.0000
2019.9795    163961.27582    0.00602         12.4420    0.0000
2019.9822    163961.27789    0.00678         13.6807    0.0000
2019.9849    163961.27640    0.00661         13.6168    0.0000
2019.9877    163961.27943    0.00652         13.2093    0.0000
2019.9904    163961.27776    0.00625         12.9606    0.0000
2019.9931    163961.27759    0.00602         12.2784    0.0000
2019.9959    163961.27654    0.00598         12.1796    0.0000
2019.9986    163961.26869    0.00864         18.0732    0.0000
2020.0014    163961.27619    0.00642         13.3076    0.0000
2020.0041    163961.27926    0.00619         12.8694    0.0000
2020.0068    163961.27675    0.00655         13.2918    0.0000
2020.0096    163961.27933    0.00658         13.6068    0.0000
2020.0123    163961.28050    0.00794         16.3910    0.0000
2020.0150    163961.28035    0.00597         12.2972    0.0000
2020.0178    163961.27778    0.00579         11.8070    0.0000
2020.0205    163961.27417    0.00653         13.4829    0.0000
2020.0232    163961.27620    0.00621         12.8644    0.0000
2020.0260    163961.28020    0.00669         13.8434    0.0000
2020.0287    163961.27763    0.00594         12.1282    0.0000
2020.0314    163961.27986    0.00577         11.7121    0.0000
2020.0342    163961.27855    0.00631         12.9538    0.0000
2020.0369    163961.28577    0.00641         13.2962    0.0000
2020.0396    163961.27977    0.00660         13.6346    0.0000
2020.0423    163961.28074    0.00627         12.8015    0.0000
2020.0451    163961.28110    0.00640         12.9779    0.0000
2020.0478    163961.28061    0.00639         13.0442    0.0000
2020.0505    163961.27792    0.00653         13.1826    0.0000
2020.0533    163961.27835    0.00659         13.2442    0.0000
2020.0560    163961.28015    0.00609         12.4943    0.0000
2020.0587    163961.27742    0.00625         12.7212    0.0000
2020.0615    163961.27823    0.00630         12.7957    0.0000
2020.0642    163961.27724    0.00678         13.7964    0.0000
2020.0669    163961.27614    0.00607         12.2369    0.0000
2020.0697    163961.27779    0.00607         12.3089    0.0000
2020.0724    163961.27819    0.00568         11.5708    0.0000
2020.0751    163961.27751    0.00594         12.0815    0.0000
2020.0779    163961.27706    0.00581         11.8162    0.0000
2020.0806    163961.28222    0.00650         12.9718    0.0000
2020.0833    163961.28309    0.00668         13.3564    0.0000
2020.0861    163961.27744    0.00620         12.6743    0.0000
2020.0888    163961.28040    0.00650         13.3493    0.0000
2020.0915    163961.27656    0.00603         12.3061    0.0000
2020.0943    163961.28001    0.00606         12.3639    0.0000
2020.0970    163961.27976    0.00651         13.0561    0.0000
2020.0997    163961.28086    0.00633         13.0230    0.0000
2020.1025    163961.27917    0.00625         12.6473    0.0000
2020.1052    163961.27909    0.00617         12.5399    0.0000
2020.1079    163961.27810    0.00661         13.2749    0.0000
2020.1107    163961.28062    0.00713         14.6799    0.0000
2020.1134    163961.27810    0.00647         13.1186    0.0000
2020.1161    163961.27813    0.00640         12.6462    0.0000
2020.1189    163961.27903    0.00608         12.3701    0.0000
2020.1216    163961.27923    0.00592         12.0326    0.0000
2020.1243    163961.27662    0.00618         12.6291    0.0000
2020.1270    163961.27793    0.00596         12.0705    0.0000
2020.1298    163961.28363    0.00630         13.0438    0.0000
2020.1325    163961.27808    0.00696         14.2007    0.0000
2020.1352    163961.27929    0.00677         14.0336    0.0000
2020.1380    163961.27864    0.00658         13.2847    0.0000
2020.1407    163961.27618    0.00656         13.2025    0.0000
2020.1434    163961.27917    0.00646         13.2602    0.0000
2020.1462    163961.27876    0.00690         14.2244    0.0000
2020.1489    163961.27563    0.00711         14.5979    0.0000
2020.1516    163961.27618    0.00671         13.6046    0.0000
2020.1544    163961.27840    0.00622         12.8226    0.0000
2020.1571    163961.27877    0.00671         13.7893    0.0000
2020.1598    163961.27472    0.00652         13.3081    0.0000
2020.1626    163961.27861    0.00651         13.3290    0.0000
2020.1653    163961.28092    0.00649         13.3530    0.0000
2020.1680    163961.27907    0.00676         13.7734    0.0000
2020.1708    163961.27779    0.00647         13.4118    0.0000
2020.1735    163961.27879    0.00673         13.7172    0.0000
2020.1762    163961.27983    0.00691         14.1214    0.0000
2020.1790    163961.29110    0.00686         14.0061    0.0000
2020.1817    163961.28839    0.00692         14.2941    0.0000
2020.1844    163961.28445    0.00737         15.0920    0.0000
2020.1872    163961.28305    0.00668         13.5093    0.0000
2020.1899    163961.29008    0.00712         14.6084    0.0000
2020.1926    163961.27857    0.00640         13.0720    0.0000
2020.1954    163961.28541    0.00677         13.8244    0.0000
2020.1981    163961.27909    0.00677         13.5350    0.0000
2020.2008    163961.28477    0.00656         13.1883    0.0000
2020.2035    163961.27564    0.00712         14.5444    0.0000
2020.2063    163961.27774    0.00774         15.5932    0.0000
2020.2090    163961.28645    0.00721         14.5526    0.0000
2020.2117    163961.28260    0.00699         14.1817    0.0000
2020.2145    163961.27973    0.00713         14.4125    0.0000
2020.2172    163961.28257    0.00623         12.6350    0.0000
2020.2199    163961.27799    0.00682         13.9068    0.0000
2020.2227    163961.28061    0.00658         13.3569    0.0000
2020.2254    163961.27935    0.00657         13.4076    0.0000
2020.2281    163961.27963    0.00632         12.8820    0.0000
2020.2309    163961.27642    0.00672         13.8002    0.0000
2020.2336    163961.28068    0.00696         13.8841    0.0000
2020.2363    163961.28205    0.00654         13.1564    0.0000
2020.2391    163961.28482    0.00705         14.5163    0.0000
2020.2418    163961.28524    0.00700         14.3281    0.0000
2020.2445    163961.28063    0.00778         15.8853    0.0000
2020.2473    163961.28419    0.00758         15.7198    0.0000
2020.2500    163961.28364    0.00670         13.7445    0.0000
2020.2527    163961.28456    0.00746         15.2504    0.0000
2020.2555    163961.28478    0.00734         14.9203    0.0000
2020.2582    163961.28084    0.00773         15.6153    0.0000
2020.2609    163961.28005    0.00734         14.9663    0.0000
2020.2637    163961.28302    0.00726         14.5311    0.0000
2020.2664    163961.27970    0.00683         13.6847    0.0000
2020.2691    163961.27805    0.00668         13.4805    0.0000
2020.2719    163961.28722    0.00702         14.1899    0.0000
2020.2746    163961.27729    0.00699         14.1946    0.0000
2020.2773    163961.27946    0.00669         13.5225    0.0000
2020.2801    163961.28367    0.00711         14.4037    0.0000
2020.2828    163961.27846    0.00665         13.3080    0.0000
2020.2855    163961.27961    0.00643         13.0106    0.0000
2020.2882    163961.27801    0.00667         13.4076    0.0000
2020.2910    163961.27799    0.00709         14.4259    0.0000
2020.2937    163961.27518    0.00739         14.9855    0.0000
2020.2964    163961.27680    0.00683         14.0314    0.0000
2020.2992    163961.27657    0.00754         15.2668    0.0000
2020.3019    163961.28731    0.00753         15.4287    0.0000
2020.3046    163961.29049    0.00762         15.3529    0.0000
2020.3074    163961.28268    0.00668         13.6521    0.0000
2020.3101    163961.28037    0.00712         14.6416    0.0000
2020.3128    163961.27879    0.00603         12.3927    0.0000
2020.3156    163961.27973    0.00630         13.0503    0.0000
2020.3183    163961.27842    0.00609         12.4350    0.0000
2020.3210    163961.27602    0.00626         12.5954    0.0000
2020.3238    163961.27903    0.00609         12.3525    0.0000
2020.3265    163961.27882    0.00638         13.0402    0.0000
2020.3292    163961.28037    0.00727         15.0867    0.0000
2020.3320    163961.27787    0.00715         14.5949    0.0000
2020.3347    163961.27965    0.00688         13.9686    0.0000
2020.3374    163961.28024    0.00744         15.1610    0.0000
2020.3402    163961.27797    0.00701         14.3961    0.0000
2020.3429    163961.27973    0.00734         15.1293    0.0000
2020.3456    163961.28165    0.00862         17.6768    0.0000
2020.3484    163961.28225    0.00777         15.8170    0.0000
2020.3511    163961.28153    0.00764         15.8373    0.0000
2020.3538    163961.27619    0.00781         15.6763    0.0000
2020.3566    163961.27609    0.00753         15.6803    0.0000
2020.3593    163961.27397    0.00745         15.0712    0.0000
2020.3620    163961.27911    0.00790         16.3223    0.0000
2020.3648    163961.27734    0.00820         16.8792    0.0000
2020.3675    163961.27569    0.00672         13.8412    0.0000
2020.3702    163961.27972    0.00719         14.6822    0.0000
2020.3729    163961.27865    0.00747         15.0557    0.0000
2020.3757    163961.27944    0.00704         14.4281    0.0000
2020.3784    163961.27710    0.00811         16.7489    0.0000
2020.3811    163961.27573    0.00804         16.6070    0.0000
2020.3839    163961.27565    0.00719         14.6602    0.0000
2020.3866    163961.27777    0.00759         15.8568    0.0000
2020.3893    163961.28108    0.00793         16.3851    0.0000
2020.3921    163961.28035    0.00727         15.0088    0.0000
2020.3948    163961.27973    0.00800         16.5659    0.0000
2020.3975    163961.27837    0.00740         15.2601    0.0000
2020.4003    163961.27523    0.00768         15.8353    0.0000
2020.4030    163961.28026    0.00723         14.8105    0.0000
2020.4057    163961.28090    0.00672         13.6910    0.0000
2020.4085    163961.27764    0.00688         14.2846    0.0000
2020.4112    163961.28026    0.00717         14.8358    0.0000
2020.4139    163961.28124    0.00703         14.3752    0.0000
2020.4167    163961.27767    0.00725         15.0892    0.0000
2020.4194    163961.27825    0.00747         15.6232    0.0000
2020.4221    163961.27922    0.00749         15.2615    0.0000
2020.4249    163961.28182    0.00751         15.0215    0.0000
2020.4276    163961.27983    0.00795         15.8872    0.0000
2020.4303    163961.27810    0.00756         15.4787    0.0000
2020.4331    163961.27828    0.00729         15.1448    0.0000
2020.4358    163961.28105    0.00719         14.7782    0.0000
2020.4385    163961.28396    0.00760         15.7144    0.0000
