# Time(a)    BL_length(m)   Sig_bl(m)         Up(mm)  Sig_u(mm)
2013.0397    247799.08591    0.00354          7.9765    0.0000
2013.0425    247799.08652    0.00385          8.5610    0.0000
2013.0452    247799.08477    0.00378          8.4483    0.0000
2013.0479    247799.08644    0.00352          8.2023    0.0000
2013.0507    247799.08722    0.00396          9.0238    0.0000
2013.0534    247799.08536    0.00361          8.4067    0.0000
2013.0562    247799.08585    0.00357          8.2000    0.0000
2013.0589    247799.08637    0.00346          7.9674    0.0000
2013.0616    247799.08510    0.00396          8.9598    0.0000
2013.0644    247799.08848    0.00372          8.5087    0.0000
2013.0671    247799.08597    0.00362          8.3401    0.0000
2013.0699    247799.08642    0.00337          7.5796    0.0000
2013.0726    247799.08535    0.00350          8.0630    0.0000
2013.0753    247799.08731    0.00327          7.6133    0.0000
2013.0781    247799.08605    0.00343          7.8804    0.0000
2013.0808    247799.08447    0.00357          8.2548    0.0000
2013.0836    247799.08528    0.00352          8.0755    0.0000
2013.0863    247799.08598    0.00355          8.0055    0.0000
2013.0890    247799.08499    0.00378          8.6409    0.0000
2013.0918    247799.08512    0.00359          8.1898    0.0000
2013.0945    247799.08299    0.00377          8.6707    0.0000
2013.0973    247799.08616    0.00419          9.3456    0.0000
2013.1000    247799.08580    0.00414          9.1071    0.0000
2013.1027    247799.08478    0.00407          9.2002    0.0000
2013.1055    247799.08607    0.00415          9.4590    0.0000
2013.1082    247799.08462    0.00376          8.4398    0.0000
2013.1110    247799.08506    0.00379          8.4462    0.0000
2013.1137    247799.08531    0.00367          8.2737    0.0000
2013.1164    247799.08447    0.00353          8.1548    0.0000
2013.1192    247799.08625    0.00378          8.5866    0.0000
2013.1219    247799.08470    0.00408          9.2164    0.0000
2013.1247    247799.08539    0.00391          8.9398    0.0000
2013.1274    247799.08575    0.00408          9.2460    0.0000
2013.1301    247799.08524    0.00404          9.3117    0.0000
2013.1329    247799.08565    0.00399          9.3276    0.0000
2013.1356    247799.08473    0.00384          8.7328    0.0000
2013.1384    247799.08519    0.00359          8.2174    0.0000
2013.1411    247799.08576    0.00362          8.2101    0.0000
2013.1438    247799.08593    0.00376          8.4574    0.0000
2013.1466    247799.08581    0.00420          9.2683    0.0000
2013.1493    247799.08352    0.00360          8.2082    0.0000
2013.1521    247799.08569    0.00377          8.6096    0.0000
2013.1548    247799.08598    0.00383          8.7771    0.0000
2013.1575    247799.08462    0.00375          8.5337    0.0000
2013.1603    247799.08517    0.00382          8.7478    0.0000
2013.1630    247799.08455    0.00394          9.2716    0.0000
2013.1658    247799.08615    0.00406          8.8710    0.0000
2013.1685    247799.08378    0.00401          8.9529    0.0000
2013.1712    247799.08493    0.00369          8.3619    0.0000
2013.1740    247799.08428    0.00365          8.2176    0.0000
2013.1767    247799.08382    0.00387          8.7380    0.0000
2013.1795    247799.08320    0.00365          8.6169    0.0000
2013.1822    247799.08424    0.00401          8.9136    0.0000
2013.1849    247799.08308    0.00429          9.9119    0.0000
2013.1877    247799.08413    0.00398          9.0091    0.0000
2013.1904    247799.08120    0.00411          9.1940    0.0000
2013.1931    247799.08360    0.00476         10.6292    0.0000
2013.1959    247799.08162    0.00420          9.5530    0.0000
2013.1986    247799.08349    0.00389          8.7864    0.0000
2013.2014    247799.08382    0.00423          9.5885    0.0000
2013.2041    247799.08299    0.00435          9.8383    0.0000
2013.2068    247799.08228    0.00403          9.3410    0.0000
2013.2096    247799.07977    0.00418          9.3356    0.0000
2013.2123    247799.08313    0.00460         10.1555    0.0000
2013.2151    247799.08358    0.00430          9.8666    0.0000
2013.2178    247799.08380    0.00448          9.9148    0.0000
2013.2205    247799.08336    0.00426          9.7000    0.0000
2013.2233    247799.08405    0.00452         10.1487    0.0000
2013.2260    247799.08359    0.00427          9.7933    0.0000
2013.2288    247799.08337    0.00431          9.8515    0.0000
2013.2315    247799.08282    0.00407          9.2904    0.0000
2013.2342    247799.08364    0.00418          9.7126    0.0000
2013.2370    247799.08233    0.00461         10.5421    0.0000
2013.2397    247799.08436    0.00434          9.5380    0.0000
2013.2425    247799.08213    0.00462         10.7183    0.0000
2013.2452    247799.08504    0.00418          9.4439    0.0000
2013.2479    247799.08210    0.00418          9.3699    0.0000
2013.2507    247799.08430    0.00469         10.8933    0.0000
2013.2534    247799.08099    0.00463         10.4439    0.0000
2013.2562    247799.08259    0.00494         11.3974    0.0000
2013.2589    247799.08428    0.00447         10.0188    0.0000
2013.2616    247799.08422    0.00444          9.8459    0.0000
2013.2644    247799.08105    0.00461         10.1416    0.0000
2013.2671    247799.08395    0.00450         10.3467    0.0000
2013.2699    247799.08368    0.00430          9.8244    0.0000
2013.2726    247799.08458    0.00467         10.3875    0.0000
2013.2753    247799.08190    0.00452         10.0832    0.0000
2013.2781    247799.08226    0.00432          9.7703    0.0000
2013.2808    247799.08436    0.00512         11.7368    0.0000
2013.2836    247799.08376    0.00480         11.1034    0.0000
2013.2863    247799.08232    0.00476         10.7148    0.0000
2013.2890    247799.08250    0.00489         11.2227    0.0000
2013.2918    247799.08051    0.00449         10.4864    0.0000
2013.2945    247799.08670    0.00472         10.6864    0.0000
2013.2973    247799.08303    0.00506         11.6376    0.0000
2013.3000    247799.08630    0.00442         10.5092    0.0000
2013.3027    247799.08724    0.00429          9.8786    0.0000
2013.3055    247799.08628    0.00450         10.1110    0.0000
2013.3082    247799.08626    0.00439         10.1937    0.0000
2013.3110    247799.08531    0.00428          9.7582    0.0000
2013.3137    247799.08628    0.00462         10.6951    0.0000
2013.3164    247799.08573    0.00428          9.7956    0.0000
2013.3192    247799.08384    0.00484         11.0603    0.0000
2013.3219    247799.08541    0.00466         10.9848    0.0000
2013.3247    247799.08770    0.00445         10.4175    0.0000
2013.3274    247799.08546    0.00494         10.8330    0.0000
2013.3301    247799.08631    0.00481         11.2018    0.0000
2013.3329    247799.08299    0.00427          9.8589    0.0000
2013.3356    247799.08574    0.00476         10.0603    0.0000
2013.3384    247799.08374    0.00460         10.5072    0.0000
2013.3411    247799.08511    0.00453         10.1116    0.0000
2013.3438    247799.08564    0.00477         10.4936    0.0000
2013.3466    247799.08555    0.00442         10.1353    0.0000
2013.3493    247799.08517    0.00474         10.7039    0.0000
2013.3521    247799.08598    0.00444         10.1232    0.0000
2013.3548    247799.08498    0.00488         10.9333    0.0000
2013.3575    247799.08328    0.00449         10.4118    0.0000
2013.3603    247799.08543    0.00504         11.8500    0.0000
2013.3630    247799.08771    0.00507         11.2635    0.0000
2013.3658    247799.08716    0.00510         11.4487    0.0000
2013.3685    247799.08364    0.00467         10.6298    0.0000
2013.3712    247799.08675    0.00428          9.9532    0.0000
2013.3740    247799.08591    0.00441         10.0425    0.0000
2013.3767    247799.08501    0.00519         11.6543    0.0000
2013.3795    247799.08466    0.00570         12.6781    0.0000
2013.3822    247799.08568    0.00478         11.2693    0.0000
2013.3849    247799.08494    0.00498         11.0310    0.0000
2013.3877    247799.08343    0.00503         11.3615    0.0000
2013.3904    247799.08520    0.00504         12.0492    0.0000
2013.3931    247799.08496    0.00462         10.4924    0.0000
2013.3959    247799.08543    0.00495         11.6453    0.0000
2013.3986    247799.08572    0.00506         11.3910    0.0000
2013.4014    247799.08666    0.00454         10.7709    0.0000
2013.4041    247799.08446    0.00479         11.2195    0.0000
2013.4068    247799.08275    0.00478         11.2007    0.0000
2013.4096    247799.08531    0.00488         11.3097    0.0000
2013.4123    247799.08537    0.00464         11.1100    0.0000
2013.4151    247799.08503    0.00450         10.4206    0.0000
2013.4178    247799.08782    0.00542         12.3850    0.0000
2013.4205    247799.08392    0.00522         11.1660    0.0000
2013.4233    247799.08473    0.00527         12.4408    0.0000
2013.4260    247799.08404    0.00493         11.3070    0.0000
2013.4288    247799.08865    0.00518         12.3945    0.0000
2013.4315    247799.08427    0.00488         11.4257    0.0000
2013.4342    247799.08449    0.00458         10.7069    0.0000
2013.4370    247799.08495    0.00483         11.4342    0.0000
2013.4397    247799.08502    0.00483         11.0449    0.0000
2013.4425    247799.08544    0.00450         10.8215    0.0000
2013.4452    247799.08525    0.00501         11.7960    0.0000
2013.4479    247799.08575    0.00462         10.9691    0.0000
2013.4507    247799.08476    0.00525         12.5648    0.0000
2013.4534    247799.08298    0.00462         10.8747    0.0000
2013.4562    247799.08596    0.00553         12.7788    0.0000
2013.4589    247799.08445    0.00561         13.4519    0.0000
2013.4616    247799.08540    0.00626         15.0491    0.0000
2013.4644    247799.08629    0.00552         13.6103    0.0000
2013.4671    247799.08614    0.00563         13.3044    0.0000
2013.4699    247799.08589    0.00521         12.3323    0.0000
2013.4726    247799.08466    0.00484         11.1046    0.0000
2013.4753    247799.08561    0.00495         11.0673    0.0000
2013.4781    247799.08556    0.00478         10.8304    0.0000
2013.4808    247799.08423    0.00534         12.2827    0.0000
2013.4836    247799.08518    0.00551         13.0596    0.0000
2013.4863    247799.08502    0.00529         12.3714    0.0000
2013.4890    247799.08679    0.00576         13.5990    0.0000
2013.4918    247799.08441    0.00481         11.2578    0.0000
2013.4945    247799.08629    0.00552         12.2130    0.0000
2013.4973    247799.08242    0.00555         12.6856    0.0000
2013.5000    247799.08513    0.00569         13.4163    0.0000
2013.5027    247799.08733    0.00600         13.9703    0.0000
2013.5055    247799.08465    0.00613         13.9581    0.0000
2013.5082    247799.08400    0.00548         12.6379    0.0000
2013.5110    247799.08749    0.00557         13.0169    0.0000
2013.5137    247799.08420    0.00598         14.7801    0.0000
2013.5164    247799.08324    0.00547         12.5953    0.0000
2013.5192    247799.08902    0.00535         12.3336    0.0000
2013.5219    247799.08422    0.00462         10.7766    0.0000
2013.5247    247799.08429    0.00497         11.6601    0.0000
2013.5274    247799.08318    0.00599         13.5148    0.0000
2013.5301    247799.08767    0.00589         13.9600    0.0000
2013.5329    247799.08540    0.00677         15.9888    0.0000
2013.5356    247799.08589    0.00656         15.8181    0.0000
2013.5384    247799.08193    0.00625         14.2980    0.0000
2013.5411    247799.08627    0.00512         11.8103    0.0000
2013.5438    247799.08512    0.00506         11.9494    0.0000
2013.5466    247799.08419    0.00453         10.3877    0.0000
2013.5493    247799.08447    0.00509         11.9733    0.0000
2013.5521    247799.08404    0.00492         11.4002    0.0000
2013.5548    247799.08786    0.00517         12.6443    0.0000
2013.5575    247799.08502    0.00570         12.8832    0.0000
2013.5603    247799.08430    0.00528         12.6501    0.0000
2013.5630    247799.08135    0.00555         13.3128    0.0000
2013.5658    247799.08705    0.00605         14.8656    0.0000
2013.5685    247799.08467    0.00609         14.8927    0.0000
2013.5712    247799.08646    0.00673         15.9954    0.0000
2013.5740    247799.08396    0.00532         12.4769    0.0000
2013.5767    247799.08373    0.00582         13.7107    0.0000
2013.5795    247799.08501    0.00578         14.3573    0.0000
2013.5822    247799.08633    0.00642         15.0961    0.0000
2013.5849    247799.08545    0.00574         13.1408    0.0000
2013.5877    247799.08412    0.00619         15.1707    0.0000
2013.5904    247799.08467    0.00590         14.2506    0.0000
2013.5931    247799.08260    0.00531         12.9089    0.0000
2013.5959    247799.08175    0.00563         13.9040    0.0000
2013.5986    247799.08734    0.00559         13.2736    0.0000
2013.6014    247799.08726    0.00536         12.9428    0.0000
2013.6041    247799.08556    0.00682         17.0405    0.0000
2013.6068    247799.08408    0.00582         13.8476    0.0000
2013.6096    247799.08366    0.00582         14.0213    0.0000
2013.6123    247799.08202    0.00548         12.9340    0.0000
2013.6151    247799.08219    0.00552         12.8913    0.0000
2013.6178    247799.08405    0.00487         11.5902    0.0000
2013.6205    247799.08457    0.00673         16.3443    0.0000
2013.6233    247799.08517    0.00644         15.5669    0.0000
2013.6260    247799.08468    0.00555         13.3370    0.0000
2013.6288    247799.08397    0.00717         17.9665    0.0000
2013.6315    247799.08416    0.00758         18.6973    0.0000
2013.6342    247799.08483    0.00553         12.5724    0.0000
2013.6370    247799.08188    0.00590         13.8710    0.0000
2013.6397    247799.08519    0.00602         14.1427    0.0000
2013.6425    247799.08313    0.00547         12.9843    0.0000
2013.6452    247799.07956    0.00816         20.3169    0.0000
2013.6479    247799.08383    0.00517         11.8320    0.0000
2013.6507    247799.08255    0.00541         12.6024    0.0000
2013.6534    247799.08211    0.00587         14.1896    0.0000
2013.6562    247799.08450    0.00568         13.4405    0.0000
2013.6589    247799.08267    0.00565         12.5786    0.0000
2013.6616    247799.08253    0.00523         12.2940    0.0000
2013.6644    247799.08420    0.00496         11.6030    0.0000
2013.6671    247799.08512    0.00419          9.8572    0.0000
2013.6699    247799.08428    0.00432          9.8943    0.0000
2013.6726    247799.08474    0.00469         10.6511    0.0000
2013.6753    247799.08326    0.00445         10.0349    0.0000
2013.6781    247799.08305    0.00453         10.1264    0.0000
2013.6808    247799.08497    0.00516         11.7240    0.0000
2013.6836    247799.08386    0.00515         11.5916    0.0000
2013.6863    247799.08618    0.00486         11.0500    0.0000
2013.6890    247799.08411    0.00494         11.5471    0.0000
2013.6918    247799.08289    0.00487         11.3094    0.0000
2013.6945    247799.08378    0.00508         11.2748    0.0000
2013.6973    247799.08428    0.00482         11.5209    0.0000
2013.7000    247799.08391    0.00506         11.6314    0.0000
2013.7027    247799.08288    0.00528         12.1058    0.0000
2013.7055    247799.08447    0.00547         12.5298    0.0000
2013.7082    247799.08414    0.00497         11.8565    0.0000
2013.7110    247799.08362    0.00454         10.5580    0.0000
2013.7137    247799.08480    0.00583         12.7874    0.0000
2013.7164    247799.08590    0.00531         12.1899    0.0000
2013.7192    247799.08310    0.00531         12.0919    0.0000
2013.7219    247799.08378    0.00484         11.1646    0.0000
2013.7247    247799.08208    0.00496         11.5803    0.0000
2013.7274    247799.08506    0.00487         11.0524    0.0000
2013.7301    247799.08367    0.00493         11.1472    0.0000
2013.7329    247799.08452    0.00491         11.1435    0.0000
2013.7356    247799.08352    0.00494         10.9961    0.0000
2013.7384    247799.08335    0.00457         10.5857    0.0000
2013.7411    247799.08333    0.00468         10.8299    0.0000
2013.7438    247799.08313    0.00491         11.2115    0.0000
2013.7466    247799.08418    0.00428          9.9797    0.0000
2013.7493    247799.08292    0.00450         10.5303    0.0000
2013.7521    247799.08314    0.00445         10.3028    0.0000
2013.7548    247799.08298    0.00477         11.1136    0.0000
2013.7575    247799.08287    0.00465         10.5825    0.0000
2013.7603    247799.08426    0.00426         10.0411    0.0000
2013.7630    247799.08433    0.00456         10.5114    0.0000
2013.7658    247799.08159    0.00484         11.2594    0.0000
2013.7685    247799.08151    0.00497         11.9301    0.0000
2013.7712    247799.08285    0.00405          9.4205    0.0000
2013.7740    247799.08269    0.00455         10.7399    0.0000
2013.7767    247799.08347    0.00451         10.5597    0.0000
2013.7795    247799.08079    0.00441         10.1771    0.0000
2013.7822    247799.08209    0.00427          9.9126    0.0000
2013.7849    247799.08344    0.00461         10.5500    0.0000
2013.7877    247799.08190    0.00441         10.0479    0.0000
2013.7904    247799.08403    0.00441         10.1341    0.0000
2013.7931    247799.08446    0.00419          9.6121    0.0000
2013.7959    247799.08332    0.00425          9.7519    0.0000
2013.7986    247799.08313    0.00440         10.0033    0.0000
2013.8014    247799.08150    0.00425          9.8783    0.0000
2013.8041    247799.08250    0.00416          9.4682    0.0000
2013.8068    247799.08359    0.00394          9.2191    0.0000
2013.8096    247799.08242    0.00449         10.3434    0.0000
2013.8123    247799.08291    0.00414          9.4949    0.0000
2013.8151    247799.08382    0.00433          9.8551    0.0000
2013.8178    247799.08283    0.00468         10.6120    0.0000
2013.8205    247799.08128    0.00419          9.4825    0.0000
2013.8233    247799.08169    0.00399          9.2631    0.0000
2013.8260    247799.08321    0.00426          9.6549    0.0000
2013.8288    247799.08179    0.00424          9.4074    0.0000
2013.8315    247799.08175    0.00418          9.4735    0.0000
2013.8342    247799.08162    0.00432          9.3917    0.0000
2013.8370    247799.08237    0.00427          9.4000    0.0000
2013.8397    247799.08109    0.00423          9.5789    0.0000
2013.8425    247799.08206    0.00419          9.5378    0.0000
2013.8452    247799.08208    0.00400          9.2994    0.0000
2013.8479    247799.08335    0.00408          9.0596    0.0000
2013.8507    247799.08365    0.00399          9.1314    0.0000
2013.8534    247799.08175    0.00401          9.1741    0.0000
2013.8562    247799.08265    0.00418          9.5532    0.0000
2013.8589    247799.08245    0.00406          9.1028    0.0000
2013.8616    247799.08377    0.00398          9.0412    0.0000
2013.8644    247799.08311    0.00399          9.1166    0.0000
2013.8671    247799.08215    0.00394          8.9758    0.0000
2013.8699    247799.08212    0.00396          9.0354    0.0000
2013.8726    247799.08202    0.00385          8.6690    0.0000
2013.8753    247799.08303    0.00407          9.2630    0.0000
2013.8781    247799.08351    0.00407          9.2446    0.0000
2013.8808    247799.08344    0.00426          9.6482    0.0000
2013.8836    247799.08286    0.00424          9.5453    0.0000
2013.8863    247799.08110    0.00383          8.8490    0.0000
2013.8890    247799.08267    0.00406          9.1733    0.0000
2013.8918    247799.08248    0.00387          8.7894    0.0000
2013.8945    247799.08311    0.00397          9.1537    0.0000
2013.8973    247799.08284    0.00379          8.7510    0.0000
2013.9000    247799.08290    0.00395          8.9519    0.0000
2013.9027    247799.08317    0.00388          9.0347    0.0000
2013.9055    247799.08212    0.00382          8.8400    0.0000
2013.9082    247799.08129    0.00392          8.9392    0.0000
2013.9110    247799.08281    0.00378          8.7085    0.0000
2013.9137    247799.08300    0.00358          8.3546    0.0000
2013.9164    247799.08221    0.00353          8.2790    0.0000
2013.9192    247799.08344    0.00374          8.5913    0.0000
2013.9219    247799.08317    0.00366          8.5023    0.0000
2013.9247    247799.08143    0.00370          8.5695    0.0000
2013.9274    247799.08215    0.00387          8.9292    0.0000
2013.9301    247799.08174    0.00380          8.6350    0.0000
2013.9329    247799.08067    0.00383          8.6919    0.0000
2013.9356    247799.08145    0.00380          8.7621    0.0000
2013.9384    247799.07996    0.00385          8.8590    0.0000
2013.9411    247799.08168    0.00398          9.1709    0.0000
2013.9438    247799.08088    0.00383          8.7859    0.0000
2013.9466    247799.08260    0.00392          9.1081    0.0000
2013.9493    247799.08262    0.00396          9.0038    0.0000
2013.9521    247799.08098    0.00392          8.8450    0.0000
2013.9548    247799.08319    0.00366          8.5708    0.0000
2013.9575    247799.08297    0.00354          8.2134    0.0000
2013.9603    247799.08196    0.00390          8.6493    0.0000
2013.9630    247799.08082    0.00377          8.6980    0.0000
2013.9658    247799.08055    0.00348          7.9479    0.0000
2013.9685    247799.08118    0.00363          8.1745    0.0000
2013.9712    247799.08209    0.00369          8.3204    0.0000
2013.9740    247799.08171    0.00401          8.9454    0.0000
2013.9767    247799.08201    0.00395          8.8490    0.0000
2013.9795    247799.08151    0.00383          8.6855    0.0000
2013.9822    247799.08143    0.00365          8.2662    0.0000
2013.9849    247799.08219    0.00380          8.5418    0.0000
2013.9877    247799.08242    0.00358          8.2089    0.0000
2013.9904    247799.08255    0.00356          8.2733    0.0000
2013.9931    247799.08204    0.00374          8.4076    0.0000
2013.9959    247799.08099    0.00366          8.4461    0.0000
2013.9986    247799.08176    0.00351          8.1756    0.0000
2014.0014    247799.08060    0.00431          9.6611    0.0000
2014.0041    247799.08032    0.00393          9.0427    0.0000
2014.0068    247799.08109    0.00378          8.4043    0.0000
2014.0096    247799.08220    0.00380          8.4857    0.0000
2014.0123    247799.08072    0.00378          8.6063    0.0000
2014.0151    247799.07996    0.00394          8.8748    0.0000
2014.0178    247799.08155    0.00377          8.6201    0.0000
2014.0205    247799.08105    0.00368          8.2952    0.0000
2014.0233    247799.08044    0.00402          9.1302    0.0000
2014.0260    247799.08082    0.00395          9.0945    0.0000
2014.0288    247799.08125    0.00389          9.0744    0.0000
2014.0315    247799.07973    0.00377          8.5174    0.0000
2014.0342    247799.08099    0.00351          8.1363    0.0000
2014.0370    247799.08114    0.00386          8.6977    0.0000
2014.0397    247799.08193    0.00365          8.2449    0.0000
2014.0425    247799.08211    0.00404          9.4391    0.0000
2014.0452    247799.08062    0.00382          8.6697    0.0000
2014.0479    247799.08072    0.00373          8.6567    0.0000
2014.0507    247799.08002    0.00383          8.8256    0.0000
2014.0534    247799.08215    0.00367          8.4272    0.0000
2014.0562    247799.08037    0.00439          9.6582    0.0000
2014.0589    247799.08065    0.00363          8.3510    0.0000
2014.0616    247799.08085    0.00431          9.5090    0.0000
2014.0644    247799.08118    0.00349          8.1366    0.0000
2014.0671    247799.08113    0.00399          8.9828    0.0000
2014.0699    247799.08023    0.00370          8.3790    0.0000
2014.0726    247799.08090    0.00410          9.2933    0.0000
2014.0753    247799.07924    0.00396          9.1701    0.0000
2014.0781    247799.08035    0.00402          9.2077    0.0000
2014.0808    247799.08001    0.00383          8.7276    0.0000
2014.0836    247799.08068    0.00403          9.0032    0.0000
2014.0863    247799.08121    0.00361          8.2600    0.0000
2014.0890    247799.08050    0.00368          8.6035    0.0000
2014.0918    247799.08123    0.00431          9.3481    0.0000
2014.0945    247799.08023    0.00392          8.9137    0.0000
2014.0973    247799.08133    0.00400          9.0173    0.0000
2014.1000    247799.07810    0.00414          9.5533    0.0000
2014.1027    247799.08053    0.00404          9.0468    0.0000
2014.1055    247799.08007    0.00425          9.5250    0.0000
2014.1082    247799.08160    0.00428          9.4233    0.0000
2014.1110    247799.08155    0.00399          8.8448    0.0000
2014.1137    247799.08014    0.00441          9.8945    0.0000
2014.1164    247799.08018    0.00401          8.9690    0.0000
2014.1192    247799.07963    0.00387          8.6842    0.0000
2014.1219    247799.07925    0.00408          9.0805    0.0000
2014.1247    247799.07939    0.00410          9.3793    0.0000
2014.1274    247799.08273    0.00413          9.5722    0.0000
2014.1301    247799.08029    0.00411          9.2259    0.0000
2014.1329    247799.07993    0.00448         10.0740    0.0000
2014.1356    247799.08058    0.00382          8.5461    0.0000
2014.1384    247799.07952    0.00416          9.2633    0.0000
2014.1411    247799.08006    0.00381          8.7298    0.0000
2014.1438    247799.08101    0.00411          8.9720    0.0000
2014.1466    247799.07873    0.00437          9.4876    0.0000
2014.1493    247799.07857    0.00431          9.4048    0.0000
2014.1521    247799.08144    0.00403          9.0736    0.0000
2014.1548    247799.08018    0.00409          9.3342    0.0000
2014.1575    247799.07998    0.00455          9.9853    0.0000
2014.1603    247799.08167    0.00485         10.6211    0.0000
2014.1630    247799.07843    0.00442          9.8527    0.0000
2014.1658    247799.08111    0.00441          9.8012    0.0000
2014.1685    247799.08007    0.00451          9.9279    0.0000
2014.1712    247799.07825    0.00436          9.8333    0.0000
2014.1740    247799.07874    0.00492         10.7971    0.0000
2014.1767    247799.07839    0.00500         10.7285    0.0000
2014.1795    247799.07967    0.00462          9.9268    0.0000
2014.1822    247799.08057    0.00445         10.1003    0.0000
2014.1849    247799.07814    0.00430          9.5079    0.0000
2014.1877    247799.08025    0.00426          9.1521    0.0000
2014.1904    247799.08056    0.00420          9.5038    0.0000
2014.1931    247799.07860    0.00445          9.7572    0.0000
2014.1959    247799.07945    0.00466         10.1329    0.0000
2014.1986    247799.07728    0.00417          9.4894    0.0000
2014.2014    247799.07942    0.00448          9.8877    0.0000
2014.2041    247799.07864    0.00427          9.6212    0.0000
2014.2068    247799.07750    0.00459          9.9876    0.0000
2014.2096    247799.07725    0.00447          9.7019    0.0000
2014.2123    247799.07860    0.00480         10.2765    0.0000
2014.2151    247799.08008    0.00472         10.1402    0.0000
2014.2178    247799.07986    0.00500         10.4091    0.0000
2014.2205    247799.07904    0.00480         10.1755    0.0000
2014.2233    247799.07721    0.00422          9.2961    0.0000
2014.2260    247799.07907    0.00385          8.7894    0.0000
2014.2288    247799.07866    0.00441          9.6905    0.0000
2014.2315    247799.07663    0.00457         10.0106    0.0000
2014.2342    247799.08179    0.00467         10.3106    0.0000
2014.2370    247799.07603    0.00543         11.6051    0.0000
2014.2397    247799.07900    0.00481         10.5581    0.0000
2014.2425    247799.07771    0.00490         11.1856    0.0000
2014.2452    247799.07850    0.00468         10.1668    0.0000
2014.2479    247799.07945    0.00490         10.8497    0.0000
2014.2507    247799.07851    0.00485         11.1369    0.0000
2014.2534    247799.07926    0.00443         10.0487    0.0000
2014.2562    247799.07769    0.00413          9.3477    0.0000
2014.2589    247799.07829    0.00480         10.3366    0.0000
2014.2616    247799.07695    0.00460         10.2231    0.0000
2014.2644    247799.07895    0.00449         10.3296    0.0000
2014.2671    247799.07688    0.00449         10.4897    0.0000
2014.2699    247799.07592    0.00484         10.8742    0.0000
2014.2726    247799.07817    0.00476         10.5007    0.0000
2014.2753    247799.07833    0.00474         10.4683    0.0000
2014.2781    247799.07811    0.00471         10.8997    0.0000
2014.2808    247799.07572    0.00448         10.3484    0.0000
2014.2836    247799.07835    0.00458         10.6958    0.0000
2014.2863    247799.07826    0.00500         11.1165    0.0000
2014.2890    247799.07685    0.00509         11.2165    0.0000
2014.2918    247799.07775    0.00549         12.0820    0.0000
2014.2945    247799.07704    0.00506         11.4405    0.0000
2014.2973    247799.07753    0.00439         10.1473    0.0000
2014.3000    247799.07815    0.00438         10.1076    0.0000
2014.3027    247799.07584    0.00500         10.9392    0.0000
2014.3055    247799.07646    0.00480         10.7582    0.0000
2014.3082    247799.07759    0.00470         10.6915    0.0000
2014.3110    247799.07715    0.00468         10.8537    0.0000
2014.3137    247799.07737    0.00489         10.9818    0.0000
2014.3164    247799.07684    0.00476         10.9873    0.0000
2014.3192    247799.07813    0.00476         10.8744    0.0000
2014.3219    247799.07857    0.00490         10.9539    0.0000
2014.3247    247799.07837    0.00438         10.2409    0.0000
2014.3274    247799.07468    0.00512         11.5803    0.0000
2014.3301    247799.07920    0.00482         10.6047    0.0000
2014.3329    247799.07814    0.00486         11.1049    0.0000
2014.3356    247799.07751    0.00474         10.9532    0.0000
2014.3384    247799.07700    0.00431          9.8908    0.0000
2014.3411    247799.07545    0.00462         10.6193    0.0000
2014.3438    247799.07906    0.00456         10.3812    0.0000
2014.3466    247799.07754    0.00503         11.4437    0.0000
2014.3493    247799.07672    0.00462         10.6384    0.0000
2014.3521    247799.07876    0.00471         10.7005    0.0000
2014.3548    247799.07659    0.00478         10.8406    0.0000
2014.3575    247799.07400    0.00518         12.1305    0.0000
2014.3603    247799.07591    0.00492         11.2726    0.0000
2014.3630    247799.07698    0.00506         11.8548    0.0000
2014.3658    247799.07731    0.00544         12.3730    0.0000
2014.3685    247799.07699    0.00495         11.3505    0.0000
2014.3712    247799.07615    0.00517         11.6038    0.0000
2014.3740    247799.07576    0.00556         12.9031    0.0000
2014.3767    247799.07421    0.00572         13.2658    0.0000
2014.3795    247799.07780    0.00551         12.7077    0.0000
2014.3822    247799.07611    0.00549         13.1269    0.0000
2014.3849    247799.07808    0.00543         12.7116    0.0000
2014.3877    247799.07967    0.00488         11.3705    0.0000
2014.3904    247799.07662    0.00507         12.0214    0.0000
2014.3931    247799.07456    0.00541         12.7844    0.0000
2014.3959    247799.07589    0.00535         12.1280    0.0000
2014.3986    247799.07745    0.00596         13.8216    0.0000
2014.4014    247799.07896    0.00479         11.1806    0.0000
2014.4041    247799.07619    0.00597         14.5075    0.0000
2014.4068    247799.07528    0.00496         11.9376    0.0000
2014.4096    247799.07775    0.00540         13.2471    0.0000
2014.4123    247799.07631    0.00567         13.5747    0.0000
2014.4151    247799.07834    0.00575         13.1485    0.0000
2014.4178    247799.07729    0.00484         11.2802    0.0000
2014.4205    247799.07862    0.00569         13.2383    0.0000
2014.4233    247799.07685    0.00553         13.2167    0.0000
2014.4260    247799.07789    0.00548         12.8281    0.0000
2014.4288    247799.07810    0.00479         10.9294    0.0000
2014.4315    247799.07699    0.00570         13.3498    0.0000
2014.4342    247799.07834    0.00542         12.7082    0.0000
2014.4370    247799.07678    0.00458         10.7559    0.0000
2014.4397    247799.07687    0.00505         11.4502    0.0000
2014.4425    247799.07781    0.00515         12.0691    0.0000
2014.4452    247799.07664    0.00539         12.7455    0.0000
2014.4479    247799.07640    0.00568         13.2044    0.0000
2014.4507    247799.07522    0.00521         12.3161    0.0000
