# Time(a)    BL_length(m)   Sig_bl(m)         Up(mm)  Sig_u(mm)
2018.6315    247799.04128    0.00522         12.6644    0.0000
2018.6342    247799.04324    0.00650         16.6125    0.0000
2018.6370    247799.04369    0.00505         12.3151    0.0000
2018.6397    247799.04344    0.00546         13.8674    0.0000
2018.6425    247799.04404    0.00540         13.3390    0.0000
2018.6452    247799.04094    0.00496         11.9860    0.0000
2018.6479    247799.04130    0.00484         12.0430    0.0000
2018.6507    247799.04320    0.00459         11.2700    0.0000
2018.6534    247799.04314    0.00522         12.6423    0.0000
2018.6562    247799.04269    0.00461         11.3864    0.0000
2018.6589    247799.04092    0.00499         12.2783    0.0000
2018.6616    247799.04883    0.00669         17.2003    0.0000
2018.6644    247799.04855    0.00612         15.6186    0.0000
2018.6671    247799.04447    0.00553         14.2867    0.0000
2018.6699    247799.04185    0.00628         16.0538    0.0000
2018.6726    247799.04476    0.00502         12.4931    0.0000
2018.6753    247799.04256    0.00531         13.0234    0.0000
2018.6781    247799.04463    0.00469         11.6838    0.0000
2018.6808    247799.04266    0.00495         11.9421    0.0000
2018.6836    247799.04295    0.00439         10.5857    0.0000
2018.6863    247799.04273    0.00465         10.9776    0.0000
2018.6890    247799.04234    0.00412          9.9866    0.0000
2018.6918    247799.04345    0.00488         11.4113    0.0000
2018.6945    247799.04128    0.00457         11.1867    0.0000
2018.6973    247799.04128    0.00483         11.8942    0.0000
2018.7000    247799.04121    0.00427         10.5556    0.0000
2018.7027    247799.04367    0.00461         11.1790    0.0000
2018.7055    247799.04215    0.00449         11.0809    0.0000
2018.7082    247799.04067    0.00448         10.7949    0.0000
2018.7110    247799.03974    0.00504         12.0794    0.0000
2018.7137    247799.04449    0.00449         10.9417    0.0000
2018.7164    247799.04416    0.00441         10.8966    0.0000
2018.7192    247799.04032    0.00500         12.3923    0.0000
2018.7219    247799.04388    0.00492         12.1240    0.0000
2018.7247    247799.04286    0.00487         11.8185    0.0000
2018.7274    247799.04268    0.00445         11.0450    0.0000
2018.7301    247799.04216    0.00490         11.9186    0.0000
2018.7329    247799.04083    0.00485         11.8373    0.0000
2018.7356    247799.04150    0.00464         11.2139    0.0000
2018.7384    247799.04251    0.00442         10.9045    0.0000
2018.7411    247799.04126    0.00439         10.5965    0.0000
2018.7438    247799.04213    0.00468         11.6109    0.0000
2018.7466    247799.04000    0.00445         10.8779    0.0000
2018.7493    247799.04141    0.00430         10.5756    0.0000
2018.7521    247799.04125    0.00403          9.8357    0.0000
2018.7548    247799.04220    0.00414          9.9223    0.0000
2018.7575    247799.04268    0.00432         10.4393    0.0000
2018.7603    247799.04185    0.00407          9.8997    0.0000
2018.7630    247799.04234    0.00413          9.9491    0.0000
2018.7658    247799.04241    0.00415         10.0624    0.0000
2018.7685    247799.04128    0.00420         10.2587    0.0000
2018.7712    247799.04157    0.00400          9.8592    0.0000
2018.7740    247799.04159    0.00415         10.0270    0.0000
2018.7767    247799.04330    0.00397          9.4599    0.0000
2018.7795    247799.04277    0.00411          9.7510    0.0000
2018.7822    247799.04215    0.00435         10.4173    0.0000
2018.7849    247799.04127    0.00391          9.3640    0.0000
2018.7877    247799.04005    0.00416         10.0189    0.0000
2018.7904    247799.04019    0.00412          9.9647    0.0000
2018.7931    247799.04189    0.00421          9.9815    0.0000
2018.7959    247799.04127    0.00443         10.3143    0.0000
2018.7986    247799.04079    0.00431         10.1550    0.0000
2018.8014    247799.04112    0.00412          9.8123    0.0000
2018.8041    247799.04129    0.00424         10.1185    0.0000
2018.8068    247799.04124    0.00427          9.9254    0.0000
2018.8096    247799.04223    0.00411          9.5887    0.0000
2018.8123    247799.04345    0.00430         10.1137    0.0000
2018.8151    247799.04154    0.00396          9.5635    0.0000
2018.8178    247799.04160    0.00405          9.5990    0.0000
2018.8205    247799.04276    0.00393          9.3317    0.0000
2018.8233    247799.04292    0.00385          9.2074    0.0000
2018.8260    247799.03991    0.00395          9.5459    0.0000
2018.8288    247799.04290    0.00390          9.1971    0.0000
2018.8315    247799.04235    0.00374          8.9239    0.0000
2018.8342    247799.04119    0.00389          9.2488    0.0000
2018.8370    247799.04093    0.00372          9.1470    0.0000
2018.8397    247799.04072    0.00392          9.3349    0.0000
2018.8425    247799.04097    0.00413          9.8581    0.0000
2018.8452    247799.04157    0.00402          9.6531    0.0000
2018.8479    247799.04041    0.00426         10.0851    0.0000
2018.8507    247799.04231    0.00412          9.7156    0.0000
2018.8534    247799.04176    0.00385          9.0714    0.0000
2018.8562    247799.04102    0.00424          9.8459    0.0000
2018.8589    247799.04197    0.00401          9.4115    0.0000
2018.8616    247799.04254    0.00392          9.3426    0.0000
2018.8644    247799.04166    0.00385          9.1963    0.0000
2018.8671    247799.04069    0.00399          9.4228    0.0000
2018.8699    247799.04167    0.00384          9.0387    0.0000
2018.8726    247799.04047    0.00401          9.4710    0.0000
2018.8753    247799.04046    0.00425         10.0820    0.0000
2018.8781    247799.04097    0.00393          9.3163    0.0000
2018.8808    247799.04174    0.00427         10.1127    0.0000
2018.8836    247799.04168    0.00410          9.7845    0.0000
2018.8863    247799.04057    0.00391          9.3293    0.0000
2018.8890    247799.04147    0.00437         10.1365    0.0000
2018.8918    247799.04078    0.00388          9.2096    0.0000
2018.8945    247799.04114    0.00386          9.2555    0.0000
2018.8973    247799.04039    0.00376          9.0820    0.0000
2018.9000    247799.04128    0.00386          9.2081    0.0000
2018.9027    247799.04037    0.00435         10.6021    0.0000
2018.9055    247799.04034    0.00416          9.9383    0.0000
2018.9082    247799.04009    0.00387          9.3501    0.0000
2018.9110    247799.04009    0.00435         10.3169    0.0000
2018.9137    247799.04171    0.00398          9.6733    0.0000
2018.9164    247799.04172    0.00427         10.0980    0.0000
2018.9192    247799.04206    0.00412          9.8207    0.0000
2018.9219    247799.04124    0.00422          9.9754    0.0000
2018.9247    247799.04133    0.00410          9.7309    0.0000
2018.9274    247799.03993    0.00405          9.5926    0.0000
2018.9301    247799.04139    0.00421          9.9962    0.0000
2018.9329    247799.04265    0.00421         10.1350    0.0000
2018.9356    247799.04084    0.00386          9.3544    0.0000
2018.9384    247799.04058    0.00427         10.0168    0.0000
2018.9411    247799.04007    0.00402          9.5901    0.0000
2018.9438    247799.04107    0.00370          9.0676    0.0000
2018.9466    247799.03928    0.00384          9.1483    0.0000
2018.9493    247799.03894    0.00375          8.9989    0.0000
2018.9521    247799.04021    0.00389          9.3864    0.0000
2018.9548    247799.04011    0.00397          9.5517    0.0000
2018.9575    247799.04124    0.00395          9.5454    0.0000
2018.9603    247799.04070    0.00409          9.6786    0.0000
2018.9630    247799.04085    0.00404          9.7863    0.0000
2018.9658    247799.03955    0.00479         11.4274    0.0000
2018.9685    247799.04122    0.00379          9.2200    0.0000
2018.9712    247799.03881    0.00399          9.5677    0.0000
2018.9740    247799.03982    0.00424          9.9706    0.0000
2018.9767    247799.03970    0.00393          9.3569    0.0000
2018.9795    247799.04021    0.00380          9.1393    0.0000
2018.9822    247799.03974    0.00384          9.2378    0.0000
2018.9849    247799.04050    0.00399          9.6669    0.0000
2018.9877    247799.04091    0.00387          9.4336    0.0000
2018.9904    247799.04168    0.00374          9.1025    0.0000
2018.9931    247799.04100    0.00392          9.4564    0.0000
2018.9959    247799.04084    0.00400          9.7494    0.0000
2018.9986    247799.04041    0.00383          9.2148    0.0000
2019.0014    247799.04035    0.00390          9.4114    0.0000
2019.0041    247799.03995    0.00378          9.1926    0.0000
2019.0068    247799.03974    0.00396          9.6661    0.0000
2019.0096    247799.04037    0.00424         10.0934    0.0000
2019.0123    247799.04164    0.00418          9.8164    0.0000
2019.0151    247799.03803    0.00400          9.6794    0.0000
2019.0178    247799.03923    0.00387          9.3612    0.0000
2019.0205    247799.04000    0.00371          9.0301    0.0000
2019.0233    247799.03905    0.00379          9.2059    0.0000
2019.0260    247799.03973    0.00413          9.8345    0.0000
2019.0288    247799.03925    0.00398          9.5852    0.0000
2019.0315    247799.03967    0.00386          9.3072    0.0000
2019.0342    247799.04058    0.00397          9.5506    0.0000
2019.0397    247799.04002    0.00396          9.4354    0.0000
2019.0425    247799.04013    0.00401          9.5983    0.0000
2019.0452    247799.03901    0.00422         10.1308    0.0000
2019.0479    247799.03808    0.00392          9.7315    0.0000
2019.0507    247799.03904    0.00376          9.1670    0.0000
2019.0534    247799.03930    0.00413          9.8248    0.0000
2019.0562    247799.03971    0.00394          9.4126    0.0000
2019.0589    247799.03905    0.00392          9.4409    0.0000
2019.0616    247799.03878    0.00395          9.4504    0.0000
2019.0644    247799.03866    0.00396          9.5180    0.0000
2019.0671    247799.03932    0.00429         10.1862    0.0000
2019.0699    247799.03845    0.00391          9.5984    0.0000
2019.0726    247799.03928    0.00418         10.0149    0.0000
2019.0753    247799.03810    0.00402          9.7378    0.0000
2019.0781    247799.04117    0.00397          9.6885    0.0000
2019.0808    247799.03982    0.00406          9.7479    0.0000
2019.0836    247799.03941    0.00419         10.1099    0.0000
2019.0863    247799.03982    0.00423         10.2772    0.0000
2019.0890    247799.03955    0.00407          9.9920    0.0000
2019.0918    247799.03877    0.00401          9.6363    0.0000
2019.0945    247799.04095    0.00415          9.9842    0.0000
2019.0973    247799.04093    0.00410          9.8312    0.0000
2019.1000    247799.03966    0.00410          9.7942    0.0000
2019.1027    247799.04000    0.00425         10.2796    0.0000
2019.1055    247799.04051    0.00419         10.2530    0.0000
2019.1082    247799.03765    0.00424         10.4626    0.0000
2019.1110    247799.03841    0.00394          9.4846    0.0000
2019.1137    247799.03845    0.00419         10.0104    0.0000
2019.1164    247799.03918    0.00422         10.0880    0.0000
2019.1192    247799.03937    0.00401          9.6765    0.0000
2019.1219    247799.03991    0.00387          9.5983    0.0000
2019.1247    247799.03765    0.00427         10.2628    0.0000
2019.1274    247799.03807    0.00412          9.9414    0.0000
2019.1301    247799.04001    0.00430         10.3752    0.0000
2019.1329    247799.03969    0.00436         10.2636    0.0000
2019.1356    247799.03826    0.00413          9.9765    0.0000
2019.1384    247799.03879    0.00457         10.8639    0.0000
2019.1411    247799.03844    0.00425         10.0458    0.0000
2019.1438    247799.03909    0.00422          9.9702    0.0000
2019.1466    247799.03863    0.00410          9.7752    0.0000
2019.1493    247799.03909    0.00447         10.6906    0.0000
2019.1521    247799.03825    0.00435         10.6490    0.0000
2019.1548    247799.03689    0.00443         10.7951    0.0000
2019.1575    247799.03740    0.00457         10.7001    0.0000
2019.1603    247799.03672    0.00433         10.3650    0.0000
2019.1630    247799.03781    0.00429         10.4285    0.0000
2019.1658    247799.03842    0.00371          9.0612    0.0000
2019.1685    247799.03566    0.00386          9.1035    0.0000
2019.1712    247799.03795    0.00399          9.3865    0.0000
2019.1740    247799.03585    0.00441         10.1274    0.0000
2019.1767    247799.03802    0.00437         10.0231    0.0000
2019.1795    247799.03667    0.00407          9.7385    0.0000
2019.1822    247799.03819    0.00414          9.6512    0.0000
2019.1849    247799.03755    0.00398          9.5298    0.0000
2019.1877    247799.03749    0.00417          9.8986    0.0000
2019.1904    247799.03709    0.00402          9.6801    0.0000
2019.1931    247799.03692    0.00488         11.4336    0.0000
2019.1959    247799.03621    0.00497         11.9219    0.0000
2019.1986    247799.03539    0.00599         14.4903    0.0000
2019.2014    247799.03679    0.00575         13.4375    0.0000
2019.2041    247799.03675    0.00446         10.8046    0.0000
2019.2068    247799.03672    0.00443         10.8202    0.0000
2019.2123    247799.03723    0.00475         11.0971    0.0000
2019.2151    247799.03699    0.00470         10.9064    0.0000
2019.2178    247799.03662    0.00441         10.5108    0.0000
2019.2205    247799.03645    0.00413          9.9376    0.0000
2019.2233    247799.03635    0.00451         10.3088    0.0000
2019.2260    247799.03644    0.00428         10.0107    0.0000
2019.2288    247799.03864    0.00395          9.3771    0.0000
2019.2315    247799.03686    0.00404          9.7473    0.0000
2019.2342    247799.03732    0.00440         10.3509    0.0000
2019.2370    247799.03942    0.00437         10.3026    0.0000
2019.2397    247799.03546    0.00411          9.8683    0.0000
2019.2425    247799.03829    0.00438         10.0385    0.0000
2019.2452    247799.03480    0.00436          9.9341    0.0000
2019.2479    247799.03588    0.00488         10.7645    0.0000
2019.2507    247799.03573    0.00459         10.7056    0.0000
2019.2534    247799.03715    0.00449         10.2886    0.0000
2019.2562    247799.03764    0.00446         10.5268    0.0000
2019.2589    247799.03554    0.00425         10.2391    0.0000
2019.2616    247799.03706    0.00441         10.3868    0.0000
2019.2644    247799.03644    0.00462         10.5797    0.0000
2019.2671    247799.03895    0.00462         10.9832    0.0000
2019.2699    247799.03700    0.00498         11.7168    0.0000
2019.2726    247799.03899    0.00482         11.1135    0.0000
2019.2753    247799.03705    0.00412         10.0668    0.0000
2019.2781    247799.03699    0.00456         11.2430    0.0000
2019.2808    247799.03687    0.00457         11.1243    0.0000
2019.2836    247799.03932    0.00495         11.7676    0.0000
2019.2863    247799.03707    0.00472         11.3787    0.0000
2019.2890    247799.03673    0.00450         10.7042    0.0000
2019.2918    247799.03721    0.00471         11.0231    0.0000
2019.2945    247799.03851    0.00479         11.3651    0.0000
2019.3000    247799.03402    0.00526         12.9202    0.0000
2019.3027    247799.03695    0.00510         11.7307    0.0000
2019.3055    247799.03779    0.00476         11.2227    0.0000
2019.3082    247799.03548    0.00522         12.2829    0.0000
2019.3110    247799.03580    0.00515         12.4280    0.0000
2019.3137    247799.03659    0.00479         11.5695    0.0000
2019.3164    247799.03915    0.00515         12.3664    0.0000
2019.3192    247799.03802    0.00509         12.6682    0.0000
2019.3219    247799.03811    0.00456         11.1576    0.0000
2019.3247    247799.03653    0.00511         12.4596    0.0000
2019.3274    247799.03610    0.00474         11.5419    0.0000
2019.3329    247799.03615    0.00500         11.7598    0.0000
2019.3384    247799.03820    0.00465         11.2070    0.0000
2019.3411    247799.03736    0.00471         11.4376    0.0000
2019.3438    247799.03716    0.00470         11.4274    0.0000
2019.3466    247799.03525    0.00484         11.6784    0.0000
2019.3493    247799.03696    0.00486         11.6212    0.0000
2019.3521    247799.03695    0.00482         11.4376    0.0000
2019.3548    247799.03575    0.00507         12.2535    0.0000
2019.3575    247799.03548    0.00481         11.6678    0.0000
2019.3603    247799.03746    0.00469         11.5052    0.0000
2019.3630    247799.03351    0.00500         11.9188    0.0000
2019.3658    247799.03507    0.00499         11.9162    0.0000
2019.3685    247799.03718    0.00466         11.4726    0.0000
2019.3712    247799.03590    0.00498         11.9581    0.0000
2019.3740    247799.03272    0.00529         12.9485    0.0000
2019.3767    247799.03687    0.00539         12.9604    0.0000
2019.3795    247799.03616    0.00517         12.3739    0.0000
2019.3822    247799.03600    0.00478         11.5412    0.0000
2019.3849    247799.03452    0.00540         13.3740    0.0000
2019.3877    247799.03333    0.00502         12.1892    0.0000
2019.3904    247799.03646    0.00574         13.8294    0.0000
2019.3931    247799.03662    0.00481         11.3954    0.0000
2019.3959    247799.03812    0.00488         12.1082    0.0000
2019.3986    247799.03415    0.00554         13.3727    0.0000
2019.4014    247799.03452    0.00511         12.6507    0.0000
2019.4068    247799.03627    0.00454         11.0592    0.0000
2019.4096    247799.03862    0.00443         10.8192    0.0000
2019.4123    247799.03536    0.00479         11.5364    0.0000
2019.4151    247799.03501    0.00550         13.4389    0.0000
2019.4178    247799.03718    0.00521         12.7922    0.0000
2019.4205    247799.03801    0.00526         12.5454    0.0000
2019.4233    247799.03304    0.00603         14.8109    0.0000
2019.4260    247799.03592    0.00542         13.5612    0.0000
2019.4288    247799.03457    0.00585         14.1874    0.0000
2019.4315    247799.03702    0.00561         13.8685    0.0000
2019.4370    247799.03564    0.00672         15.2293    0.0000
2019.4452    247799.03419    0.00541         13.3161    0.0000
2019.4479    247799.03387    0.00528         13.0322    0.0000
2019.4507    247799.03619    0.00511         12.6557    0.0000
2019.4534    247799.03451    0.00524         12.8024    0.0000
2019.4562    247799.03571    0.00501         12.3154    0.0000
2019.4589    247799.03671    0.00570         13.5558    0.0000
2019.4616    247799.03408    0.00510         12.5960    0.0000
2019.4644    247799.03870    0.00490         11.9978    0.0000
2019.4671    247799.03556    0.00499         12.3082    0.0000
2019.4699    247799.03462    0.00558         13.6464    0.0000
2019.4726    247799.03453    0.00560         13.6679    0.0000
2019.4781    247799.03582    0.00521         12.4038    0.0000
2019.4808    247799.03488    0.00509         12.5186    0.0000
2019.4836    247799.03582    0.00501         12.3229    0.0000
2019.4863    247799.03447    0.00514         12.5612    0.0000
2019.4890    247799.03590    0.00544         13.4361    0.0000
2019.4918    247799.03592    0.00556         13.6019    0.0000
2019.4945    247799.03412    0.00528         12.8743    0.0000
2019.4973    247799.03609    0.00546         13.4169    0.0000
2019.5000    247799.03384    0.00525         12.9652    0.0000
2019.5027    247799.03468    0.00510         12.2542    0.0000
2019.5055    247799.03620    0.00521         12.7104    0.0000
2019.5082    247799.03572    0.00578         13.6843    0.0000
2019.5110    247799.03387    0.00518         12.6110    0.0000
2019.5192    247799.03447    0.00584         14.0936    0.0000
2019.5219    247799.03222    0.00524         12.6310    0.0000
2019.5247    247799.03458    0.00509         12.4248    0.0000
2019.5274    247799.03533    0.00545         13.0863    0.0000
2019.5301    247799.03509    0.00528         13.1021    0.0000
2019.5329    247799.03316    0.00504         12.3510    0.0000
2019.5411    247799.03480    0.00618         14.6630    0.0000
2019.5438    247799.03250    0.00599         14.5265    0.0000
2019.5466    247799.03475    0.00618         14.7440    0.0000
2019.5493    247799.03684    0.00573         13.6170    0.0000
2019.5521    247799.03136    0.00684         16.7602    0.0000
2019.5548    247799.03379    0.00575         14.0809    0.0000
2019.5575    247799.03093    0.00528         13.0391    0.0000
2019.5603    247799.03279    0.00539         13.2467    0.0000
2019.5630    247799.03348    0.00540         12.9189    0.0000
2019.5658    247799.03168    0.00585         14.0813    0.0000
2019.5685    247799.03628    0.00596         14.8106    0.0000
2019.5712    247799.03630    0.00647         15.9422    0.0000
2019.5740    247799.03642    0.00593         13.9866    0.0000
2019.5767    247799.03438    0.00565         13.7116    0.0000
2019.5795    247799.03298    0.00638         15.3696    0.0000
2019.5822    247799.03760    0.00744         18.9242    0.0000
2019.5849    247799.03496    0.00543         13.3004    0.0000
2019.5877    247799.03518    0.00561         13.9803    0.0000
2019.5904    247799.03375    0.00597         15.0094    0.0000
2019.5931    247799.03498    0.00516         12.2406    0.0000
2019.5959    247799.03382    0.00510         12.5950    0.0000
2019.5986    247799.03317    0.00628         15.5232    0.0000
2019.6014    247799.03493    0.00547         13.5402    0.0000
2019.6041    247799.03372    0.00539         13.2010    0.0000
2019.6068    247799.03550    0.00595         14.3417    0.0000
2019.6096    247799.03571    0.00519         13.1095    0.0000
2019.6123    247799.03224    0.00645         15.8981    0.0000
2019.6151    247799.03407    0.00567         14.2105    0.0000
2019.6178    247799.03149    0.00599         14.1609    0.0000
2019.6205    247799.03755    0.00558         13.5348    0.0000
2019.6233    247799.03586    0.00585         14.2886    0.0000
2019.6260    247799.03303    0.00512         12.7317    0.0000
2019.6288    247799.03470    0.00521         12.7917    0.0000
2019.6315    247799.03438    0.00587         14.7425    0.0000
2019.6342    247799.03506    0.00600         14.7346    0.0000
2019.6370    247799.03379    0.00574         14.3542    0.0000
2019.6397    247799.03324    0.00633         15.4385    0.0000
2019.6425    247799.03836    0.00537         13.3085    0.0000
2019.6452    247799.03165    0.00638         16.2144    0.0000
2019.6479    247799.03581    0.00603         15.1080    0.0000
2019.6507    247799.03397    0.00624         15.8363    0.0000
2019.6534    247799.03337    0.00515         12.6878    0.0000
2019.6562    247799.03224    0.00533         13.2014    0.0000
2019.6589    247799.03669    0.00518         12.7829    0.0000
2019.6616    247799.03594    0.00507         12.3913    0.0000
2019.6644    247799.03271    0.00494         12.1209    0.0000
2019.6671    247799.03297    0.00495         12.1838    0.0000
2019.6699    247799.03388    0.00559         13.4805    0.0000
2019.6726    247799.03410    0.00479         11.8025    0.0000
2019.6753    247799.03448    0.00460         11.3662    0.0000
2019.6781    247799.03409    0.00518         12.6917    0.0000
2019.6808    247799.03648    0.00541         13.4020    0.0000
2019.6836    247799.03526    0.00525         12.6420    0.0000
2019.6863    247799.03398    0.00502         12.4667    0.0000
2019.6890    247799.03496    0.00518         12.6926    0.0000
2019.6918    247799.03557    0.00516         12.6840    0.0000
2019.6945    247799.03300    0.00532         13.0035    0.0000
2019.6973    247799.03332    0.00561         14.4180    0.0000
2019.7000    247799.03269    0.00531         12.7696    0.0000
2019.7027    247799.03340    0.00547         13.1043    0.0000
2019.7055    247799.03431    0.00455         11.1299    0.0000
2019.7082    247799.03436    0.00523         12.6057    0.0000
2019.7110    247799.03333    0.00519         12.3941    0.0000
2019.7137    247799.03479    0.00511         12.2620    0.0000
2019.7164    247799.03315    0.00503         12.0651    0.0000
2019.7192    247799.03186    0.00466         11.3725    0.0000
2019.7219    247799.03341    0.00471         11.5873    0.0000
2019.7247    247799.03290    0.00483         11.8161    0.0000
2019.7274    247799.03428    0.00458         11.1282    0.0000
2019.7301    247799.03294    0.00460         11.1523    0.0000
2019.7329    247799.03431    0.00450         10.9815    0.0000
2019.7356    247799.03333    0.00463         11.1653    0.0000
2019.7384    247799.03309    0.00460         11.3346    0.0000
2019.7411    247799.03623    0.00476         11.7875    0.0000
2019.7438    247799.03425    0.00479         11.6305    0.0000
2019.7466    247799.03452    0.00492         11.8592    0.0000
2019.7493    247799.03272    0.00468         11.3112    0.0000
2019.7521    247799.03371    0.00495         11.8957    0.0000
2019.7548    247799.03481    0.00469         11.3140    0.0000
2019.7575    247799.03455    0.00481         11.5034    0.0000
2019.7603    247799.03129    0.00506         12.1698    0.0000
2019.7630    247799.03463    0.00491         11.6813    0.0000
2019.7658    247799.03356    0.00479         11.6544    0.0000
2019.7685    247799.03417    0.00569         13.0834    0.0000
2019.7712    247799.03195    0.00490         11.9925    0.0000
2019.7740    247799.03485    0.00525         12.7364    0.0000
2019.7767    247799.03284    0.00495         11.9770    0.0000
2019.7795    247799.03466    0.00480         11.5145    0.0000
2019.7822    247799.03494    0.00436         10.5954    0.0000
2019.7849    247799.03270    0.00445         10.6702    0.0000
2019.7877    247799.03289    0.00446         10.6677    0.0000
2019.7904    247799.03400    0.00471         11.3178    0.0000
2019.7931    247799.03375    0.00411         10.0583    0.0000
2019.7959    247799.03418    0.00431         10.4930    0.0000
2019.7986    247799.03341    0.00451         10.9442    0.0000
2019.8014    247799.03512    0.00443         10.6883    0.0000
2019.8041    247799.03400    0.00435         10.7240    0.0000
2019.8068    247799.03203    0.00438         10.6782    0.0000
2019.8096    247799.03293    0.00428         10.5067    0.0000
2019.8123    247799.03340    0.00439         10.7561    0.0000
2019.8151    247799.03344    0.00419         10.2436    0.0000
2019.8178    247799.03303    0.00432         10.4790    0.0000
2019.8205    247799.03287    0.00428         10.5234    0.0000
2019.8233    247799.03376    0.00427         10.6402    0.0000
2019.8260    247799.03282    0.00442         10.7285    0.0000
2019.8288    247799.03323    0.00420         10.2109    0.0000
2019.8315    247799.03370    0.00443         10.7905    0.0000
2019.8342    247799.03265    0.00431         10.5289    0.0000
2019.8370    247799.03291    0.00409         10.1335    0.0000
2019.8397    247799.03408    0.00412          9.8735    0.0000
2019.8425    247799.03300    0.00420         10.0994    0.0000
2019.8452    247799.03305    0.00432         10.5783    0.0000
2019.8479    247799.03334    0.00408         10.0206    0.0000
2019.8507    247799.03351    0.00425         10.3381    0.0000
2019.8534    247799.03317    0.00443         10.5936    0.0000
2019.8562    247799.03119    0.02645         50.7816    0.0000
2019.8589    247799.03120    0.00456         11.2788    0.0000
2019.8616    247799.03338    0.00447         10.9129    0.0000
2019.8644    247799.03318    0.00477         11.4358    0.0000
2019.8671    247799.03383    0.00405          9.9915    0.0000
2019.8699    247799.03361    0.00409          9.8379    0.0000
2019.8726    247799.03224    0.00496         12.2456    0.0000
2019.8753    247799.03324    0.00298          7.1254    0.0000
2019.8781    247799.03338    0.00432         10.7763    0.0000
2019.8808    247799.03351    0.00435         10.4900    0.0000
2019.8836    247799.03257    0.00414         10.1544    0.0000
2019.8863    247799.03342    0.00427         10.2728    0.0000
2019.8890    247799.03334    0.00405          9.7942    0.0000
2019.8918    247799.03305    0.00405          9.7640    0.0000
2019.8945    247799.03247    0.00436         10.2172    0.0000
2019.8973    247799.03283    0.00405          9.8927    0.0000
2019.9000    247799.03222    0.00399          9.6888    0.0000
2019.9027    247799.03323    0.00416         10.3430    0.0000
2019.9055    247799.03311    0.00417          9.9575    0.0000
2019.9082    247799.03241    0.00413          9.8368    0.0000
2019.9110    247799.03234    0.00445         10.3945    0.0000
2019.9137    247799.03289    0.00478         11.3915    0.0000
2019.9164    247799.03201    0.00444         10.6819    0.0000
2019.9192    247799.03257    0.00412          9.8571    0.0000
2019.9219    247799.03345    0.00427         10.2040    0.0000
2019.9247    247799.03220    0.00400          9.6287    0.0000
2019.9274    247799.03325    0.00414          9.8854    0.0000
2019.9301    247799.03225    0.00391          9.5797    0.0000
2019.9329    247799.03272    0.00411          9.8983    0.0000
2019.9356    247799.03242    0.00416         10.0907    0.0000
2019.9384    247799.03289    0.00427         10.2426    0.0000
2019.9411    247799.03355    0.00390          9.5090    0.0000
2019.9438    247799.03210    0.00447         10.5013    0.0000
2019.9466    247799.03193    0.00427         10.1572    0.0000
2019.9493    247799.03267    0.00471         10.8446    0.0000
2019.9521    247799.03154    0.00466         11.1524    0.0000
2019.9548    247799.03177    0.00437         10.2505    0.0000
2019.9575    247799.03272    0.00475         11.1590    0.0000
2019.9603    247799.03189    0.00418         10.0843    0.0000
2019.9630    247799.03184    0.00425         10.1884    0.0000
2019.9658    247799.03193    0.00426         10.0302    0.0000
2019.9685    247799.03116    0.00443         10.6310    0.0000
2019.9712    247799.03183    0.00401          9.6849    0.0000
2019.9740    247799.03165    0.00393          9.4971    0.0000
2019.9767    247799.03108    0.00449         10.3624    0.0000
2019.9822    247799.03233    0.00431         10.4170    0.0000
2019.9849    247799.03147    0.00392          9.6034    0.0000
2019.9877    247799.03230    0.00400          9.5976    0.0000
2019.9904    247799.03034    0.00425         10.3846    0.0000
2019.9931    247799.03214    0.00448         10.5559    0.0000
2019.9959    247799.03057    0.00411          9.8983    0.0000
2019.9986    247799.03144    0.00451         10.5364    0.0000
2020.0014    247799.03218    0.00405          9.6450    0.0000
2020.0041    247799.03317    0.00443         10.4237    0.0000
2020.0068    247799.03014    0.00399          9.5962    0.0000
2020.0096    247799.03345    0.00424         10.2893    0.0000
2020.0123    247799.03284    0.00438         10.2445    0.0000
2020.0150    247799.03146    0.00445         10.6912    0.0000
2020.0178    247799.03191    0.00432         10.3171    0.0000
2020.0205    247799.02913    0.00442         10.6635    0.0000
2020.0232    247799.03089    0.00447         10.6490    0.0000
2020.0260    247799.03019    0.00415          9.7794    0.0000
2020.0287    247799.03056    0.00401          9.3910    0.0000
2020.0314    247799.02973    0.00436         10.3112    0.0000
2020.0342    247799.03244    0.00384          9.0375    0.0000
2020.0369    247799.03156    0.00404          9.3263    0.0000
2020.0396    247799.03133    0.00406          9.5296    0.0000
2020.0423    247799.03037    0.00412          9.6536    0.0000
2020.0451    247799.03257    0.00413          9.8574    0.0000
2020.0478    247799.03035    0.00420          9.9590    0.0000
2020.0505    247799.02985    0.00425         10.0767    0.0000
2020.0533    247799.03135    0.00431         10.1032    0.0000
2020.0560    247799.03072    0.00396          9.6401    0.0000
2020.0587    247799.03053    0.00421          9.9314    0.0000
2020.0615    247799.03043    0.00411          9.6487    0.0000
2020.0642    247799.03021    0.00405          9.4343    0.0000
2020.0669    247799.03061    0.00414          9.5217    0.0000
2020.0697    247799.03088    0.00404          9.3852    0.0000
2020.0724    247799.03026    0.00406          9.6093    0.0000
2020.0751    247799.02968    0.00405          9.6860    0.0000
2020.0779    247799.02940    0.00400          9.2580    0.0000
2020.0806    247799.03041    0.00403          9.2087    0.0000
2020.0833    247799.03072    0.00408          9.5463    0.0000
