19820524	-0.2
19820628	-0.05
19820719	0.14
19820811	0.38
19820923	0.09
19821020	-0.16
19821123	-0.14
19821216	0.1
19830112	0.25
19830220	0.11
19830323	0.2
19830426	0.23
19830516	0.25
19830625	0.18
19830717	0.16
19830822	0.42
19830918	0.03
19831018	0.4
19831116	-0.14
19831219	0.41
19840115	0.06
19840220	-0.07
19840321	-0.48
19840416	-0.49
19840518	-0.3
19840620	-0.27
19840724	-0.29
19840823	-0.16
19840918	-0.43
19841024	-0.69
19841127	-0.21
19841220	-0.03
19850119	0.29
19850209	-0.16
19850311	0.14
19850411	0.12
19850511	0.36
19850611	0.01
19850717	0.39
19850814	-0.3
19850916	-0.16
19851012	-0.55
19851111	0
19851211	0.03
19860113	0.08
19860220	0.24
19860314	0.16
19860413	0.24
19860512	0
19860617	0.43
19860718	0.26
19860817	-0.39
19860913	-0.4
19861011	-0.48
19861112	-0.08
19861214	-0.31
19870110	0.12
19870215	0.56
19870313	0.45
19870410	0.16
19870511	0.17
19870610	0.32
19870709	0.28
19870811	0.02
19870910	-0.3
19871009	-0.11
19871110	0.03
19871208	-0.1
19880105	-0.1
19880203	-0.11
19880306	0.27
19880409	0.21
19880510	-0.04
19880607	-0.03
19880707	-0.34
19880806	-0.17
19880907	-0.51
19881007	-0.14
19881109	-0.27
19881209	0.31
19890112	0.1
19890214	0.2
19890312	-0.04
19890408	0.17
19890509	0.44
19890608	0.24
19890709	-0.05
19890810	-0.62
19890910	-0.49
19891010	-0.32
19891107	0.03
19891206	0.21
19900109	0.68
19900210	0.39
19900310	0.11
19900410	-0.21
19900509	-0.32
19900612	-0.05
19900711	-0.33
19900814	0.03
19900911	0.09
19901009	-0.08
19901107	0.23
19901211	-0.12
19910108	0.35
19910206	0.26
19910309	0.27
19910409	-0.06
19910511	-0.48
19910612	-0.3
19910712	-0.03
19910814	0.06
19910910	0.04
19911010	-0.35
19911110	0.02
19911213	0.02
19920110	0.37
19920211	0.08
19920311	0.06
19920410	-0.02
19920510	0.02
19920612	0.11
19920712	0.15
19920813	0.11
19920913	0.03
19921010	-0.18
19921110	-0.31
19921210	-0.17
19930108	0.11
19930210	0.48
19930310	0.57
19930412	0.39
19930512	0.12
19930614	-0.14
19930714	-0.12
19930810	-0.09
19930910	-0.08
19931009	-0.16
19931112	0.12
19931214	0.22
19940112	0.43
19940217	0.2
19940313	0.13
19940416	0.51
19940513	0.64
19940621	0.59
19940720	-0.03
19940816	-0.31
19940914	-0.27
19941014	0.01
19941114	0.26
19941214	0.39
19950111	0.37
19950214	0.41
19950314	0.46
19950411	-0.1
19950511	-0.04
19950614	-0.5
19950711	0.13
19950813	-0.18
19950911	-0.14
19951014	-0.67
19951113	-0.91
19951207	-0.46
19960113	0.02
19960209	0.3
19960313	0.46
19960411	0.05
19960512	0.04
19960612	-0.4
19960714	-0.22
19960814	-0.25
19960913	-0.52
19961014	-0.5
19961114	-0.5
19961215	-0.15
19970115	0.06
19970214	0.14
19970313	0.25
19970415	-0.21
19970513	-0.09
19970610	0.14
19970715	0.12
19970811	-0.08
19970911	-0.5
19971015	-0.1
19971115	0.05
19971215	0.13
19980112	0.08
19980214	-0.03
19980314	-0.07
19980414	0.15
19980514	0.42
19980615	0.32
19980715	-0.06
19980810	0.34
19980910	1.1
19981009	0.68
19981109	-0.52
19981209	-1.62
19990107	-1.53
19990211	-0.46
19990311	0.52
19990411	1.15
19990511	0.8
19990613	0.31
19990713	0.18
19990810	-0.34
19990910	-0.73
19991015	-0.64
19991115	-0.16
19991215	0.33
20000115	0.33
20000216	0.17
20000316	0.01
20000416	0
20000516	0.16
20000616	0.14
20000716	-0.02
20000815	-0.27
20000915	-0.34
20001015	-0.18
20001115	0.06
20001215	0.26
20010115	0.22
20010217	0.2
20010317	0.22
20010417	0.11
20010517	-0.02
20010617	-0.25
20010717	-0.35
20010816	-0.28
20010916	-0.49
20011015	-0.05
20011114	-0.08
20011215	0.19
20020114	-0.03
20020214	0.07
20020316	0.29
20020416	0.23
20020516	0.15
20020616	-0.02
20020705	-0.18
20020806	-0.29
20020905	-0.22
20021008	-0.27
20021108	-0.01
20021205	0.26
20030107	0.2
20030208	0.1
20030306	0.15
20030404	0.28
20030504	0.26
20030604	-0.16
20030704	-0.02
20030807	-0.04
20030904	0.05
20031015	-0.06
20031115	0
20031215	0.04
20040115	0.16
20040215	0.28
20040315	0.18
20040415	0.3
20040515	0.45
20040615	0.06
20040715	0.01
20040815	-0.51
20040915	-0.2
20041015	-0.06
20041115	0.23
20041215	0.3
20050115	0.43
20050215	0.45
20050315	0.48
20050415	0.11
20050515	0
20050604	0.28
20050704	0.61
20050804	0.14
20050904	-0.13
20051004	-0.38
20051104	0.11
20051204	0.41
20060104	0.56
20060204	0.46
20060304	0.2
20060404	0.26
20060504	0.3
20060704	0
20070805	-1.54
20070905	-0.92
20071004	-0.96
20071104	-0.46
20071204	0.02
20080104	-0.02
20080304	0.24
20081005	0.27
20081204	0.02
20090104	0.02
20090304	0.65
20090403	0.36
20090604	-0.3
20090705	-0.2
20090802	-0.38
20090905	-0.12
20091005	-0.23
20091104	0.23
20091203	-0.82
20100104	-0.38
20100304	0.92
20111206	0.25
20120207	0.34
20120307	-0.12
20120507	-1.78
20121007	0.29
20130111	0.63
20130407	0.23
20130609	-0.03
20130709	-0.26
20130807	-0.68
20130907	-0.84
20131010	-0.46
20131107	-0.1
20131211	0.51
20140111	0.33
20140211	0.22
20140311	-0.08
