# YYYYMMDD	N_correlation	E_correlation	U_correlation
20120701	0.838795165	0.9640661822	0.7513219548
20120702	0.8523800684	0.9517578029	0.6863609823
20120703	0.8358180841	0.9365806037	0.6044102004
20120704	0.7954411688	0.9186143786	0.5098096996
20120705	0.7385804022	0.8986618806	0.4204184075
20120706	0.6701159496	0.8788553585	0.3638054002
20120707	0.5951604665	0.8628127621	0.3529890237
20120708	0.5248792515	0.8543019553	0.3727188221
20120709	0.480491993	0.8546208763	0.3983558629
20120710	0.4833759226	0.8614400637	0.4142995456
20120711	0.5274761833	0.8707462109	0.4151525069
20120712	0.5799667965	0.8794255233	0.4009475741
20120713	0.618914534	0.8861340102	0.37393548
20120714	0.6404324941	0.8908791257	0.3373292463
20120715	0.6467365459	0.8943855402	0.2947944672
20120716	0.6407759005	0.8976196493	0.2499148346
20120717	0.6253545686	0.9014337868	0.2057212059
20120718	0.6033452613	0.906269484	0.1650553402
20120719	0.5780426244	0.9119495422	0.1324452296
20120720	0.5533748132	0.9176379459	0.1170637311
20120721	0.5338149078	0.9220105611	0.1330986784
20120722	0.5238735992	0.9235843928	0.1898948418
20120723	0.5270955613	0.921067254	0.2786963118
20120724	0.5445690614	0.9135761921	0.3806497088
20120725	0.5732568752	0.9006418093	0.4822584863
20120726	0.6052404971	0.8820147732	0.57691081
20120727	0.6299364754	0.8573527031	0.6615054034
20120728	0.6397982473	0.8258634724	0.7347276599
20120729	0.6344881021	0.7859396102	0.7964427503
20120730	0.6186219068	0.7347832176	0.8473352372
20120731	0.5969062998	0.6680311614	0.8885671258
20120801	0.5719946788	0.5794769675	0.9214398045
20120802	0.5449231165	0.4611578387	0.947037355
20120803	0.5160967736	0.3042637665	0.9657981181
20120804	0.4858879124	0.1014973915	0.9771143026
20120805	0.4547665606	-0.1472922785	0.979658587
20120806	0.4231176986	-0.4203719641	0.973478817
20120807	0.3909253955	-0.6543988079	0.9623741865
20120808	0.3575378716	-0.7784812472	0.9522587861
20120809	0.3219030955	-0.7950721861	0.9467917509
20120810	0.2844643775	-0.7542890259	0.9461074949
20120811	0.2538222139	-0.6872936083	0.9486446727
20120812	0.2537117018	-0.5983180563	0.9528362319
20120813	0.3025297386	-0.4788798495	0.9576683659
20120814	0.3904572202	-0.3195025538	0.9626239687
20120815	0.4949186431	-0.118717966	0.9674866601
20120816	0.5972183036	0.1101742424	0.972177036
20120817	0.6870479246	0.3380859776	0.9766444882
20120818	0.7610847677	0.5289984408	0.980800669
20120819	0.8199280987	0.6568791775	0.9844830341
20120820	0.8656900399	0.7182469418	0.9874506952
20120821	0.900729169	0.7289992301	0.9894258352
20120822	0.9271550119	0.7114764097	0.9901819536
20120823	0.9467001626	0.6846128411	0.9896433537
20120824	0.9607361298	0.6607156977	0.987939706
20120825	0.9703379403	0.6458320402	0.9853887228
20120826	0.976360562	0.6410391665	0.9824286091
20120827	0.9795095578	0.6437096157	0.97953955
20120828	0.9803940304	0.6486577977	0.9771723052
20120829	0.9795542618	0.6494625532	0.9756659427
20120830	0.9774629504	0.6403886894	0.9751125785
20120831	0.9745056779	0.6188685087	0.9751642832
20120901	0.9709495711	0.5873213134	0.9749571705
20120902	0.9669072753	0.5522088278	0.9735258589
20120903	0.9622976078	0.5195882691	0.970665738
20120904	0.9567975574	0.4899429957	0.9672435705
20120905	0.9497759819	0.4564836797	0.9644110396
20120906	0.9402032945	0.4078582559	0.9627533812
20120907	0.9265596099	0.3337082729	0.9621942203
20120908	0.9068540809	0.2338727281	0.9622974607
20120909	0.8790675137	0.1305506579	0.9624441975
20120910	0.8425426272	0.06820194571	0.9616983476
20120911	0.8004451816	0.08895093164	0.95822339
20120912	0.7615424597	0.2046075916	0.9477654665
20120913	0.7379237438	0.3803355022	0.9199310922
20120914	0.7384759783	0.5490622683	0.8508283921
20120915	0.7634569428	0.6665085942	0.7022668792
20120916	0.8047918441	0.7311275779	0.4756521197
20120917	0.8511431886	0.7582982381	0.2699324743
20120918	0.8933232579	0.7627001845	0.1528676355
20120919	0.9266151738	0.7566368832	0.09571806273
20120920	0.9501122097	0.752916868	0.05233269141
20120921	0.9651009249	0.7650434147	-0.003964769534
20120922	0.9737761944	0.7978435259	-0.08405154803
20120923	0.9784200483	0.8402488867	-0.1899780365
20120924	0.9808308667	0.8789005831	-0.3166666735
20120925	0.9818831273	0.9087520701	-0.450455287
20120926	0.9811028007	0.9305685167	-0.5698185455
20120927	0.9759533488	0.9466426403	-0.6543753584
20120928	0.9603014896	0.9589429948	-0.6985898879
20120929	0.9220118556	0.9687510189	-0.7143370422
20120930	0.8444136502	0.9767751025	-0.7190118039
20121001	0.7287602769	0.9833466486	-0.7240842388
20121002	0.6325530512	0.9885935066	-0.7323068301
20121003	0.6353411633	0.9925717153	-0.7402801499
20121004	0.7338946715	0.9953532058	-0.7419087987
20121005	0.8384417675	0.9970691221	-0.7309816976
20121006	0.9006946114	0.9979114926	-0.7031187637
20121007	0.9323261339	0.9981022635	-0.6579131084
20121008	0.9495612758	0.9978460738	-0.6008377461
20121009	0.9602782318	0.9972887289	-0.5425829467
20121010	0.9676959944	0.9965050331	-0.4946850793
20121011	0.9731507097	0.9955353587	-0.4643900374
20121012	0.9772343261	0.9944731305	-0.4522763962
20121013	0.9802249844	0.9935598239	-0.4527023152
20121014	0.982255875	0.9931744093	-0.4552960385
20121015	0.9833881112	0.9936154756	-0.4466034383
20121016	0.9836487442	0.9948124493	-0.4123610864
20121017	0.983059131	0.9963250104	-0.3413744701
20121018	0.9816653813	0.9976816258	-0.2307371449
20121019	0.979572992	0.9986568582	-0.08916780238
20121020	0.9769749784	0.9992617812	0.06543756687
20121021	0.9741508919	0.9996036453	0.2131117205
20121022	0.9714171318	0.9997865759	0.3379479775
20121023	0.9690348338	0.9998798656	0.4301268838
20121024	0.9671130373	0.9999200131	0.485327099
20121025	0.9655510517	0.9999206583	0.5041413879
20121026	0.964037909	0.9998811112	0.4925210945
20121027	0.9620948101	0.9997921805	0.462057719
20121028	0.9591370291	0.9996400455	0.428024487
20121029	0.9545490299	0.9994087824	0.4051999608
20121030	0.9477929704	0.9990816624	0.4041463272
20121031	0.9385793089	0.9986410192	0.4298123389
20121101	0.9270909904	0.9980664103	0.4817231674
20121102	0.9141117701	0.9973308216	0.5543274143
20121103	0.9002559997	0.996394589	0.6372414504
20121104	0.8812872255	0.9951963519	0.7163039901
20121105	0.8433852555	0.9936396719	0.7763874478
20121106	0.8014843343	0.9915731822	0.8057926408
20121107	0.8032309781	0.9887626133	0.8007716876
20121108	0.8407740615	0.9848600862	0.7678619314
20121109	0.8827392506	0.9794082326	0.7216072583
20121110	0.9152313503	0.9720209602	0.6777827277
20121111	0.9372268048	0.9630743909	0.6463252636
20121112	0.9512382271	0.9549926126	0.6283932305
20121113	0.9596664975	0.9520977528	0.6182809292
20121114	0.9640695053	0.956360286	0.6078236394
20121115	0.9652002619	0.9647574779	0.5903286007
20121116	0.9631152797	0.9733001776	0.5630744863
20121117	0.9572706465	0.980218501	0.5301399736
20121118	0.9468511903	0.9853922421	0.506227955
20121119	0.9318243717	0.989205022	0.5135122191
20121120	0.9146988108	0.9920441075	0.5626994197
20121121	0.9009579822	0.9941898488	0.6396189438
20121122	0.8958624445	0.9958259694	0.7198102829
20121123	0.9004206133	0.9970704359	0.7877451967
20121124	0.9114413885	0.9980014984	0.8396995071
20121125	0.9246966614	0.9986753973	0.8779329714
20121126	0.9372431493	0.9991370852	0.9060351254
20121127	0.9477756394	0.9994258644	0.9270882008
20121128	0.9560570543	0.9995775763	0.9433167854
20121129	0.9623345728	0.99962465	0.9562058125
20121130	0.966997697	0.999595025	0.966675116
20121201	0.9704283155	0.9995106812	0.9751942168
20121202	0.9729491462	0.9993862038	0.9818367004
20121203	0.9748084983	0.9992274769	0.986346864
20121204	0.976172901	0.9990302245	0.9883488809
20121205	0.9771228836	0.9987777538	0.9877637511
20121206	0.9776591526	0.9984369151	0.9852213741
20121207	0.9777233824	0.9979509896	0.9820486814
20121208	0.9772261524	0.9972278116	0.9797277043
20121209	0.9760703316	0.9961206305	0.9792510526
20121210	0.9741680461	0.9943974711	0.9808243464
20121211	0.9714643321	0.9916916264	0.9839633249
20121212	0.9679914944	0.9874233347	0.9877889118
20121213	0.9639800662	0.9806962559	0.9913575238
20121214	0.9600269053	0.9702785757	0.9939534432
20121215	0.9572248463	0.9552396038	0.9952863153
20121216	0.956988131	0.9378305489	0.9955218007
20121217	0.9603078762	0.9278984374	0.9951212503
20121218	0.9667851723	0.9332184716	0.9945811798
20121219	0.97455808	0.9405733879	0.9942283255
20121220	0.9815082107	0.941180157	0.9941606388
20121221	0.98645252	0.940827701	0.9943055967
20121222	0.9892491907	0.9432759864	0.9945128245
20121223	0.9902440382	0.9489232684	0.9946225856
20121224	0.9897989528	0.9570447313	0.9944958828
20121225	0.9880966968	0.96647568	0.9940144643
20121226	0.9851102576	0.9758809627	0.9930567151
20121227	0.9806416804	0.9840944035	0.9914348128
20121228	0.9744529066	0.990426068	0.9887331085
20121229	0.9666781434	0.9947539115	0.9838958396
20121230	0.9588154726	0.9973792832	0.9743087484
20121231	0.9546515488	0.9987807783	0.9544954518
20130101	0.957763448	0.9994092203	0.9168817596
20130102	0.9662363637	0.9995795644	0.8590390718
20130103	0.9747088801	0.9994405971	0.7906845104
20130104	0.980283226	0.998979952	0.7273382639
20130105	0.9828623778	0.9980312756	0.6812639595
20130106	0.9832260718	0.996265835	0.6607145849
20130107	0.9820732755	0.9931592064	0.6713210228
20130108	0.9798182571	0.9879228953	0.7129436319
20130109	0.9766227215	0.9793851958	0.774139104
20130110	0.9724865277	0.9658075247	0.8343577737
20130111	0.967369661	0.9446665314	0.8778358072
20130112	0.9613495605	0.9126136749	0.9023155795
20130113	0.9547965763	0.8663238945	0.9132704237
20130114	0.9484880853	0.8057124152	0.9162088781
20130115	0.9435191566	0.7403250998	0.9142501083
20130116	0.9409250856	0.6938500397	0.9085587598
20130117	0.9411824062	0.6945775129	0.8991605754
20130118	0.9439709645	0.7490799739	0.8854949959
20130119	0.9484016474	0.8266329049	0.8667717753
20130120	0.9534866598	0.8893304958	0.8423217167
20130121	0.9584875428	0.9267900473	0.8121213384
20130122	0.9630053404	0.9466272734	0.7775648221
20130123	0.9669045273	0.9570451488	0.7422156089
20130124	0.970197591	0.9627283564	0.711746313
20130125	0.9729545259	0.9659622507	0.6922772829
20130126	0.9752486883	0.9678557196	0.6876172961
20130127	0.9771301762	0.9689863927	0.6974241697
20130128	0.9786154013	0.9696923253	0.7177979502
20130129	0.9796840025	0.9702055925	0.7436049199
20130130	0.9802770363	0.9707346061	0.770612385
20130131	0.9802929438	0.9715352883	0.7963276547
20130201	0.9795808775	0.9729265451	0.8197620837
20130202	0.9779358498	0.9751625792	0.8408148638
20130203	0.9751083055	0.9782091705	0.8597302189
20130204	0.9708517102	0.9816418347	0.8767587514
20130205	0.9650379031	0.9847678303	0.8920036789
20130206	0.9578505987	0.9868216318	0.9054033345
20130207	0.9499990038	0.9870656219	0.9167997737
20130208	0.9427954936	0.9847996024	0.9260351208
20130209	0.9379182685	0.9794344748	0.9330165765
20130210	0.9368401813	0.970832788	0.9377152767
20130211	0.9401767251	0.9598824458	0.9401009337
20130212	0.9473465575	0.9486572956	0.9400352832
20130213	0.956791907	0.9394970493	0.9371456775
20130214	0.9666503955	0.9336974238	0.9306982035
20130215	0.975459797	0.9311344677	0.9195235655
20130216	0.9824958026	0.9308546646	0.902151194
20130217	0.9876794533	0.9317788112	0.8774497173
20130218	0.9912827321	0.9330705429	0.845993036
20130219	0.993667901	0.9342247138	0.8115426508
20130220	0.9951450479	0.9350267206	0.780793347
20130221	0.9959215342	0.9354764441	0.7603918512
20130222	0.9960926911	0.9358941724	0.7537299434
20130223	0.9956409411	0.9374470986	0.7605833865
20130224	0.9944354416	0.9418390128	0.7789232328
20130225	0.9922505774	0.949171194	0.8063799242
20130226	0.9888497077	0.9575603574	0.8401941461
20130227	0.984177709	0.9651747083	0.8758760752
20130228	0.9785929959	0.9712650213	0.9057953965
20130301	0.9728835423	0.9758424412	0.9204504647
20130302	0.967900179	0.9791845315	0.9142802352
20130303	0.9641073692	0.9815758502	0.8907600034
20130304	0.9614865421	0.9832182131	0.8593982409
20130305	0.9597748671	0.984213204	0.8286991437
20130306	0.9587377512	0.984574823	0.803110283
20130307	0.9583139519	0.9842664392	0.7840275535
20130308	0.9586457783	0.9832635911	0.7715292378
20130309	0.9600341838	0.9816250813	0.7653512438
20130310	0.9628196567	0.9795278476	0.7651351988
20130311	0.9671748177	0.9772273632	0.7702882095
20130312	0.9728513727	0.9749610882	0.7796981445
20130313	0.9790371373	0.9728635276	0.7914697303
20130314	0.9845087731	0.9709470713	0.8028397876
20130315	0.9880721662	0.9691463496	0.8104224215
20130316	0.9890308834	0.9673910813	0.8108335571
20130317	0.9874230451	0.9656805866	0.8015384221
20130318	0.9839612664	0.9641511496	0.7816084571
20130319	0.979756224	0.963124133	0.7521504945
20130320	0.9759562189	0.963091217	0.7164170861
20130321	0.9734291057	0.9645661455	0.679715855
20130322	0.9725635424	0.9677924783	0.64901532
20130323	0.9732012313	0.972479518	0.631770936
20130324	0.9746561614	0.9778417511	0.6335391138
20130325	0.9757401826	0.9829753587	0.6550860043
20130326	0.9747158802	0.9872525069	0.6913271559
20130327	0.969200061	0.9904465283	0.7337730966
20130328	0.9563372918	0.9926167452	0.7746627649
20130329	0.9339348844	0.9939342294	0.8094771039
20130330	0.9028077226	0.9945581602	0.8369368901
20130331	0.8684381124	0.9945706238	0.8577750525
20130401	0.839039261	0.9939348212	0.873530728
20130402	0.8210624567	0.9924349393	0.8858000703
20130403	0.8165335441	0.9895604414	0.8958996637
20130404	0.8236769346	0.9843988697	0.9047810834
20130405	0.8388922967	0.9764045814	0.9130636962
20130406	0.8583468319	0.9695202586	0.9211064002
20130407	0.8787892469	0.9715072664	0.9290801166
20130408	0.8978308334	0.9789929436	0.9370269878
20130409	0.9139807463	0.9852852556	0.9449038285
20130410	0.9265859427	0.9892886606	0.9526115056
20130411	0.9357060243	0.9917525103	0.9600123186
20130412	0.9419021267	0.9933368847	0.9669362787
20130413	0.94593033	0.9944309723	0.9731754152
20130414	0.9483660975	0.9952223156	0.9784632803
20130415	0.9492068977	0.9957075169	0.9824355316
20130416	0.9474953046	0.9956107086	0.9845698946
20130417	0.9410029788	0.994222362	0.9841186823
20130418	0.9260649223	0.9902512865	0.9800928579
20130419	0.8977848186	0.9819578648	0.9714530475
