# YYYYMMDD	N_correlation	E_correlation	U_correlation
20140721	0.009745775652	0.7866953974	0.7494510873
20140722	0.06594807855	0.8036005957	0.755573454
20140723	0.07909657242	0.8073684878	0.7437818126
20140724	0.1046182988	0.7998722894	0.73064642
20140725	0.09823816193	0.8203950545	0.7328235111
20140726	0.05932519652	0.806130807	0.7283831575
20140727	0.007220521966	0.6698435998	0.7171226475
20140728	-0.01272775166	0.6512325136	0.6238463257
20140729	-0.05332503865	0.6387591053	0.5748172452
20140730	-0.06773972994	0.6208761101	0.5977726235
20140731	-0.0493654291	0.6087247739	0.5162915841
20140801	0.006002171741	0.5896329072	0.4284409192
20140802	-0.01226060262	0.5948610083	0.1674483082
20140803	0.2202841674	0.6292018642	0.1000040311
20140804	0.2501382911	0.6649072835	0.06032665913
20140805	0.3699974583	0.681182389	0.05224603379
20140806	0.4417823641	0.6959948216	0.05075310418
20140807	0.4861510394	0.7102497703	0.03357359679
20140808	0.5117035863	0.7060070176	0.1901585315
20140809	0.5200658246	0.7169941423	0.1605227493
20140810	0.5280535375	0.7306458139	0.1324341157
20140811	0.5208049384	0.747840119	0.102732058
20140812	0.5110283407	0.7636075084	0.1362436956
20140813	0.5200384276	0.76280385	0.168977232
20140814	0.5157245447	0.7787736266	0.1603613515
20140815	0.5392292762	0.7797184581	0.1825308654
20140816	0.5272587635	0.7672751609	0.2136158228
20140817	0.531897627	0.7547061377	0.208335333
20140818	0.531282493	0.7292362944	0.2311297238
20140819	0.517380575	0.6974043314	0.246628827
20140820	0.4728425134	0.6548771843	0.253965543
20140821	0.430437265	0.6056177383	0.2328405152
20140822	0.3790663292	0.5442231363	0.2117765526
20140823	0.2511293382	0.48459982	0.1859628419
20140824	0.2353335778	0.400756382	0.1403991014
20140825	0.102792408	0.3323276664	0.1427484899
20140826	0.00670971624	0.4763665393	0.1376643162
20140827	-0.09243944503	0.4938954872	0.1469411684
20140828	-0.1823135461	0.4438349812	0.137146714
20140829	-0.01447324179	0.4161437779	0.09074682601
20140830	0.1717734706	0.4185577661	0.100626112
20140831	0.3550230861	0.4813535387	0.1127499543
20140901	0.4523250812	0.4863458689	0.2497863952
20140902	0.5354161488	0.4668857482	0.2768732559
20140903	0.6986204935	0.478309813	0.3212859791
20140904	0.7249191813	0.4870860665	0.4061361152
20140905	0.7220020116	0.4563687905	0.4563508186
20140906	0.7612389174	0.4202184518	0.4600596045
20140907	0.778820489	0.5357027004	0.5451348651
20140908	0.7788751365	0.590176866	0.582353266
20140909	0.7799402348	0.6404990754	0.6119990416
20140910	0.7756726464	0.6634489823	0.6407995036
20140911	0.7623265457	0.6613497825	0.6510959163
20140912	0.73200717	0.6553533563	0.6586062789
20140913	0.7271013732	0.6431531085	0.7237674865
20140914	0.7103705149	0.6455310523	0.729961028
20140915	0.6810032841	0.6494816012	0.8154007792
20140916	0.6619997459	0.6494402143	0.8135821871
20140917	0.6308290911	0.6216348572	0.854909671
20140918	0.6314260868	0.5935566555	0.8578009116
20140919	0.5924264469	0.5710949723	0.8552547332
20140920	0.5595008551	0.5600635539	0.8513073964
20140921	0.5470816635	0.5201916607	0.8384152033
20140922	0.588362464	0.4142885459	0.8312127307
20140923	0.5906294146	0.373495915	0.8114162035
20140924	0.5848544905	0.2599249652	0.7832530013
20140925	0.5551730545	0.2012419546	0.593111289
20140926	0.5543543724	0.247412319	0.472983138
20140927	0.5630593151	0.2427630767	0.3880786682
20140928	0.3495522887	0.2355815709	0.3144209317
20140929	0.3063240029	0.2332993683	0.364499527
20140930	0.2467821872	0.2673313727	0.4204632778
20141001	0.1313289969	0.2594859048	0.5093135786
20141002	0.03182633233	0.2542393084	0.5420334848
20141003	-0.1516548726	0.2762026601	0.5636761964
20141004	-0.1727945104	0.225111666	0.5629172128
20141005	-0.1523315207	0.1722837607	0.5483398163
20141006	-0.349439702	0.2140548535	0.5752718898
20141007	-0.3817229417	0.1712626644	0.5031172087
20141008	-0.4528739812	0.1562220787	0.4442610427
20141009	-0.4957690268	0.1333191665	0.3733565945
20141010	-0.4959088788	0.1376948808	0.3049729038
20141011	-0.5384013024	0.1141231555	0.2526336819
20141012	-0.5103297273	0.1037150438	0.2289896636
20141013	-0.5073393193	0.08356765486	0.1361755223
20141014	-0.483382635	0.1027153134	0.1052912015
20141015	-0.4516732496	0.1242399614	0.0986541433
20141016	-0.4401702153	0.07548105631	0.1311332899
20141017	-0.2737334466	0.04341829419	0.2008601474
20141018	-0.2168834453	0.05429493461	0.2717825992
20141019	-0.1742304744	0.06699679488	0.2985836544
20141020	-0.01208736236	0.05071008721	0.3346951828
20141021	0.08868980574	0.09109451732	0.3334736084
20141022	0.1575686094	0.1932688297	0.3478820137
20141023	0.1472053954	0.1479663551	0.3363492291
20141024	0.1064040237	0.1187096244	0.4156171937
20141025	0.07028712121	0.1368712301	0.4472118792
20141026	-0.01134477206	0.08482520199	0.4833822542
20141027	0.07225273043	-0.002258000834	0.4980765092
20141028	0.1770779077	-0.08679721987	0.5066585945
20141029	0.1183106069	-0.1932796652	0.4670225386
20141030	0.05836489501	-0.2775877668	0.4048005757
20141031	0.1013960605	-0.2916056637	0.3646060422
20141101	0.06136115916	-0.4031266838	0.3152092687
20141102	-0.01975105387	-0.4539873496	0.2988884378
20141103	-0.05024668192	-0.5266404109	0.3041999147
20141104	-0.1450850064	-0.4732321403	0.3233367693
20141105	-0.2136519177	-0.369174617	0.3403688826
20141106	-0.2272879128	-0.3143799887	0.4139661945
20141107	-0.2882538846	-0.2848389122	0.472145541
20141108	-0.2965080673	-0.2723240319	0.5261750711
20141109	-0.2872696844	-0.2544807522	0.5614719216
20141110	-0.2914744205	-0.3578189272	0.570342348
20141111	-0.2824311001	-0.2570547622	0.6143886313
20141112	-0.2645103564	-0.1857321979	0.5622609415
20141113	-0.08927425282	-0.1318107924	0.5198703673
20141114	-0.2621314556	-0.08095446888	0.4133957208
20141115	-0.305021664	-0.01229385998	0.4124049826
20141116	-0.3369835312	0.04881277268	0.4292352327
20141117	-0.3939115649	0.06301827488	0.2746939446
20141118	-0.4696218313	0.0632552057	0.2880542152
20141119	-0.4730880632	0.06985620583	0.2947082541
20141120	-0.4164903262	0.03738471855	0.3387572657
20141121	-0.3598712163	0.04892473108	0.4422969451
20141122	-0.2446527412	0.07826936588	0.5115477431
20141123	-0.1200930159	0.1032696391	0.6275366953
20141124	-0.002250727906	0.1425777804	0.7496282628
20141125	0.1582398618	0.1975822255	0.8289327601
20141126	0.2270506717	0.1877915968	0.8874051102
20141127	0.2649966726	0.2109742178	0.92050541
20141128	0.3308587737	0.2477904947	0.9432571681
20141129	0.335124472	0.2908663202	0.9578883707
20141130	0.3396280266	0.3192750024	0.9647139814
20141201	0.3294429071	0.3534437828	0.9690146558
20141202	0.336591414	0.4163592539	0.9579664991
20141203	0.3555978599	0.3355918037	0.9426356189
20141204	0.368055379	0.3603275375	0.9152717582
20141205	0.3784404732	0.3834284716	0.8925942442
20141206	0.3784783098	0.3913649485	0.8583510054
20141207	0.3705995866	0.3854613294	0.8075541716
20141208	0.3676619613	0.4094418397	0.7497003203
20141209	0.3692767952	0.3209323432	0.6954711569
20141210	0.3917238005	0.3577763062	0.6605447649
20141211	0.4488683757	0.3287830471	0.6250211347
20141212	0.5450218322	0.2477781072	0.6015667388
20141213	0.4401801328	0.2276055095	0.6147458945
20141214	0.490334794	0.164058385	0.6119269298
20141215	0.4126080444	0.1259319544	0.6384476889
20141216	0.4097458821	0.128044595	0.6522560518
20141217	0.3978221332	0.1211035689	0.7329232586
20141218	0.3879005982	0.1265087662	0.7456418411
20141219	0.3920900421	0.07057198861	0.7895514825
20141220	0.3542750359	0.01418770419	0.815585181
20141221	0.3487487941	0.03050373353	0.7809507193
20141222	0.3088513763	0.05042906822	0.7766704289
20141223	0.3196606134	0.0254223168	0.7191050995
20141224	0.3418060409	-0.02901368109	0.6205147617
20141225	0.403794395	-0.07521284174	0.527533935
20141226	0.335930557	-0.07981646099	0.4553126412
20141227	0.2332326258	-0.1045214072	0.4037216043
20141228	0.1557926961	-0.1140589177	0.3151175664
20141229	0.09172709031	-0.1124803406	0.2817166909
20141230	0.2365733418	-0.1259532828	0.2909991236
