# YYYYMMDD	N_correlation	E_correlation	U_correlation
20121102	0.8338388522	0.9893718888	0.3310585753
20121103	0.7985976938	0.9843237989	0.1711194752
20121104	0.7612422444	0.9763408307	-0.005631575907
20121105	0.7398378833	0.9655309366	-0.1678086762
20121106	0.7593448094	0.9549527507	-0.3125018753
20121107	0.8078763122	0.9437399874	-0.4159274805
20121108	0.8568663004	0.9335615449	-0.4641739566
20121109	0.8884559829	0.9199422496	-0.511985367
20121110	0.9034041484	0.9006038307	-0.56370805
20121111	0.9056496547	0.8793428695	-0.6153786701
20121112	0.9032269169	0.8634494178	-0.6596148612
20121113	0.8931818943	0.8636847607	-0.6945911102
20121114	0.8794381329	0.8814281958	-0.7070985961
20121115	0.8618312702	0.9045908907	-0.6807854408
20121116	0.8349616743	0.925721156	-0.5977375622
20121117	0.8252734383	0.9403093083	-0.4500899965
20121118	0.8093302759	0.9511629425	-0.2728997689
20121119	0.7874297952	0.958108455	-0.07052389784
20121120	0.7790003935	0.9625507226	0.1330582497
20121121	0.7982751039	0.9660784879	0.3163725211
20121122	0.837127723	0.9677837565	0.4687233717
20121123	0.878217162	0.9688941247	0.5916542838
20121124	0.9093274163	0.9688234041	0.6925144005
20121125	0.9294623842	0.9686609325	0.7858151499
20121126	0.9415630686	0.9676829808	0.854037619
20121127	0.9488957834	0.9661388434	0.9037493431
20121128	0.9533618988	0.9636982947	0.9391307341
20121129	0.9560643731	0.9614966143	0.9634059674
20121130	0.9573776548	0.9584463298	0.9785958185
20121201	0.9576882598	0.9551539882	0.9860918572
20121202	0.957732504	0.9510608833	0.9873251793
20121203	0.9597124907	0.9494026117	0.9838123355
20121204	0.9622238101	0.9482204025	0.980312015
20121205	0.9652760765	0.9495913117	0.9775010179
20121206	0.9683744284	0.9484656347	0.975386225
20121207	0.9709999534	0.9465087364	0.9704113673
20121208	0.9725776834	0.9322009124	0.9582664395
20121209	0.9729369943	0.9113673115	0.9427556173
20121210	0.9716740255	0.8743400471	0.9257303573
20121211	0.9690722756	0.8228084172	0.9086675105
20121212	0.9651001563	0.7416931484	0.8940167654
20121213	0.9611007404	0.6494859467	0.8819983845
20121214	0.958305803	0.5558633866	0.8745542915
20121215	0.958542913	0.533568784	0.8714845677
20121216	0.9643248579	0.5745688875	0.8737567726
20121217	0.9679673098	0.6557336191	0.8772392033
20121218	0.972546946	0.7442446892	0.8787515344
20121219	0.9787106118	0.8074587507	0.874444643
20121220	0.9837856214	0.8506256551	0.8678892949
20121221	0.98784507	0.8807719732	0.858628981
20121222	0.9922504255	0.9036705205	0.8482427331
20121223	0.9944331492	0.921940371	0.835691472
20121224	0.9942175109	0.9356460943	0.8197428556
20121225	0.9900815004	0.9471033598	0.7942891854
20121226	0.9839047455	0.9523218761	0.7568965814
20121227	0.9734930237	0.9535078799	0.7030245096
20121228	0.9609365995	0.949226514	0.6285436916
20121229	0.9414504685	0.941901722	0.533737649
20121230	0.9198117349	0.9331109698	0.4198540016
20121231	0.8976793359	0.927205307	0.2760208945
20130101	0.8850452913	0.9218526568	0.1332795254
20130102	0.8749483608	0.9176224326	0.008385114772
20130103	0.8756182852	0.9138559593	-0.0390451832
20130104	0.883084506	0.909311837	-0.07879763657
20130105	0.8934942237	0.9053883045	-0.1149373649
20130106	0.9003604981	0.8985361746	-0.1679729964
20130107	0.903708052	0.8938424901	-0.2055728828
20130108	0.9022011154	0.8849010768	-0.2478733775
20130109	0.8982041681	0.8773320414	-0.2698619711
20130110	0.8905081806	0.8602947051	-0.2936613344
20130111	0.867134168	0.8272814094	-0.3035605376
20130112	0.830405487	0.7703501791	-0.3139710386
20130113	0.7816209864	0.6904115741	-0.3145952763
20130114	0.7577110174	0.6078770029	-0.309939149
20130115	0.7489847904	0.5342057189	-0.2953121229
20130116	0.7671177207	0.4965647261	-0.2676094496
20130117	0.7895651261	0.5332728247	-0.2121551845
20130118	0.8192478759	0.5653115848	-0.1218899811
20130119	0.8434188787	0.6106286286	0.01097835358
20130120	0.8630934064	0.6490301816	0.1787967554
20130121	0.8677168775	0.6850767707	0.3493194151
20130122	0.8647595264	0.7096522489	0.5019904557
20130123	0.8574768356	0.7250343013	0.6469063408
20130124	0.8433632806	0.733994541	0.7635519587
20130125	0.8261565433	0.7490319782	0.8433274065
20130126	0.8037758315	0.7577413	0.898358442
20130127	0.7799325931	0.7603214728	0.9328315902
20130128	0.7551876795	0.7620730211	0.9582929428
20130129	0.7392106142	0.7584152364	0.9743131783
20130130	0.7239977122	0.7537127547	0.9816180176
20130131	0.7090236443	0.7412271982	0.9851828533
20130201	0.6926739381	0.7309036186	0.9825248369
20130202	0.6729825276	0.7100516493	0.9757820158
20130203	0.653824299	0.6864433285	0.9632966746
20130204	0.6342953336	0.6466863213	0.9464029867
20130205	0.6196339619	0.6086558159	0.9312278898
20130206	0.613014836	0.5405892407	0.9197398587
20130207	0.6183202264	0.4862881207	0.9155317632
20130208	0.6343115169	0.4222160964	0.9113065332
20130209	0.6529283364	0.4042956887	0.9048187422
20130210	0.6721521931	0.3737972378	0.8969020148
20130211	0.6915604424	0.3639318977	0.8873031501
20130212	0.7140007153	0.3570951901	0.8782438384
20130213	0.7344686318	0.3529166451	0.8713509016
20130214	0.7583774222	0.3194108254	0.8624818832
20130215	0.7807085827	0.2401869764	0.855185346
20130216	0.8078128357	0.1376337495	0.8487031461
20130217	0.8316506867	0.0172756785	0.8439389194
20130218	0.857223597	-0.09878750406	0.8393993547
20130219	0.8733913922	-0.2045149249	0.8340322634
20130220	0.8673277927	-0.2893054725	0.8274005077
20130221	0.8484170494	-0.3539542129	0.8253355497
20130222	0.8249245176	-0.3772101665	0.8255111466
20130223	0.8014345136	-0.3053825026	0.8241082923
20130224	0.7859865868	-0.2037887553	0.8189138364
20130225	0.7873962619	-0.07906888972	0.8062123934
20130226	0.8085517859	0.06155546795	0.7781458647
20130227	0.8567338337	0.1955564199	0.7168635938
20130228	0.8970687307	0.3037601705	0.6016041504
20130301	0.9381031159	0.3960363154	0.4020189779
20130302	0.9641461428	0.4637691324	0.1760341588
20130303	0.9798305401	0.5167795682	0.02034866635
20130304	0.9829905673	0.5551333372	-0.04246128723
20130305	0.9822900354	0.5813337237	-0.02563757672
20130306	0.9798266961	0.5976505157	0.05243031117
20130307	0.977727758	0.6068732718	0.2454018767
20130308	0.9769309273	0.6104623389	0.5039483146
20130309	0.9763388808	0.6113198225	0.6532896108
20130310	0.976239775	0.6099631047	0.7161450888
20130311	0.9738308459	0.6182930994	0.7383654485
20130312	0.9690569372	0.636946722	0.7446965168
20130313	0.9602331601	0.6932953448	0.7451689379
20130314	0.9483746304	0.7445888213	0.7418668698
20130315	0.9341379718	0.7860618758	0.744215077
20130316	0.9185212842	0.8010647186	0.7441613065
20130317	0.9019231774	0.7884991649	0.7426202709
20130318	0.8858758271	0.7573138378	0.7352303438
20130319	0.8717204114	0.7311970503	0.723613547
20130320	0.8623268511	0.7160664659	0.7112912592
20130321	0.8596697567	0.7298889051	0.6960829563
20130322	0.8623359484	0.767380439	0.6770356913
20130323	0.8732143457	0.8406104049	0.6621957591
20130324	0.8920826846	0.8918698158	0.6522367161
20130325	0.9103869531	0.9026072128	0.6529379038
20130326	0.9261263175	0.903263083	0.6574269182
20130327	0.9402685165	0.9041365315	0.6617405065
20130328	0.9529864038	0.9033198823	0.6676903087
20130329	0.9635596591	0.905947661	0.6769655502
20130330	0.971720735	0.9066468262	0.695595447
20130331	0.9776171852	0.9065147365	0.7226065257
20130401	0.9813306883	0.9029602589	0.7563311506
20130402	0.9835537633	0.8936757784	0.7925431104
20130403	0.9837197496	0.8822386436	0.8296386306
20130404	0.9837991949	0.8659847709	0.8664849345
20130405	0.9842745892	0.8517709615	0.902212896
20130406	0.9804172741	0.8319501477	0.9310522283
20130407	0.9723990153	0.7993927975	0.9526061288
20130408	0.9628118533	0.7566647538	0.9678237994
20130409	0.9555778597	0.7136366949	0.9778065844
20130410	0.9467551389	0.6860898512	0.9838482026
20130411	0.9402144455	0.6863898462	0.9871586192
20130412	0.9316910744	0.7038478999	0.9886937641
20130413	0.9231529434	0.7259824776	0.9878969105
20130414	0.9143782702	0.7460221256	0.9769792987
20130415	0.8964577412	0.7768225044	0.9645372338
20130416	0.877736088	0.8050246812	0.9466762743
20130417	0.866356047	0.8209382029	0.9295941371
20130418	0.850256325	0.8198445605	0.9130946962
