# YYYYMMDD	N_correlation	E_correlation	U_correlation
20130330	-0.4097083698	0.6628989668	0.7924938327
20130331	-0.2949811498	0.645393771	0.8356696077
20130401	-0.09865529742	0.6225398371	0.8539255256
20130402	0.03686096795	0.5837842093	0.8940037142
20130403	0.1659849574	0.5568045248	0.9037292117
20130404	0.304736553	0.50287619	0.9185120506
20130405	0.4176396149	0.5141146273	0.930826148
20130406	0.5235626209	0.5843653404	0.9134661165
20130407	0.6358184288	0.5783665499	0.898052283
20130408	0.7367482663	0.6622252517	0.9155235686
20130409	0.8035042139	0.7405168394	0.9014158976
20130410	0.782141076	0.8201689063	0.9082368547
20130411	0.7620720788	0.8491192114	0.9128969401
20130412	0.7331087353	0.8720714717	0.9057476494
20130413	0.709101964	0.878336866	0.9051929259
20130414	0.6724427593	0.8801021517	0.8961805442
20130415	0.6429813716	0.8361456908	0.8925658921
20130416	0.6224568433	0.8173290903	0.8870967054
20130417	0.6044886693	0.7880812935	0.8813370378
20130418	0.6055855487	0.7894164912	0.880888389
20130419	0.6189463386	0.7885602774	0.8776629998
20130420	0.6484115728	0.7640798221	0.873484126
20130421	0.6855905229	0.7737793899	0.8534690084
20130422	0.720606357	0.7911183742	0.8660348392
20130423	0.7473514182	0.8152458279	0.8895887754
20130424	0.7650315876	0.842067375	0.9168783115
20130425	0.7655599118	0.8602092756	0.9298438159
20130426	0.7510388636	0.8717140247	0.9397956856
20130427	0.7425272903	0.8789577868	0.9472622221
20130428	0.722680018	0.8883017008	0.9533146774
20130429	0.6969785997	0.8960579802	0.9579470169
20130430	0.6709561994	0.9024185904	0.958752841
20130501	0.6439251918	0.9076138216	0.9583359773
20130502	0.5979012155	0.9160848984	0.9658497219
20130503	0.5630821516	0.9177708356	0.9659927551
20130504	0.5381193587	0.917466249	0.9669377895
20130505	0.5148146309	0.9230058728	0.9658404348
20130506	0.4935422546	0.9230322722	0.9601222632
20130507	0.4588406635	0.9231617827	0.9578403785
20130508	0.4308662351	0.9192593917	0.9618954107
20130509	0.3909556139	0.9142148469	0.9584440268
20130510	0.3301295289	0.9084256887	0.9584687539
20130511	0.2464888287	0.8996073584	0.9529372505
20130512	0.1624446895	0.9021890546	0.9447895267
20130513	0.07809362261	0.8927016252	0.9318371268
20130514	0.02228627995	0.8839989355	0.9218717631
20130515	0.001380527304	0.885645272	0.9004482718
20130516	-0.00657188358	0.8797000727	0.8858449218
20130517	0.03226509103	0.8774037518	0.8722275729
20130518	0.1170211075	0.8760296908	0.8689616881
20130519	0.2017077865	0.8697320155	0.8677630465
20130520	0.279422692	0.8545176792	0.8778364699
20130521	0.3351079319	0.8495057092	0.9093764712
20130522	0.3469668671	0.854629176	0.9163707035
20130523	0.323562624	0.8151187085	0.9172566499
20130524	0.2840100004	0.7949683824	0.9155890404
20130525	0.117931937	0.7547517904	0.9119230298
20130526	-0.03204716625	0.6919125922	0.8884432074
20130527	-0.2313884297	0.6511586533	0.8506186149
20130528	-0.3999428057	0.6277446184	0.7712046892
20130529	-0.5383807725	0.5275247332	0.5554179957
20130530	-0.6208978609	0.4851118661	0.1177117491
20130531	-0.6630147569	0.4606288781	-0.1705829809
20130601	-0.632425162	0.484955936	-0.3907511246
20130602	-0.5495234771	0.4522089888	-0.4966245925
20130603	-0.3456446831	0.4920993925	-0.5124438213
20130604	-0.1395959496	0.540810659	-0.5487798286
20130605	0.14227312	0.5973575237	-0.5128224598
20130606	0.3573713033	0.6923847666	-0.3601059012
20130607	0.5035891586	0.7086971215	-0.2089529079
20130608	0.5781434826	0.7230346013	-0.1187929506
20130609	0.6158920012	0.7123009986	-0.01920892767
20130610	0.7205923799	0.7020690322	0.006009584489
20130611	0.7684211444	0.6492074752	0.003811928789
20130612	0.789883951	0.617652364	-0.01233910816
20130613	0.8153092716	0.5711623466	-0.02498558929
20130614	0.8138367881	0.5162581371	-0.07352429647
20130615	0.7926190147	0.4465578875	-0.1520856239
20130616	0.7847033278	0.3917753602	-0.2251516215
20130617	0.7942784309	0.3563059767	-0.2557163638
20130618	0.7829198525	0.2472483248	-0.2628013925
20130619	0.7688208664	0.1319516338	-0.2610188804
20130620	0.7578722729	0.1241922624	-0.3314448499
20130621	0.7261544164	-0.02186834648	-0.3146906752
20130622	0.6942607397	-0.0935003138	-0.3143808257
20130623	0.6798381951	-0.03012658516	-0.3064748626
20130624	0.6581590832	-0.01617311736	-0.3097120543
20130625	0.6373984583	-0.1411044973	-0.3180127784
20130626	0.6166280058	-0.2431304033	-0.3164515774
20130627	0.6028145357	-0.3911416507	-0.2733785086
20130628	0.5902451581	-0.4126815552	-0.2461019697
20130629	0.5848352266	-0.4294033713	-0.2350963066
20130630	0.5916910436	-0.4272990782	-0.2454104636
20130701	0.631629216	-0.4133107126	-0.2628516378
20130702	0.6474857664	-0.3663051025	-0.2922534467
20130703	0.751779891	-0.3008443857	-0.4002454683
20130704	0.8420648912	-0.2626488437	-0.4515029842
20130705	0.8615375548	-0.2374169051	-0.4955640371
20130706	0.8836717866	-0.2482156679	-0.5305892193
20130707	0.8856554768	-0.2669955631	-0.5702867119
20130708	0.8977075171	-0.2559302128	-0.5900449082
20130709	0.9079346344	-0.1993044172	-0.6460192814
20130710	0.912004736	-0.2086579184	-0.652565218
20130711	0.9081999124	-0.1214433477	-0.6733470333
20130712	0.9082449032	-0.1322783943	-0.7099733107
20130713	0.8993509571	-0.1442367742	-0.7391805119
20130714	0.8643765677	-0.1382731486	-0.754376248
20130715	0.8410845466	-0.1388015718	-0.7757714091
20130716	0.8111240882	-0.1291528194	-0.7903562186
20130717	0.7590649812	-0.1302088143	-0.8021341278
20130718	0.7124126753	-0.08615566647	-0.8094820338
20130719	0.6419671877	-0.02598012861	-0.8171204689
20130720	0.5345092828	0.01841225629	-0.7804505759
20130721	0.4209963058	0.07832073007	-0.7840216674
20130722	0.3774822383	0.1338534104	-0.7516124388
20130723	0.2182954068	0.1345692428	-0.7088002709
20130724	0.0609310526	0.08910198669	-0.5977615884
20130725	-0.07049309243	0.1271731398	-0.4804106003
20130726	-0.2046638591	0.1749679609	-0.3259745873
20130727	-0.3521676058	0.2967764599	-0.1991434406
20130728	-0.4839915375	0.3859909136	-0.06558187821
20130729	-0.5762581304	0.4468903657	0.03572132709
20130730	-0.6579017325	0.456637919	0.128513761
20130731	-0.7060573645	0.5170251236	0.2474548951
20130801	-0.6775209372	0.5533476626	0.3112804042
20130802	-0.6237921284	0.5701875037	0.3172289941
20130803	-0.5046455024	0.582483746	0.3855565642
20130804	-0.3665865479	0.6093418485	0.4130802177
20130805	-0.2461850813	0.5892649618	0.4033981611
20130806	-0.122853503	0.624708895	0.2872772758
20130807	0.007880625179	0.5611704411	0.236608471
20130808	0.08626981576	0.4436660527	0.1678993437
20130809	0.1569328249	0.3694072507	0.1547908362
20130810	0.2408844297	0.2895506318	0.1152731521
20130811	0.3065166549	0.186680163	0.09099734837
20130812	0.3539050272	0.1121371619	0.06490417812
20130813	0.381011918	0.0761813438	0.02136792381
20130814	0.4213850166	0.06669267678	0.01944638447
20130815	0.4615740546	0.08147058687	0.006327468211
20130816	0.4842626615	0.1322871442	0.1063289219
20130817	0.5309682542	0.1481962463	0.1057802944
20130818	0.5886607761	0.1846954131	0.1663404502
20130819	0.5853926293	0.1837332216	0.1540314569
20130820	0.5946706647	0.1363353955	0.2089370586
20130821	0.6050686672	0.05213064844	0.2575714025
20130822	0.6057020158	-0.04945815254	0.2670359216
20130823	0.5536692135	-0.01012935997	0.3174037829
20130824	0.4219073383	-0.002740833543	0.3484011605
20130825	0.3588811094	0.09876382475	0.3736888624
20130826	0.3766549559	0.2077896389	0.4083936351
20130827	0.413461673	0.1233030111	0.4211429546
20130828	0.3485031351	0.1991844123	0.41797462
20130829	0.3120712601	0.2477859536	0.3771295364
20130830	0.2821439123	0.2033188422	0.3468591404
20130831	0.2618800732	0.1422757212	0.2275725587
20130901	0.2423075638	0.124660572	0.1886081636
20130902	0.2772888231	0.1137600274	0.1373180127
20130903	0.3877318622	0.08971455215	0.08122240798
20130904	0.4569222225	0.0595069434	0.02191146751
20130905	0.4702233028	0.02691797956	0.08805239322
20130906	0.5194925877	-0.01384215107	0.06905965113
20130907	0.5650956457	-0.03079047943	0.1285693744
20130908	0.5645283317	-0.03303901732	0.1295091291
20130909	0.5628970506	-0.03466320215	0.2052417352
20130910	0.5561991358	0.001402121827	0.2149252982
20130911	0.5565357436	0.03079910548	0.3072096113
20130912	0.5611645481	0.08377859268	0.3704733057
20130913	0.5671671786	0.1384038986	0.3655748798
20130914	0.5777936045	0.1939101318	0.3519495591
20130915	0.5857455216	0.2972531027	0.3828204523
20130916	0.5575088541	0.3529271214	0.4376845763
20130917	0.5660066072	0.3499293136	0.4157175539
20130918	0.5818379613	0.3525171795	0.3823859961
20130919	0.5920381899	0.4442190275	0.3449331817
20130920	0.6105470638	0.4807558193	0.3315229265
20130921	0.6375391836	0.5103957385	0.2678154891
20130922	0.6010128731	0.5215273434	0.2208546779
20130923	0.5684616702	0.5379741266	0.1954852744
20130924	0.5767240692	0.754300918	0.1887186061
20130925	0.565812715	0.7668580554	0.1480918104
20130926	0.5584454956	0.7598575452	0.1402942485
20130927	0.5568617672	0.7565110341	0.1278238764
20130928	0.5650318932	0.8471614731	0.1188549716
20130929	0.6057336896	0.8416567379	0.06639250207
20130930	0.6429391308	0.8286984593	0.1123514763
20131001	0.6911905718	0.806077533	0.1350226743
20131002	0.7227631324	0.7944405054	0.1079858341
20131003	0.6478093562	0.7302577182	0.1568855473
20131004	0.5744703752	0.6126211124	0.18071913
20131005	0.5619956002	0.4784514588	0.2366254087
20131006	0.3915678741	0.32977398	0.4389464209
20131007	-0.2616837399	0.3010776933	0.4686955314
20131008	-0.2881047956	0.1995290831	0.4880878756
20131009	-0.3814340606	0.1464967149	0.4561222271
20131010	-0.4828013771	0.1336706297	0.4596353234
20131011	-0.5154434058	0.1297617326	0.3759787009
20131012	-0.5650366576	0.1060207769	0.3232378443
20131013	-0.5688632959	0.1098548155	0.3970653617
20131014	-0.5657167104	0.0871681294	0.3583922494
20131015	-0.476083837	0.05543164512	0.3162552304
20131016	-0.4668909718	0.03510924434	0.2581841174
20131017	-0.4031673185	0.008021656944	0.1967632485
20131018	-0.3299337349	-0.01795146086	0.1579188419
20131019	-0.2309391551	-0.05452163863	0.1420754324
20131020	-0.07368010192	-0.03838069905	0.1396703987
20131021	-0.02427438375	0.03041039732	0.2195511335
20131022	0.1860777011	0.2287695918	0.2801348002
20131023	0.3054434855	0.1142842067	0.3295313249
20131024	0.4297172773	0.06192298707	0.3992826924
20131025	0.4915761462	0.08642939653	0.4011950416
20131026	0.5517911216	0.1153307959	0.4159927607
20131027	0.5861618702	0.1173466393	0.4382970222
20131028	0.5607008838	0.128183727	0.4634651235
20131029	0.6876548464	0.1485459801	0.5066327031
20131030	0.6909644259	0.1758031745	0.5880523456
20131031	0.6534608524	0.2149936564	0.593864727
20131101	0.6394676071	0.2285115365	0.6848327536
20131102	0.6221603056	0.224722357	0.7120365406
20131103	0.6072049595	0.2564967696	0.7660072839
20131104	0.5855762185	0.3009482785	0.7442769474
20131105	0.5504256297	0.3395168551	0.7560552267
20131106	0.5213874744	0.3086598002	0.7539850419
20131107	0.454242745	0.2905437755	0.7369685612
20131108	0.4167197028	0.3372084444	0.7221857619
20131109	0.2826899556	0.3731433493	0.6859025313
20131110	0.2881512329	0.399216471	0.6599403487
20131111	0.2613153314	0.4677301222	0.6167469675
20131112	0.2083207605	0.4265050936	0.5041129234
20131113	0.2001223383	0.5150788095	0.4471733471
20131114	0.3484793729	0.5004524664	0.3837885418
20131115	0.4226217836	0.4928447923	0.3427982498
20131116	0.4696647094	0.4475152034	0.3685967455
20131117	0.5343875958	0.3577606113	0.4187046908
20131118	0.5779765815	0.2168999548	0.4472654467
20131119	0.5972300688	0.09317468535	0.4707246868
20131120	0.6260349155	0.08662955281	0.4719802905
20131121	0.7012995345	0.09605239658	0.4732569457
20131122	0.7189040839	0.111109331	0.4587029125
20131123	0.723549774	0.1709224581	0.4082984876
20131124	0.7179652764	0.2694782854	0.5333987861
20131125	0.7185736671	0.339743676	0.5833752649
20131126	0.7205512753	0.4166837704	0.6236532196
20131127	0.7445419559	0.4861378459	0.6502726501
20131128	0.7638364388	0.5438302493	0.6839120398
20131129	0.7892751891	0.5878102132	0.6777183193
20131130	0.8254841245	0.6244083686	0.6782887146
20131201	0.8460472792	0.5763720949	0.6717412499
20131202	0.867467169	0.6327631634	0.6594266769
20131203	0.8776583565	0.660740001	0.6441615219
20131204	0.8673006421	0.681625988	0.625844953
20131205	0.8543807246	0.6762329479	0.5864910169
20131206	0.848271968	0.6959524668	0.5597649619
20131207	0.8450486979	0.7487259196	0.5397155013
20131208	0.8494189092	0.7373444834	0.5372062431
20131209	0.8412741161	0.7611907439	0.549536574
20131210	0.8357041397	0.7616226232	0.5609876149
20131211	0.8227645547	0.7878860747	0.5731618325
20131212	0.8093945217	0.7981643177	0.5872561259
20131213	0.8068908862	0.7976052045	0.625815491
20131214	0.7872111109	0.7816496038	0.6819876634
20131215	0.7808953701	0.7661201191	0.752091151
20131216	0.7536467487	0.7202240371	0.8235258559
20131217	0.7329783623	0.6544628502	0.8291013622
20131218	0.6811172814	0.5793219366	0.8296416657
20131219	0.5943930408	0.5034083353	0.8304247519
20131220	0.4843913166	0.4749024485	0.8353565372
20131221	0.3821355499	0.5571324147	0.8475759564
20131222	0.2834698018	0.4335958914	0.8545674538
20131223	0.1302242884	0.4603372471	0.8631676463
20131224	-0.05433542497	0.5140279486	0.8708161635
20131225	0.007912644166	0.5387832597	0.8749544666
20131226	0.08000062594	0.566309106	0.8759924691
20131227	0.2464200806	0.5849954744	0.8769159313
20131228	0.3534112727	0.6089472371	0.8621931461
20131229	0.466481935	0.6262729381	0.86291287
20131230	0.562510499	0.6510969218	0.863498573
20131231	0.6388147919	0.7208369369	0.8545818141
20140101	0.7323298568	0.7124374495	0.855912809
20140102	0.8018442068	0.710343096	0.8545578952
20140103	0.8217856785	0.7104138141	0.8316323736
20140104	0.8286821896	0.6602767585	0.8171210606
20140105	0.8306675747	0.6230372665	0.8047163159
20140106	0.8280568021	0.6174505255	0.7845930197
20140107	0.834340678	0.6599924376	0.7828548963
20140108	0.8247708739	0.5650516629	0.7665467522
20140109	0.8144098296	0.5643467515	0.7672532677
20140110	0.7960414039	0.5529779957	0.7696431657
20140111	0.7795646611	0.5399683289	0.769227096
20140112	0.7646118643	0.519806009	0.7880636372
20140113	0.7536763065	0.493641146	0.815893971
20140114	0.752351612	0.4614270221	0.8131820643
20140115	0.7662630716	0.4227067647	0.8170025099
20140116	0.8902492893	0.4198965922	0.8123713198
20140117	0.916651453	0.4047849615	0.8054451392
20140118	0.9153150346	0.4071905079	0.7933748631
20140119	0.92679799	0.4057020171	0.7645273379
20140120	0.9190894402	0.4758896653	0.7334812698
20140121	0.9015230622	0.6253687323	0.6931564448
20140122	0.7819574711	0.6942483098	0.6352178355
20140123	0.6815127645	0.7577731373	0.5977900587
20140124	0.6277919349	0.7476210858	0.5568668096
20140125	0.5573784068	0.7155689934	0.4920713246
20140126	0.4710082137	0.5660928288	0.4287138604
20140127	0.3790109772	0.5120315303	0.4894669307
20140128	0.2858571107	0.489670215	0.4292619007
20140129	0.1717543064	0.3565545448	0.4735315883
20140130	0.0576299657	0.2467007104	0.5032348189
20140131	-0.02998581482	0.1899410373	0.5723365001
20140201	-0.142830352	0.1355061841	0.6414953136
20140202	-0.2418961964	0.08656987212	0.7109541286
20140203	-0.298602367	0.06715814208	0.6981537684
20140204	-0.3130088647	0.09971345407	0.7104502023
20140205	-0.302669511	0.09671197855	0.6448131508
20140206	-0.292601721	0.1036147896	0.5360414473
20140207	-0.2690117999	0.1264933215	0.4432268008
20140208	-0.2285010648	0.1687539276	0.2818822354
20140209	-0.1746715889	0.1970070048	0.217005278
20140210	-0.113431487	0.18490323	0.1638594723
20140211	-0.07460651399	0.1650639535	0.05097043998
20140212	-0.003230103779	0.09398798731	0.03094771097
20140213	0.08452177976	0.01668282988	0.04719038743
20140214	0.1997882429	0.0594432154	0.07260674313
20140215	0.3405985871	0.1058411054	0.1266687979
20140216	0.5060531852	0.09868576694	0.1796784323
20140217	0.5538144681	0.06061653106	0.2188584554
20140218	0.6250058943	0.02209180592	0.2339790967
20140219	0.6789237851	-0.05234038164	0.2565726154
20140220	0.711053632	-0.09578695079	0.2730726191
20140221	0.7075765772	-0.1482008962	0.2812413533
20140222	0.6651730991	-0.1917046243	0.3087176418
20140223	0.6267079342	-0.2026763081	0.3305120793
20140224	0.5968788002	-0.2165468225	0.3774897035
20140225	0.5835010601	-0.1950723934	0.4401392696
20140226	0.5826485071	-0.1867814069	0.4987925647
20140227	0.5176284141	-0.1844346064	0.5683356396
20140228	0.4686370545	-0.1503841789	0.6552191998
20140301	0.4395154329	-0.140676081	0.680971009
20140302	0.4111152155	-0.1538751804	0.7297525751
20140303	0.4020799458	-0.1681657759	0.7952464892
20140304	0.3961557154	-0.1463623995	0.8562782951
20140305	0.3906686652	-0.1323011241	0.8748070327
20140306	0.3849283715	-0.2344327142	0.8791415599
20140307	0.4216991777	-0.2217654331	0.8137831294
20140308	0.4312292627	-0.1990144022	0.7823504989
20140309	0.4232500123	-0.1820235243	0.7264279793
20140310	0.4124191341	-0.1525113744	0.7047376387
20140311	0.4024833689	-0.1047201526	0.6606003568
20140312	0.4458873123	-0.0632251122	0.6399267998
20140313	0.4714153899	-0.04908669092	0.5998476749
20140314	0.507222521	0.03438605511	0.5722479632
20140315	0.5232797703	0.0336207776	0.5466450198
20140316	0.5542840787	-0.01535221262	0.4979116563
20140317	0.5991090759	-0.1642766183	0.4364280817
20140318	0.624536051	-0.2685263317	0.3688249985
20140319	0.7320860139	-0.3116081505	0.2965738166
20140320	0.7457631337	-0.3202505332	0.2526095597
20140321	0.8110966789	-0.3090210992	0.1905084791
20140322	0.8553710991	-0.2237202379	0.1369302476
20140323	0.8739693522	-0.1160295808	0.1122936443
20140324	0.8740951309	0.04708945213	0.09635101608
20140325	0.8737087845	0.07750310314	0.1951243697
20140326	0.850189534	0.09248345945	0.240385966
20140327	0.8071236969	0.07677298874	0.2855359949
20140328	0.8007553964	0.06577348018	0.3293385636
20140329	0.7761783236	0.1586442671	0.4255144521
20140330	0.7522773702	0.1321078695	0.4200721255
20140331	0.7263883195	0.04141329478	0.375992953
20140401	0.6930298296	0.05211677809	0.4391461255
20140402	0.6545415773	0.09378891338	0.4243866616
20140403	0.5806114729	0.09106338509	0.3875431672
20140404	0.5302664968	0.2888633674	0.2859745897
20140405	0.5329078322	0.3497187348	0.1656348104
20140406	0.534760433	0.4330797371	0.08433943012
20140407	0.5717179547	0.5226097037	0.04625054968
20140408	0.5621908742	0.4445857135	-0.05889142518
20140409	0.5946937022	0.3288363166	-0.1235608664
20140410	0.6212584208	0.3652126398	-0.1692245116
20140411	0.6369433784	0.3919470576	-0.1917715951
20140412	0.6246339839	0.4446210981	-0.2063770743
20140413	0.6279814055	0.461232458	-0.2467450789
20140414	0.5858381419	0.4778920408	-0.2033272969
20140415	0.5651430744	0.4755515689	-0.2291034211
20140416	0.5378032288	0.3674840007	-0.2558771167
20140417	0.5906080231	0.2489284332	-0.2372960753
20140418	0.5569360301	0.1860883362	-0.2163848523
20140419	0.6150379993	0.05439154565	-0.1887081066
20140420	0.6659920055	0.03230129345	-0.1183644793
20140421	0.707260914	0.01159192599	-0.01963719575
20140422	0.7629361236	0.004782653982	0.06307640531
20140423	0.7822534838	-0.008706606843	0.1458686318
20140424	0.7935961355	-0.0130899953	0.274627612
20140425	0.8039606567	0.007776296092	0.2806695475
20140426	0.7956646398	0.04092321891	0.3670261275
20140427	0.7865033569	0.07785903148	0.4356348675
20140428	0.7636898566	-0.002212299182	0.5314764242
20140429	0.734897491	0.1113308578	0.5866621579
20140430	0.7018554901	0.2213667632	0.6109606281
20140501	0.6659712172	0.2646117728	0.6108220401
20140502	0.6486833984	0.3016822852	0.6178173021
20140503	0.6014179212	0.3657234565	0.6271955119
20140504	0.52347633	0.4268916737	0.5353115067
20140505	0.4915313575	0.4761189188	0.5365492149
20140506	0.4351187409	0.5528300752	0.5173303834
20140507	0.363206557	0.6372450549	0.5043785015
20140508	0.3043409456	0.668940731	0.5132877622
20140509	0.1887441651	0.6827709053	0.5427737672
20140510	0.1600250261	0.7245257317	0.5601626564
20140511	0.1246431658	0.7436640801	0.5816875134
20140512	-0.003877905784	0.7427409762	0.599220342
20140513	-0.1060899705	0.7348313171	0.620070499
20140514	-0.1696774304	0.7301931814	0.6251363111
20140515	-0.2349994649	0.7508242627	0.6242731375
20140516	-0.3424888338	0.771712159	0.6100548025
20140517	-0.3348410318	0.7924665489	0.5963715327
20140518	-0.4214822742	0.8067444823	0.6048538894
20140519	-0.3850664328	0.8380797685	0.6172655195
20140520	-0.3498969372	0.8266679362	0.6262826467
20140521	-0.3037863014	0.8181652572	0.6353018051
20140522	-0.2608548105	0.8268275251	0.6548170619
20140523	-0.2140113948	0.8296530502	0.636177002
20140524	-0.1853818376	0.8340895345	0.6297172709
20140525	-0.1534647543	0.8282616221	0.6204313116
20140526	-0.1188720717	0.8206799079	0.5892150104
20140527	-0.0957386686	0.8187865072	0.5238116976
20140528	-0.08418820434	0.8182557693	0.4231697443
20140529	-0.1076321673	0.8235585583	0.2836338627
20140530	-0.1282479472	0.7887969353	0.1128001565
20140531	-0.1510024101	0.7816285632	-0.03684478865
20140601	-0.2410288019	0.8192144336	-0.1858481103
20140602	-0.2355645025	0.8287454598	-0.3189777314
20140603	-0.2773988896	0.8238125898	-0.2160330993
20140604	-0.3351830012	0.831592644	-0.4953030569
20140605	-0.3413372249	0.8498887121	-0.5449954579
20140606	-0.3947024186	0.8501223561	-0.5613366795
20140607	-0.3413060542	0.834385728	-0.5404609884
20140608	-0.2954506417	0.8436985357	-0.5183104376
20140609	-0.2361737107	0.8122653827	-0.4256968645
20140610	-0.1101223762	0.7952295741	-0.3781985947
20140611	0.002670975658	0.7770467005	-0.2483457004
20140612	0.1550553984	0.6741870239	-0.1235717384
20140613	0.3810207393	0.6528575121	-0.105571172
20140614	0.475930739	0.6071613685	-0.09448646416
20140615	0.5428028143	0.5127490183	-0.08434141779
20140616	0.6286431133	0.4569095961	-0.02617325233
20140617	0.7114795025	0.1782251125	0.005977027963
20140618	0.5640808631	0.07515582546	0.01651833223
20140619	0.3871579161	-0.04242240524	0.07652606067
20140620	0.3095955652	-0.1318189108	0.09590087198
20140621	0.2432615507	-0.2006054403	0.1751555959
20140622	0.2049080414	-0.2505092022	0.1694928734
20140623	0.2050459482	-0.2321929748	0.1459005683
20140624	0.2201872694	-0.2251884624	0.12758755
20140625	0.2468454613	-0.2103087723	0.1306883124
20140626	0.2946220103	-0.1905321004	0.09116786853
20140627	0.3295898243	-0.169389298	0.05734102176
20140628	0.3640295821	-0.1487331165	0.02522956709
20140629	0.3492755937	-0.1654509751	0.007433270851
20140630	0.4101750602	-0.1447754485	-0.09090767324
20140701	0.46345437	-0.08970226585	-0.07061149902
20140702	0.494035794	-0.0864557792	-0.08675626651
20140703	0.469461055	-0.08395862816	-0.1417881536
20140704	0.5256237966	0.1425304836	-0.2376770149
20140705	0.5519292279	-0.0504983768	-0.2125080373
20140706	0.5724944287	-0.06115229461	-0.3798049271
20140707	0.5979539312	-0.0477456014	-0.601617834
20140708	0.6211771659	-0.000851912	-0.5918746796
20140709	0.64486435	0.08249685285	-0.3842462403
20140710	0.6624494289	0.1810495401	-0.3622840274
20140711	0.6688376305	0.2523068094	-0.3805101025
20140712	0.6448141781	0.3749693083	-0.3937365093
20140713	0.5740301583	0.3904953116	-0.4221680884
20140714	0.5399188245	0.4395617072	-0.4451593597
20140715	0.4894554964	0.4609238	-0.4895444916
20140716	0.4170924532	0.462868339	-0.499413029
20140717	0.1690377666	0.527960538	-0.4749597149
20140718	0.1902068662	0.5361835378	-0.4403650338
20140719	0.2311481769	0.539461839	-0.4367972428
20140720	0.2629529248	0.4589376242	-0.4223368311
20140721	0.276984545	0.4773131616	-0.4144580138
20140722	0.3085663062	0.4614449301	-0.449497155
20140723	0.3385018853	0.3954908034	-0.4618381882
20140724	0.3336232351	0.348430997	-0.4293557617
20140725	0.3575830092	0.3889698232	-0.3747659637
20140726	0.3463971644	0.3613591064	-0.3230733562
20140727	0.3310910498	0.3289937026	-0.308774473
20140728	0.1120206614	0.2944252706	-0.2631582321
20140729	-0.05164552675	0.2246305555	-0.1942306979
20140730	-0.268441934	0.1636085133	-0.1479182603
20140731	-0.401148128	0.1566866338	-0.06427091234
20140801	-0.3301387025	0.1825476648	0.003776077325
20140802	-0.3181011253	0.3941308897	0.06410963426
