# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	-0.5290256553	-0.2934768839	-1.974920709	209.0193146
20120402	2012.2527	0.5287825057	0.1233289336	-1.888881483	13.12850903
20120403	2012.2555	0.4468387951	0.1378729971	-1.046295899	17.14771399
20120404	2012.2582	0.3649849352	0.1314848266	-0.7749601344	19.81141745
20120405	2012.2609	0.2709156309	-0.003735230225	0.1762580782	359.2100885
20120406	2012.2637	-0.4758353541	-0.03891351062	1.173403176	184.6752083
20120407	2012.2664	-0.5901113744	-0.2706841158	2.078516603	204.640926
20120408	2012.2691	-0.8115606153	-0.3446042687	2.430496006	203.0070122
20120409	2012.2719	-0.7836175533	-0.6164403373	2.019931795	218.1907027
20120410	2012.2746	-0.7767003269	-0.7404349948	1.842949529	223.6306727
20120411	2012.2773	-0.7053706648	-1.010751779	1.326277286	235.09007
20120412	2012.2801	-0.6536711401	-1.115932507	0.7077917363	239.6398383
20120413	2012.2828	-0.5945051169	-1.32002978	-0.2374597141	245.7545084
20120414	2012.2855	-0.5420350892	-1.334709149	-1.0278408	247.8975713
20120415	2012.2883	-0.4990419542	-1.40290994	-2.060893508	250.4185525
20120416	2012.2910	-0.4686594161	-1.265117464	-2.784752654	249.6729845
20120417	2012.2937	-0.4511467506	-1.164753339	-3.569245317	248.8269982
20120418	2012.2964	-0.4503669993	-0.910534062	-3.927045959	243.6821488
20120419	2012.2992	-0.4686053846	-0.7148842549	-4.243295341	236.7552284
20120420	2012.3019	-0.5042890864	-0.4542484951	-4.157153093	222.0115785
20120421	2012.3046	-0.558034118	-0.2882651875	-4.03881511	207.3196413
20120422	2012.3074	-0.614560393	-0.1807221786	-3.65157488	196.3868907
20120423	2012.3101	-0.6965673504	-0.05899418756	-3.174729016	184.8409832
20120424	2012.3128	-0.7471340896	0.1299191608	-2.507930531	170.1354736
20120425	2012.3156	-0.8453003673	0.284657129	-1.848583625	161.3889118
20120426	2012.3183	-0.8696199573	0.4794569699	-1.096519425	151.1302587
20120427	2012.3210	-0.9665692087	0.610114864	-0.4181577656	147.739185
20120428	2012.3238	-0.9491774549	0.7517910385	0.2333319226	141.6191998
20120429	2012.3265	-1.031629093	0.8159718809	0.835730261	141.6575997
20120430	2012.3292	-0.9984628338	0.8646354977	1.323123514	139.1085296
20120501	2012.3320	-1.075912552	0.8493069949	1.805056066	141.7130405
20120502	2012.3347	-1.037365317	0.821493382	2.109350244	141.6241687
20120503	2012.3374	-1.066888799	0.735760112	2.398410839	145.4086309
20120504	2012.3402	-0.9913450659	0.5996960882	2.473847132	148.8289253
20120505	2012.3429	-0.9396090312	0.3874761735	2.511197242	157.589718
20120506	2012.3456	-0.7912740225	-0.06478436132	2.36050351	184.6805654
20120507	2012.3484	-0.6331793599	-0.3007100067	2.215462921	205.4040125
20120508	2012.3511	-0.3150029237	-0.516084336	1.933453702	238.6013185
20120509	2012.3538	0.11171988	-0.7076131308	1.70108831	278.9719544
20120510	2012.3565	0.5651062953	-0.8486199876	1.396854187	303.6601252
20120511	2012.3593	0.6798721823	-0.9175360905	1.175496608	306.5375565
20120512	2012.3620	0.7723203337	-0.8858158279	0.9498517387	311.084347
20120513	2012.3648	1.042673419	-0.6504881991	0.8312406937	328.0413748
20120514	2012.3675	1.066093438	-0.4135115768	0.7453130825	338.7999447
20120515	2012.3702	1.054939132	-0.1003208664	0.7217572247	354.5677162
20120516	2012.3730	1.002050783	0.1243429506	0.7265105426	7.073587374
20120517	2012.3757	0.9187300261	0.3805156025	0.7556146154	22.49814569
20120518	2012.3784	0.8062112255	0.6483576189	0.7877793591	38.80635113
20120519	2012.3811	0.6768193444	0.9159558136	0.8163875928	53.53851209
20120520	2012.3839	0.5372285958	1.163473091	0.8235726272	65.21507559
20120521	2012.3866	0.3952692336	1.608825995	0.8017136818	76.19651815
20120522	2012.3893	0.2599321669	2.016873341	0.7614584607	82.65627069
20120523	2012.3921	0.1383174748	2.220363537	0.6978254557	86.43536755
20120524	2012.3948	0.03792578029	2.270008266	0.6309816021	89.04282948
20120525	2012.3975	-0.02982940606	2.238351027	0.5499896733	90.76350755
20120526	2012.4003	-0.06777467546	2.155477461	0.4717468725	91.80095778
20120527	2012.4030	-0.07935495139	2.043051984	0.3957689278	92.22432882
20120528	2012.4057	-0.06690594894	1.920823315	-0.6306599865	91.99491503
20120529	2012.4085	-0.03978412996	1.787936858	-0.7213338698	91.27470197
20120530	2012.4112	0.009325953319	1.64535239	-1.111283957	89.67524766
20120531	2012.4139	0.05786465573	1.488730999	-0.9347107764	87.77412274
20120601	2012.4167	0.131054346	1.318405207	-0.7407902166	84.32323647
20120602	2012.4194	0.1868017595	1.130958303	-0.1374072438	80.62106514
20120603	2012.4221	0.2717021246	0.9259944421	0.7032152349	73.64743663
20120604	2012.4249	0.3265680021	0.701557422	1.455570283	65.03849047
20120605	2012.4276	0.4101190761	0.4584621598	2.067885052	48.18565465
20120606	2012.4303	0.4591179744	0.2073722087	2.521186976	24.30751448
20120607	2012.4331	0.5275049656	-0.03996501467	2.796656466	355.6674142
20120608	2012.4358	0.5645479	-0.2700016703	2.85903958	334.4399935
20120609	2012.4385	0.6066218515	-0.4715146154	2.187222524	322.1428157
20120610	2012.4413	0.6225878333	-0.6332922332	1.718172078	314.5116555
20120611	2012.4440	0.628734078	-0.7542534611	0.9595855249	309.8140667
20120612	2012.4467	0.6169280429	-0.8314916924	0.01173378849	306.573691
20120613	2012.4495	0.5925624788	-0.8744768225	-1.002388245	304.1223295
20120614	2012.4522	0.5599786113	-0.9169508135	-1.881774748	301.4122644
20120615	2012.4549	0.5176422765	-0.9525817539	-3.007517345	298.5200912
20120616	2012.4577	0.4683715441	-0.9863124532	-3.613404873	295.4017045
20120617	2012.4604	0.4165282583	-1.03046008	-3.978032995	292.0093375
20120618	2012.4631	0.3623923156	-1.096295358	-3.785082797	288.2918632
20120619	2012.4658	0.5250404217	-1.192724508	-3.420665546	293.7592188
20120620	2012.4686	0.5049136718	-1.276824572	-2.576130001	291.5760634
20120621	2012.4713	0.5869887467	-1.331984992	-1.665814968	293.7824738
20120622	2012.4740	0.4715391047	-1.417425583	-0.3885807186	288.400887
20120623	2012.4768	0.3312373251	-1.467982973	0.8078358234	282.7153422
20120624	2012.4795	0.1436782543	-1.462811951	2.20216701	275.6096323
20120625	2012.4822	-0.04241299679	-1.419584132	3.212840908	268.2886798
20120626	2012.4850	-0.2094729405	-1.345417002	4.315738078	261.1504579
20120627	2012.4877	-0.3537286647	-1.253082913	4.604707731	254.2363316
20120628	2012.4904	-0.478313161	-1.151239028	5.298629359	247.4382467
20120629	2012.4932	-0.5796174072	-1.047399503	5.477634359	241.0404225
20120630	2012.4959	-0.6593250699	-0.9351613762	5.638960725	234.8146778
20120701	2012.4986	-0.7115957298	-0.7782455839	5.21489199	227.5614882
20120702	2012.5014	-0.7413419774	-0.4752820778	4.8203108	212.664356
20120703	2012.5041	-0.7448888587	0.0258484233	4.06764884	178.0125739
20120704	2012.5068	-0.7181278723	0.5660673667	3.269434494	141.7529032
20120705	2012.5096	-0.6686356518	0.7266005188	1.995818689	132.6210239
20120706	2012.5123	-0.601574623	0.8608598023	0.8929845186	124.946109
20120707	2012.5150	-0.5225667344	0.9612523621	-0.2374307703	118.529881
20120708	2012.5178	-0.4338955403	1.026822291	-0.8546029121	112.9070464
20120709	2012.5205	-0.3531775081	1.050676812	-1.487860778	108.5797031
20120710	2012.5232	-0.283125788	1.030805453	-1.714439943	105.3583849
20120711	2012.5260	-0.2181516853	0.9633876852	-1.958820565	102.7590128
20120712	2012.5287	-0.2011630455	0.8537367111	-1.882329669	103.258567
20120713	2012.5314	-0.1798182302	0.7100636809	-1.830103782	104.2109574
20120714	2012.5342	-0.2417081774	0.5421885984	-1.530517628	114.0273569
20120715	2012.5369	-0.2762968605	0.3598310073	-1.253006208	127.5189186
20120716	2012.5396	-0.4119157299	0.1724429796	-0.7899190425	157.2840326
20120717	2012.5423	-0.4846697938	-0.009983722383	-0.3479229965	181.18007
20120718	2012.5451	-0.6780432352	-0.1780692042	0.1522593362	194.7148537
20120719	2012.5478	-0.7730283274	-0.3218854356	0.4768499625	202.6066202
20120720	2012.5505	-1.009644637	-0.433693219	0.7826928466	203.245959
20120721	2012.5533	-1.112349022	-0.6775987625	1.015929345	211.3481102
20120722	2012.5560	-1.367241461	-0.6823961036	1.085729049	206.523981
20120723	2012.5587	-1.469356396	-0.6493127145	1.056833757	203.8407698
20120724	2012.5615	-1.695020514	-0.5867428016	0.867768786	199.0936409
20120725	2012.5642	-1.768705632	-0.4959092341	0.6638199699	195.6624205
20120726	2012.5669	-1.932515012	-0.375528525	0.3836106272	190.9967334
20120727	2012.5697	-1.944883351	-0.2564085413	0.1008336394	187.5104185
20120728	2012.5724	-2.049851333	-0.1312762458	-0.2211363684	183.6643229
20120729	2012.5751	-2.041212413	-0.04775140624	-0.5062838189	181.3401129
20120730	2012.5779	-2.085226754	0.01284327756	-0.703019679	179.6471097
20120731	2012.5806	-2.04066249	0.1003669327	-0.7940132217	177.1842617
20120801	2012.5833	-2.038731468	0.1619490071	-0.7768363375	175.4581802
20120802	2012.5861	-1.976372089	0.1606271625	-0.644186618	175.35357
20120803	2012.5888	-1.94041242	0.1118334632	-0.4156079384	176.7014719
20120804	2012.5915	-1.881794749	0.02481992981	-0.1136447497	179.2443412
20120805	2012.5943	-1.838686309	-0.04392527437	0.2716955639	181.3685065
20120806	2012.5970	-1.760712831	-0.08718435333	1.05112422	182.8347717
20120807	2012.5997	-1.702209373	-0.1106835318	1.488505265	183.7203321
20120808	2012.6025	-1.643594422	-0.1137175867	2.008684069	183.957893
20120809	2012.6052	-1.58998991	-0.08897878124	2.39317787	183.2030371
20120810	2012.6079	-1.537113272	-0.03724621483	2.474372741	181.3880782
20120811	2012.6107	-1.469737062	0.04170834688	2.208815877	178.3744908
20120812	2012.6134	-1.395255227	0.1399417677	2.115279032	174.2724836
20120813	2012.6161	-1.30254183	0.2525245039	1.897646724	169.0281462
20120814	2012.6189	-1.193289785	0.3690340271	1.648209668	162.8153749
20120815	2012.6216	-1.065475846	0.4804721007	1.324239181	155.727195
20120816	2012.6243	-0.9008230778	0.5778719033	0.9413349448	147.3201031
20120817	2012.6270	-0.7148843744	0.6539693127	0.5430726279	137.548026
20120818	2012.6298	-0.4789260785	0.6995536934	0.06175001902	124.3961896
20120819	2012.6325	-0.2576763079	0.7154336608	-0.3768498308	109.807397
20120820	2012.6352	-0.01669367835	0.7048830415	-0.9153588759	91.35667692
20120821	2012.6380	0.2385781816	0.6707381624	-1.365620904	70.41978379
20120822	2012.6407	0.4990672115	0.6164380548	-1.923449723	51.00642714
20120823	2012.6434	0.7527098208	0.5449934971	-2.346138753	35.90611587
20120824	2012.6462	0.9986728343	0.4598809228	-2.878730872	24.72569565
20120825	2012.6489	1.208021286	0.3648157859	-3.229846486	16.80402743
20120826	2012.6516	1.436507023	0.2644116389	-3.69295128	10.42944831
20120827	2012.6544	1.577950619	0.1626510775	-3.930791025	5.885116784
20120828	2012.6571	1.715501707	0.063592191	-4.28064046	2.122933842
20120829	2012.6598	1.78375373	-0.02829205735	-4.364878438	359.0913098
20120830	2012.6626	1.83299698	-0.1093399843	-4.554161726	356.5862982
20120831	2012.6653	1.831217642	-0.4904833934	-4.448019091	345.0055436
20120901	2012.6680	1.821047856	-0.6777188165	-4.439659341	339.5868115
20120902	2012.6708	1.761314345	-0.7001428022	-4.142688241	338.3216075
