# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	0.3487958534	0.0889658747	-3.368851433	14.30908879
20120402	2012.2527	0.3445694452	0.4128786924	-1.189797526	50.15318791
20120403	2012.2555	0.3382663934	0.7149472329	0.8884998178	64.67954115
20120404	2012.2582	0.3313709975	0.978270409	2.751505755	71.28714076
20120405	2012.2609	0.3248791998	1.18960547	4.3010001	74.72509802
20120406	2012.2637	0.3190388831	1.340448542	5.462473708	76.61217566
20120407	2012.2664	0.3132845369	1.427622582	6.190225282	77.62291999
20120408	2012.2691	0.3063496082	1.453346763	6.469717794	78.09692711
20120409	2012.2719	0.2965082361	1.424808548	6.317106745	78.2443096
20120410	2012.2746	0.2818840798	1.353293059	5.77620379	78.23382004
20120411	2012.2773	0.2607660424	1.252949282	4.913392932	78.24332814
20120412	2012.2801	0.2318835736	1.139294093	3.811141576	78.49557797
20120413	2012.2828	0.1946101691	1.027575863	2.560787974	79.27589981
20120414	2012.2855	0.1490764363	0.9311407499	1.255295454	80.90408847
20120415	2012.2883	0.09618308354	0.8599654516	-0.017357036	83.61825937
20120416	2012.2910	0.03751275861	0.8195324258	-1.179576094	87.37920859
20120417	2012.2937	-0.02485134925	0.8102117664	-2.167966235	91.75686309
20120418	2012.2964	-0.08858523344	0.8272652047	-2.935406125	96.11205768
20120419	2012.2992	-0.1514416994	0.8615052629	-3.45145214	99.97000919
20120420	2012.3019	-0.2115961389	0.9005456407	-3.701309891	103.2226166
20120421	2012.3046	-0.2679742512	0.9304895016	-3.68377846	106.0660181
20120422	2012.3074	-0.3204984235	0.9378333217	-3.408706671	108.8675285
20120423	2012.3101	-0.3701871964	0.9113220766	-2.894534406	112.1074302
20120424	2012.3128	-0.4190659501	0.8434876106	-2.166360347	116.419347
20120425	2012.3156	-0.4698882261	0.7316490293	-1.25470327	122.7098642
20120426	2012.3183	-0.525703715	0.5782513536	-0.1948229707	132.2748101
20120427	2012.3210	-0.5893298798	0.3905415427	0.9737320132	146.4680615
20120428	2012.3238	-0.6627985927	0.1796881392	2.207722782	164.8314211
20120429	2012.3265	-0.7468658007	-0.04048907097	3.461249385	183.1030799
20120430	2012.3292	-0.8406811097	-0.2549998648	4.687346229	196.873879
20120501	2012.3320	-0.9416957283	-0.4492060295	5.840118869	205.5019929
20120502	2012.3347	-1.045836124	-0.6102312911	6.877260269	210.2629858
20120503	2012.3374	-1.147906385	-0.7281211797	7.762692034	212.3871043
20120504	2012.3402	-1.242135763	-0.7966439646	8.469031302	212.674089
20120505	2012.3429	-1.322777866	-0.8136713006	8.979581439	211.5966354
20120506	2012.3456	-1.384687006	-0.7811346844	9.289584881	209.4283728
20120507	2012.3484	-1.423821135	-0.704602137	9.406540888	206.3292905
20120508	2012.3511	-1.437631126	-0.5925468212	9.349439262	202.3999329
20120509	2012.3538	-1.425295304	-0.4553890032	9.146797827	197.718942
20120510	2012.3566	-1.387763318	-0.3043978981	8.833497124	192.3715762
20120511	2012.3593	-1.327599141	-0.1505512852	8.44663807	186.4697691
20120512	2012.3620	-1.248655023	-0.003464798473	8.020942826	180.1589853
20120513	2012.3648	-1.155645141	0.1294949957	7.584438257	173.6064327
20120514	2012.3675	-1.053697263	0.2438147427	7.155210024	166.9716325
20120515	2012.3702	-0.9479401584	0.3380824002	6.739862523	160.3712486
20120516	2012.3730	-0.8431519131	0.4138425371	6.333979796	153.8569044
20120517	2012.3757	-0.7434710489	0.4750777626	5.924448422	147.4214352
20120518	2012.3784	-0.6521664153	0.5274023254	5.493133163	141.0377791
20120519	2012.3811	-0.5714669752	0.5771022915	5.021199509	134.7188874
20120520	2012.3839	-0.5024596278	0.6301636487	4.493357916	128.5670315
20120521	2012.3866	-0.4450656407	0.6914039001	3.901406888	122.7699082
20120522	2012.3893	-0.3981024363	0.7637895204	3.246614276	117.5294305
20120523	2012.3921	-0.3594309775	0.8479948554	2.540656505	112.9701381
20120524	2012.3948	-0.3261843042	0.942234888	1.805024595	109.0949078
20120525	2012.3975	-0.2950690824	1.042379654	1.069007493	105.8053624
20120526	2012.4003	-0.2627236747	1.14233377	0.3665592701	102.9521408
20120527	2012.4030	-0.2260999514	1.234644042	-0.2675012091	100.3775676
20120528	2012.4057	-0.1828176835	1.311279365	-0.8014672443	97.93697711
20120529	2012.4085	-0.1314314456	1.36450553	-1.210452057	95.50185167
20120530	2012.4112	-0.07155627581	1.387755041	-1.479438675	92.95170604
20120531	2012.4139	-0.003817881416	1.376379147	-1.605302134	90.15892999
20120601	2012.4167	0.07037606863	1.328177974	-1.597464289	86.96690921
20120602	2012.4194	0.1492079757	1.243636082	-1.476975173	83.15851435
20120603	2012.4221	0.2308916914	1.125834759	-1.27406956	78.41020649
20120604	2012.4249	0.314082772	0.9800580531	-1.024538248	72.23071493
20120605	2012.4276	0.3981522305	0.8131524268	-0.765465918	63.91176557
20120606	2012.4303	0.4832420789	0.6327342388	-0.5309547243	52.62971552
20120607	2012.4331	0.5700706844	0.446355435	-0.3483837825	38.06032651
20120608	2012.4358	0.6595180475	0.2607307095	-0.2356122322	21.57063223
20120609	2012.4385	0.7520803585	0.08110596443	-0.1993846755	6.155112548
20120610	2012.4413	0.8473259678	-0.08917649819	-0.2350623834	353.9920446
20120611	2012.4440	0.9434950737	-0.2488768745	-0.3276530551	345.2230078
20120612	2012.4467	1.037354341	-0.3987957073	-0.4539319184	338.9714741
20120613	2012.4495	1.124358784	-0.5414490138	-0.5852867766	334.2862785
20120614	2012.4522	1.199111696	-0.6805120743	-0.6908531433	330.4245045
20120615	2012.4549	1.256061054	-0.8200924654	-0.7405575041	326.859154
20120616	2012.4577	1.290325513	-0.9639081759	-0.7078134016	323.2392707
20120617	2012.4604	1.298508762	-1.114453639	-0.5717469404	319.3619414
20120618	2012.4631	1.279353934	-1.272246928	-0.3189229936	315.1595863
20120619	2012.4658	1.234118122	-1.435265074	0.05540463595	310.6907153
20120620	2012.4686	1.166598232	-1.598676034	0.5464913337	306.119266
20120621	2012.4713	1.082793412	-1.75494761	1.139772114	301.6743668
20120622	2012.4740	0.9902396297	-1.894353802	1.811098585	297.5975152
20120623	2012.4768	0.8971026022	-2.005829885	2.527644539	294.0964661
20120624	2012.4795	0.811161007	-2.078078078	3.249503104	291.3227864
20120625	2012.4822	0.7388352571	-2.100804367	3.931905525	289.3763452
20120626	2012.4850	0.6844057621	-2.065961244	4.527956463	288.3288542
20120627	2012.4877	0.6495264	-1.968871372	4.991780255	288.2576109
20120628	2012.4904	0.6330937228	-1.809115078	5.281944689	289.2873219
20120629	2012.4932	0.6314914072	-1.591081278	5.364965327	291.6478557
20120630	2012.4959	0.639186966	-1.324103321	5.218619564	295.7680879
20120701	2012.4986	0.6496060372	-1.022126262	4.83471979	302.4377472
20120702	2012.5014	0.6561554797	-0.702883885	4.220924158	313.0307516
20120703	2012.5041	0.6532286007	-0.3866104395	3.401160923	329.3810206
20120704	2012.5068	0.6370193773	-0.09437592356	2.414356087	351.5727949
20120705	2012.5096	0.6060007902	0.1537979962	1.311373706	14.2405317
20120706	2012.5123	0.5609802972	0.3408364881	0.1503609643	31.28173613
20120707	2012.5150	0.5047242315	0.4543101604	-1.009020409	41.99087199
20120708	2012.5178	0.4412274405	0.4877459104	-2.111771252	47.86669963
20120709	2012.5205	0.3747746747	0.4414054902	-3.113332086	49.66712778
20120710	2012.5232	0.3089799318	0.3224345031	-3.984172713	46.22070935
20120711	2012.5260	0.2459916842	0.1443396741	-4.712536625	30.40298199
20120712	2012.5287	0.1860162635	-0.07417907442	-5.304913825	338.2590057
20120713	2012.5314	0.1272468536	-0.3109394346	-5.784131809	292.2560251
20120714	2012.5342	0.06620521233	-0.5423575055	-6.185312683	276.9596249
20120715	2012.5369	-0.001576822542	-0.7456715477	-6.550279948	269.8788406
20120716	2012.5396	-0.08067338054	-0.9010559751	-6.921228226	264.8838332
20120717	2012.5423	-0.1748517578	-0.9933847135	-7.334523669	260.0172729
