# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	0.2365427782	-0.1958953983	0.1510752179	320.3697863
20120402	2012.2527	0.1971547112	-0.317046539	0.7409212467	301.8753263
20120403	2012.2555	0.1537171994	-0.4445883258	1.298955674	289.0729171
20120404	2012.2582	0.1062813305	-0.5848673235	1.802783092	280.299329
20120405	2012.2609	0.05610542974	-0.7422806227	2.232685798	274.3224938
20120406	2012.2637	0.005931964852	-0.9184764567	2.572611285	270.3700387
20120407	2012.2664	-0.03987455732	-1.111771996	2.811124837	267.9459233
20120408	2012.2691	-0.07540738228	-1.316875231	2.942210222	266.7226875
20120409	2012.2719	-0.09357735253	-1.524996517	2.965760032	266.4885998
20120410	2012.2746	-0.086767486	-1.724409096	2.887603572	267.1194646
20120411	2012.2773	-0.0477349808	-1.901464858	2.718974049	268.5619305
20120412	2012.2801	0.02934663679	-2.041998919	2.475403752	270.823371
20120413	2012.2828	0.1478583258	-2.132977196	2.175134094	273.9654092
20120414	2012.2855	0.3078917309	-2.164173535	1.837211305	278.0969957
20120415	2012.2883	0.5057465495	-2.129628448	1.479494246	283.3591945
20120416	2012.2910	0.7338725541	-2.028654434	1.116828797	289.8877608
20120417	2012.2937	0.9812834077	-1.866212657	0.7596412967	297.7360862
20120418	2012.2964	1.234388186	-1.652579731	0.4131625958	306.7577535
20120419	2012.2992	1.478121182	-1.402333315	0.077417791	316.5071661
20120420	2012.3019	1.697216024	-1.132791373	-0.2519779805	326.2792329
20120421	2012.3046	1.877470211	-0.8621258675	-0.5822839759	335.3356258
20120422	2012.3074	2.00687386	-0.6074272458	-0.9215523559	343.1603346
20120423	2012.3101	2.076516792	-0.3830109554	-1.276329093	349.5493232
20120424	2012.3128	2.081224343	-0.1992169808	-1.649549208	354.5322466
20120425	2012.3156	2.019896639	-0.06185270275	-2.039012474	358.246053
20120426	2012.3183	1.895543009	0.02771016953	-2.436691228	0.8375239568
20120427	2012.3210	1.715019594	0.07190609333	-2.82894271	2.400849587
20120428	2012.3238	1.48849483	0.07601473022	-3.197548366	2.923451852
20120429	2012.3265	1.228681469	0.0470821814	-3.521413681	2.194458982
20120430	2012.3292	0.9498858439	-0.007095336894	-3.778717423	359.5720272
20120501	2012.3320	0.6669414503	-0.07879370912	-3.949266629	353.2622013
20120502	2012.3347	0.3941176374	-0.1609062747	-4.016781093	337.7912961
20120503	2012.3374	0.1441140904	-0.2471810262	-3.970817903	300.2434919
20120504	2012.3402	-0.07274946566	-0.3321766377	-3.808084189	257.6467857
20120505	2012.3429	-0.249067395	-0.4110224702	-3.532986789	238.7853831
20120506	2012.3456	-0.3805709474	-0.4791073205	-3.157402175	231.5387106
20120507	2012.3484	-0.4660521284	-0.5318271759	-2.699764178	228.7711864
20120508	2012.3511	-0.5070382907	-0.5644930678	-2.183624174	228.0692213
20120509	2012.3538	-0.5072886767	-0.5724465419	-1.635847092	228.4533918
20120510	2012.3566	-0.4721915321	-0.5513657475	-1.084603103	229.4231362
20120511	2012.3593	-0.4081382968	-0.4976876675	-0.5573243936	230.6458788
20120512	2012.3620	-0.3219428646	-0.4090423301	-0.07881310401	231.7949579
20120513	2012.3648	-0.2203587897	-0.2846035321	0.3303203405	232.2506053
20120514	2012.3675	-0.1097243266	-0.1252981651	0.6547628617	228.79118
20120515	2012.3702	0.004263969363	0.0661408736	0.8851067602	86.31136059
20120516	2012.3730	0.1166757399	0.2852659445	1.017991886	67.75509972
20120517	2012.3757	0.2234091083	0.5261313768	1.055854851	66.99265639
20120518	2012.3784	0.3212210512	0.781619321	1.006375292	67.65887344
20120519	2012.3811	0.4077305817	1.043851402	0.8817090917	68.66427756
20120520	2012.3839	0.4813768564	1.304639931	0.6975765814	69.74730283
20120521	2012.3866	0.5413120837	1.555911283	0.4722395926	70.81686772
20120522	2012.3893	0.5872266608	1.790040482	0.2253866366	71.83781091
20120523	2012.3921	0.6191248056	2.000072815	-0.02303252218	72.80003016
20120524	2012.3948	0.6370804244	2.17985099	-0.2539465618	73.70853847
20120525	2012.3975	0.6410066208	2.324092365	-0.4501899942	74.58064073
20120526	2012.4003	0.6304754165	2.428466218	-0.5973618761	75.4462454
20120527	2012.4030	0.6046300498	2.489709579	-0.6845148097	76.34987869
20120528	2012.4057	0.5622350104	2.505794195	-0.7047135924	77.35376119
20120529	2012.4085	0.501896505	2.476122245	-0.6554888808	78.54169587
20120530	2012.4112	0.4224526161	2.40169689	-0.5391520669	80.023864
20120531	2012.4139	0.3234875953	2.285199751	-0.3628927429	81.94287505
20120601	2012.4167	0.2058848851	2.130919911	-0.1385895573	84.4813351
20120602	2012.4194	0.0723093339	1.944514295	0.1176938671	87.87036199
20120603	2012.4221	-0.07249710745	1.73262082	0.38653003	92.39599839
20120604	2012.4249	-0.2217099244	1.502377206	0.6462701163	98.39470606
20120605	2012.4276	-0.3667749948	1.260912522	0.8745152366	106.2186888
20120606	2012.4303	-0.4981254523	1.014874471	1.049891235	116.1429446
20120607	2012.4331	-0.6061910791	0.7700369288	1.154034272	128.2106485
20120608	2012.4358	-0.6825628221	0.5310096731	1.173623396	142.1183495
20120609	2012.4385	-0.721135051	0.3010554334	1.102242861	157.340712
20120610	2012.4413	-0.7190349956	0.08201384199	0.9418154654	173.4929084
20120611	2012.4440	-0.6771664026	-0.1256632473	0.7033247253	190.5129137
20120612	2012.4467	-0.6002524827	-0.322754278	0.4065805777	208.2668097
20120613	2012.4495	-0.4963548625	-0.5109825987	0.07891416679	225.8319443
20120614	2012.4522	-0.3759410477	-0.6926168007	-0.2471191276	241.5076156
20120615	2012.4549	-0.2506447085	-0.8699930827	-0.5367689212	253.928327
20120616	2012.4577	-0.1319015131	-1.045009587	-0.7564794127	262.8061468
20120617	2012.4604	-0.02964967536	-1.218645608	-0.8772300187	268.6062673
20120618	2012.4631	0.04873881934	-1.390556609	-0.8774354302	272.0073875
20120619	2012.4658	0.09917561087	-1.558793571	-0.7450680203	273.6404405
20120620	2012.4686	0.1211522948	-1.719690561	-0.47875311	274.0298327
20120621	2012.4713	0.1175898056	-1.867950275	-0.08770964711	273.6020878
20120622	2012.4740	0.09425571169	-1.996929451	0.4094403201	272.7023735
20120623	2012.4768	0.05881423369	-2.099094526	0.9868044281	271.6049425
20120624	2012.4795	0.01963011258	-2.166600104	1.613954265	270.5191045
20120625	2012.4822	-0.01551031331	-2.191943349	2.258832582	269.5945786
20120626	2012.4850	-0.04058458474	-2.168656099	2.890426187	268.9278826
20120627	2012.4877	-0.05226321259	-2.09200356	3.480921375	268.5689132
20120628	2012.4904	-0.05044901148	-1.95965948	4.007228056	268.5253167
20120629	2012.4932	-0.03833639144	-1.772315614	4.451908323	268.7608466
20120630	2012.4959	-0.02195942493	-1.534154613	4.803630826	269.1799416
20120701	2012.4986	-0.009270385635	-1.253084448	5.057272438	269.5761305
20120702	2012.5014	-0.008866647128	-0.9406270074	5.213714056	269.4599279
20120703	2012.5041	-0.02854987526	-0.6113904135	5.279281457	267.3264221
20120704	2012.5068	-0.07394585596	-0.2821253602	5.264736392	255.3129873
20120705	2012.5096	-0.1474254692	0.02955484195	5.183766685	168.6640054
20120706	2012.5123	-0.2475350883	0.3066493633	5.051038686	128.9113423
20120707	2012.5150	-0.3690600766	0.5342740045	4.880009337	124.6355254
20120708	2012.5178	-0.50371849	0.7010408633	4.680803304	125.6983575
20120709	2012.5205	-0.6413480029	0.8001886631	4.458518145	128.7120346
20120710	2012.5232	-0.7713507359	0.8303602041	4.212310288	132.8900905
20120711	2012.5260	-0.884127331	0.7959357597	3.935521785	138.0048701
20120712	2012.5287	-0.9722659458	0.7068482947	3.616933737	143.982426
20120713	2012.5314	-1.031332772	0.5778370733	3.24300448	150.7388799
20120714	2012.5342	-1.060206719	0.4271449294	2.800722459	158.056069
20120715	2012.5369	-1.060984801	0.2747375601	2.280547535	165.4823748
20120716	2012.5396	-1.038541118	0.1402157796	1.678891276	172.3108626
20120717	2012.5423	-0.9998469504	0.04067418283	0.9996992187	177.6704687
20120718	2012.5451	-0.953155887	-0.01120482657	0.2548912151	180.6735097
20120719	2012.5478	-0.9071368897	-0.008559072996	-0.5363715287	180.5405846
20120720	2012.5505	-0.8700146804	0.04893100354	-1.349426123	176.7809858
20120721	2012.5533	-0.8487632387	0.1550961486	-2.156525788	169.6444829
20120722	2012.5560	-0.8483984386	0.2981001215	-2.929514151	160.6401532
20120723	2012.5587	-0.8714246624	0.4619281481	-3.642344729	152.0726593
20120724	2012.5615	-0.9174974113	0.6283543518	-4.273137167	145.5944409
20120725	2012.5642	-0.9833596241	0.7791319493	-4.805587477	141.6096377
20120726	2012.5669	-1.063088352	0.8981205338	-5.229639138	139.8081374
20120727	2012.5697	-1.148651994	0.9730892317	-5.541394238	139.7301443
20120728	2012.5724	-1.230731848	0.9970005525	-5.742346888	140.9894985
20120729	2012.5751	-1.299712234	0.9686552632	-5.838143161	143.3034115
20120730	2012.5779	-1.346703379	0.8926472318	-5.837144287	146.4620388
20120731	2012.5806	-1.364447857	0.7786502633	-5.74905123	150.2878683
20120801	2012.5833	-1.347982979	0.640145304	-5.583766555	154.5973666
20120802	2012.5861	-1.294981392	0.4927774728	-5.350578032	159.166748
20120803	2012.5888	-1.205755943	0.3525755618	-5.057675878	163.7005319
20120804	2012.5915	-1.082978937	0.234254942	-4.71196919	167.7946118
20120805	2012.5943	-0.9312136216	0.1497720606	-4.319152703	170.8630623
20120806	2012.5970	-0.756371638	0.1072390756	-3.883986277	171.9303358
20120807	2012.5997	-0.565191792	0.1102666309	-3.410763675	168.9604948
20120808	2012.6025	-0.3647978731	0.1577768506	-2.903947556	156.6112833
20120809	2012.6052	-0.162355238	0.2442924134	-2.368934875	123.6077683
20120810	2012.6079	0.03518257338	0.3606512869	-1.812894873	84.4282614
20120811	2012.6107	0.2212640819	0.4950406475	-1.245585796	65.917198
20120812	2012.6134	0.3899030085	0.6342121665	-0.6800032363	58.41749648
20120813	2012.6161	0.5358489366	0.764736857	-0.1326604876	54.98118067
20120814	2012.6189	0.6547858172	0.8741695395	0.3767138628	53.16541073
20120815	2012.6216	0.7435547227	0.9520139625	0.8262235363	52.00897415
20120816	2012.6243	0.800373125	0.9904099351	1.193635604	51.05752261
20120817	2012.6270	0.8250073517	0.9845034621	1.458858632	50.03721634
20120818	2012.6298	0.8188538069	0.9325063954	1.606748369	48.71294025
20120819	2012.6325	0.7849015653	0.8354943394	1.629780165	46.7883352
20120820	2012.6352	0.7275780961	0.6970176823	1.530073733	43.77108002
20120821	2012.6380	0.6525044066	0.5226057568	1.320323513	38.69203847
20120822	2012.6407	0.5661924094	0.3192352682	1.023380359	29.41553145
20120823	2012.6434	0.4757069871	0.09481763423	0.6704947925	11.27243224
20120824	2012.6462	0.3882993888	-0.1422635102	0.298475548	339.8783869
20120825	2012.6489	0.311009616	-0.3835567131	-0.05382836504	309.0371069
20120826	2012.6516	0.2502414413	-0.6208915667	-0.3492559256	291.9511924
20120827	2012.6544	0.2113336964	-0.8466715221	-0.5558210387	284.0149569
20120828	2012.6571	0.1981736506	-1.054105907	-0.6495754975	280.6474191
20120829	2012.6598	0.2129078901	-1.237378457	-0.6165745674	279.762925
20120830	2012.6626	0.255796037	-1.391755312	-0.4537976332	280.4143822
20120831	2012.6653	0.3252259756	-1.51363897	-0.1689977428	282.1264122
20120901	2012.6680	0.4178761239	-1.600572357	0.2204379161	284.6321184
20120902	2012.6708	0.5289848737	-1.651192078	0.6894463286	287.7636628
20120903	2012.6735	0.6526814965	-1.665133412	1.207831498	291.4036642
20120904	2012.6762	0.782345785	-1.64290885	1.743112371	295.4635792
20120905	2012.6790	0.9109813952	-1.585806382	2.263367309	299.8756189
20120906	2012.6817	1.031597655	-1.495862916	2.739762983	304.5914596
20120907	2012.6844	1.137596338	-1.375951464	3.148489589	309.582945
20120908	2012.6872	1.223158582	-1.229984623	3.471905007	314.8405709
20120909	2012.6899	1.283623386	-1.063193031	3.698819963	320.3659004
20120910	2012.6926	1.315840526	-0.8823932476	3.824017353	326.1544774
20120911	2012.6954	1.318466999	-0.6961261887	3.847250026	332.1667748
20120912	2012.6981	1.292161232	-0.5145448926	3.772051396	338.2873122
20120913	2012.7008	1.239623174	-0.3489718928	3.604687996	344.2773195
20120914	2012.7036	1.165441503	-0.2111196348	3.353486638	349.7322212
20120915	2012.7063	1.075741043	-0.1120453112	3.02861358	354.053719
20120916	2012.7090	0.9776614668	-0.06097628907	2.642209203	356.4311118
20120917	2012.7117	0.8787283489	-0.06418744081	2.208636941	355.8222022
20120918	2012.7145	0.7861907462	-0.1241260437	1.744543587	351.0280373
20120919	2012.7172	0.7063936976	-0.2389485176	1.268475316	341.3111028
20120920	2012.7199	0.6442366368	-0.4025583514	0.7999236459	328.000344
20120921	2012.7227	0.6027518145	-0.6051397394	0.3578378206	314.88673
20120922	2012.7254	0.5828269628	-0.8340936104	-0.04120539467	304.9441121
20120923	2012.7281	0.5830908425	-1.075221864	-0.3848708278	298.4708956
20120924	2012.7309	0.5999742451	-1.313983317	-0.6666340159	294.5417805
20120925	2012.7336	0.6279525458	-1.536659414	-0.8867603424	292.2272736
20120926	2012.7363	0.6599706575	-1.731306531	-1.052494892	290.8667485
20120927	2012.7391	0.6880414113	-1.888419863	-1.177349237	290.0190944
20120928	2012.7418	0.7039839752	-2.001279483	-1.27945667	289.3801868
20120929	2012.7445	0.7002321648	-2.065986373	-1.379093992	288.7232457
20120930	2012.7473	0.6706134202	-2.08122797	-1.495645882	287.8599823
20121001	2012.7500	0.6109978922	-2.047840936	-1.644461983	286.6131035
20121002	2012.7527	0.5197435245	-1.96825949	-1.83414623	284.7920253
20121003	2012.7555	0.3978994342	-1.845946547	-2.064777534	282.1641649
20121004	2012.7582	0.2491601521	-1.684900346	-2.327405442	278.4118378
20121005	2012.7609	0.0795839808	-1.489307812	-2.604941235	273.0587991
20121006	2012.7637	-0.1028962444	-1.26337645	-2.874321666	265.3437976
20121007	2012.7664	-0.2891276252	-1.011328798	-3.1096043	254.0453577
20121008	2012.7691	-0.4694977806	-0.7375061979	-3.285506017	237.5190958
20121009	2012.7719	-0.6347254103	-0.4465157372	-3.380848945	215.1255659
20121010	2012.7746	-0.7765979545	-0.1433620734	-3.3814265	190.4592059
20121011	2012.7773	-0.8885850783	0.1664805193	-3.281919666	169.3883917
20121012	2012.7801	-0.9662817473	0.4770902021	-3.086654638	153.7226873
20121013	2012.7828	-1.007660497	0.7822369696	-2.809174428	142.1781607
20121014	2012.7855	-1.013131381	1.075643665	-2.470764984	133.2857794
20121015	2012.7883	-0.9854202709	1.351345756	-2.098188647	126.1000553
20121016	2012.7910	-0.9292859215	1.60409929	-1.720913482	120.0845472
20121017	2012.7937	-0.8511072231	1.829768816	-1.368110424	114.9452429
20121018	2012.7964	-0.7583835595	2.025627077	-1.065675311	110.5256218
20121019	2012.7992	-0.6591963487	2.19051589	-0.8335495047	106.7482227
20121020	2012.8019	-0.5616732714	2.324844333	-0.6836368869	103.5821699
20121021	2012.8046	-0.4734805368	2.430425734	-0.6185977941	101.0239324
20121022	2012.8074	-0.401351461	2.510173959	-0.6317133753	99.08412596
20121023	2012.8101	-0.350650585	2.567695115	-0.707864067	97.77634565
20121024	2012.8128	-0.3249747456	2.606826037	-0.8254932429	97.10600375
20121025	2012.8156	-0.3258016745	2.631182895	-0.9592834797	97.05862245
20121026	2012.8183	-0.3522074825	2.64378504	-1.083189681	97.58831512
20121027	2012.8210	-0.4006866736	2.646807064	-1.173454188	98.60835374
20121028	2012.8238	-0.4651230702	2.641487583	-1.211268235	99.98648422
20121029	2012.8265	-0.5369711779	2.628192353	-1.184828172	101.5472902
20121030	2012.8292	-0.6057026285	2.606600053	-1.090631242	103.0818116
20121031	2012.8320	-0.6595426839	2.575958483	-0.9339272613	104.3613679
20121101	2012.8347	-0.6864718416	2.535350656	-0.7282796793	105.1501597
20121102	2012.8374	-0.675413999	2.483915416	-0.4942165342	105.2117949
20121103	2012.8402	-0.6174928319	2.420984886	-0.2570011519	104.3087003
20121104	2012.8429	-0.5072197672	2.346125108	-0.04363928773	102.1992899
20121105	2012.8456	-0.3434771134	2.259088099	0.1206433517	98.64517548
20121106	2012.8484	-0.1301707201	2.159698965	0.2160960123	93.44919419
20121107	2012.8511	0.123555302	2.047712276	0.2318551278	86.54706129
20121108	2012.8538	0.4036165309	1.922679571	0.1685752185	78.14439308
20121109	2012.8566	0.6918176441	1.783872915	0.03981433218	68.80282149
20121110	2012.8593	0.9671600034	1.630305568	-0.1281652556	59.32195098
20121111	2012.8620	1.207509056	1.460879222	-0.2983181508	50.42411587
20121112	2012.8648	1.391464748	1.274666073	-0.4263553909	42.49157284
20121113	2012.8675	1.500267511	1.071302049	-0.4655686658	35.5296454
20121114	2012.8702	1.519576201	0.8514307822	-0.3724221486	29.26226102
