# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	0.3923918115	2.171974854	-1.787251457	79.75932964
20120402	2012.2527	0.3247819609	1.710833967	-1.735711997	79.25097028
20120403	2012.2555	0.2436882435	1.515784871	-1.64509175	80.86687718
20120404	2012.2582	0.1320348422	1.40878208	-1.863094809	84.64572624
20120405	2012.2609	0.191708064	1.235440237	-0.03126795938	81.17953801
20120406	2012.2637	0.1005292004	1.020862131	1.723562441	84.37594182
20120407	2012.2664	0.1259916033	0.7938772896	3.50427789	80.98213235
20120408	2012.2691	0.1423980041	0.5015988246	4.643627734	74.15137956
20120409	2012.2719	0.321465351	0.3063382536	5.108833134	43.6197098
20120410	2012.2746	0.4304240422	0.14001882	5.293403323	18.01993306
20120411	2012.2773	0.5603898628	0.06122330792	5.008464349	6.234909226
20120412	2012.2801	0.6192827784	0.04145951739	4.470562838	3.830101602
20120413	2012.2828	0.6638127885	0.06139392529	3.647749257	5.284071604
20120414	2012.2855	0.6362062391	0.1243007719	2.629365963	11.05507797
20120415	2012.2883	0.5626712621	0.2031328233	1.463023292	19.8503479
20120416	2012.2910	0.4418857822	0.3060271044	0.198932276	34.70445917
20120417	2012.2937	0.3547983232	0.4026163161	-1.098561013	48.61247019
20120418	2012.2964	0.2660301472	0.5040251448	-2.374670965	62.17440315
20120419	2012.2992	0.1795032041	0.5824109383	-3.579218318	72.87032886
20120420	2012.3019	0.07610474299	0.6481855947	-4.673433978	83.30344967
20120421	2012.3046	-0.01539799893	0.6737594579	-5.598797269	91.30920137
20120422	2012.3074	-0.1032894873	0.671932804	-6.295688212	98.73909923
20120423	2012.3101	-0.1782867546	0.6174440088	-6.745807837	106.1060558
20120424	2012.3128	-0.2492678805	0.5176967592	-6.860552888	115.7105358
20120425	2012.3156	-0.319811914	0.3668141907	-6.587457977	131.083986
20120426	2012.3183	-0.3765881627	0.1858355258	-5.924827403	153.7349739
20120427	2012.3210	-0.4444355778	-0.02795537937	-4.822978697	183.5992119
20120428	2012.3238	-0.5004490423	-0.2510424713	-3.396452235	206.6399191
20120429	2012.3265	-0.55867703	-0.4822242001	-1.739878101	220.7992433
20120430	2012.3292	-0.6250524724	-0.7073651976	0.05194925943	228.5350671
20120501	2012.3320	-0.6890578764	-0.9168585988	1.86810624	233.0735949
20120502	2012.3347	-0.7689458656	-1.098391585	3.548864684	235.0054678
20120503	2012.3374	-0.8438921971	-1.242405904	5.064106974	235.8140717
20120504	2012.3402	-0.9304128322	-1.339419608	5.770434015	235.2146565
20120505	2012.3429	-1.022365926	-1.392929488	6.279632746	233.7225157
20120506	2012.3456	-1.112211473	-1.399817217	4.906557473	231.5314359
20120507	2012.3484	-1.186336884	-1.3692245	5.233826731	229.0933685
20120508	2012.3511	-1.190919236	-1.30467347	5.381604295	227.6098526
20120509	2012.3538	-1.145402674	-1.212425283	5.355641984	226.6282269
20120510	2012.3566	-0.8852485426	-1.095619486	5.177290437	231.0621685
20120511	2012.3593	-0.8589977128	-0.9609429911	4.853042049	228.2061135
20120512	2012.3620	-0.8226855959	-0.8122384229	4.401382802	224.6338847
20120513	2012.3648	-0.7837119616	-0.6553522624	3.833385987	219.9028978
20120514	2012.3675	-0.7324759275	-0.494060136	3.162203818	213.99994
20120515	2012.3702	-0.6852037614	-0.3347675472	2.405916219	206.0385814
20120516	2012.3730	-0.6232697863	-0.1773440574	1.579450677	195.883077
20120517	2012.3757	-0.5718926512	-0.02615323102	0.7211025428	182.6183698
20120518	2012.3784	-0.5077637002	0.1200901686	-0.1513744942	166.6935971
20120519	2012.3811	-0.3185338113	0.2542337465	-0.9921707148	141.4053237
20120520	2012.3839	-0.1506118718	0.378206799	-1.789449669	111.7137448
20120521	2012.3866	-0.1449619405	0.4834098205	-2.493376329	106.6926104
20120522	2012.3893	-0.1660604361	0.5729732639	-3.092584858	106.1627676
20120523	2012.3921	-0.1921669229	0.6397263236	-3.549303692	106.719704
20120524	2012.3948	-0.2121526193	0.6887787482	-3.841451748	107.1194983
20120525	2012.3975	-0.2268300509	0.7192769612	-3.99216909	107.503108
20120526	2012.4003	-0.2310675014	0.7387071647	-4.007440438	107.3696757
20120527	2012.4030	-0.2261120754	0.7537488794	-3.925506985	106.6983663
20120528	2012.4057	-0.2071953466	0.7633284731	-3.722477312	105.18627
20120529	2012.4085	-0.1747843616	0.9257403247	-3.496686669	100.6918674
20120530	2012.4112	-0.12587425	1.55509242	-2.990739718	94.62761835
20120531	2012.4139	-0.06191517647	1.682347707	-2.691033872	92.10769626
20120601	2012.4167	0.01492664533	1.687401503	-1.837284231	89.49317843
20120602	2012.4194	0.1086886663	1.555411529	-1.454232273	86.00279707
20120603	2012.4221	0.2064736099	1.368508359	-1.274667552	81.42021371
20120604	2012.4249	0.321483892	1.144684065	-1.111801607	74.31263183
20120605	2012.4276	0.4341597281	0.8839647194	-0.9650835421	63.84201339
20120606	2012.4303	0.562441239	0.6310275188	-0.8182467799	48.28905709
20120607	2012.4331	0.8824158762	0.3771741265	-0.8255916001	23.14348743
20120608	2012.4358	1.067651233	0.1424410011	-0.9919416861	7.599257182
20120609	2012.4385	1.042045018	-0.02486541225	-0.8798885329	358.6330601
20120610	2012.4413	0.9598313468	-0.1943015906	-0.8008139511	348.5560884
20120611	2012.4440	0.8595673993	-0.2514190849	-0.6212100319	343.6960709
20120612	2012.4467	0.790446735	-0.2905515793	-0.4143615126	339.8176349
20120613	2012.4495	0.7292911544	-0.2024182768	-0.1596602683	344.487749
20120614	2012.4522	0.6973569322	-0.3225361293	0.1071256656	335.1788801
20120615	2012.4549	0.6680232497	-0.5698483392	-0.1045518707	319.5346049
20120616	2012.4577	0.6616643477	-0.8089642065	-0.7990769649	309.2802648
20120617	2012.4604	0.6522067003	-1.03043886	-1.521735667	302.3313849
20120618	2012.4631	0.6614199584	-1.223224271	-1.348491129	298.4009083
20120619	2012.4658	0.6618299192	-1.381098849	-0.8704758576	295.6039888
20120620	2012.4686	0.6797640633	-1.49549949	-0.06962303236	294.443687
20120621	2012.4713	0.6911422089	-1.569378336	0.9045498222	293.7683254
20120622	2012.4740	0.7210084631	-1.601758918	2.015856944	294.2341986
20120623	2012.4768	0.7458658805	-1.597354725	3.200704288	295.0296659
20120624	2012.4795	0.7920582922	-1.555141838	4.372129065	296.9904624
20120625	2012.4822	0.8350430497	-1.479648441	5.456231514	299.4383114
20120626	2012.4850	0.8992629161	-1.370441859	6.400627553	303.2722709
20120627	2012.4877	0.9660253327	-1.230790288	7.172790683	308.1277358
20120628	2012.4904	1.04987797	-1.280419804	7.735570687	309.3499795
20120629	2012.4932	1.12916698	-1.089276441	8.01280529	316.0301427
20120630	2012.4959	1.186988364	-0.8421605785	7.995033019	324.6445453
20120701	2012.4986	1.173007538	-0.5955283835	7.409557115	333.0833879
20120702	2012.5014	0.9911787994	-0.3031893433	6.448999724	342.9917761
20120703	2012.5041	0.5951544599	0.03070824287	5.236101633	2.953676644
20120704	2012.5068	0.1639541464	0.3423426226	4.344545528	64.40938679
20120705	2012.5096	0.1696708275	0.5923197005	3.578219935	74.01556382
20120706	2012.5123	0.1862958942	0.7851400916	3.001308085	76.65186249
20120707	2012.5150	0.2063969872	0.8913074263	2.346696107	76.96201749
20120708	2012.5178	0.2256717323	0.9038803112	1.610806309	75.98155718
