# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	-0.1743095083	-0.3000654926	-0.4308205858	239.8474871
20120402	2012.2527	-0.3541206125	-0.03750334151	0.3583266321	186.045407
20120403	2012.2555	-0.5280679436	0.2022825327	1.110816719	159.0400841
20120404	2012.2582	-0.6913514662	0.4002498111	1.790082524	149.9318083
20120405	2012.2609	-0.8395730538	0.5414147066	2.363746168	147.1832814
20120406	2012.2637	-0.9687877309	0.6162810456	2.805837555	147.5380796
20120407	2012.2664	-1.075472114	0.621744285	3.09862036	149.9672399
20120408	2012.2691	-1.156459734	0.5613938215	3.233809307	154.1061284
20120409	2012.2719	-1.208907326	0.4451781856	3.213018748	159.7838512
20120410	2012.2746	-1.230346293	0.2884410419	3.047383675	166.8059183
20120411	2012.2773	-1.218847479	0.1103872701	2.756402631	174.8250156
20120412	2012.2801	-1.173289796	-0.06789962638	2.366138341	183.3120783
20120413	2012.2828	-1.093678414	-0.2256993314	1.906968017	191.6602805
20120414	2012.2855	-0.981421266	-0.3449085906	1.411108964	199.3634061
20120415	2012.2883	-0.8394675557	-0.4120345021	0.9101647959	206.1431148
20120416	2012.2910	-0.6722499465	-0.4196732326	0.4329374677	211.9757721
20120417	2012.2937	-0.485437091	-0.3672809753	0.0037139641	217.1110947
20120418	2012.2964	-0.2855623121	-0.2611366226	-0.3588423909	222.4418117
20120419	2012.2992	-0.07962203314	-0.1135051955	-0.6421688218	234.9509699
20120420	2012.3019	0.1252728555	0.05888028181	-0.8397164401	25.17428863
20120421	2012.3046	0.3221493761	0.2368100025	-0.9504370571	36.31937483
20120422	2012.3074	0.5043362065	0.400793149	-0.9780216327	38.47396841
20120423	2012.3101	0.6655853751	0.5331698439	-0.9300821735	38.69661323
20120424	2012.3128	0.8002073581	0.619878226	-0.8174389184	37.76304605
20120425	2012.3156	0.9032523394	0.6516888911	-0.6535794891	35.81012843
20120426	2012.3183	0.9707330506	0.624822331	-0.4542123071	32.76777569
20120427	2012.3210	0.999855429	0.5409697042	-0.2367189097	28.41551216
20120428	2012.3238	0.9892159597	0.4068137205	-0.01930268667	22.35484873
20120429	2012.3265	0.9389368407	0.2331798486	0.1802507706	13.94693797
20120430	2012.3292	0.8507289744	0.0339456523	0.3461095081	2.28499491
20120501	2012.3320	0.727887172	-0.1751809933	0.4659889771	346.467946
20120502	2012.3347	0.5752296863	-0.3779175846	0.5325113531	326.6956649
20120503	2012.3374	0.3989959622	-0.558606309	0.5440826361	305.5370975
20120504	2012.3402	0.2067104061	-0.7032765442	0.5051416831	286.3793693
20120505	2012.3429	0.007006552057	-0.8005096982	0.4257383087	270.501475
20120506	2012.3456	-0.1906081377	-0.8420700544	0.3204688179	257.2456544
20120507	2012.3484	-0.3760740797	-0.8232857613	0.2068462564	245.4492439
20120508	2012.3511	-0.5392112339	-0.7431781863	0.1032448477	234.0373238
20120509	2012.3538	-0.6702649435	-0.6043477727	0.02664727603	222.0395603
20120510	2012.3566	-0.76053863	-0.4126320273	-0.009500299593	208.4821489
20120511	2012.3593	-0.8030551539	-0.1765590501	0.00298245671	192.3997226
20120512	2012.3620	-0.7931746803	0.09336724197	0.06592078371	173.2864174
20120513	2012.3648	-0.7291018078	0.3854945662	0.174438849	152.1334592
20120514	2012.3675	-0.6122249469	0.6878856196	0.3173582891	131.6693961
20120515	2012.3702	-0.4472353899	0.9891283515	0.4782728893	114.3301527
20120516	2012.3730	-0.2419784929	1.27901136	0.6371786423	100.7132688
20120517	2012.3757	-0.007010376316	1.549010332	0.772493221	90.25930249
20120518	2012.3784	0.2451246479	1.792566022	0.8632627189	82.21337694
20120519	2012.3811	0.5008295636	2.005156266	0.8913388055	75.97611479
20120520	2012.3839	0.746494122	2.184170421	0.8433293409	71.13087143
20120521	2012.3866	0.9695108862	2.328601505	0.7121664589	67.39564577
20120522	2012.3893	1.159151041	2.438594607	0.4981645897	64.57659119
20120523	2012.3921	1.307212961	2.514922522	0.2094504893	62.53537422
20120524	2012.3948	1.408391457	2.558481352	-0.1383315869	61.1681191
20120525	2012.3975	1.460351048	2.569898702	-0.5230768447	60.39249321
20120526	2012.4003	1.463525213	2.54932691	-0.9179819459	60.14059966
20120527	2012.4030	1.420705076	2.496459236	-1.293855749	60.35631364
20120528	2012.4057	1.336515746	2.410764259	-1.62175195	60.99623138
20120529	2012.4085	1.216892727	2.291891457	-1.875664286	62.03367995
20120530	2012.4112	1.068656401	2.140168025	-2.035014766	63.46553257
20120531	2012.4139	0.8992413649	1.957088566	-2.086665746	65.32220592
20120601	2012.4167	0.7165795605	1.745698243	-2.02620895	67.68268046
20120602	2012.4194	0.5290796831	1.51078794	-1.858349708	70.69968682
20120603	2012.4221	0.3456088822	1.258853413	-1.596317079	74.64811641
20120604	2012.4249	0.1753738741	0.9978107932	-1.260369868	80.03158434
20120605	2012.4276	0.02761695725	0.7364988147	-0.8755998254	87.85255039
20120606	2012.4303	-0.08891498986	0.4840267396	-0.4693199487	100.4090991
20120607	2012.4331	-0.1667113694	0.2490426777	-0.06834656455	123.7987017
20120608	2012.4358	-0.2003684062	0.03899974058	0.3035479557	168.9856539
20120609	2012.4385	-0.1874552734	-0.1405105014	0.6277823647	216.8540585
