# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	0.2407101088	0.009662391164	-1.837538372	2.298686892
20120402	2012.2527	0.248333748	-0.1568678741	-1.693888138	327.720149
20120403	2012.2555	0.246151057	-0.3270843351	-1.540466859	306.9637083
20120404	2012.2582	0.2302805484	-0.5016489719	-1.384044846	294.6573559
20120405	2012.2609	0.198293522	-0.6804956196	-1.234454205	286.2458975
20120406	2012.2637	0.1495764653	-0.8625291325	-1.104457494	279.8381695
20120407	2012.2664	0.085565205	-1.045326734	-1.009007682	274.6795125
20120408	2012.2691	0.00977776385	-1.224909466	-0.9639562762	270.4573503
20120409	2012.2719	-0.07240496244	-1.395671909	-0.9843774575	267.0302597
20120410	2012.2746	-0.1542158755	-1.550551596	-1.082750387	264.3201146
20120411	2012.2773	-0.2281907546	-1.681484162	-1.267267935	262.2717199
20120412	2012.2801	-0.2869845273	-1.780134753	-1.540516081	260.841856
20120413	2012.2828	-0.3242059063	-1.838835092	-1.898690524	260.0009167
20120414	2012.2855	-0.3351582234	-1.851605951	-2.331394977	259.7400126
20120415	2012.2883	-0.317392318	-1.815119358	-2.821946457	260.081521
20120416	2012.2910	-0.2710131469	-1.729455945	-3.348061617	261.0939347
20120417	2012.2937	-0.1987264665	-1.598534793	-3.882834916	262.9134679
20120418	2012.2964	-0.1056527474	-1.43013186	-4.39598971	265.7748792
20120419	2012.2992	0.001040884481	-1.235456648	-4.855411287	270.0482723
20120420	2012.3019	0.1126396888	-1.028320081	-5.228938403	276.251119
20120421	2012.3046	0.2194770955	-0.8239892902	-5.486347011	284.9149668
20120422	2012.3074	0.3116121776	-0.6378739137	-5.601454184	296.0362902
20120423	2012.3101	0.379581424	-0.4842119545	-5.554282438	308.0934598
20120424	2012.3128	0.4152054829	-0.3749146917	-5.333188486	317.9191692
20120425	2012.3156	0.4124031046	-0.3186903144	-4.936748986	322.3044383
20120426	2012.3183	0.3679339552	-0.3205034315	-4.375070713	318.9412172
20120427	2012.3210	0.281972992	-0.3813608547	-3.670152578	306.4787139
20120428	2012.3238	0.1584161917	-0.4983685664	-2.855018936	287.6338759
20120429	2012.3265	0.004831667654	-0.6649966143	-1.97153817	270.4162868
20120430	2012.3292	-0.1679948196	-0.8715080849	-1.067071852	259.0892988
20120501	2012.3320	-0.3469142937	-1.105528045	-0.1903066746	252.5781619
20120502	2012.3347	-0.5175945154	-1.352730676	0.61323561	249.0616804
20120503	2012.3374	-0.6658896896	-1.597613462	1.305452409	247.3734916
20120504	2012.3402	-0.7792291036	-1.824322547	1.85913988	246.8710533
