# YYYYMMDD	YYYY.DECM	N_filt(mm)	E_filt(mm)	U_filt(mm)	Azimuth(deg)
20120401	2012.2500	-0.07799831584	-0.1604888988	-0.8154725684	244.0800428
20120402	2012.2527	-0.2327963723	0.07995922686	0.4574003526	161.0437963
20120403	2012.2555	-0.3875708446	0.2981510161	1.679814573	142.4295879
20120404	2012.2582	-0.5387308651	0.4725374774	2.794353066	138.7449993
20120405	2012.2609	-0.6827582413	0.58572444	3.750393441	139.3743766
20120406	2012.2637	-0.8163678541	0.626086002	4.50725413	142.5148051
20120407	2012.2664	-0.936533605	0.5888513635	5.036277272	147.8401148
20120408	2012.2691	-1.040424544	0.4765735266	5.321775477	155.3895307
20120409	2012.2719	-1.125329861	0.2989288488	5.360957903	165.1236948
20120410	2012.2746	-1.188650579	0.0718436541	5.163079559	176.5411731
20120411	2012.2773	-1.228009419	-0.1839997045	4.748094901	188.5215613
20120412	2012.2801	-1.241491561	-0.4451599688	4.145045147	199.7262427
20120413	2012.2828	-1.227986621	-0.6877473424	3.390317115	209.2514844
20120414	2012.2855	-1.187565456	-0.8897907347	2.525843857	216.8426119
20120415	2012.2883	-1.121806319	-1.033373675	1.597292067	222.6503232
20120416	2012.2910	-1.033989284	-1.106275735	0.6522633227	226.9344029
20120417	2012.2937	-0.9291027114	-1.102933786	-0.2614997608	229.889478
20120418	2012.2964	-0.8136420318	-1.024640776	-1.097940377	231.5477753
20120419	2012.2992	-0.695217123	-0.8790024383	-1.814570369	231.6589625
20120420	2012.3019	-0.5820078617	-0.6787622918	-2.37438298	229.3884097
20120421	2012.3046	-0.4821132608	-0.4401798787	-2.747734083	222.3967579
20120422	2012.3074	-0.4028353722	-0.1812012033	-2.914132988	204.2189075
20120423	2012.3101	-0.3499385622	0.08031978818	-2.863891326	167.0730646
20120424	2012.3128	-0.3269381591	0.3281169122	-2.599534656	134.896898
20120425	2012.3156	-0.3344974815	0.5485658283	-2.13677031	121.3734713
20120426	2012.3183	-0.3700334903	0.7312396247	-1.504683976	116.8410473
20120427	2012.3210	-0.427631109	0.8690141214	-0.7448071062	116.2012288
20120428	2012.3238	-0.4983368509	0.957849315	0.0911752187	117.4864468
20120429	2012.3265	-0.570849461	0.9964015297	0.9450460562	119.8088725
20120430	2012.3292	-0.6325626292	0.9856001986	1.756686777	122.6925296
20120501	2012.3320	-0.670855852	0.9282789424	2.469180772	125.8551797
20120502	2012.3347	-0.6744836642	0.8289083211	3.033776005	129.1352894
20120503	2012.3374	-0.6348883784	0.6934444366	3.414135735	132.4759004
20120504	2012.3402	-0.5472641634	0.5292756056	3.589424985	135.9573009
20120505	2012.3429	-0.4112333382	0.3452137449	3.55592298	139.9879014
20120506	2012.3456	-0.2310524979	0.1514482912	3.326996595	146.7563071
20120507	2012.3484	-0.01533160038	-0.04062556145	2.931423441	249.324094
20120508	2012.3511	0.2236926198	-0.2187718866	2.41022788	315.6371712
20120509	2012.3538	0.4712461331	-0.3705007983	1.81237303	321.825038
20120510	2012.3565	0.7113616084	-0.4838566742	1.189791811	325.7770956
20120511	2012.3593	0.9283500458	-0.5483376138	0.5923013814	329.4314268
20120512	2012.3620	1.108256502	-0.5558378746	0.0629264748	333.3642838
