#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2013.0562     -1.34     3.70     2.9747     4.7437
2013.0589     1.85     6.97     3.0378     4.8252
2013.0616     0.88     2.91     3.5737     5.9237
2013.0644     0.76     4.28     3.3955     5.3012
2013.0671     -0.08     4.72     3.4118     5.4799
2013.0699     0.78     -0.36     3.2579     5.1983
2013.0726     -4.56     0.50     2.8797     4.4649
2013.0753     -1.68     1.19     2.9510     4.5597
2013.0781     -0.86     3.82     3.1004     4.8377
2013.0808     -3.30     3.15     3.3964     5.3130
2013.0836     0.15     0.30     3.0377     4.8300
2013.0863     -1.37     0.52     2.8917     4.5555
2013.0890     -2.42     -0.28     3.2744     5.3683
2013.0918     -3.60     -0.52     3.1082     4.9194
2013.0945     -2.58     2.59     3.0634     5.0873
2013.0973     0.54     -5.27     3.2342     5.3276
2013.1000     1.87     2.50     3.2992     5.5565
2013.1027     -0.68     1.82     3.0580     5.0022
2013.1055     -3.28     -4.13     3.1948     5.1871
2013.1082     -3.80     -4.93     3.4241     5.6472
2013.1110     -1.06     5.17     3.3264     5.2868
2013.1137     -1.70     3.15     3.2723     5.2934
2013.1164     -3.77     0.12     3.1264     5.1008
2013.1192     -4.51     -4.45     3.4761     5.5651
2013.1219     1.20     -1.63     3.3394     5.3044
2013.1247     -2.71     3.19     3.5703     5.8380
2013.1274     -0.46     8.53     3.3531     5.5524
2013.1301     -2.48     -12.42     4.2484     7.0070
2013.1329     -3.45     2.08     3.9276     6.3348
2013.1356     -0.74     1.77     3.4877     5.6543
2013.1384     -5.06     3.56     4.4398     7.3888
2013.1411     1.42     -1.36     3.9101     6.2305
2013.1438     -0.46     0.37     3.0546     4.9987
2013.1466     -0.86     3.28     3.1829     4.9542
2013.1493     -0.12     -1.75     3.1260     5.0946
2013.1521     -1.29     7.20     3.3229     5.1413
2013.1548     0.71     -2.07     3.5535     5.6721
2013.1575     -0.95     -2.92     3.1358     5.1907
2013.1603     -0.96     -4.11     3.1172     5.0080
2013.1630     0.21     3.03     3.2488     5.1080
2013.1658     -2.18     -1.24     3.6065     6.1946
2013.1685     0.04     1.28     3.6795     6.1561
2013.1712     -0.70     -0.33     3.0945     5.3501
2013.1740     -2.74     1.17     2.8455     4.7230
2013.1767     -0.09     0.24     3.0666     5.0894
2013.1795     -0.26     1.41     2.8278     4.5495
2013.1822     -0.50     3.25     3.3021     5.6326
2013.1849     -1.18     -1.12     3.3564     5.5543
2013.1877     -2.24     -3.56     3.4675     5.4772
2013.1904     -2.14     1.12     3.8879     6.5016
2013.1932     -1.09     0.34     4.1770     6.9592
2013.1959     1.53     -2.57     3.2248     5.4521
2013.1986     -2.05     0.90     3.2222     5.4498
2013.2014     0.25     6.04     3.4592     5.9352
2013.2041     -2.35     10.62     3.3174     5.7246
2013.2068     -1.18     -1.21     3.5155     5.9282
2013.2096     -2.26     -3.98     3.6583     6.1367
2013.2123     -2.69     0.75     3.8980     6.6755
2013.2151     -1.24     2.97     3.5334     6.0931
2013.2178     -3.76     11.46     3.5061     5.7600
2013.2205     -2.26     -0.01     3.5938     6.1113
2013.2233     1.25     -3.09     3.3664     5.6514
2013.2260     0.15     1.38     3.2126     5.3621
2013.2288     0.47     4.32     3.5738     5.9218
2013.2315     1.13     5.52     3.4067     5.4717
2013.2342     -0.41     3.31     3.8435     6.1431
2013.2370     -0.06     0.28     3.5906     6.0344
2013.2397     -0.57     -4.38     3.2843     5.4587
2013.2425     0.14     -0.02     3.7876     6.1502
2013.2452     -3.00     -2.54     4.1409     6.6891
2013.2479     1.80     1.00     4.1992     6.6906
2013.2507     -4.40     1.49     4.0588     6.5023
2013.2534     2.79     -5.87     4.1858     7.4077
2013.2562     1.49     -9.45     4.0000     6.4907
2013.2589     -2.32     -2.51     4.0763     6.6737
2013.2616     -2.75     2.23     3.7859     6.1336
2013.2644     1.48     0.01     3.9229     6.9075
2013.2671     -0.46     0.28     4.1612     6.8005
2013.2699     0.03     -3.33     4.1210     7.6228
2013.2726     -2.18     -2.83     4.6347     7.3419
2013.2753     3.41     2.11     4.5777     7.2134
2013.2781     1.06     6.55     4.4567     7.3345
2013.2808     0.98     0.19     3.6544     6.1021
2013.2836     -0.91     2.35     3.8284     6.0393
2013.2863     1.74     -1.11     4.6077     7.6301
2013.2890     0.72     3.07     4.5037     7.2363
2013.2918     0.89     2.43     3.5824     5.9530
2013.2945     1.95     -3.90     4.1320     6.5987
2013.2973     1.44     -6.05     4.0775     6.6231
2013.3000     1.02     -1.76     3.4083     5.3291
2013.3027     0.40     10.89     3.8739     6.3517
2013.3055     0.39     4.66     3.7441     5.7830
2013.3082     0.79     -1.14     4.1154     6.4265
2013.3110     3.67     1.26     3.9734     6.2251
2013.3137     3.01     -1.13     3.9732     6.3208
2013.3164     -1.57     -4.58     3.7610     5.9507
2013.3192     -0.15     -1.81     3.7859     6.2046
2013.3219     -0.80     1.26     4.3535     7.5710
2013.3247     -0.83     -3.63     3.8283     6.0389
2013.3274     3.16     -2.75     4.6284     9.8900
2013.3301     0.01     -4.82     3.7224     6.1425
2013.3329     2.74     -5.62     4.0562     7.6115
2013.3356     -1.00     3.99     4.8977     10.7863
2013.3384     -0.65     -6.25     3.6188     5.7548
2013.3411     0.28     -1.92     3.7941     6.3084
2013.3438     -1.42     -1.79     4.0663     6.5810
2013.3466     -0.36     -0.10     4.4217     6.9766
2013.3493     -0.67     -0.48     3.6272     5.7610
2013.3521     2.71     1.57     4.5243     7.0282
2013.3548     -1.92     0.39     3.9605     6.7481
2013.3575     0.72     -1.30     3.9269     6.3929
2013.3603     1.99     -1.73     3.9069     6.2194
2013.3630     -0.15     3.12     4.0160     7.1819
2013.3658     -1.71     6.50     4.1212     7.1109
2013.3685     0.32     -3.73     3.6881     5.8521
2013.3712     -2.29     2.99     3.8343     6.0474
2013.3740     -4.21     3.16     4.1230     6.5076
2013.3767     2.51     1.49     4.1413     6.6123
2013.3795     -0.05     -3.34     4.5761     7.8521
2013.3822     1.06     4.05     4.4045     6.8947
2013.3849     -2.90     -4.85     4.2491     7.2061
2013.3877     2.02     7.88     5.4178     8.5437
2013.3904     -2.10     -0.83     3.9772     6.3104
2013.3932     -0.89     -4.80     3.6983     5.9525
2013.3959     -1.01     -2.16     4.1017     6.1934
2013.3986     0.64     0.10     4.0304     6.8325
2013.4014     -0.07     4.69     4.1912     7.0959
2013.4041     0.53     -6.53     3.9257     6.3938
2013.4068     -0.45     -2.53     3.9010     6.1439
2013.4096     1.25     -2.15     3.6972     5.9448
2013.4123     -0.89     0.15     3.6545     6.1031
2013.4151     -2.04     -1.50     4.0106     6.5135
2013.4178     -1.62     -0.60     3.8682     6.2133
2013.4205     0.68     -8.14     4.2356     7.2190
2013.4233     -2.87     -0.15     3.8114     6.3893
2013.4260     -3.49     -0.54     3.8880     7.1788
2013.4288     -0.74     -6.09     3.4805     5.5057
2013.4370     1.47     5.83     3.9657     6.1446
2013.4397     -3.33     7.90     4.0282     6.7699
2013.4425     -2.19     2.93     3.5228     5.7995
2013.4452     0.93     -0.29     3.6636     6.1216
2013.4479     0.97     -3.80     3.7607     5.9507
2013.4507     -2.07     -2.48     4.3282     6.9670
2013.4534     -0.70     -5.40     4.0698     6.5422
2013.4562     1.01     -5.49     4.2904     6.3591
2013.4589     -1.38     -7.66     4.5744     7.4186
2013.4616     0.34     -3.13     3.9340     6.4018
2013.4644     -0.94     -3.43     3.9835     6.3284
2013.4671     -3.74     -1.39     3.8198     5.9508
2013.4699     -2.12     0.55     4.9491     8.0558
2013.4726     2.32     3.42     4.8075     7.9011
2013.4753     -2.77     -1.38     3.9146     6.3007
2013.4781     -0.33     -1.44     4.0192     6.5984
2013.4808     -0.25     2.92     3.4944     5.7408
2013.4836     -0.97     -0.90     3.9598     6.7379
2013.4863     1.21     1.35     3.5577     5.6122
2013.4890     -0.48     -1.49     3.7293     5.9743
2013.4918     -2.08     -0.52     3.7151     5.8280
2013.4945     -0.97     -2.81     4.3066     7.0439
2013.4973     0.87     -2.58     3.7214     5.8999
2013.5000     1.61     -2.55     3.9273     6.3347
2013.5027     1.89     -2.81     4.1893     7.1949
2013.5055     -1.71     -0.93     3.6191     5.7516
2013.5082     -1.33     -4.51     4.3851     8.2576
2013.5110     1.39     -3.17     4.5693     7.9393
2013.5137     -0.05     1.38     3.7767     6.0408
2013.5164     -1.42     -6.13     4.1280     7.1933
2013.5192     0.58     -5.26     3.4797     5.5743
2013.5219     0.97     -5.09     3.7322     6.1477
2013.5247     -4.63     -2.37     3.6194     5.7575
2013.5274     -0.97     -5.66     3.8194     6.3479
2013.5301     -1.46     5.66     4.7597     8.0415
2013.5329     -1.07     -3.03     4.7318     7.5505
2013.5356     -3.14     -5.67     3.7517     5.7886
2013.5384     0.95     -2.65     3.6966     5.9385
2013.5411     1.60     -1.00     3.8464     6.2198
2013.5438     -2.42     -5.89     3.9613     6.1404
2013.5466     -0.64     -4.54     3.5754     5.3238
2013.5493     -0.46     -3.14     4.5696     7.9571
2013.5521     -3.49     0.68     3.6965     5.9386
2013.5548     -2.45     -4.75     3.7150     5.8240
2013.5575     -0.48     0.46     4.1611     6.8005
2013.5603     -1.48     -4.32     3.7433     5.9251
2013.5630     2.12     1.92     4.1709     7.0256
2013.5658     1.15     -3.85     3.6631     5.5891
2013.5685     -0.13     3.46     4.1357     6.6809
2013.5712     2.72     0.05     4.4562     7.3336
2013.5740     1.85     -4.42     3.9659     6.1470
2013.5767     -0.98     1.11     3.7514     5.8559
2013.5795     -1.45     -0.35     3.8246     5.9501
2013.5822     -3.08     -5.13     4.5062     7.3292
2013.5849     -2.15     -0.40     4.7738     7.9636
2013.5877     2.11     -0.61     4.3365     6.8683
2013.5904     0.18     2.16     3.8444     5.9153
2013.5932     -1.08     -3.30     3.5607     5.6375
2013.5959     -0.47     -1.91     4.2960     6.8150
2013.5986     -5.50     2.76     4.6381     7.4240
2013.6014     -0.70     -3.85     3.6881     5.8507
2013.6041     -1.10     -1.33     3.8434     6.1424
2013.6068     -1.26     -1.93     3.7110     6.0329
2013.6096     -0.96     -1.40     3.8564     6.1799
2013.6123     -0.19     -4.86     3.9263     6.3928
2013.6151     2.69     -1.21     4.8225     7.6382
2013.6178     1.84     -0.71     4.2555     7.0802
2013.6205     -1.79     1.27     4.5095     7.0608
2013.6233     -0.72     -3.83     4.2509     6.6116
2013.6260     -0.01     -1.56     3.8892     6.0407
2013.6288     1.95     1.13     4.1247     6.4399
2013.6315     -0.91     -2.50     3.9269     6.3992
2013.6342     3.86     -3.93     4.4088     7.4973
2013.6370     -1.20     0.01     4.2431     7.1168
2013.6397     0.26     -3.28     4.0267     6.7555
2013.6425     -1.28     1.69     4.2160     6.7948
2013.6452     0.68     -1.51     4.0578     6.4922
2013.6479     -1.07     -0.73     3.7048     6.0221
2013.6507     -0.30     -1.24     3.7103     6.0279
2013.6534     2.88     -3.44     4.5683     7.9264
2013.6562     -0.10     0.12     4.2651     6.6258
2013.6589     6.10     0.56     5.1493     8.4749
2013.6616     -1.65     -4.07     3.7774     6.1191
2013.6644     -4.89     -1.55     3.9576     6.0569
2013.6671     -0.02     0.82     3.9717     6.6599
2013.6699     -0.39     -2.26     3.7263     6.0923
2013.6726     -0.70     -0.55     4.0290     6.6914
2013.6753     0.35     -1.77     3.8094     6.2505
2013.6781     1.07     0.41     3.5301     6.0889
2013.6808     -0.17     -3.41     3.6101     5.9833
2013.6836     -0.47     -3.40     3.9183     6.3140
2013.6863     0.35     2.18     3.6257     5.6206
2013.6890     -2.54     -2.61     3.6365     5.9262
2013.6918     -0.99     -7.10     4.0194     6.4659
2013.6945     -0.06     -3.21     4.4316     7.0846
2013.6973     0.52     -0.85     4.1032     6.8747
2013.7000     2.04     -1.85     3.6763     5.6799
2013.7027     0.41     -3.28     4.6455     7.5100
2013.7055     0.71     -2.30     4.0418     6.3291
2013.7082     -0.98     2.00     3.9433     6.2168
2013.7110     -1.45     0.97     4.0507     6.6000
2013.7137     2.23     1.42     4.1722     6.6147
2013.7164     -0.29     6.08     4.1149     6.5405
2013.7192     2.43     -1.01     3.6215     5.6969
2013.7219     1.69     -3.05     4.0554     6.4921
2013.7247     0.16     -1.90     4.2570     6.6294
2013.7274     -2.49     3.31     4.0552     6.2805
2013.7301     0.74     1.77     3.6030     5.5114
2013.7329     2.22     1.75     3.8241     6.2338
2013.7356     -1.04     -1.96     3.6380     5.8676
2013.7384     -0.99     -0.84     3.5524     5.6645
2013.7411     -0.87     -10.13     3.6954     5.7814
2013.7438     -1.04     -2.67     3.6849     5.7687
2013.7466     -0.62     3.26     3.8020     5.7954
2013.7493     -2.34     -0.31     4.1601     6.4831
2013.7521     0.12     -6.37     3.6107     5.6659
2013.7548     -0.81     -2.13     3.7690     5.9610
2013.7575     0.52     -4.92     3.9254     6.3188
2013.7603     0.50     -4.78     3.4631     5.4010
2013.7630     0.29     0.75     3.5390     5.5781
2013.7658     -1.50     -5.09     3.5849     5.7372
2013.7685     -1.56     -6.92     3.5447     5.5822
2013.7712     -0.50     -3.54     3.4539     5.3087
2013.7740     0.14     -1.42     3.3965     5.3137
2013.7767     1.73     -1.03     3.6335     5.6967
2013.7795     0.16     -0.58     3.6030     5.5896
2013.7822     1.21     -3.48     3.7047     5.8757
2013.7849     -1.15     -0.29     3.3994     5.3952
2013.7877     -0.29     -6.25     3.6853     5.7774
2013.7904     -1.98     -2.76     3.3820     5.2188
2013.7932     -0.55     -6.36     3.3222     5.2147
2013.7959     -0.39     -2.75     3.2662     5.2836
2013.7986     0.98     -1.44     3.5366     5.4994
2013.8014     0.90     -5.31     3.4596     5.3926
2013.8041     0.11     -3.37     3.4150     5.5023
2013.8068     0.06     -2.26     3.2636     5.2039
2013.8096     1.43     -2.25     3.4150     5.5023
2013.8123     -0.93     -1.99     3.3077     5.0551
2013.8151     -0.92     0.97     3.4108     5.3527
2013.8178     -2.08     -2.77     3.2595     5.0500
2013.8205     -0.93     -6.49     3.3318     5.2279
2013.8233     1.37     -1.37     3.6400     5.8877
2013.8260     -0.00     -2.12     3.7070     5.8972
2013.8288     -2.85     -4.12     3.6189     5.7529
2013.8315     -0.70     -4.30     3.5141     5.3164
2013.8342     0.44     -2.90     3.7664     6.0316
2013.8370     -1.75     -3.75     3.6850     5.7704
2013.8397     -0.08     -5.38     3.3684     5.5918
2013.8425     -2.24     -3.82     3.6544     5.9132
2013.8452     -1.48     -1.35     3.8927     5.9757
2013.8479     -1.59     -3.79     3.3962     5.3136
2013.8507     -3.09     -3.20     3.4647     5.3384
2013.8534     -2.52     -1.68     3.4558     5.2435
2013.8562     -0.39     -4.69     3.7076     5.8998
2013.8589     -0.89     -5.60     3.6110     5.6694
2013.8616     -0.53     -1.50     3.5368     5.5016
2013.8644     -0.31     -2.79     3.7444     5.7797
2013.8671     1.81     -6.63     3.6940     5.8623
2013.8699     -0.03     -5.92     3.9580     6.0635
2013.8726     -0.91     -4.89     3.5275     5.4074
2013.8753     -1.37     -2.56     3.4631     5.4010
2013.8781     -0.95     -2.94     3.4591     5.3908
2013.8808     -0.94     -5.89     3.9574     6.0626
2013.8836     -0.95     -1.14     3.8899     6.0482
2013.8863     -0.35     -4.38     3.5957     5.5091
2013.8890     -0.40     -2.03     3.5831     5.4065
2013.8918     -1.93     -6.77     3.5305     5.4886
2013.8945     0.15     2.60     3.5759     5.3262
2013.8973     -0.12     -3.00     3.4904     5.6040
2013.9000     -2.82     -6.44     3.5120     5.2354
2013.9027     -5.46     2.95     3.4626     5.3219
2013.9055     0.10     0.89     3.6711     5.6756
2013.9082     -1.47     -3.31     3.0844     4.6703
2013.9110     -0.29     -3.77     3.2328     4.9397
2013.9137     -0.53     -1.92     2.9499     4.4816
2013.9164     -0.93     -3.22     2.8681     4.3025
2013.9192     -0.77     -4.26     3.0159     4.5712
2013.9219     -0.95     -2.66     2.9669     4.6571
2013.9247     -0.90     -3.20     3.2395     4.9515
2013.9274     -1.62     -4.49     3.1730     4.9339
2013.9301     0.75     -0.91     3.1175     5.0094
2013.9329     0.66     -4.30     3.1817     5.0232
2013.9356     0.02     -5.03     3.1835     5.0388
2013.9384     -1.77     -7.92     3.3991     5.3952
2013.9411     1.33     -5.17     3.1819     5.0251
2013.9438     -1.38     -3.52     3.2733     5.2986
2013.9466     -0.75     -1.80     3.3021     5.0341
2013.9493     -5.92     -7.50     4.0509     6.3541
2013.9521     0.83     -2.55     3.4888     5.6681
2013.9548     -1.22     0.24     3.3234     5.2270
2013.9575     -0.73     0.86     3.1911     5.1158
2013.9603     1.71     -3.42     3.1318     4.8106
2013.9630     -0.52     -1.18     2.9002     4.6403
2013.9658     -1.05     -0.70     3.0247     4.6644
2013.9685     -0.18     -1.58     3.0498     4.9183
2013.9712     -0.49     -1.57     2.9513     4.5609
2013.9740     -1.17     -0.47     2.9594     4.6496
2013.9767     -2.33     -1.27     2.9593     4.6460
2013.9795     -0.34     -3.32     2.8932     4.5710
2013.9822     -1.77     -4.69     3.0196     5.0656
2013.9849     -1.20     -2.29     3.0505     4.9281
2013.9877     -0.86     -1.48     2.9184     4.8204
2013.9904     0.69     -2.20     2.9121     4.6657
2013.9932     -0.57     1.23     2.9087     4.7253
2013.9959     0.01     -1.06     3.3394     5.3862
2013.9986     -1.43     -2.00     2.6696     4.1087
2014.0014     -0.04     3.45     3.0923     4.7510
2014.0041     -0.28     1.07     3.0507     4.9301
2014.0068     -2.41     0.39     3.1699     4.9288
2014.0096     -3.78     -2.89     2.9767     4.8208
2014.0123     -1.49     6.05     3.2572     5.1959
2014.0151     -0.20     1.78     3.4715     5.4147
2014.0178     -0.30     -5.38     3.3412     5.3231
2014.0205     -3.15     2.35     3.1900     5.1054
2014.0233     -0.70     6.04     3.1819     5.0251
2014.0260     0.20     -0.07     3.1896     5.1034
2014.0288     -1.41     2.21     3.1808     5.0135
2014.0315     -1.63     -2.75     3.5451     5.5839
2014.0342     -1.46     -1.69     2.9004     4.6418
2014.0370     -1.43     -1.79     2.9054     4.7234
2014.0397     0.35     -1.28     2.9106     4.7418
2014.0425     0.95     -3.25     3.1148     4.9265
2014.0452     -1.37     -2.32     2.7438     4.2879
2014.0479     -0.85     -3.50     2.7530     4.3821
2014.0507     -1.92     -4.23     2.9872     4.9239
2014.0534     -1.53     -1.55     2.6770     4.1885
2014.0562     -2.11     -1.68     3.1171     5.0128
2014.0589     0.04     -0.15     3.2764     5.2202
2014.0616     -1.33     -1.78     3.1238     5.0179
2014.0644     -0.16     -5.18     3.2641     5.2060
2014.0671     -0.25     -2.23     3.1347     5.1259
2014.0699     -2.98     -3.88     3.1086     4.8601
2014.0726     0.32     -8.65     3.0683     5.1012
2014.0753     -2.20     -2.71     3.1002     4.8347
2014.0781     -0.55     -3.37     3.1587     5.2499
2014.0808     -0.38     -3.17     3.0592     4.9290
2014.0836     -1.70     -7.52     3.2656     5.2813
2014.0863     -2.48     -0.55     3.3797     5.5747
2014.0890     -1.70     1.85     3.0492     4.9154
2014.0918     -1.70     -2.74     2.9015     4.6504
2014.0945     -1.16     3.13     3.1906     5.1138
2014.0973     1.82     3.87     3.3478     5.4669
2014.1000     -3.25     4.45     3.7698     6.0442
2014.1027     2.02     2.71     3.6881     5.8524
2014.1055     -1.91     -2.94     3.4065     5.4715
2014.1082     -3.06     -3.34     3.9861     6.4005
2014.1110     -4.29     -1.29     3.5471     5.6561
2014.1137     -2.32     1.39     3.2580     5.1978
2014.1164     -0.42     -0.74     3.6251     5.8409
2014.1192     -0.97     -9.03     3.2929     5.5434
2014.1219     2.27     -3.03     3.3626     5.6418
2014.1247     0.12     -2.77     3.3978     5.3828
2014.1274     -3.65     -13.74     3.5784     5.3247
2014.1301     3.07     -4.42     3.6382     5.8668
2014.1329     -0.17     -6.55     4.4845     7.6755
2014.1356     -0.75     -1.62     3.0494     4.9168
2014.1384     -0.27     2.82     3.0582     5.0076
2014.1411     -1.11     1.18     3.0547     5.0001
2014.1438     -2.92     3.86     3.4350     5.5973
2014.1466     -1.13     1.77     3.4616     6.0082
2014.1493     3.18     3.88     3.7503     6.4577
2014.1521     2.99     -6.68     3.7009     6.5388
2014.1548     -0.94     3.24     3.6363     5.8506
2014.1575     1.31     3.53     3.8722     6.4717
2014.1603     3.51     -2.76     3.9814     6.9249
2014.1630     0.44     -0.07     4.1226     7.1218
2014.1658     1.34     -4.91     3.4423     5.8210
2014.1685     0.74     -1.20     3.6836     6.3104
2014.1712     1.26     3.52     3.6432     6.0148
2014.1740     -5.90     -8.54     4.3289     7.3880
2014.1767     0.09     -4.33     4.3066     7.6577
2014.1795     -5.13     -14.11     4.4066     8.5808
2014.1822     -0.55     -0.40     3.7751     6.1219
2014.1849     0.48     -2.41     4.1523     6.8467
2014.1877     -0.87     -8.32     3.8413     6.7344
2014.1904     -3.43     -6.00     3.6305     5.7949
2014.1932     2.92     -3.20     3.8120     6.3892
2014.1959     0.03     2.13     3.6870     6.2335
2014.1986     -4.19     -6.16     3.9754     6.8022
2014.2014     -0.76     -9.36     3.9543     7.1938
2014.2041     -0.20     -0.63     4.0116     6.6578
2014.2068     -0.86     1.22     3.6172     5.7556
2014.2096     -4.36     2.30     3.8018     6.1747
2014.2123     0.68     2.72     3.9332     6.4849
2014.2151     -3.66     -1.27     4.0289     6.6904
2014.2178     -3.77     -4.17     4.5058     8.4446
2014.2205     -0.90     -0.07     4.2801     8.0173
2014.2233     -0.63     -2.77     3.7118     6.6577
2014.2260     0.19     -0.57     3.3296     5.2909
2014.2288     -0.24     -3.44     3.5832     6.0180
2014.2315     -2.93     1.96     3.7689     6.6321
2014.2342     -2.93     0.31     4.1578     6.8523
2014.2370     -0.23     2.17     4.5656     7.8481
2014.2397     0.34     -1.37     4.0873     6.7199
2014.2425     3.44     5.64     4.4095     8.4670
2014.2452     1.27     1.31     4.4844     8.2644
2014.2479     -1.36     -13.35     5.2405     10.6672
2014.2507     -0.88     -0.90     4.9996     8.5487
2014.2534     -0.59     -6.67     3.7615     6.5664
2014.2562     -5.35     -0.16     4.4250     7.1410
2014.2589     -0.88     -0.76     3.8198     6.5514
2014.2616     -0.66     -0.79     3.7463     6.3759
2014.2644     -1.27     -4.18     3.4435     5.8320
2014.2671     -2.33     -3.24     4.0210     6.6135
2014.2699     -1.25     -2.06     3.8876     6.3531
2014.2726     -0.76     -5.65     3.8046     6.3867
2014.2753     0.95     1.01     3.7419     6.2426
2014.2781     -1.82     -1.74     3.4973     5.7494
2014.2808     -2.77     -0.42     3.9516     7.1660
2014.2836     -0.96     0.39     4.1233     7.0669
2014.2863     -3.28     -2.47     4.2280     8.3392
2014.2890     2.28     -2.46     4.0910     7.1562
2014.2918     -0.16     2.33     4.0032     7.5391
2014.2945     1.68     -2.46     3.9442     6.5689
2014.2973     -2.01     -3.60     3.4434     5.8343
2014.3000     -5.02     -7.07     3.6642     6.1988
2014.3027     -0.54     -6.06     4.2509     7.7235
2014.3055     -1.22     -3.29     3.8592     6.3044
2014.3082     1.11     4.68     4.5493     7.7690
2014.3110     0.03     -4.83     4.0102     6.3722
2014.3137     -1.92     1.77     4.6682     7.5457
2014.3164     -0.55     -2.42     4.4752     7.3981
2014.3192     -3.92     -5.30     4.5769     7.0439
2014.3219     -0.93     -2.49     3.9772     6.3112
2014.3247     -1.96     -2.09     4.3540     7.0447
2014.3274     0.69     2.05     4.4029     7.4968
2014.3301     -2.49     -4.52     4.1029     6.7745
2014.3329     -5.78     -5.17     4.1263     6.5876
2014.3356     -1.71     -2.92     4.0672     6.5867
2014.3384     -2.17     -2.28     3.8511     6.2232
2014.3411     -2.10     -3.80     3.9440     6.4970
2014.3438     -3.06     -2.44     3.3819     5.2114
2014.3466     0.35     -2.17     4.1615     6.9393
2014.3493     1.27     -0.76     3.9092     6.2218
2014.3521     -1.85     6.75     3.9660     6.1521
2014.3548     0.53     -2.76     3.9178     6.3120
2014.3575     -2.89     4.29     3.9527     6.6510
2014.3603     -0.64     -3.88     3.7596     5.9434
2014.3630     -0.04     3.88     3.9733     6.7815
2014.3658     -0.15     -0.27     3.7858     6.2057
2014.3685     -0.88     -1.10     4.2758     6.8614
2014.3712     -2.34     -3.62     4.4478     7.1261
2014.3740     2.84     -2.05     4.1962     6.8553
2014.3767     0.20     -0.22     3.9880     6.9216
2014.3795     -1.30     -1.33     4.4215     8.7189
2014.3822     0.78     -0.36     4.5660     7.6250
2014.3849     -0.66     -4.67     3.8367     6.1241
2014.3877     1.12     -1.23     4.1583     6.8641
2014.3904     -4.35     -1.55     3.6630     6.1872
2014.3932     -3.62     -0.63     4.1585     6.7755
2014.3959     0.36     -4.78     3.9943     6.4840
2014.3986     -2.01     -2.79     3.7772     6.1149
2014.4014     -1.16     -12.94     3.9747     6.1557
2014.4041     -2.47     -3.83     3.5472     5.6618
2014.4068     -4.32     -3.51     3.7770     6.1190
2014.4096     -6.42     -1.35     3.9921     6.4199
2014.4123     -3.23     -7.39     4.2859     7.2323
2014.4151     -0.16     -3.22     4.0554     6.4913
2014.4178     -2.90     -3.14     3.6964     5.9346
2014.4205     -2.38     -4.33     3.7706     5.9780
2014.4233     0.72     -4.10     4.4775     7.0650
2014.4260     -2.99     -6.00     4.6773     7.5442
2014.4288     -5.12     0.07     4.7951     7.7849
2014.4315     -2.31     -2.33     3.6428     5.7923
2014.4342     -1.77     -1.92     3.9339     6.4018
2014.4370     -2.57     -3.72     4.0754     6.6036
2014.4397     1.06     -1.40     4.7724     8.0978
2014.4425     -1.64     -3.14     3.5552     5.7439
2014.4452     -0.47     -1.07     3.4500     5.7480
2014.4479     -1.62     -3.13     3.2812     5.3771
2014.4507     -1.33     0.80     3.4715     5.9450
2014.4534     -0.47     -4.74     3.5990     6.1243
2014.4562     -0.61     -8.74     4.4200     7.3827
2014.4589     0.56     1.35     3.7835     6.2048
2014.4616     -1.79     -0.97     3.7660     6.0275
2014.4644     -0.34     -2.10     3.5821     5.9555
2014.4671     1.09     -2.33     3.5747     5.7841
2014.4699     -1.04     -3.41     3.4658     6.0395
2014.4726     -2.99     -0.17     4.0646     6.7382
2014.4753     -0.71     -7.20     3.9104     6.2305
2014.4781     -2.47     -5.99     3.4983     5.6827
2014.4808     -1.41     -2.16     3.5539     5.6829
2014.4836     -1.56     -1.94     3.6369     5.8623
2014.4863     -2.97     -3.42     4.0413     6.3204
2014.4890     -1.39     -2.14     3.7419     6.2399
2014.4918     -4.50     -3.08     4.1930     6.4467
2014.4945     -0.26     -1.08     4.3567     6.9807
2014.4973     -0.50     -5.15     3.5462     5.5943
2014.5000     -2.35     -1.86     3.8042     6.3793
2014.5027     1.85     -3.52     3.8222     6.3741
2014.5055     0.28     -1.82     3.7776     6.1216
2014.5082     -1.38     -2.71     4.0733     6.6701
2014.5110     -4.74     -3.91     3.7245     5.5984
2014.5137     -4.42     -3.03     4.1894     6.5933
2014.5164     -1.98     -1.83     4.0102     6.5949
2014.5192     -4.65     -2.04     4.1213     7.5455
2014.5219     -3.44     -0.52     4.3903     6.7864
2014.5247     -1.31     -7.76     4.5762     8.0150
2014.5274     -3.83     -5.61     4.0412     6.3267
2014.5301     -2.09     -3.71     4.3842     7.0184
2014.5329     -3.12     -2.90     3.8362     5.9732
2014.5356     -3.16     -1.82     3.9537     6.5908
2014.5384     -0.13     -4.28     3.7027     5.9506
2014.5411     -0.22     2.47     3.8975     6.1303
2014.5438     -0.74     -2.99     3.9146     6.3007
2014.5466     -0.29     -2.24     3.7438     5.7774
2014.5493     -0.25     -3.61     3.3812     5.2100
2014.5521     -0.40     -4.67     3.3051     5.0310
2014.5548     -1.24     -2.93     3.9170     6.2312
2014.5575     -0.02     4.03     4.0239     6.0718
2014.5603     -0.40     -5.37     4.0103     6.3707
