#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2011.5740     -0.38     -7.34     4.9146     7.4983
2011.5767     -3.12     -7.70     4.5968     6.8072
2011.5795     -0.67     -4.92     3.5217     5.3998
2011.5822     -0.98     -1.96     3.0374     4.8267
2011.5849     0.62     -4.20     3.4892     5.6666
2011.5877     -1.68     -5.90     3.8197     5.8926
2011.5904     0.55     -7.71     3.4057     5.4052
2011.5932     2.04     -1.86     3.6045     5.5235
2011.6014     3.51     -10.76     3.7589     5.7344
2011.6041     -1.37     -3.37     4.0058     5.9736
2011.6068     -4.99     -5.26     3.9416     5.8936
2011.6096     -1.27     -7.96     3.8757     5.8722
2011.6123     -2.47     -6.53     3.6931     5.8529
2011.6151     -2.28     -6.86     3.7144     5.9711
2011.6178     1.61     -2.67     7.0372     11.9109
2011.6205     -0.26     -7.38     3.5476     5.6641
2011.6233     -1.21     -3.17     3.5996     5.5812
2011.6260     -2.28     -5.59     3.3056     5.0388
2011.6288     -0.55     -5.37     3.4684     5.4834
2011.6397     2.88     -4.42     3.4590     5.3925
2011.6425     2.15     -2.34     3.6887     5.8618
2011.6452     -0.18     -6.89     3.2300     4.8548
2011.6479     1.02     -4.12     3.4633     5.3220
2011.6507     -3.45     1.20     3.7266     6.0923
2011.6534     4.07     -5.41     3.6174     5.5250
2011.6562     3.10     -3.20     3.7243     5.9256
2011.6589     3.51     -2.75     3.7496     5.8562
2011.6616     1.25     -9.25     4.0492     6.3365
2011.6644     -0.67     -5.74     4.9616     7.6367
2011.6699     -1.87     -4.71     3.1531     4.7543
2011.6726     2.06     -9.98     3.4878     5.6547
2011.6753     0.35     -4.79     3.5149     5.3181
2011.6781     -2.07     -8.99     3.6813     5.6301
2011.6808     -2.57     -6.13     3.2573     5.1959
2011.6836     -1.06     -8.38     3.7348     5.6854
2011.6863     -2.07     -2.66     3.8108     5.8601
2011.6890     1.62     -1.86     4.3396     6.8743
2011.6918     -3.60     -8.31     3.7501     5.6365
2011.6945     -3.17     -3.28     3.6296     5.8545
2011.6973     -1.69     -2.91     3.3402     5.3973
2011.7000     -2.16     -7.76     3.6129     6.0084
2011.7027     -3.07     -10.87     3.5057     5.6294
2011.7055     -1.12     -0.13     3.3216     5.2056
2011.7082     -2.51     -6.78     3.0585     5.0076
2011.7110     -3.67     -8.88     3.5806     5.9383
2011.7137     -3.24     -3.86     3.9999     6.4931
2011.7164     -3.96     -5.18     3.5828     5.9571
2011.7192     -1.73     -16.67     3.7128     6.0513
2011.7219     -3.13     -8.91     3.3397     5.3863
2011.7247     -3.08     -5.32     3.5348     5.4876
2011.7274     -4.28     -3.48     3.3566     5.5591
2011.7301     -3.80     -5.80     3.1983     5.1887
2011.7329     -3.11     -5.63     2.9856     4.8526
2011.7356     -3.11     -0.99     3.0439     4.7750
2011.7384     -4.40     -2.98     3.1099     4.9354
2011.7411     -6.49     -5.97     3.4508     5.7519
2011.7438     -6.42     -4.97     3.8347     6.0503
2011.7466     -4.09     -0.87     3.5772     5.8074
2011.7493     -4.29     -0.06     3.1170     5.0063
2011.7521     -5.51     -3.57     2.8800     4.4653
2011.7548     -5.16     -4.14     2.8274     4.5410
2011.7575     -4.78     -3.57     2.7481     4.3616
2011.7603     -4.38     -3.08     2.9766     4.8193
2011.7630     -4.60     -1.75     3.1870     5.1063
2011.7658     -5.35     -5.07     2.8915     4.5538
2011.7685     -4.31     -6.72     3.3785     5.3776
2011.7712     -5.98     -5.07     3.5279     5.4075
2011.7740     -5.38     -4.96     3.6032     5.5882
2011.7795     -4.88     1.05     3.4758     5.5621
2011.7822     -3.21     -4.80     4.7116     7.4579
2011.7849     -4.63     -4.16     3.1778     5.0137
2011.7877     -6.08     -2.56     3.3050     5.0350
2011.7904     -4.97     -6.16     2.7393     4.2763
2011.7932     -4.91     -5.14     3.1001     4.8330
2011.7959     -5.70     -5.34     3.0459     4.9151
2011.7986     -5.63     -4.77     2.7425     4.2822
2011.8014     -4.84     -4.16     2.8884     4.5500
2011.8041     -3.96     -4.31     3.1961     5.1980
2011.8068     -6.45     -7.40     3.3388     5.3019
2011.8096     -5.35     -2.12     3.3951     5.3069
2011.8123     -0.29     -7.29     4.1958     6.3219
2011.8151     -5.64     -0.95     3.4514     5.3078
2011.8178     -6.14     -3.99     3.6881     5.8521
2011.8205     -3.12     -0.55     3.8216     5.8172
2011.8233     -5.70     -6.62     3.3217     5.2092
2011.8260     -5.63     -4.37     3.3314     5.3036
2011.8288     -4.85     -5.40     2.9859     4.9093
2011.8315     -0.59     -3.12     4.2867     7.2863
2011.8342     -4.34     -4.07     3.6934     5.8565
2011.8370     -6.80     -1.34     3.5221     5.4015
2011.8397     -4.85     -3.27     3.5632     5.7670
2011.8425     -7.09     -6.50     2.9596     4.6477
2011.8452     -7.05     -6.24     3.0998     4.8344
2011.8479     -7.37     -0.33     3.5219     5.4006
2011.8507     -7.28     3.53     3.4593     5.3926
2011.8534     -5.20     -7.78     3.1811     5.0207
2011.8562     -5.80     -3.68     2.7310     4.1917
2011.8589     -5.17     -2.82     2.9516     4.5648
2011.8616     -5.61     -6.13     2.6449     3.9217
2011.8644     -6.84     -7.07     2.9594     4.6445
2011.8671     -5.68     -4.17     2.7395     4.2764
2011.8699     -5.05     -5.86     2.8923     4.5573
2011.8726     -5.64     -5.99     2.8922     4.5615
2011.8753     -8.86     -4.88     3.1140     4.9221
2011.8781     -7.06     -5.37     3.1615     4.8407
2011.8808     -3.98     -4.67     3.4792     5.5653
2011.8836     -6.91     -2.60     2.7563     4.4497
2011.8863     -7.22     -6.82     2.8105     4.3708
2011.8890     -6.81     -7.20     2.8101     4.2966
2011.8918     -7.60     -3.17     2.9768     4.8229
2011.8945     -6.31     -3.72     2.7427     4.2823
2011.8973     -6.31     -5.42     3.1728     4.9320
2011.9000     -7.73     -4.77     2.7342     4.1908
2011.9027     -6.72     -7.16     2.7395     4.2785
2011.9055     -7.28     -5.32     2.9004     4.6424
2011.9082     -6.59     -5.56     3.0128     4.5658
2011.9110     -6.72     -8.42     3.0159     4.5712
2011.9137     -6.19     -4.65     2.8188     4.4559
2011.9164     -6.66     -4.87     2.8188     4.4574
2011.9192     -6.24     -4.85     2.7230     4.1021
2011.9301     -7.19     -6.09     3.5298     5.4868
2011.9329     -7.63     -6.01     2.8753     4.3901
2011.9356     -6.79     -8.98     3.1105     4.7732
2011.9384     -6.70     -7.25     3.0918     4.7465
2011.9411     -6.51     -7.17     3.0835     4.6617
2011.9438     -5.81     -5.74     2.9676     4.7326
2011.9466     -9.37     -9.98     3.0250     4.5794
2011.9493     -8.93     -7.96     2.9190     4.2165
2011.9521     -10.82     -7.53     2.8776     4.3107
2011.9548     -7.76     -8.85     2.9500     4.4903
2011.9575     -8.84     -6.65     2.8669     4.2981
2011.9603     -6.88     -9.04     3.0077     4.4831
2011.9630     -6.47     -8.57     2.7940     4.1306
