#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2011.6479     -12.66     5.23     3.1370     2.5273
2011.6507     -10.81     4.50     3.6566     2.9555
2011.6534     -16.20     5.77     3.7306     2.9866
2011.6562     -11.27     6.12     3.7773     3.0089
2011.6589     -11.42     4.06     3.3231     2.6647
2011.6616     -11.70     2.79     3.3756     2.7216
2011.6644     -12.25     5.19     3.2348     2.5735
2011.6671     -14.06     5.06     3.7975     3.0428
2011.6699     -11.74     5.18     4.0138     3.2276
2011.6726     -14.62     5.21     3.3484     2.6523
2011.6753     -13.13     4.49     3.7702     2.9821
2011.6781     -13.82     8.52     3.5561     2.8771
2011.6808     -11.37     7.42     3.4407     2.7976
2011.6836     -13.41     6.82     2.6192     2.1302
2011.6863     -12.90     6.41     3.0679     2.4683
2011.6890     -12.82     6.36     3.1823     2.5476
2011.6918     -14.16     5.64     3.4688     2.7899
2011.6945     -13.08     5.08     2.9922     2.4066
2011.6973     -12.17     4.00     3.3964     2.6754
2011.7027     -12.51     6.37     2.9218     2.3487
2011.7055     -14.51     7.30     3.4697     2.7905
2011.7082     -13.15     6.56     3.0180     2.3945
2011.7110     -14.50     8.01     3.7098     2.9019
2011.7137     -13.71     5.37     3.2289     2.5712
2011.7164     -14.00     5.03     3.0703     2.4221
2011.7192     -14.86     5.35     3.2814     2.5949
2011.7219     -12.02     6.28     3.3516     2.6564
2011.7247     -12.53     4.02     2.9702     2.3715
2011.7274     -14.62     5.31     3.1816     2.4731
2011.7301     -15.88     5.78     3.0910     2.4553
2011.7329     -14.54     6.29     3.0157     2.3733
2011.7356     -13.55     6.40     3.3748     2.6946
2011.7384     -15.45     5.92     2.9222     2.3514
2011.7411     -14.61     5.51     2.9032     2.3137
2011.7438     -13.23     6.71     3.3285     2.6191
2011.7466     -13.83     6.68     3.1132     2.4929
2011.7493     -12.62     5.10     3.2812     2.5946
2011.7521     -13.09     6.42     3.1097     2.4884
2011.7548     -13.21     5.67     2.9693     2.3709
2011.7575     -12.89     6.10     2.9345     2.3042
2011.7603     -13.53     5.87     3.0907     2.4537
2011.7630     -13.46     6.65     2.8289     2.2536
2011.7658     -14.32     7.08     2.8265     2.3036
2011.7685     -14.40     6.61     3.1111     2.4888
2011.7712     -13.73     6.30     2.9686     2.3706
2011.7740     -14.59     6.52     2.8991     2.3135
2011.7822     -12.11     5.21     3.2821     2.5953
2011.7849     -13.84     5.96     2.9876     2.3596
2011.7877     -14.31     5.11     3.1138     2.4897
2011.7904     -13.90     6.00     2.7578     2.1941
2011.7932     -13.82     5.54     2.9941     2.4079
2011.7959     -13.00     4.62     3.0144     2.3728
2011.7986     -14.44     5.82     2.6882     2.1365
2011.8014     -14.05     7.12     2.7587     2.1948
2011.8041     -16.80     10.25     2.8279     2.2532
2011.8068     -14.91     5.39     2.8766     2.3300
2011.8096     -12.99     5.74     2.6166     2.0768
2011.8123     -14.74     6.72     2.7861     2.1834
2011.8151     -14.66     6.16     2.6903     2.1376
2011.8178     -13.43     6.12     2.7771     2.2093
2011.8205     -13.15     6.56     2.6397     2.1163
2011.8233     -14.78     6.03     2.6383     2.1127
2011.8260     -14.73     5.48     2.9966     2.3601
2011.8288     -12.29     4.70     3.8779     2.9359
2011.8315     -12.79     5.72     3.2134     2.5458
2011.8342     -13.96     5.83     2.6912     2.1405
2011.8370     -14.38     5.06     2.9358     2.3214
2011.8397     -15.66     7.19     4.0128     3.0545
2011.8452     -14.17     5.85     2.8786     2.2776
2011.8479     -15.32     6.56     2.7672     2.2004
2011.8507     -16.41     5.48     2.6249     2.0821
2011.8534     -13.91     5.90     2.7656     2.1994
2011.8671     -15.80     6.03     2.5208     2.0331
2011.8699     -14.62     5.82     2.6389     2.1130
2011.8726     -14.74     5.69     2.5955     2.0422
2011.8753     -17.11     6.12     3.4538     2.7274
2011.8781     -14.55     5.88     2.6611     2.1501
2011.8890     -15.00     6.26     2.5744     2.0628
2011.8945     -15.55     6.19     2.7375     2.1600
2011.8973     -14.70     5.46     2.6715     2.1314
2011.9000     -14.67     5.54     2.6919     2.1409
2011.9027     -16.37     5.97     2.4765     1.9598
2011.9055     -16.20     6.18     2.6214     2.0792
2011.9082     -14.86     6.28     2.6396     2.1134
2011.9110     -15.25     5.70     2.4302     1.9375
2011.9137     -15.51     6.99     2.6878     2.1360
2011.9164     -13.82     4.92     2.5038     1.9983
2011.9192     -14.15     6.36     2.4601     1.9776
2011.9301     -15.56     6.20     3.0403     2.4293
2011.9329     -14.91     6.83     2.5705     2.0548
2011.9356     -13.47     5.63     2.7234     2.1836
2011.9384     -14.92     6.63     2.5191     2.0087
2011.9438     -15.19     5.76     2.5208     2.0328
2011.9466     -15.20     5.05     2.4024     1.9504
2011.9493     -15.37     6.59     2.5431     2.0679
2011.9521     -15.29     5.52     2.5434     2.0678
2011.9548     -15.38     5.98     2.4539     1.9777
2011.9575     -14.93     5.60     2.4742     2.0095
2011.9603     -15.23     5.27     2.4277     1.9377
2011.9630     -14.68     6.48     2.5205     2.0310
2011.9658     -15.52     6.79     2.4029     1.9539
2011.9685     -14.55     6.50     2.3334     1.8922
2011.9712     -14.04     5.67     2.3795     1.9137
2011.9740     -13.80     5.94     2.5949     2.0920
2011.9767     -14.92     6.11     2.4267     1.9376
2011.9795     -15.16     4.92     2.6999     2.1449
2011.9822     -15.73     5.99     2.4537     1.9747
2011.9849     -16.24     6.31     2.4974     1.9952
2011.9877     -15.88     7.42     2.5681     2.0537
2011.9904     -15.50     5.85     2.7216     2.1786
2011.9932     -15.86     5.87     2.3318     1.8913
2011.9959     -15.03     5.26     2.5047     1.9985
2011.9986     -16.05     6.29     2.4484     1.9719
2012.0041     -16.01     5.45     2.6133     2.1276
2012.0068     -17.45     5.92     2.5247     2.0329
2012.0096     -15.73     6.20     2.6215     2.0792
2012.0123     -16.84     5.65     2.4774     1.9600
2012.0150     -16.65     6.87     2.3080     1.8547
2012.0178     -16.35     7.92     2.3809     1.9157
2012.0205     -16.87     5.77     2.5464     2.0183
2012.0232     -15.98     5.22     2.5273     1.9843
2012.0260     -16.71     5.57     2.6914     2.1409
2012.0287     -16.30     6.45     2.6623     2.1492
2012.0314     -16.41     4.76     2.4020     1.9503
2012.0342     -14.63     4.80     2.6900     2.1371
2012.0369     -17.46     5.83     2.6183     2.0774
2012.0396     -16.37     5.67     2.4301     1.9374
2012.0423     -18.17     6.77     2.4810     1.9620
2012.0451     -16.70     5.15     2.5466     2.0188
2012.0478     -20.49     7.59     2.6658     2.1019
2012.0505     -16.36     6.28     2.4983     1.9954
2012.0533     -17.61     6.43     2.5948     2.0418
2012.0560     -15.85     6.89     2.6879     2.1361
2012.0587     -17.38     7.83     2.6173     2.0772
2012.0615     -15.33     7.18     2.7588     2.1963
2012.0642     -17.32     6.46     2.7651     2.2037
2012.0669     -15.87     6.39     2.5791     2.0094
2012.0697     -17.06     5.47     2.6170     2.0768
2012.0724     -16.97     5.01     2.6694     2.1035
2012.0751     -17.20     6.07     2.6168     2.0784
2012.0779     -18.48     5.73     2.6179     2.0774
2012.0806     -16.34     6.58     2.7758     2.1553
2012.0833     -16.84     6.57     2.7311     2.1334
2012.0861     -17.43     6.32     2.7009     2.0934
2012.0888     -16.85     6.58     2.8564     2.2416
2012.0915     -17.37     5.67     2.7656     2.1994
2012.0943     -17.16     5.64     2.4768     1.9597
2012.0970     -15.33     5.75     2.6239     2.0818
2012.0997     -16.77     6.22     2.7355     2.1590
2012.1025     -16.41     5.80     2.6902     2.1374
2012.1052     -14.72     5.17     2.8072     2.2196
2012.1079     -17.14     6.55     2.8318     2.2549
2012.1107     -18.36     5.15     2.8426     2.2686
2012.1134     -17.43     3.75     3.0256     2.4006
2012.1161     -16.49     6.46     2.6684     2.1015
2012.1189     -15.78     5.82     2.8950     2.2882
2012.1216     -16.22     5.57     2.8849     2.2831
2012.1243     -17.59     5.91     2.6866     2.1354
2012.1270     -15.01     3.49     2.9731     2.3726
2012.1298     -17.43     5.81     2.7893     2.1850
2012.1325     -16.94     5.20     2.8825     2.2793
2012.1352     -17.67     6.37     2.5459     2.0184
2012.1380     -18.10     5.40     3.0476     2.4342
2012.1407     -19.23     7.84     2.9946     2.4093
2012.1434     -17.08     6.42     2.7156     2.1757
2012.1462     -17.98     6.15     2.8769     2.2765
2012.1489     -17.74     7.54     2.5682     2.0551
