#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2011.7466     -3.06     3.19     3.0979     4.3893
2011.7493     -0.78     5.43     2.9160     4.1474
2011.7521     -3.13     3.29     2.8456     4.0494
2011.7548     -2.53     2.77     2.6743     3.7911
2011.7575     -2.33     4.40     2.6736     3.7897
2011.7603     -1.79     3.54     2.7471     3.8970
2011.7630     -2.38     4.09     2.8476     4.0534
2011.7658     -5.11     3.50     2.9589     4.1923
2011.7685     -3.31     4.08     2.8060     4.0081
2011.7712     -3.10     4.20     2.8845     4.0879
2011.7740     -2.39     4.29     3.0572     4.3461
2011.7767     -1.95     6.31     2.7467     3.8955
2011.7795     -2.09     3.71     2.9464     4.2051
2011.7822     -2.34     4.59     2.8856     4.0893
2011.7849     -2.56     4.66     3.0489     4.3652
2011.7877     -2.40     3.19     2.8776     4.1075
2011.7904     -3.02     3.91     2.5644     3.6516
2011.7932     -2.73     1.78     2.7193     3.8441
2011.7959     -1.54     4.39     2.7361     3.9392
2011.7986     -2.10     3.04     2.6026     3.6915
2011.8014     -2.48     3.49     2.7057     3.8510
2011.8041     -2.68     3.16     2.6679     3.8147
2011.8068     -1.71     3.68     2.5411     3.6010
2011.8096     -2.13     3.63     2.4924     3.5518
2011.8123     -2.61     3.07     2.4240     3.4547
2011.8151     -2.77     3.45     2.4367     3.4412
2011.8178     -2.01     5.13     2.5336     3.5954
2011.8205     -2.30     4.00     2.4340     3.4361
2011.8233     -2.01     5.36     2.6447     3.7345
2011.8260     -3.16     4.32     2.7073     3.8561
2011.8288     -3.73     3.17     2.9404     4.2283
2011.8315     -2.93     4.06     3.3010     4.7179
2011.8342     -1.55     3.50     2.8770     4.1090
2011.8370     -1.19     6.05     3.2222     4.6225
2011.8397     -1.75     4.70     3.9570     5.6186
2011.8425     -1.93     5.05     2.5701     3.6560
2011.8452     -2.02     4.04     2.6767     3.7956
2011.8507     -2.72     5.49     2.6029     3.6918
2011.8534     -2.74     4.58     2.6435     3.7322
2011.8699     -2.98     4.18     2.6443     3.7339
2011.8726     -2.88     4.79     2.5019     3.5354
2011.8753     -3.50     4.42     2.6691     3.8129
2011.8781     -2.81     5.77     2.5329     3.5923
2011.8808     -2.63     6.71     2.7866     3.9370
2011.8836     -2.63     3.03     2.5332     3.5947
2011.8863     -2.73     5.90     2.4614     3.4929
2011.8890     -2.98     3.97     2.6740     3.7904
2011.8918     -3.26     4.16     2.6742     3.7906
2012.1079     -4.18     3.08     2.7251     3.8515
2012.1107     -3.71     6.24     2.4613     3.4925
2012.1134     -4.24     4.28     2.5329     3.5944
2012.1161     -4.10     3.21     2.4657     3.4963
2012.1189     -4.20     5.00     2.6059     3.6935
2012.1216     -4.47     3.25     2.5329     3.5944
2012.1243     -3.65     4.82     2.5335     3.5929
2012.1270     -3.97     3.42     2.3920     3.3937
2012.1298     -4.51     2.97     2.5242     3.6116
2012.1325     -3.80     5.86     2.4955     3.5531
2012.1352     -4.04     3.75     2.5332     3.5926
2012.1380     -3.84     2.77     2.5747     3.6385
2012.1407     -3.70     5.17     2.7525     3.9073
