#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2014.8918     -7.43     -5.42     3.6463     4.3489
2014.8945     2.85     -3.15     3.8627     4.5802
2014.8973     -1.72     2.25     3.8341     4.5496
2014.9000     0.42     -1.24     3.6151     4.2667
2014.9027     1.77     1.31     4.1663     4.8849
2014.9055     -1.14     -0.87     3.6916     4.3621
2014.9082     0.79     1.11     3.6092     4.3731
2014.9110     -0.58     -1.17     3.6603     4.3563
2014.9137     -0.58     -0.74     3.5720     4.2529
2014.9164     -0.83     0.69     3.2445     3.8774
2014.9192     -1.12     0.16     3.5519     4.1870
2014.9219     -2.74     0.49     3.7505     4.4344
2014.9247     5.61     1.52     3.8224     4.5251
2014.9274     -6.01     -2.44     3.5417     4.2508
2014.9301     -1.98     0.33     3.5086     4.2092
2014.9329     -0.78     -1.39     3.4478     4.1303
2014.9356     -6.36     -7.65     3.6645     4.4022
2014.9384     1.32     -0.76     3.6331     4.2992
2014.9411     3.28     0.51     3.6873     4.3594
2014.9438     2.16     -0.10     3.8140     4.4831
2014.9466     0.33     0.66     3.4403     4.0824
2014.9493     0.49     -0.41     3.5080     4.1750
2014.9521     5.52     -1.59     3.9943     4.6371
2014.9548     1.50     -1.40     3.6359     4.3321
2014.9575     1.28     2.73     3.9306     4.6748
2014.9603     -2.44     -1.44     3.8778     4.5313
2014.9630     -0.38     -0.84     3.4306     4.0769
2014.9658     -0.53     -0.82     3.5722     4.2530
2014.9685     -0.86     -0.49     3.4248     4.0311
2014.9712     -1.76     -1.52     3.3357     3.9829
2014.9740     5.31     1.76     3.7889     4.5253
2014.9767     -1.18     -0.91     3.3055     3.9538
2014.9795     -1.78     0.68     3.4220     4.0619
2014.9822     -1.61     0.07     3.5158     4.2228
2014.9849     2.12     -1.56     3.5024     4.1717
2014.9877     -0.04     1.76     3.4306     4.0769
2014.9904     1.22     -0.95     3.2444     3.8771
2014.9932     -0.40     -1.07     3.5007     4.1711
2014.9959     -0.13     -1.16     3.4960     4.1563
2014.9986     0.50     0.53     3.3003     3.9073
2015.0014     -0.12     -2.20     3.5833     4.3036
2015.0041     -0.81     -3.65     3.7169     4.3216
2015.0068     0.92     -1.08     3.3719     4.0350
2015.0096     0.18     0.99     3.6436     4.3357
2015.0123     6.52     5.17     3.9686     4.8225
2015.0151     -1.10     -0.79     3.5185     4.2242
2015.0178     -0.61     -0.11     3.5875     4.3058
2015.0205     0.72     -1.43     4.0620     4.9033
2015.0233     0.09     -0.00     3.9554     4.6590
2015.0260     -1.87     0.05     3.7117     4.4281
2015.0288     -0.20     0.19     3.4397     4.0392
2015.0315     -0.84     -0.02     3.4203     4.0612
2015.0342     1.72     -0.65     3.6682     4.2624
2015.0370     -3.78     -5.95     3.4252     4.0313
2015.0397     2.37     -1.78     3.7265     4.4490
2015.0425     1.45     2.52     3.6907     4.3308
2015.0452     -1.11     0.77     3.7621     4.5259
2015.0479     -0.91     -0.86     3.4849     4.1794
2015.0507     0.49     -0.19     3.9241     4.6547
2015.0534     -0.64     -1.25     3.5230     4.2262
2015.0562     -0.79     0.11     3.2526     3.9258
2015.0589     0.10     -0.52     3.5256     4.2276
2015.0616     1.17     -0.12     3.5423     4.2508
2015.0644     4.41     0.69     3.9077     4.6332
2015.0671     -2.10     -2.90     3.7212     4.4328
2015.0699     0.83     -2.64     3.6257     4.3954
2015.0726     1.40     0.34     3.7876     4.5242
2015.0753     2.42     2.33     3.3679     4.1443
2015.0781     -0.77     4.97     3.8262     4.5341
2015.0808     -0.09     -2.21     3.8979     4.6275
2015.0836     -0.38     -0.52     3.7634     4.5266
2015.0863     0.79     -0.63     3.8925     4.5813
2015.0890     -2.00     3.22     3.5426     4.2102
2015.0918     2.17     1.95     3.5864     4.2742
2015.0945     6.96     5.92     3.9200     4.5410
2015.0973     -2.66     -0.74     4.0042     4.7147
2015.1000     -0.85     -1.08     3.8558     4.4633
2015.1027     0.46     -0.93     3.6642     4.3744
2015.1055     3.60     1.72     3.7877     4.5246
2015.1082     5.11     5.61     3.8625     4.5796
2015.1110     1.22     3.67     4.8392     5.1775
2015.1137     3.62     2.17     4.2595     4.7755
2015.1164     2.36     0.41     4.0707     4.6942
2015.1192     -0.97     3.68     4.0815     4.7829
2015.1219     -0.42     -0.05     4.2206     4.8061
2015.1247     -0.85     -1.29     4.0994     4.6955
2015.1274     1.14     1.93     4.1299     4.7989
2015.1301     0.23     -0.73     3.3543     3.9800
2015.1329     -1.84     -1.95     3.8677     4.6242
2015.1356     -1.99     -0.88     3.7657     4.4566
2015.1384     0.51     0.81     3.9494     4.6123
2015.1411     -5.19     -1.68     4.0962     4.8347
2015.1438     0.64     -2.07     4.4858     5.1044
2015.1466     -0.59     -1.28     3.7146     4.2880
2015.1493     -0.12     -1.80     3.7525     4.4405
2015.1521     -4.26     -3.04     4.0982     4.8357
2015.1548     6.05     0.60     4.6916     5.4673
2015.1575     4.28     3.93     4.5710     5.3585
2015.1603     2.60     3.33     4.4663     5.1903
2015.1630     0.23     -2.29     3.9789     4.7273
2015.1658     14.95     10.52     4.0872     4.8214
2015.1685     -1.77     2.93     4.0125     4.8453
2015.1712     -0.05     3.70     4.0111     4.6897
2015.1740     5.38     0.02     4.3326     5.0545
2015.1767     10.12     1.88     4.7037     5.3764
2015.1795     -2.99     1.03     3.8372     4.5516
2015.1822     3.69     -0.90     4.1103     4.6610
2015.1849     7.72     3.21     3.8129     4.4825
2015.1877     2.17     4.25     3.9130     4.6482
2015.1904     -1.37     1.71     3.7658     4.4569
2015.1932     -2.25     -1.53     4.0040     4.6423
2015.1959     -0.00     1.01     4.6358     5.3278
2015.1986     3.68     2.61     4.5093     5.1601
2015.2014     -1.54     -0.23     4.0144     4.7293
2015.2041     11.55     6.38     4.7024     5.4094
2015.2068     3.91     4.41     4.1124     4.8888
2015.2096     5.96     6.05     3.6980     4.5214
2015.2123     1.52     3.53     4.5202     5.2196
2015.2151     -0.56     -2.45     4.2921     5.0099
2015.2178     -0.47     -1.05     4.0859     4.7853
2015.2205     -1.73     1.80     3.9235     4.6132
2015.2233     -0.80     2.53     4.4513     5.2317
2015.2260     0.89     -2.95     4.4502     5.1389
2015.2288     -1.66     0.20     4.0675     4.7204
2015.2315     -0.09     -0.78     3.9352     4.5940
2015.2342     -0.38     -1.46     4.2284     4.9619
2015.2370     -2.64     -3.87     4.4677     5.1486
2015.2397     1.30     1.66     4.4240     5.0599
2015.2425     -2.98     -1.92     4.8031     5.6052
2015.2452     7.01     3.84     4.8713     5.6641
2015.2479     -0.29     -1.12     4.5938     5.4575
2015.2507     -1.95     1.26     4.4608     5.1777
2015.2534     -4.28     -3.74     4.6770     5.3076
2015.2562     11.08     3.95     4.5582     5.3391
2015.2589     4.56     -1.13     5.3564     6.2246
2015.2616     5.87     -1.27     4.5817     5.3644
2015.2644     -3.75     0.83     4.1425     4.9592
2015.2671     6.49     2.03     4.3114     5.0775
2015.2699     6.57     3.28     4.6659     5.4267
2015.2726     1.29     -3.33     4.3702     5.2265
2015.2753     -0.24     0.34     4.0695     4.8760
2015.2781     1.27     0.51     3.9886     4.5924
2015.2808     1.35     -2.41     4.3536     4.9764
2015.2836     -0.37     -0.82     4.1439     4.8603
2015.2863     -0.67     -2.55     4.1783     4.8917
2015.2890     2.49     -2.26     4.3943     5.0883
2015.2918     8.94     0.97     4.4894     5.2159
2015.2945     -0.36     -2.92     4.9181     5.6794
2015.2973     1.08     -0.43     4.6559     5.3500
2015.3000     -3.53     -2.05     4.4380     5.2585
2015.3027     -0.10     -0.50     4.4214     5.2022
2015.3055     -3.21     -1.96     4.8669     5.4690
2015.3082     1.48     1.79     4.6317     5.2949
2015.3110     0.85     -0.65     4.5759     5.2508
2015.3137     -2.39     -2.50     4.2418     4.8715
2015.3164     -0.69     0.18     3.9018     4.5865
2015.3192     2.90     -1.55     4.4161     5.1630
2015.3219     0.86     -2.00     4.3895     5.0505
2015.3247     -0.26     -3.80     4.3043     4.9766
2015.3274     -4.84     -2.72     4.5297     5.2693
2015.3301     -1.18     -0.68     4.3159     4.9995
2015.3329     -2.88     -2.05     4.5298     5.2166
2015.3356     -1.63     0.28     4.3241     5.1572
2015.3384     0.35     -2.75     4.1813     4.9803
2015.3411     -2.08     -1.28     4.9330     5.5909
2015.3438     -6.52     -1.87     4.2579     4.9234
2015.3466     -0.93     -3.34     4.9827     5.6125
2015.3493     0.33     1.52     4.2139     4.9109
2015.3521     -1.62     -1.83     4.1411     4.8508
2015.3548     -0.33     0.83     4.6700     5.2949
2015.3575     -1.82     0.08     4.3094     5.0950
2015.3603     -0.59     -0.13     4.7105     5.3808
2015.3630     -2.85     -1.20     4.2128     4.9431
2015.3658     -3.13     -0.54     4.0871     4.7856
2015.3685     -0.48     -1.85     4.3325     4.9534
2015.3712     -3.20     -2.09     3.8382     4.5516
2015.3740     -0.91     -1.61     5.2244     6.0981
2015.3767     -0.13     -1.73     3.7800     4.3665
2015.3795     -0.62     -0.35     4.5581     5.3389
2015.3822     -3.41     -2.28     4.1028     4.8504
2015.3849     -1.15     -3.61     4.5962     5.3508
2015.3877     0.76     -0.60     4.6713     5.4450
2015.3904     -2.50     -3.36     4.8074     5.4895
2015.3932     -0.00     -0.63     4.2283     4.9615
2015.3959     -0.36     0.27     5.0935     5.9726
2015.3986     -1.03     -2.94     4.0320     4.7561
2015.4014     -1.94     0.63     4.3865     5.1596
2015.4041     -1.28     -3.90     4.4002     5.1263
2015.4068     -0.33     -0.47     4.1906     4.8780
2015.4096     -0.80     -1.45     4.2885     5.1494
2015.4123     -2.32     -3.86     4.4823     5.2430
2015.4151     -2.24     -1.58     4.1938     4.8450
2015.4178     1.55     -1.82     4.6847     5.3480
2015.4205     -0.92     -0.97     3.6436     4.3359
2015.4233     -0.42     2.39     3.9727     4.7130
2015.4260     -0.99     -1.34     4.3888     5.2033
2015.4288     -1.04     -2.72     4.2283     4.9615
2015.4315     -0.75     -5.62     4.9511     5.6813
2015.4342     -0.30     -0.81     4.6211     5.4019
2015.4370     -1.04     -8.24     5.0904     5.8953
2015.4397     0.13     -1.52     3.9181     4.6389
2015.4425     1.15     -0.12     4.4483     5.1136
2015.4452     -0.08     -0.96     4.7172     5.4267
2015.4479     2.74     0.70     4.4722     5.2299
2015.4507     0.41     0.32     4.0470     4.8082
2015.4534     0.45     -0.70     4.3070     5.0936
2015.4562     0.71     -3.32     4.0418     4.7616
2015.4589     2.91     -2.16     4.1255     4.8787
2015.4616     -0.27     -5.46     4.3782     5.1420
2015.4644     -2.76     -1.80     4.0863     4.8207
2015.4671     -0.51     -2.54     3.9801     4.7590
2015.4699     -1.78     -0.59     4.7595     5.5597
2015.4726     -3.53     -0.66     4.4747     5.3492
2015.4753     0.07     -1.50     4.3785     5.1865
2015.4781     2.95     -3.51     4.1783     4.9708
2015.4808     -3.56     -2.19     4.5563     5.4371
2015.4836     0.28     -3.87     4.4014     5.2107
2015.4863     0.01     -1.57     4.4073     5.1487
2015.4890     -2.03     -1.13     4.0621     4.8718
2015.4918     -1.76     -4.93     3.8917     4.7249
2015.4945     -0.79     0.00     4.2083     4.9341
2015.4973     2.25     -2.48     3.8081     4.6184
2015.5000     0.83     -0.20     4.2739     5.0854
2015.5027     -0.64     -3.17     4.2532     5.0878
2015.5055     -0.76     -0.01     4.4440     5.1913
2015.5082     -0.01     -0.60     4.0022     4.7839
2015.5110     -0.57     0.43     3.9119     4.6739
2015.5137     0.42     0.03     5.6366     6.6074
2015.5164     1.25     -0.65     3.6688     4.4431
2015.5192     -2.78     -1.65     4.9168     5.8228
2015.5219     0.36     -0.19     3.9173     4.6835
2015.5247     1.90     2.08     4.4336     5.2165
2015.5274     1.57     -5.02     4.7002     5.5482
2015.5301     1.91     1.93     4.7853     5.6518
2015.5329     0.88     -0.69     4.4613     5.3236
2015.5356     -0.05     0.79     3.9473     4.7546
2015.5384     -0.81     -1.46     3.6026     4.2428
2015.5411     0.54     0.07     3.7981     4.5299
2015.5438     0.36     -0.83     4.0266     4.6696
2015.5466     -0.48     1.91     4.1806     4.8927
2015.5493     0.88     -0.28     4.6501     5.3801
2015.5521     0.14     -2.66     4.2128     5.0052
2015.5548     0.05     -1.10     4.0333     4.9011
2015.5575     -0.87     -1.69     4.1989     5.0586
2015.5603     0.52     -1.18     4.0194     4.7384
2015.5630     -1.61     -3.34     3.8927     4.7259
2015.5658     0.33     -1.20     4.3891     5.2323
2015.5685     1.37     0.52     4.1080     4.8862
2015.5712     1.23     -2.72     5.0708     6.0138
2015.5740     1.61     0.84     3.8004     4.5317
2015.5767     1.89     -3.84     4.1635     4.8421
2015.5795     -0.54     -0.59     4.1414     4.8513
2015.5822     0.88     -3.92     4.8441     5.7308
2015.5849     3.86     -2.28     4.8177     5.7695
2015.5877     6.03     0.79     4.0989     4.9824
2015.5904     0.09     1.23     4.0046     4.6859
2015.5932     0.46     -0.71     4.3021     5.0907
2015.5959     3.45     0.34     4.0008     4.7829
2015.5986     0.26     1.19     4.0850     4.9290
2015.6014     -0.71     -1.37     4.4042     5.2445
2015.6041     -1.15     -3.36     4.4466     5.2526
2015.6068     -0.75     -0.22     4.9007     5.7613
2015.6096     -0.70     -0.34     5.1632     6.2001
2015.6123     -3.22     0.60     4.3878     5.2317
2015.6151     -4.08     -0.83     4.5630     5.5276
2015.6178     -1.52     2.25     4.5780     5.5046
2015.6205     -1.59     -0.19     3.9590     4.7307
2015.6233     -3.04     0.73     4.1928     5.0246
2015.6260     -0.31     -1.40     3.5411     4.2503
2015.6288     -0.16     -0.85     3.7875     4.5552
2015.6315     -0.65     0.10     4.5942     5.4579
2015.6342     0.35     1.04     3.5009     4.1875
2015.6370     -0.88     0.19     3.4176     4.1268
2015.6397     -2.97     -1.78     3.7193     4.5033
2015.6425     0.19     2.23     3.6702     4.4439
2015.6452     0.62     1.53     3.5726     4.3997
2015.6479     -2.09     -1.54     4.4597     5.2418
2015.6507     1.81     0.68     3.8824     4.6754
2015.6534     0.34     1.28     3.9917     4.7786
2015.6562     -0.29     1.96     4.1749     4.9646
2015.6589     0.61     2.23     3.8907     4.6101
2015.6616     1.24     1.83     3.4623     4.1944
2015.6644     0.11     2.86     3.4576     4.1820
2015.6671     -1.20     -0.42     3.7764     4.5077
2015.6699     0.01     1.57     3.8427     4.6280
2015.6726     0.15     1.98     4.1856     4.9520
2015.6753     0.99     1.60     4.0968     4.8348
2015.6781     0.86     2.98     3.8208     4.6321
2015.6808     0.02     3.20     4.3763     5.1856
2015.6836     -1.12     0.79     4.3494     5.2261
2015.6863     -2.03     -2.18     4.1347     4.9553
2015.6890     -0.22     4.17     3.5986     4.3583
2015.6918     -0.93     0.03     3.9979     4.8518
2015.6945     0.98     1.11     3.8999     4.6289
2015.6973     -1.95     -1.09     4.6785     5.4738
2015.7000     -0.32     0.79     3.8139     4.6285
2015.7027     0.20     2.25     3.4575     4.1817
2015.7055     2.57     1.91     3.7193     4.4701
2015.7082     -0.29     0.51     4.3320     5.1731
2015.7110     1.28     0.72     3.9621     4.8189
2015.7137     -0.57     -0.18     4.0572     4.8590
2015.7164     -0.57     0.26     3.8464     4.6002
2015.7192     -0.64     1.24     4.2510     5.0300
2015.7219     -4.18     0.03     4.1069     4.8859
2015.7247     -1.06     -0.29     4.0487     4.8090
2015.7274     -2.97     0.10     3.6233     4.3522
2015.7301     -2.28     -0.54     3.6370     4.3329
2015.7329     0.69     3.31     4.3922     5.2399
2015.7356     -1.04     3.11     3.7172     4.4688
2015.7384     -2.86     -1.92     4.2597     5.1488
2015.7411     -3.64     2.80     4.0594     4.8604
2015.7438     0.55     0.79     3.7232     4.4788
2015.7466     -0.88     1.72     4.1083     4.9975
2015.7493     -2.95     -0.98     4.3302     5.1605
2015.7521     -2.85     1.77     4.2390     5.1583
2015.7548     -1.98     -0.22     4.0214     4.8867
2015.7575     -0.04     2.68     4.0016     4.8231
2015.7603     -0.73     1.37     3.9676     4.8544
2015.7630     -1.00     1.14     3.3456     4.0766
2015.7658     -0.28     2.46     3.7415     4.5354
2015.7685     -3.90     -1.34     3.7260     4.5930
2015.7712     -2.02     -0.58     3.8678     4.7415
2015.7740     -1.04     3.17     3.9672     4.8212
2015.7767     -1.76     2.14     3.9558     4.8051
2015.7795     -2.70     0.49     3.4858     4.2209
2015.7822     -1.51     0.25     3.6084     4.3727
2015.7849     -0.94     -0.93     3.7947     4.5636
2015.7877     -1.42     -1.91     4.2787     5.1444
2015.7904     -1.67     -0.04     3.7199     4.5460
2015.7932     0.29     2.26     3.7905     4.5614
2015.7959     -2.51     1.65     3.9251     4.6876
2015.7986     0.24     0.87     3.8930     4.5818
2015.8014     0.08     0.44     4.1127     4.8890
2015.8041     -0.53     -1.10     3.6740     4.4527
2015.8068     -2.46     -0.41     3.5350     4.2777
2015.8096     -2.53     2.19     3.9289     4.7003
2015.8123     -2.44     5.23     3.9411     4.8221
2015.8151     -1.38     -0.16     3.4820     4.2371
2015.8178     -2.44     0.46     3.5568     4.2586
2015.8205     -0.96     -0.43     3.5715     4.2527
2015.8233     -1.76     -0.49     3.6466     4.3785
2015.8260     -0.43     1.02     3.7281     4.4817
2015.8288     0.56     3.44     3.5781     4.2934
2015.8315     -0.89     3.02     3.6165     4.4128
2015.8342     -0.95     1.92     3.9173     4.6835
2015.8370     -0.85     0.06     3.6092     4.3731
2015.8397     -3.62     -0.83     3.8573     4.6189
2015.8425     -2.62     -1.22     3.8615     4.6472
2015.8452     -1.70     0.40     4.1967     5.0285
2015.8479     -0.09     4.36     3.3836     4.0518
2015.8507     -0.47     1.82     3.7183     4.4697
2015.8534     -1.39     0.33     3.1398     3.8213
2015.8562     -0.55     1.44     3.6596     4.3561
2015.8589     -3.85     5.78     3.7403     4.5350
2015.8616     -0.33     1.16     3.8435     4.6698
2015.8644     -0.05     0.34     3.5761     4.2921
2015.8671     -0.79     0.78     3.1325     3.8176
2015.8699     -5.87     -4.33     3.5457     4.2953
2015.8726     -0.50     0.86     3.4425     4.1279
2015.8753     -1.47     2.00     3.5115     4.2104
2015.8781     -4.33     1.49     3.6251     4.3954
2015.8808     -1.29     1.69     3.8708     4.5145
2015.8836     -0.59     -0.14     3.3582     4.0529
2015.8863     -1.90     -0.15     3.5091     4.1756
2015.8890     -0.37     1.22     3.5080     4.1748
2015.8918     -1.05     -0.82     3.6993     4.3663
2015.8945     0.80     0.36     3.3175     4.0064
2015.8973     -1.66     -0.88     3.4479     4.1306
2015.9000     -0.31     -1.73     3.4402     4.0821
2015.9027     -2.19     0.77     3.4686     4.1973
2015.9055     -0.97     -2.12     3.6406     4.4462
2015.9082     -2.47     -1.54     3.3509     4.0913
2015.9110     1.80     0.52     3.1419     3.8227
2015.9137     0.72     -0.93     3.6745     4.3084
2015.9164     -2.46     -1.26     3.8447     4.5553
2015.9192     -6.48     0.26     3.7640     4.6022
2015.9219     -0.20     1.58     3.5508     4.3334
2015.9247     -1.43     -0.16     3.2107     3.9440
2015.9274     -0.32     0.88     3.7756     4.5071
2015.9301     -1.35     0.04     3.3144     3.9586
2015.9329     0.58     0.40     3.5488     4.1850
2015.9356     -0.03     2.72     3.7431     4.5336
2015.9384     -0.68     0.71     3.4351     4.1158
2015.9411     -0.71     1.57     3.8197     4.5208
2015.9438     3.44     5.48     3.7404     4.5348
2015.9466     4.17     3.98     3.6853     4.3582
2015.9493     14.04     2.96     3.7454     4.5375
2015.9521     1.37     2.91     3.7041     4.4542
2015.9548     -0.69     1.56     3.5094     4.2092
2015.9575     -1.86     1.50     3.3152     4.0049
2015.9603     -0.41     2.06     3.5155     4.2225
2015.9630     -1.46     0.62     3.6438     4.3055
2015.9658     0.92     0.74     3.4867     4.1433
2015.9685     3.92     4.62     3.6118     4.2646
2015.9712     0.60     0.91     3.5883     4.3063
2015.9740     0.07     -1.89     3.6369     4.3323
2015.9767     1.47     2.05     3.1664     3.7790
2015.9795     -3.57     3.95     2.9831     3.6262
2015.9822     2.87     -0.56     3.6845     4.3580
2015.9849     0.63     -1.32     3.1540     3.7639
2015.9877     -0.57     0.98     3.2275     3.8572
2015.9904     0.40     1.31     3.0904     3.6833
2015.9932     0.27     -0.59     3.3502     3.9665
2015.9959     -2.41     1.13     3.2148     3.8053
2015.9986     -0.30     -4.18     3.6833     4.3130
2016.0014     1.81     -0.27     3.1325     3.8176
2016.0041     -0.64     -2.68     3.4891     4.1416
2016.0068     0.22     2.75     3.5194     4.1812
2016.0096     -1.51     -0.86     3.5331     4.2767
2016.0123     -1.10     -0.54     3.1859     3.8456
2016.0150     -1.38     1.31     3.0731     3.6290
2016.0178     -0.05     0.44     3.6368     4.3321
2016.0205     1.79     5.02     3.6885     4.3604
2016.0232     0.20     -0.56     3.7282     4.5269
2016.0260     -1.84     -1.76     3.5489     4.1847
2016.0287     -0.53     -2.50     3.3824     4.0507
2016.0314     -0.55     -1.63     3.5665     4.2403
2016.0342     4.27     0.59     3.6212     4.2695
2016.0369     -3.05     0.66     3.5562     4.2582
2016.0396     -2.36     3.44     3.7391     4.4562
2016.0423     -2.48     -4.98     3.5072     4.1744
2016.0451     -0.45     -0.84     3.8821     4.5647
2016.0478     0.39     0.87     3.7199     4.4320
2016.0505     2.01     0.52     3.7773     4.5075
2016.0533     -3.18     0.82     3.5613     4.2376
2016.0560     -0.15     2.50     3.5771     4.2927
2016.0587     -0.08     -0.72     3.8800     4.5635
2016.0615     0.23     2.34     3.3281     4.0221
2016.0642     2.26     -0.05     3.7847     4.4803
2016.0669     -1.67     -2.76     3.5621     4.2376
2016.0697     -1.70     1.38     4.0315     4.9010
2016.0724     -0.39     -0.11     3.1979     3.8521
2016.0751     -3.34     -2.03     3.4306     4.0769
2016.0779     0.03     -0.97     3.4094     4.0099
2016.0806     -0.90     -0.39     3.4985     4.1136
2016.0833     -0.45     -0.18     3.6138     4.2659
2016.0861     2.94     -0.60     3.1110     3.7499
2016.0888     -4.68     -1.50     3.5646     4.2056
2016.0915     0.48     -2.13     3.4602     4.1833
2016.0943     0.56     1.34     3.2793     3.8852
2016.0970     -0.56     -0.45     3.3829     4.0515
2016.0997     0.32     -0.35     3.4154     4.0258
2016.1025     -2.90     -2.18     3.4214     4.0621
2016.1052     2.97     -0.47     3.9767     4.7259
2016.1079     -0.62     0.22     3.8677     4.5039
2016.1107     2.70     -2.63     3.4960     4.1566
2016.1134     6.70     8.74     4.1916     4.8783
2016.1161     10.53     4.97     3.9534     4.6582
2016.1189     0.08     0.61     3.5240     4.2271
2016.1216     -3.06     -1.61     3.6420     4.3349
2016.1243     2.05     0.54     3.8149     4.4836
2016.1270     8.45     6.40     3.7136     4.4288
2016.1298     1.45     -0.85     4.0219     4.7402
2016.1325     -1.46     1.57     3.5554     4.2007
2016.1352     -0.51     -0.79     3.6735     4.3073
2016.1380     7.66     5.59     3.6123     4.2314
2016.1407     3.33     2.27     4.2727     5.0979
2016.1434     6.88     7.03     3.9683     4.7943
2016.1462     2.18     7.57     4.3442     5.1792
2016.1489     1.61     0.57     3.6267     4.2823
2016.1516     0.40     -0.99     3.7415     4.5001
2016.1544     -1.38     2.18     3.8812     4.5644
2016.1571     -0.13     1.54     3.9290     4.5904
2016.1598     -0.92     0.75     3.9010     4.6298
2016.1626     1.13     -0.59     3.6587     4.3137
2016.1653     -3.75     -0.19     3.7021     4.4133
2016.1680     -3.54     -1.52     3.4774     4.2022
2016.1708     -1.46     -0.30     3.8205     4.5997
2016.1735     -3.26     -0.12     3.8724     4.5525
2016.1762     -1.53     -0.07     3.2721     3.9924
2016.1790     -0.75     3.22     4.1543     5.0215
2016.1817     6.30     5.15     4.3550     5.2672
2016.1844     8.29     7.92     4.2578     5.0767
2016.1872     0.92     1.42     4.1781     4.9703
2016.1899     7.83     6.20     3.8439     4.6696
2016.1926     -5.29     -5.49     4.0405     4.8047
2016.1954     11.23     5.94     4.0796     4.9259
2016.1981     0.62     0.56     3.9337     4.7388
2016.2008     0.33     2.85     3.8836     4.6761
2016.2036     0.24     1.58     4.4749     5.2501
2016.2063     4.18     6.96     3.7658     4.6029
2016.2090     2.18     0.89     3.7422     4.5752
2016.2117     -2.65     -1.05     3.8858     4.7218
2016.2145     0.67     1.01     3.8160     4.6296
2016.2172     -0.10     -2.58     3.9621     4.8081
2016.2199     7.83     2.87     3.8533     4.6039
2016.2227     0.32     5.17     4.0039     4.8303
2016.2254     -1.37     -0.80     3.8119     4.5946
2016.2281     -0.03     0.71     3.5711     4.2522
2016.2309     -0.17     1.63     3.7990     4.5307
2016.2336     -1.86     0.27     3.5358     4.2335
2016.2363     -2.01     -2.53     3.7217     4.4710
2016.2391     11.77     0.48     3.9332     4.7570
2016.2418     -1.05     1.05     4.1019     4.9496
2016.2445     1.57     -0.86     3.8140     4.6283
2016.2473     0.02     -3.00     4.0966     4.8054
2016.2500     -4.50     2.14     3.9618     4.6983
2016.2527     -0.00     1.12     3.7119     4.4278
2016.2555     1.51     -1.83     3.5795     4.2568
2016.2582     -2.40     -0.51     3.9610     4.7743
2016.2609     5.06     -1.08     4.4478     5.4672
2016.2637     -2.28     -1.17     3.8009     4.6061
2016.2664     0.71     -1.45     4.0928     4.9789
2016.2691     13.29     7.42     4.6575     5.5367
2016.2719     3.79     1.29     4.2379     5.1575
2016.2746     -5.50     3.35     4.3897     5.2383
2016.2773     7.63     3.31     3.8305     4.6844
2016.2801     1.97     -0.92     4.2217     5.1025
2016.2828     7.85     2.59     4.5307     5.4143
2016.2855     7.20     4.29     5.0350     5.9335
2016.2883     1.44     -2.86     4.3223     5.1116
2016.2910     3.44     0.82     4.7675     5.4830
2016.2937     -2.82     1.45     4.5629     5.4863
2016.2964     0.05     -1.16     3.8121     4.6278
2016.2992     -2.18     -2.21     4.6116     5.5121
2016.3019     -1.42     -1.60     4.3556     5.1854
2016.3046     3.39     0.00     3.9811     4.8010
2016.3074     1.24     -1.87     4.0763     4.8357
2016.3101     4.56     2.72     4.1640     4.9578
2016.3128     5.09     2.24     4.3431     5.2937
2016.3156     -0.97     0.21     5.0609     5.8561
2016.3183     -0.33     1.45     3.7419     4.5742
2016.3210     -3.52     -4.08     3.9984     4.8212
2016.3238     8.02     2.18     4.5475     5.4322
2016.3265     5.08     5.62     4.3426     5.3239
2016.3292     -0.67     -2.41     4.5124     5.3509
2016.3320     -6.09     -1.85     4.0219     4.8505
2016.3347     -1.13     0.48     3.5405     4.2808
2016.3374     0.12     -1.35     4.2611     5.0353
2016.3402     -2.44     0.31     3.9044     4.6215
2016.3429     -0.47     -0.79     4.3122     4.9538
2016.3456     -3.86     0.50     4.6179     5.4407
2016.3484     -0.71     -1.29     3.5846     4.4175
2016.3511     -2.10     -1.22     4.5266     5.4066
2016.3538     0.12     -5.09     3.5814     4.3723
2016.3566     1.42     -1.83     3.9492     4.7928
2016.3593     4.46     -3.27     4.4635     5.2876
2016.3620     -2.43     -1.36     4.5806     5.4347
2016.3648     -2.00     1.64     4.3525     5.1186
2016.3675     1.37     -1.01     4.2908     5.0398
2016.3702     -2.58     -1.51     4.2915     5.0395
2016.3730     0.60     0.14     4.4452     5.2667
2016.3757     2.23     2.19     4.0869     4.8994
2016.3784     -1.81     -1.80     3.8514     4.6031
2016.3811     -1.83     0.26     3.5682     4.3651
2016.3839     0.86     0.03     3.8687     4.6572
2016.3866     0.66     -1.47     3.5643     4.3491
2016.3893     -0.09     -1.63     4.5010     5.4072
2016.3921     1.20     -0.01     4.0360     4.6492
2016.3948     -0.61     -1.17     4.0050     4.8310
2016.3975     1.77     -0.31     4.1769     4.9235
2016.4003     -0.04     -0.72     4.3525     5.1183
2016.4030     0.25     -4.07     4.6703     5.4449
2016.4057     -0.85     0.99     4.4718     5.2293
2016.4085     0.37     -1.90     3.9818     4.7646
