#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2016.8484     -4.10     -6.94     3.1906     4.5415
2016.8511     -6.63     -4.05     3.3301     4.7291
2016.8538     -2.45     -7.12     3.6287     5.1822
2016.8566     -5.63     -3.14     3.2417     4.5605
2016.8593     -4.89     -2.18     3.2413     4.5576
2016.8620     -6.43     -2.57     3.4247     4.9119
2016.8648     -4.23     -3.54     3.2411     4.5575
2016.8675     -5.85     -2.89     3.1564     4.3930
2016.8702     -6.76     -0.63     2.9769     4.2560
2016.8730     -5.74     -1.74     3.1901     4.5413
2016.8757     -4.98     -1.96     3.0334     4.2823
2016.8784     -4.86     -1.70     3.3116     4.6537
2016.8811     -7.93     -2.50     3.1865     4.5367
2016.8839     -6.56     -1.11     3.2589     4.6341
2016.8866     -6.11     -3.08     3.1523     4.3857
2016.8893     -4.96     -1.17     3.1898     4.5402
2016.8921     -7.06     -2.68     2.9686     4.1971
2016.8948     -5.40     -3.15     3.2583     4.6326
2016.8975     -5.73     -4.31     3.1169     4.4440
2016.9003     -5.79     -3.59     3.1166     4.4428
2016.9030     -4.93     -2.08     3.3282     4.7273
2016.9057     -4.70     -4.33     3.0306     4.2751
2016.9085     -5.05     -2.63     3.1000     4.3689
2016.9112     -5.80     -3.00     3.1004     4.3704
2016.9139     -3.89     -1.30     3.0904     4.3030
2016.9167     -5.79     -1.34     2.9413     4.1035
2016.9194     -5.05     -1.23     3.1345     4.5199
2016.9221     -5.07     -1.73     3.3303     4.7303
2016.9249     -5.54     -0.84     2.8877     4.0835
2016.9276     -4.11     -1.03     2.9415     4.1025
2016.9303     -5.31     -1.15     2.9655     4.1842
2016.9331     -4.11     -2.71     3.2585     4.6316
2016.9358     -5.54     -0.84     2.9588     4.1790
2016.9385     -4.79     -2.43     3.1168     4.4428
2016.9413     -3.00     -0.98     2.9594     4.1816
2016.9440     -2.74     1.47     3.0291     4.2741
2016.9467     -4.10     0.64     3.0877     4.2988
2016.9495     -3.23     -0.41     2.8197     3.9953
2016.9522     -2.46     0.77     3.1175     4.4437
2016.9549     -3.25     -1.49     2.8362     4.0659
2016.9577     -3.58     -0.66     2.9046     4.1585
2016.9604     -2.80     -0.07     2.8020     3.9170
2016.9631     -3.00     0.99     2.8705     4.0075
2016.9658     -2.63     0.64     3.0116     4.1976
2016.9686     -3.57     -1.82     3.0675     4.4310
2016.9713     -3.18     -1.08     2.9414     4.1046
2016.9740     -2.81     -1.73     2.9093     4.1641
2016.9768     -3.87     -1.61     3.1277     4.4669
2016.9795     -3.98     -2.76     2.8732     4.0078
2016.9822     -5.06     -2.61     3.0125     4.2007
2016.9850     -3.53     -3.60     2.9423     4.1047
2016.9877     -3.50     -1.15     2.9425     4.1038
2016.9904     -4.35     -0.72     2.9050     4.1587
2016.9932     -3.78     -4.38     2.8536     3.9338
2016.9959     -3.58     -3.18     2.7336     3.8252
2016.9986     -3.68     -6.59     3.1172     4.4436
2017.0014     -2.36     -5.94     3.0115     4.1966
2017.0041     -3.52     -3.89     2.8013     3.9147
2017.0068     -2.39     -2.48     2.8935     4.0953
2017.0096     -3.15     -4.54     3.1004     4.3696
2017.0123     -4.97     0.54     2.8358     4.0658
2017.0151     -3.04     -3.97     2.9658     4.1843
2017.0178     -3.65     -2.46     2.9053     4.1599
2017.0205     -4.84     -4.84     2.8192     3.9940
2017.0233     -5.24     -3.56     2.9763     4.2552
2017.0260     -4.82     -7.40     2.8356     4.0657
2017.0288     -4.72     -4.85     2.8880     4.0850
2017.0315     -2.96     -3.60     2.8912     4.0856
2017.0342     -4.45     -1.32     2.8358     4.0658
2017.0370     -4.46     -4.08     2.8274     4.0074
2017.0397     -5.50     -3.75     2.8431     4.0755
2017.0425     -6.13     -3.58     2.9817     4.2611
2017.0452     -5.35     -4.98     2.8904     4.0843
2017.0479     -5.95     -2.08     3.0642     4.4248
2017.0507     -5.47     -3.27     2.8542     4.1446
2017.0534     -6.15     -4.67     2.8358     4.0648
2017.0562     -5.46     -3.29     2.9406     4.3101
2017.0589     -3.89     -2.14     2.7679     3.9742
2017.0616     -5.18     -2.58     2.9264     4.2364
2017.0644     -5.52     -1.18     2.8545     4.1459
2017.0671     -5.96     -1.49     2.7870     4.0549
2017.0699     -4.21     -1.91     2.6949     3.8770
2017.0726     -3.81     -5.43     2.8545     4.1447
2017.0753     -4.43     -3.59     2.9655     4.1854
2017.0781     -4.19     -3.08     2.8362     4.0659
2017.0808     -4.66     -3.59     2.8540     4.1445
2017.0836     -4.75     -1.97     2.9258     4.2362
2017.0863     -4.37     -4.87     2.9094     4.1641
2017.0890     -6.04     -4.10     2.9950     4.3343
2017.0918     -3.55     -1.57     2.9077     4.1619
2017.0945     -3.90     -2.40     2.9048     4.1586
2017.0973     -4.04     -2.04     2.9393     4.2611
2017.1000     -4.96     -2.56     2.8192     3.9940
2017.1027     -3.68     -2.10     2.6955     3.8791
2017.1055     -4.15     -2.88     2.9264     4.2364
2017.1082     -4.80     -2.13     2.7685     3.9753
2017.1110     -4.42     -3.06     2.7472     3.8962
2017.1137     -3.87     -3.86     2.8541     4.1458
2017.1164     -3.78     -1.86     2.8750     4.0151
2017.1192     -3.91     -1.80     2.8354     4.0656
2017.1219     -4.50     0.79     2.9085     4.1628
2017.1247     -3.63     -2.50     2.8432     4.0747
2017.1274     -4.04     -2.05     2.8358     4.0658
2017.1301     -4.59     0.16     2.9943     4.3300
2017.1329     -4.16     -0.63     3.0113     4.1965
2017.1356     -4.02     1.00     2.9279     4.2442
2017.1384     -4.42     0.87     2.9945     4.3321
2017.1411     -4.92     -2.67     3.1347     4.5200
2017.1438     -2.45     -3.18     2.9605     4.1829
2017.1466     -3.51     -2.23     2.9092     4.1643
2017.1493     -3.10     -2.69     2.9093     4.1631
2017.1521     -5.04     -2.09     3.2259     4.6924
2017.1548     -3.33     -2.41     2.9054     4.1605
2017.1575     -3.70     -2.05     2.9761     4.2538
2017.1603     -4.46     -0.16     2.9087     4.1638
2017.1630     -4.73     -0.06     2.9263     4.2376
2017.1658     -3.30     -1.63     2.7684     3.9764
2017.1685     -4.68     -1.86     3.1165     4.4416
2017.1712     -4.63     -0.30     3.0680     4.4315
2017.1740     -5.07     -2.29     2.7639     3.9696
2017.1767     -4.81     -2.10     2.9939     4.3288
2017.1795     -3.52     -1.64     2.8906     4.0854
2017.1822     -4.71     -2.62     3.1530     4.5948
2017.1849     -3.80     -1.23     3.1729     4.4636
2017.1877     -3.43     -1.88     3.1909     4.5429
2017.1904     -5.92     -6.36     3.0456     4.3481
2017.1932     -3.60     -9.59     3.1698     4.4619
2017.1959     -3.76     -3.31     3.0457     4.3476
2017.1986     -4.83     -5.41     3.1345     4.5182
2017.2014     -3.40     -1.68     2.8182     3.9879
2017.2041     -3.43     -2.16     2.9767     4.2559
2017.2068     -3.82     -2.87     2.8931     4.0940
2017.2096     -4.72     -0.34     3.3558     4.7615
2017.2123     -4.75     -0.85     3.4520     4.8404
2017.2151     -4.05     -2.29     3.1170     4.4424
2017.2178     -4.38     -1.48     2.9655     4.1833
2017.2205     -6.53     -2.87     3.2307     4.4915
2017.2233     -5.13     -1.59     3.2495     4.5722
2017.2260     -5.72     0.45     3.2752     4.7066
2017.2288     -3.99     -1.32     3.1728     4.4636
2017.2315     -5.75     -2.00     3.1349     4.5188
2017.2342     -4.93     -2.93     3.0602     4.3650
2017.2370     -6.18     0.73     3.3570     4.8121
2017.2397     -5.13     -2.43     3.1911     4.5419
2017.2425     -4.72     -4.00     3.3274     4.7259
2017.2452     -4.13     -0.69     3.3112     4.8605
2017.2479     -4.64     0.01     3.3447     4.8013
2017.2507     -4.49     -0.36     3.1440     4.5354
2017.2534     -4.54     -0.23     3.2932     4.7826
2017.2562     -5.14     0.69     3.2045     4.6124
2017.2589     -5.35     -0.20     3.2591     4.6380
2017.2616     -5.84     -4.04     3.2753     4.7089
2017.2644     -4.17     -4.52     3.2579     4.6320
2017.2671     -5.86     -5.10     3.1868     4.5368
2017.2699     -7.77     -5.70     3.4000     4.8271
2017.2726     -7.50     -5.51     3.2494     4.5722
2017.2753     -5.39     -4.31     3.3897     4.7604
2017.2781     -3.97     -2.50     3.3984     4.8222
2017.2808     -6.28     -0.41     3.5650     5.0976
2017.2836     -5.65     -3.93     3.6111     5.1056
2017.2863     -8.30     -5.21     3.5935     5.0320
2017.2890     -7.40     -4.10     3.4704     4.9179
2017.2918     -5.07     -2.57     3.4533     4.8402
2017.2945     -7.07     -4.91     3.6222     5.1191
2017.2973     -6.22     -3.38     3.5406     5.0110
2017.3000     -6.10     -0.87     3.3989     4.8215
2017.3027     -5.70     -2.98     3.2751     4.7071
2017.3055     -5.80     -1.88     3.3152     4.6610
2017.3082     -7.59     -3.33     3.2095     4.6213
2017.3110     -5.89     0.03     3.6406     5.2004
2017.3137     -5.43     -4.21     3.5579     5.0884
2017.3164     -3.01     -4.31     3.7847     5.4436
2017.3192     -4.23     -1.86     3.3272     4.7257
2017.3219     -3.56     -2.40     3.5752     5.1635
2017.3247     -2.65     -0.72     3.4859     4.9901
2017.3274     -3.35     -3.47     3.3598     4.8233
2017.3301     -3.22     -2.40     3.3992     4.8216
2017.3329     -4.87     -7.86     3.6101     5.1076
2017.3356     -4.50     -2.58     3.7703     5.3697
2017.3384     -7.14     -2.20     3.7155     5.3502
2017.3411     -1.95     -4.71     3.4709     4.9193
2017.3438     -4.63     -4.51     3.4686     4.9150
2017.3466     -3.43     -2.15     3.6441     5.2547
2017.3493     -3.65     -8.63     3.5953     5.0353
2017.3521     -4.47     -8.01     3.6396     5.1990
2017.3548     -7.46     -5.62     3.5809     5.1702
2017.3575     -2.04     -6.74     3.5750     5.1616
2017.3603     -4.61     -4.01     3.5400     5.0107
2017.3630     -2.41     -6.08     3.5606     5.0976
2017.3658     -4.70     -9.39     3.5937     5.0304
2017.3685     -3.97     -8.69     3.3469     4.8026
2017.3712     -3.89     -6.07     3.3989     4.8215
2017.3740     -3.21     -8.60     3.3291     4.7301
2017.3767     -2.83     -4.20     3.4905     4.9984
2017.3795     -2.90     -4.87     3.4903     4.9972
2017.3822     -5.94     -6.30     3.6174     5.3215
2017.3849     -6.65     -6.51     3.2838     4.7220
2017.3877     -5.90     -3.88     3.6551     5.2205
2017.3904     -5.72     -0.97     4.0535     5.8741
2017.3932     -4.20     -0.52     3.5755     5.0548
2017.3959     -3.82     -1.75     3.2648     4.6410
2017.3986     -1.30     -4.65     3.4176     4.8439
2017.4014     -4.39     -4.55     3.6268     5.1803
2017.4041     -5.46     -2.17     3.4821     4.9324
2017.4068     -2.53     -5.52     3.5353     5.1187
2017.4096     -4.40     -3.39     3.3992     4.8216
2017.4123     -7.47     -5.31     3.7052     5.2870
2017.4151     -5.23     -6.11     3.5460     5.0182
2017.4178     -3.55     -3.54     3.9396     5.6586
2017.4205     -5.44     -2.49     3.4185     4.8458
2017.4233     -4.78     -4.15     3.8414     5.4240
2017.4260     -5.10     -4.75     3.9307     5.6429
2017.4288     -3.96     -5.61     3.6247     5.1333
2017.4315     -3.88     -4.97     3.5970     5.0386
2017.4342     -6.13     -3.87     3.7323     5.3707
2017.4370     -5.76     -4.50     3.7764     5.3247
2017.4397     -4.64     -3.08     3.8580     5.4933
2017.4425     -5.52     -5.10     4.0278     5.6175
2017.4452     -6.18     -1.78     3.2768     4.7122
2017.4479     -5.19     -4.25     3.7054     5.2870
2017.4507     -5.23     -5.82     3.8469     5.4774
2017.4534     -3.91     -5.17     3.6480     5.2589
2017.4562     -4.05     -5.67     3.6315     5.1871
2017.4589     -5.54     -7.86     3.6296     5.1807
2017.4616     -3.84     -4.78     3.9775     5.6518
2017.4644     -2.96     -4.44     3.7624     5.3074
2017.4671     -4.77     -1.93     3.5398     5.0106
2017.4699     -5.72     -4.61     3.6806     5.1994
2017.4726     -4.06     -2.84     3.2676     4.6540
2017.4753     -3.98     -8.08     3.6311     5.1869
2017.4781     -4.51     -6.21     3.5299     4.9477
2017.4808     -6.59     -2.46     3.6982     5.2770
2017.4836     -6.31     -4.26     3.5465     5.0187
2017.4863     -4.42     -7.56     3.7973     5.4576
2017.4890     -5.35     -5.24     4.0023     5.7344
2017.4918     -3.91     -6.31     3.5924     5.1817
2017.4945     -6.20     -5.38     3.9294     5.6363
2017.4973     -3.19     -10.05     4.1943     5.9420
2017.5000     -5.14     -6.62     3.6688     5.1282
2017.5027     -5.31     -10.96     3.2840     4.7220
2017.5055     -6.30     -10.76     3.3421     4.6993
2017.5082     -8.32     -6.58     3.5928     5.2384
2017.5110     -4.14     -9.10     3.8516     5.4774
2017.5137     -6.68     -12.06     4.4860     6.4365
2017.5164     -4.81     -7.73     4.4426     6.4207
2017.5192     -8.52     -5.24     3.6295     5.1807
2017.5219     -5.38     -11.63     3.7813     5.3887
2017.5247     -3.74     -11.22     4.1418     5.9231
2017.5274     -7.47     -10.95     4.3403     6.0929
2017.5301     -3.53     -19.88     4.6303     6.5798
2017.5329     -1.64     -11.94     4.2455     5.9611
2017.5356     -2.29     -14.81     4.6512     6.6588
2017.5384     -7.42     -20.05     4.5979     6.4311
2017.5411     -2.86     -9.46     3.9185     5.5735
2017.5438     -6.62     -9.12     3.9987     5.6371
2017.5466     -5.52     -10.16     5.3581     7.3981
2017.5493     -6.56     -9.27     3.9266     5.6331
2017.5521     -11.37     -12.76     4.3865     6.1518
2017.5548     -6.86     -9.63     4.5430     6.4089
2017.5575     -6.22     -12.35     4.4421     6.1717
2017.5603     -5.23     -12.85     3.8405     5.3654
2017.5630     -6.74     -11.63     4.0150     5.5961
2017.5658     -8.01     -10.72     4.1220     5.8459
2017.5685     -3.77     -8.90     6.3908     8.9019
2017.5712     -3.67     -8.85     4.4644     6.2501
2017.5740     -4.80     -11.39     5.0707     7.0579
2017.5767     -2.65     -9.14     4.3685     6.0721
2017.5795     -4.26     -5.16     4.8573     6.7883
2017.5822     -3.70     -10.48     4.6675     6.5258
2017.5849     -8.73     -13.70     4.2185     6.0370
2017.5877     -7.11     -9.31     4.0140     5.7009
2017.5904     -9.21     -14.20     4.8420     6.8647
2017.5932     -6.98     -11.03     4.4625     6.2446
2017.5959     -2.36     -4.82     4.4179     6.1981
2017.5986     -3.19     -14.27     4.2788     6.0556
2017.6014     -3.66     -7.76     4.3428     6.1436
2017.6041     -5.73     -7.12     3.8917     5.4825
2017.6068     -4.28     -7.90     3.4809     4.9294
2017.6096     -6.90     -5.06     3.5264     4.9388
2017.6123     -4.64     -6.18     3.7523     5.2948
2017.6151     -6.28     -6.59     4.2455     5.9611
2017.6178     -5.03     -12.79     3.6146     5.1170
2017.6205     -3.18     -7.27     3.6252     5.1351
2017.6233     -6.79     -9.81     4.2003     5.9450
2017.6260     -1.77     -12.46     4.4809     6.2827
2017.6288     -3.76     -10.87     4.1594     5.7921
2017.6315     -6.09     -5.38     4.2130     6.0229
2017.6342     -4.76     -8.39     4.1752     5.8637
2017.6370     -1.12     -10.42     4.7109     6.6819
2017.6397     0.85     -11.65     5.7060     8.0735
2017.6425     -5.17     -2.89     4.3896     6.3089
2017.6452     -3.94     -7.06     4.0676     5.8248
2017.6479     -5.01     -11.44     3.8746     5.6186
2017.6507     -6.54     -7.64     4.0414     5.6344
2017.6534     -3.69     -16.67     4.6850     6.6003
2017.6562     -4.74     -8.17     4.9508     7.0602
2017.6589     -6.60     -8.60     3.8295     5.4065
2017.6616     -6.64     -4.28     4.0566     5.7023
2017.6644     -5.16     -3.20     3.6870     5.2073
2017.6671     -5.48     -6.60     3.7528     5.2954
2017.6699     -8.89     -2.35     3.6530     5.0576
2017.6726     -5.64     -8.19     4.0231     5.6063
2017.6753     -1.59     -7.58     3.8545     5.4780
2017.6781     -3.04     -6.20     4.0363     5.6768
2017.6808     -7.47     -4.21     3.8865     5.4272
2017.6836     -4.31     -8.96     3.8384     5.4650
2017.6863     -5.15     -6.60     3.7502     5.2931
2017.6890     -4.22     -7.49     3.5793     4.9600
2017.6918     -6.43     -3.14     3.5736     5.1593
2017.6945     -6.30     -4.85     4.0093     5.6971
2017.6973     -4.62     -5.67     3.7020     5.2369
2017.7000     -4.88     -8.11     3.5305     4.9489
2017.7027     -5.05     -5.99     3.9121     5.3537
2017.7055     -2.45     -6.27     3.3153     4.6597
2017.7082     -2.95     -8.12     3.8831     5.3658
2017.7110     -6.34     -6.16     3.3637     4.6698
2017.7137     -3.50     -9.57     3.8227     5.3420
2017.7164     -2.15     -6.46     3.6828     5.1543
2017.7192     -3.43     -8.33     3.3820     4.7478
2017.7219     -2.50     -4.75     3.8382     5.4080
2017.7247     -3.44     -4.37     3.5778     4.9587
2017.7274     -3.41     -5.85     3.4659     4.8644
2017.7301     -3.14     -5.96     3.1696     4.4630
2017.7329     -1.38     -5.85     3.5811     4.9679
2017.7356     -3.45     -6.61     3.6801     5.1981
2017.7384     -3.28     -1.96     3.9513     5.5134
2017.7411     -4.73     0.22     3.9627     5.5784
2017.7438     -6.49     0.40     3.9998     5.7298
2017.7466     -6.96     -0.14     3.6144     5.1169
2017.7493     -8.88     -7.99     3.9215     5.5785
2017.7521     -5.79     -12.86     3.9631     5.5779
2017.7548     2.91     -12.85     3.6114     5.1057
2017.7575     -4.61     -3.44     3.6809     5.1997
2017.7603     -8.76     0.69     3.8568     5.5394
2017.7630     -9.73     -0.55     3.7651     5.3212
2017.7658     -10.24     2.41     3.3298     4.7289
2017.7685     -8.91     6.11     3.6126     5.1079
2017.7712     -8.55     2.98     3.4080     4.8420
2017.7740     -5.16     -0.38     4.2024     5.9552
2017.7767     -6.57     -1.37     3.8429     5.4673
2017.7795     -5.87     -1.16     3.3834     4.7507
2017.7822     -5.42     -3.12     3.6108     5.1051
2017.7849     -6.34     -0.28     3.5400     5.0107
2017.7877     -5.54     -3.65     3.4698     4.9203
2017.7904     -7.58     -0.84     3.2413     4.5603
2017.7932     -7.83     2.03     3.9684     5.5844
2017.7959     -7.57     2.22     3.9131     5.5646
2017.7986     -8.42     2.37     3.4007     4.8284
2017.8014     -6.60     1.51     3.0995     4.3675
2017.8041     -5.61     -2.65     3.4705     4.9163
2017.8068     -3.95     -1.44     3.4207     4.9014
2017.8096     -7.29     0.69     3.3454     4.8025
2017.8123     -8.79     -0.64     3.4154     4.8960
2017.8151     -7.88     0.76     3.1911     4.5430
2017.8178     -9.07     -0.23     3.5750     5.1614
2017.8205     -8.19     2.36     3.4904     4.9983
2017.8233     -6.51     -0.41     3.4180     4.9012
2017.8260     -6.68     0.85     3.1176     4.4427
2017.8288     -6.27     -1.56     3.1741     4.4709
2017.8315     -4.68     -2.43     3.1888     4.5381
2017.8342     -7.99     1.31     3.2579     4.6320
2017.8370     -6.15     0.96     3.1175     4.4438
2017.8397     -6.23     0.31     3.6623     5.3302
2017.8425     -7.01     1.39     3.0686     4.4340
2017.8452     -8.55     2.14     3.1882     4.5412
2017.8479     -8.61     1.45     3.2046     4.6135
2017.8507     -5.88     2.81     3.0287     4.2729
2017.8534     -7.29     1.52     3.2650     4.6400
2017.8562     -7.03     2.29     3.4383     4.9785
2017.8589     -6.16     -0.43     3.0830     4.2930
2017.8616     -4.85     0.54     3.1092     4.3854
2017.8644     -6.46     0.31     3.0465     4.3497
2017.8671     -6.82     0.94     3.2502     4.5739
2017.8699     -6.49     -1.86     3.1904     4.5417
2017.8726     -6.09     -1.44     3.2470     4.5608
2017.8753     -6.97     -0.10     3.2410     4.5592
2017.8781     -5.40     -2.60     3.1905     4.5415
2017.8808     -6.16     -2.97     3.1891     4.5370
2017.8836     -6.41     -3.18     3.1913     4.5431
2017.8863     -3.89     -0.46     3.2191     4.6353
2017.8890     -6.87     -0.62     3.0159     4.2042
2017.8918     -6.03     1.21     2.9587     4.1780
2017.8945     -6.14     0.37     2.9096     4.1654
2017.8973     -4.96     -2.28     3.0604     4.3651
2017.9000     -5.69     -1.32     3.0158     4.2021
2017.9027     -4.70     -1.53     2.9598     4.1827
2017.9055     -4.38     -1.76     2.9773     4.2562
2017.9082     -3.19     -3.03     3.0316     4.2744
2017.9110     -5.03     -0.99     2.8925     4.0937
2017.9137     -4.87     -1.95     2.8925     4.0937
2017.9164     -5.44     -0.53     3.0761     4.4339
2017.9192     -4.03     -3.47     2.9600     4.1828
2017.9219     -2.54     -2.69     2.8930     4.0939
2017.9247     -2.56     -3.47     2.8915     4.0857
2017.9274     -4.02     -2.10     2.9603     4.1829
2017.9301     -3.62     -2.53     2.8356     4.0647
2017.9329     -2.85     -1.06     3.0453     4.3001
2017.9356     -4.05     -4.55     2.9590     4.1803
2017.9384     -3.93     -0.07     2.9097     4.1642
2017.9411     -2.50     -2.51     2.9092     4.1643
2017.9438     -3.76     -3.57     3.0318     4.2745
2017.9466     -3.23     -3.49     2.8910     4.0855
2017.9493     -3.62     -2.82     2.9048     4.1586
2017.9521     -3.99     -5.54     2.9252     4.0286
2017.9548     -3.50     -5.35     3.0294     4.2754
2017.9575     -3.62     -2.82     2.9418     4.1037
2017.9603     -4.35     -3.80     2.7686     3.9765
2017.9630     -4.16     -2.88     2.8274     4.0074
2017.9658     -3.66     -1.30     2.9095     4.1641
2017.9685     -3.91     -0.41     2.9089     4.1639
2017.9712     -4.80     -0.44     2.7519     3.9053
2017.9740     -4.65     -0.80     2.7519     3.9053
2017.9767     -4.63     -0.02     2.8933     4.0953
2017.9795     -2.85     -1.62     3.0284     4.2725
2017.9822     -3.38     -2.01     2.9087     4.1638
2017.9849     -5.17     -1.48     2.9602     4.1828
2017.9877     -4.86     -1.41     2.9682     4.1957
2017.9904     -3.94     -2.57     2.9056     4.1589
2017.9932     -3.96     -1.96     2.8534     4.1410
2017.9959     -3.58     -0.94     2.9598     4.1827
2017.9986     -4.29     -2.82     2.9838     4.2631
2018.0014     -3.91     -3.76     2.8433     4.0765
2018.0041     -2.98     -5.81     2.8282     4.0077
2018.0068     -5.88     -4.21     2.9087     4.1629
2018.0096     -6.07     -2.07     2.9768     4.2548
2018.0123     -5.17     -5.69     3.0795     4.4487
2018.0151     -5.23     -3.30     2.8201     3.9955
2018.0178     -4.68     -1.85     3.1360     4.5234
2018.0205     -4.79     0.66     2.9944     4.3321
2018.0233     -3.92     -0.10     3.0459     4.3489
2018.0260     -3.31     0.06     2.9446     4.3151
2018.0288     -2.73     -1.64     2.7801     3.9892
2018.0315     -2.76     -2.13     2.8192     3.9940
2018.0342     -3.91     -2.36     2.7505     3.8967
2018.0370     -2.92     -2.86     2.8470     4.0922
2018.0397     -3.28     -2.53     2.8257     3.9957
2018.0425     -3.52     -3.62     2.9091     4.1640
2018.0452     -3.33     -4.08     2.7029     3.8873
2018.0479     -3.15     -2.58     2.9050     4.1587
2018.0507     -2.99     -1.27     2.7687     3.9754
2018.0534     -4.16     0.22     2.9601     4.1840
2018.0562     -4.84     -3.15     3.0158     4.2030
2018.0589     -4.72     -1.21     2.9249     4.1969
2018.0616     -3.49     -3.40     2.9092     4.1652
2018.0644     -3.34     -4.91     2.9092     4.1652
2018.0671     -2.31     -2.69     3.0413     4.2846
2018.0699     -5.17     -5.97     2.9256     4.2361
2018.0726     -4.23     -4.67     3.0680     4.4325
2018.0753     -3.37     -2.87     2.9588     4.1785
2018.0781     -3.58     -1.51     2.8588     4.0959
2018.0808     -3.69     -2.62     3.0289     4.2730
2018.0836     -3.11     -1.28     2.9092     4.1640
2018.0863     -3.50     -1.71     2.9657     4.1842
2018.0890     -3.77     -1.02     2.7692     3.9767
2018.0918     -3.38     -3.13     2.9935     4.3292
2018.0945     -3.64     -1.92     2.8349     4.0646
2018.0973     -2.94     -3.10     2.9678     4.1955
2018.1000     -3.48     -3.99     2.9045     4.1119
2018.1027     -3.22     -1.84     3.0457     4.3488
2018.1055     -2.97     -3.02     2.9652     4.1840
2018.1082     -3.36     -3.74     3.0335     4.2814
2018.1110     -3.73     -1.42     2.9257     4.2362
2018.1137     -3.90     -3.51     2.8356     4.0657
2018.1164     -4.18     -2.82     2.9841     4.2654
2018.1192     -5.09     -2.25     3.1177     4.4450
2018.1219     -4.35     -2.13     2.9681     4.1969
2018.1247     -5.25     0.11     3.0803     4.4504
2018.1274     -3.89     -0.16     2.9847     4.2656
2018.1301     -4.54     -1.36     2.9839     4.2644
2018.1329     -3.58     -3.74     3.0029     4.3461
2018.1356     -3.70     0.77     3.0770     4.4365
2018.1384     -4.78     -0.48     3.2810     4.7118
2018.1411     -5.28     -0.38     3.2933     4.7849
2018.1438     -4.35     -0.44     3.2366     4.6595
2018.1466     -4.81     0.42     3.0603     4.3659
2018.1493     -5.61     0.45     3.1003     4.3672
2018.1521     -4.43     1.46     3.0598     4.3658
2018.1548     -4.04     -2.05     2.9015     4.0964
2018.1575     -5.32     -0.56     3.1347     4.5177
2018.1603     -3.64     -1.35     3.2750     4.7065
2018.1630     -5.42     0.26     3.3277     4.7271
2018.1658     -3.51     0.58     3.1230     4.4042
2018.1685     -4.71     -1.79     3.1189     4.3870
2018.1712     -5.20     0.56     3.1231     4.4043
2018.1740     -4.93     -3.77     3.1913     4.5431
2018.1767     -6.42     -3.14     3.3494     4.8096
2018.1795     -3.91     -3.76     3.0198     4.4155
2018.1822     -5.72     -0.67     3.5069     5.0698
2018.1849     -3.54     -2.44     3.2651     4.6424
2018.1877     -4.40     -3.68     3.1245     4.4539
2018.1904     -6.22     -1.96     3.1089     4.3839
2018.1932     -7.63     -2.67     3.2842     4.7221
2018.1959     -5.35     -3.01     2.9090     4.1642
2018.1986     -4.36     -3.77     3.3457     4.8027
2018.2014     -4.78     -6.66     3.3992     4.8216
2018.2041     -6.37     -5.24     3.2003     4.5530
2018.2068     -5.57     -1.33     3.3313     4.7303
2018.2096     -4.84     -0.07     3.3756     4.8925
2018.2123     -3.57     -1.54     3.0522     4.3627
2018.2151     -4.68     -1.30     3.2959     4.6798
2018.2178     -3.98     -0.80     3.2194     4.6364
2018.2205     -4.14     -2.91     2.9601     4.1828
2018.2233     -4.62     -2.30     3.2556     4.7873
2018.2260     -3.90     -0.15     3.0632     4.3243
2018.2288     -4.76     -1.37     2.9045     4.1114
2018.2315     -3.95     0.25     3.0450     4.3005
2018.2342     -5.23     -2.75     2.9006     4.0953
2018.2370     -3.70     -1.21     3.2500     4.5738
2018.2397     -5.51     -2.04     3.4027     4.7790
2018.2425     -6.61     -4.64     3.1231     4.4057
2018.2452     -6.87     -6.82     3.2647     4.6409
2018.2479     -3.98     -2.19     3.4688     4.9151
2018.2507     -4.93     -6.02     3.5495     5.0305
2018.2534     -4.93     -6.01     3.5758     5.0557
2018.2562     -5.04     -5.19     3.3411     4.7424
2018.2589     -7.71     -7.24     3.2024     4.5108
2018.2616     -7.45     -7.05     3.0602     4.3663
2018.2644     -4.63     -1.42     3.2786     4.6589
2018.2671     -4.37     -3.48     3.1904     4.5427
2018.2699     -5.63     -4.28     3.0172     4.3660
2018.2726     -6.82     -4.96     3.1087     4.3838
2018.2753     -5.80     -7.21     3.3761     4.8480
2018.2781     -7.26     -3.87     3.1381     4.4695
2018.2808     -8.36     -4.23     3.3761     4.8455
2018.2836     -5.38     -2.08     3.0971     4.4728
2018.2863     -3.42     -3.58     3.2810     4.7118
2018.2890     -5.80     -5.26     3.1577     4.5535
2018.2918     -4.02     -5.18     3.3566     4.7618
2018.2945     -5.47     -2.13     3.3321     4.8898
2018.2973     -4.98     -4.22     3.5490     5.0303
2018.3000     -8.05     -2.75     3.6004     5.2510
2018.3027     -5.95     -4.60     3.5489     5.0318
2018.3055     -6.45     -2.81     3.3499     4.8098
2018.3082     -7.08     -2.65     3.2489     4.5711
2018.3110     -8.84     -3.04     3.2256     4.6937
2018.3137     -5.10     -3.07     3.2930     4.7237
2018.3164     -7.38     -4.43     3.5154     5.0350
2018.3192     -6.69     -1.93     3.0026     4.3026
